TimeStamp,Name,State
31191.768,Input1,0
31287.771,Input1,1
37760.722,Input1,0
38255.191,Input1,1
148023.857,Input1,0
148118.911,Input1,1
157149.052,Input1,0
157645.051,Input1,1
235543.820,Input1,0
235638.821,Input1,1
242064.148,Input1,0
242575.519,Input1,1
364841.832,Input1,0
364936.884,Input1,1
376557.106,Input1,0
377052.281,Input1,1
490208.097,Input1,0
490304.676,Input1,1
527415.030,Input1,0
527927.023,Input1,1
623853.400,Input1,0
623949.399,Input1,1
676548.800,Input1,0
677044.358,Input1,1
776414.325,Input1,0
776526.326,Input1,1
801890.561,Input1,0
802386.461,Input1,1
954924.221,Input1,0
955020.224,Input1,1
977507.236,Input1,0
978008.232,Input1,1
1057315.365,Input1,0
1057411.365,Input1,1
1065467.472,Input1,0
1065962.266,Input1,1
1137772.896,Input1,0
1137868.898,Input1,1
1161730.949,Input1,0
1162242.245,Input1,1
1252102.848,Input1,0
1252198.849,Input1,1
1267813.139,Input1,0
1268308.749,Input1,1
1388098.436,Input1,0
1388196.167,Input1,1
1416579.919,Input1,0
1417075.921,Input1,1
1528128.078,Input1,0
1528229.038,Input1,1
1615137.668,Input1,0
1615648.671,Input1,1
1727538.069,Input1,0
1727633.067,Input1,1
1780024.060,Input1,0
1780519.502,Input1,1
1895850.237,Input1,0
1895946.216,Input1,1
1935135.422,Input1,0
1935648.214,Input1,1
2032796.861,Input1,0
2032908.857,Input1,1
2041507.428,Input1,0
2042019.665,Input1,1
2132609.054,Input1,0
2132721.046,Input1,1
2146257.924,Input1,0
2146753.926,Input1,1
2235428.814,Input1,0
2235524.724,Input1,1
2290346.359,Input1,0
2290840.215,Input1,1
2395511.699,Input1,0
2395623.693,Input1,1
2403103.305,Input1,0
2403598.286,Input1,1
2476846.947,Input1,0
2476933.951,Input1,1
2501052.719,Input1,0
2501563.717,Input1,1
2612755.334,Input1,0
2612850.335,Input1,1
2634939.227,Input1,0
2635433.789,Input1,1
