,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
0,4/12/2024 15:47,1.16.3,FR1,9,4.11,,1,Right,Left,0,1,0,0,,,0.15,4/12/2024 15:47
1,4/12/2024 15:49,1.16.3,FR1,9,4.11,,1,Left,Left,1,1,0,0,,,0.08,4/12/2024 15:49
2,4/12/2024 15:49,1.16.3,FR1,9,4.11,,1,LeftDuringDispense,Left,2,1,0,0,,,0.32,4/12/2024 15:49
3,4/12/2024 15:49,1.16.3,FR1,9,4.11,,1,LeftDuringDispense,Left,3,1,0,0,,,0.12,4/12/2024 15:49
4,4/12/2024 15:50,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,4,1,0,0,,,0.04,4/12/2024 15:50
5,4/12/2024 15:51,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,4,2,0,0,,,0,4/12/2024 15:51
6,4/12/2024 15:52,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,4,3,0,0,,,0.04,4/12/2024 15:52
7,4/12/2024 15:53,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,4,4,0,0,,,0.41,4/12/2024 15:53
8,4/12/2024 15:54,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,5,4,0,0,,,0.02,4/12/2024 15:54
9,4/12/2024 15:54,1.16.3,FR1,9,4.12,,1,LeftWithPellet,Left,6,4,0,0,,,0.29,4/12/2024 15:54
10,4/12/2024 15:55,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,6,5,0,0,,,0.03,4/12/2024 15:55
11,4/12/2024 15:57,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,6,6,0,0,,,0.04,4/12/2024 15:57
12,4/12/2024 16:03,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,6,7,0,0,,,0.76,4/12/2024 16:03
13,4/12/2024 16:03,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,7,7,0,0,,,0.28,4/12/2024 16:03
14,4/12/2024 16:04,1.16.3,FR1,9,4.11,4,1,Pellet,Left,7,7,1,0,Timed_out,,,4/12/2024 16:04
15,4/12/2024 16:07,1.16.3,FR1,9,4.11,,1,Right,Left,7,8,1,0,,,0.15,4/12/2024 16:07
16,4/12/2024 16:07,1.16.3,FR1,9,4.11,,1,Right,Left,7,9,1,0,,,0,4/12/2024 16:07
17,4/12/2024 16:08,1.16.3,FR1,9,4.11,,1,Left,Left,8,9,1,0,,,0.04,4/12/2024 16:08
18,4/12/2024 16:10,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,8,10,1,0,,,0.13,4/12/2024 16:10
19,4/12/2024 16:10,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,8,11,1,0,,,0.01,4/12/2024 16:10
20,4/12/2024 16:11,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,9,11,1,0,,,0.16,4/12/2024 16:11
21,4/12/2024 16:11,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,10,11,1,0,,,0.07,4/12/2024 16:11
22,4/12/2024 16:11,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,11,11,1,0,,,0.24,4/12/2024 16:11
23,4/12/2024 16:11,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,12,11,1,0,,,0.08,4/12/2024 16:11
24,4/12/2024 16:11,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,13,11,1,0,,,0.09,4/12/2024 16:11
25,4/12/2024 16:13,1.16.3,FR1,9,4.11,1,1,Pellet,Left,13,11,2,0,Timed_out,498,,4/12/2024 16:13
26,4/12/2024 16:14,1.16.3,FR1,9,4.11,,1,Right,Left,13,12,2,0,,,0.02,4/12/2024 16:14
27,4/12/2024 16:14,1.16.3,FR1,9,4.11,,1,Left,Left,14,12,2,0,,,2,4/12/2024 16:14
28,4/12/2024 16:14,1.16.3,FR1,9,4.12,,1,LeftDuringDispense,Left,15,12,2,0,,,0.17,4/12/2024 16:14
29,4/12/2024 16:15,1.16.3,FR1,9,4.11,2,1,Pellet,Left,15,12,3,0,Timed_out,149,,4/12/2024 16:15
