MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
2/2/2021 17:04:34,1.2.5,FR1,6,4.03,1,1,Right,Left,0,1,0,0,nan,0.03
2/2/2021 17:10:37,1.2.5,FR1,6,4.03,1,1,Left,Left,1,1,0,0,nan,0.03
2/2/2021 17:10:46,1.2.5,FR1,6,4.03,3,1,Pellet,Left,1,1,1,0,3.36,nan
2/2/2021 17:11:05,1.2.5,FR1,6,4.03,1,1,Left,Left,2,1,1,0,nan,0.30
2/2/2021 17:11:13,1.2.5,FR1,6,4.03,1,1,Pellet,Left,2,1,2,0,5.93,nan
2/2/2021 17:11:49,1.2.5,FR1,6,4.03,1,1,Right,Left,2,2,2,0,nan,0.14
2/2/2021 17:15:06,1.2.5,FR1,6,4.03,1,1,Right,Left,2,3,2,0,nan,0.00
2/2/2021 18:16:41,1.2.5,FR1,6,4.03,1,1,Right,Left,2,4,2,0,nan,0.01
2/2/2021 18:51:52,1.2.5,FR1,6,4.03,1,1,Right,Left,2,5,2,0,nan,0.11
2/2/2021 19:06:36,1.2.5,FR1,6,4.03,1,1,Right,Left,2,6,2,0,nan,0.53
2/2/2021 19:06:38,1.2.5,FR1,6,4.03,1,1,Right,Left,2,7,2,0,nan,0.00
2/2/2021 20:01:34,1.2.5,FR1,6,4.03,1,1,Right,Left,2,8,2,0,nan,0.02
2/2/2021 20:01:39,1.2.5,FR1,6,4.03,1,1,Left,Left,3,8,2,0,nan,0.00
2/2/2021 20:01:43,1.2.5,FR1,6,4.03,1,1,Pellet,Left,3,8,3,0,3.00,nan
2/2/2021 20:27:45,1.2.5,FR1,6,4.03,1,1,Left,Left,4,8,3,0,nan,0.00
2/2/2021 20:27:50,1.2.5,FR1,6,4.03,1,1,Pellet,Left,4,8,4,0,3.36,nan
2/2/2021 20:32:27,1.2.5,FR1,6,4.03,1,1,Left,Left,5,8,4,0,nan,0.09
2/2/2021 20:32:34,1.2.5,FR1,6,4.03,1,1,Pellet,Left,5,8,5,0,4.90,nan
2/2/2021 20:33:24,1.2.5,FR1,6,4.03,1,1,Left,Left,6,8,5,0,nan,0.25
2/2/2021 20:33:28,1.2.5,FR1,6,4.03,1,1,Pellet,Left,6,8,6,0,2.87,nan
2/2/2021 20:34:10,1.2.5,FR1,6,4.03,1,1,Left,Left,7,8,6,0,nan,0.20
2/2/2021 20:34:15,1.2.5,FR1,6,4.03,2,1,Pellet,Left,7,8,7,0,3.30,nan
2/2/2021 20:53:20,1.2.5,FR1,6,4.03,1,1,Left,Left,8,8,7,0,nan,0.00
2/2/2021 20:53:26,1.2.5,FR1,6,4.03,1,1,Pellet,Left,8,8,8,0,4.90,nan
2/2/2021 20:57:00,1.2.5,FR1,6,4.03,1,1,Right,Left,8,9,8,0,nan,0.07
2/2/2021 21:00:17,1.2.5,FR1,6,4.03,1,1,Right,Left,8,10,8,0,nan,0.06
2/2/2021 21:02:24,1.2.5,FR1,6,4.03,1,1,Left,Left,9,10,8,0,nan,0.38
2/2/2021 21:02:29,1.2.5,FR1,6,4.03,1,1,Pellet,Left,9,10,9,0,3.49,nan
2/2/2021 21:03:05,1.2.5,FR1,6,4.03,1,1,Left,Left,10,10,9,0,nan,0.20
2/2/2021 21:03:09,1.2.5,FR1,6,4.03,1,1,Pellet,Left,10,10,10,0,2.44,nan
2/2/2021 21:03:17,1.2.5,FR1,6,4.03,1,1,Right,Left,10,11,10,0,nan,0.03
2/2/2021 21:03:40,1.2.5,FR1,6,4.03,1,1,Left,Left,11,11,10,0,nan,0.12
