,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
0,9/5/2023 17:34,1.16.3,FR1,5,3.89,,1,Right,Left,0,1,0,0,,,0
1,9/5/2023 17:36,1.16.3,FR1,5,3.89,,1,Left,Left,1,1,0,0,,,0.29
2,9/5/2023 17:38,1.16.3,FR1,5,3.89,,1,LeftWithPellet,Left,2,1,0,0,,,0.13
3,9/5/2023 17:40,1.16.3,FR1,5,3.88,,1,LeftWithPellet,Left,3,1,0,0,,,0.13
4,9/5/2023 17:43,1.16.3,FR1,5,3.88,,1,RightWithPellet,Left,3,2,0,0,,,0.2
5,9/5/2023 17:46,1.16.3,FR1,5,3.88,3,1,Pellet,Left,3,2,1,0,Timed_out,,
6,9/5/2023 17:52,1.16.3,FR1,5,3.88,,1,Left,Left,4,2,1,0,,,0.43
7,9/5/2023 17:52,1.16.3,FR1,5,3.88,,1,LeftDuringDispense,Left,5,2,1,0,,,0
8,9/5/2023 17:52,1.16.3,FR1,5,3.89,3,1,Pellet,Left,5,2,2,0,21.48,369,
9,9/5/2023 18:02,1.16.3,FR1,5,3.88,,1,Right,Left,5,3,2,0,,,0.3
10,9/5/2023 18:05,1.16.3,FR1,5,3.88,,1,Right,Left,5,4,2,0,,,0.09
11,9/5/2023 18:13,1.16.3,FR1,5,3.88,,1,Left,Left,6,4,2,0,,,0.75
12,9/5/2023 18:13,1.16.3,FR1,5,3.88,,1,LeftDuringDispense,Left,7,4,2,0,,,0.03
13,9/5/2023 18:14,1.16.3,FR1,5,3.88,3,1,Pellet,Left,7,4,3,0,35.06,1306,
14,9/5/2023 18:15,1.16.3,FR1,5,3.89,,1,Left,Left,8,4,3,0,,,0.02
15,9/5/2023 18:15,1.16.3,FR1,5,3.88,5,1,Pellet,Left,8,4,4,0,19.49,99,
16,9/5/2023 18:17,1.16.3,FR1,5,3.88,,1,Left,Left,9,4,4,0,,,0.31
17,9/5/2023 18:17,1.16.3,FR1,5,3.88,8,1,Pellet,Left,9,4,5,0,1.63,86,
18,9/5/2023 18:21,1.16.3,FR1,5,3.89,,1,Right,Left,9,5,5,0,,,0.01
19,9/5/2023 18:25,1.16.3,FR1,5,3.88,,1,Right,Left,9,6,5,0,,,0.25
20,9/5/2023 18:25,1.16.3,FR1,5,3.89,,1,Right,Left,9,7,5,0,,,0
21,9/5/2023 18:25,1.16.3,FR1,5,3.88,,1,Right,Left,9,8,5,0,,,0
22,9/5/2023 18:25,1.16.3,FR1,5,3.87,,1,Right,Left,9,9,5,0,,,0
23,9/5/2023 18:26,1.16.3,FR1,5,3.87,,1,Left,Left,10,9,5,0,,,0.61
24,9/5/2023 18:26,1.16.3,FR1,5,3.88,4,1,Pellet,Left,10,9,6,0,5.19,529,
25,9/5/2023 18:38,1.16.3,FR1,5,3.89,,1,Left,Left,11,9,6,0,,,0.6
26,9/5/2023 18:38,1.16.3,FR1,5,3.88,,1,LeftDuringDispense,Left,12,9,6,0,,,0.02
27,9/5/2023 18:38,1.16.3,FR1,5,3.88,2,1,Pellet,Left,12,9,7,0,12.03,762,
28,9/5/2023 18:44,1.16.3,FR1,5,3.88,,1,Right,Left,12,10,7,0,,,0.74
29,9/5/2023 18:45,1.16.3,FR1,5,3.87,,1,Left,Left,13,10,7,0,,,0.05
30,9/5/2023 18:45,1.16.3,FR1,5,3.87,,1,LeftDuringDispense,Left,14,10,7,0,,,0.33
31,9/5/2023 18:45,1.16.3,FR1,5,3.88,,1,LeftDuringDispense,Left,15,10,7,0,,,0
32,9/5/2023 18:45,1.16.3,FR1,5,3.88,5,1,Pellet,Left,15,10,8,0,0.34,394,
33,9/5/2023 18:46,1.16.3,FR1,5,3.88,,1,Left,Left,16,10,8,0,,,0.08
34,9/5/2023 18:46,1.16.3,FR1,5,3.88,3,1,Pellet,Left,16,10,9,0,3.89,61,
35,9/5/2023 18:47,1.16.3,FR1,5,3.88,,1,Left,Left,17,10,9,0,,,0.17
36,9/5/2023 18:47,1.16.3,FR1,5,3.88,1,1,Pellet,Left,17,10,10,0,0.61,77,
37,9/5/2023 18:56,1.16.3,FR1,5,3.88,,1,Left,Left,18,10,10,0,,,0.89
38,9/5/2023 18:56,1.16.3,FR1,5,3.88,1,1,Pellet,Left,18,10,11,0,4.23,525,
39,9/5/2023 18:58,1.16.3,FR1,5,3.88,,1,Right,Left,18,11,11,0,,,0.18
40,9/5/2023 19:02,1.16.3,FR1,5,3.88,,1,Left,Left,19,11,11,0,,,0.04
41,9/5/2023 19:02,1.16.3,FR1,5,3.87,2,1,Pellet,Left,19,11,12,0,1.43,362,
42,9/5/2023 19:03,1.16.3,FR1,5,3.88,,1,Left,Left,20,11,12,0,,,0.12
43,9/5/2023 19:04,1.16.3,FR1,5,3.88,1,1,Pellet,Left,20,11,13,0,1.36,87,
44,9/5/2023 19:09,1.16.3,FR1,5,3.88,,1,Left,Left,21,11,13,0,,,0.25
45,9/5/2023 19:09,1.16.3,FR1,5,3.88,2,1,Pellet,Left,21,11,14,0,2.86,331,
46,9/5/2023 19:10,1.16.3,FR1,5,3.88,,1,Right,Left,21,12,14,0,,,0.2
47,9/5/2023 19:11,1.16.3,FR1,5,3.88,,1,Left,Left,22,12,14,0,,,0.21
48,9/5/2023 19:11,1.16.3,FR1,5,3.87,3,1,Pellet,Left,22,12,15,0,26.7,146,
49,9/5/2023 19:12,1.16.3,FR1,5,3.88,,1,Left,Left,23,12,15,0,,,0.09
50,9/5/2023 19:12,1.16.3,FR1,5,3.88,1,1,Pellet,Left,23,12,16,0,3,48,
51,9/5/2023 19:16,1.16.3,FR1,5,3.87,,1,Left,Left,24,12,16,0,,,0.08
52,9/5/2023 19:16,1.16.3,FR1,5,3.88,1,1,Pellet,Left,24,12,17,0,0.95,254,
53,9/5/2023 19:30,1.16.3,FR1,5,3.88,,1,Right,Left,24,13,17,0,,,0.23
54,9/5/2023 19:30,1.16.3,FR1,5,3.88,,1,Left,Left,25,13,17,0,,,0.13
55,9/5/2023 19:30,1.16.3,FR1,5,3.88,1,1,Pellet,Left,25,13,18,0,1.63,832,
56,9/5/2023 19:31,1.16.3,FR1,5,3.88,,1,Left,Left,26,13,18,0,,,0.13
57,9/5/2023 19:31,1.16.3,FR1,5,3.88,,1,LeftDuringDispense,Left,27,13,18,0,,,0.33
58,9/5/2023 19:31,1.16.3,FR1,5,3.88,,1,LeftDuringDispense,Left,28,13,18,0,,,0.1
59,9/5/2023 19:31,1.16.3,FR1,5,3.88,2,1,Pellet,Left,28,13,19,0,2.38,55,
60,9/5/2023 19:32,1.16.3,FR1,5,3.88,,1,Left,Left,29,13,19,0,,,0.02
61,9/5/2023 19:32,1.16.3,FR1,5,3.88,,1,LeftDuringDispense,Left,30,13,19,0,,,0.55
62,9/5/2023 19:33,1.16.3,FR1,5,3.87,2,1,Pellet,Left,30,13,20,0,9.77,84,
63,9/5/2023 19:35,1.16.3,FR1,5,3.88,,1,Left,Left,31,13,20,0,,,0.07
64,9/5/2023 19:35,1.16.3,FR1,5,3.88,3,1,Pellet,Left,31,13,21,0,23.35,152,
65,9/5/2023 19:40,1.16.3,FR1,5,3.88,,1,Left,Left,32,13,21,0,,,0.41
66,9/5/2023 19:40,1.16.3,FR1,5,3.87,2,1,Pellet,Left,32,13,22,0,2.86,286,
67,9/5/2023 19:41,1.16.3,FR1,5,3.88,,1,Left,Left,33,13,22,0,,,0.19
68,9/5/2023 19:41,1.16.3,FR1,5,3.88,2,1,Pellet,Left,33,13,23,0,4.44,91,
69,9/5/2023 19:56,1.16.3,FR1,5,3.87,,1,Right,Left,33,14,23,0,,,0.18
70,9/5/2023 19:56,1.16.3,FR1,5,3.88,,1,Right,Left,33,15,23,0,,,0.15
71,9/5/2023 19:56,1.16.3,FR1,5,3.88,,1,Left,Left,34,15,23,0,,,0.22
72,9/5/2023 19:56,1.16.3,FR1,5,3.88,2,1,Pellet,Left,34,15,24,0,0.88,878,
73,9/5/2023 20:05,1.16.3,FR1,5,3.88,,1,Right,Left,34,16,24,0,,,0.06
74,9/5/2023 20:05,1.16.3,FR1,5,3.88,,1,Right,Left,34,17,24,0,,,0.16
75,9/5/2023 20:05,1.16.3,FR1,5,3.88,,1,Left,Left,35,17,24,0,,,0.08
76,9/5/2023 20:05,1.16.3,FR1,5,3.87,,1,LeftDuringDispense,Left,36,17,24,0,,,0.06
77,9/5/2023 20:05,1.16.3,FR1,5,3.88,3,1,Pellet,Left,36,17,25,0,1.29,541,
78,9/5/2023 20:06,1.16.3,FR1,5,3.88,,1,Left,Left,37,17,25,0,,,0.22
79,9/5/2023 20:07,1.16.3,FR1,5,3.88,1,1,Pellet,Left,37,17,26,0,Timed_out,100,
80,9/5/2023 20:08,1.16.3,FR1,5,3.87,,1,Left,Left,38,17,26,0,,,0.11
81,9/5/2023 20:08,1.16.3,FR1,5,3.88,1,1,Pellet,Left,38,17,27,0,1.02,67,
82,9/5/2023 20:09,1.16.3,FR1,5,3.87,,1,Left,Left,39,17,27,0,,,0.17
83,9/5/2023 20:09,1.16.3,FR1,5,3.87,1,1,Pellet,Left,39,17,28,0,6.69,42,
84,9/5/2023 20:09,1.16.3,FR1,5,3.88,,1,Right,Left,39,18,28,0,,,0.12
85,9/5/2023 20:13,1.16.3,FR1,5,3.87,,1,Right,Left,39,19,28,0,,,0.03
86,9/5/2023 20:13,1.16.3,FR1,5,3.87,,1,Left,Left,40,19,28,0,,,0.19
87,9/5/2023 20:13,1.16.3,FR1,5,3.88,1,1,Pellet,Left,40,19,29,0,1.43,262,
88,9/5/2023 20:14,1.16.3,FR1,5,3.87,,1,Right,Left,40,20,29,0,,,0.16
89,9/5/2023 20:20,1.16.3,FR1,5,3.88,,1,Left,Left,41,20,29,0,,,0.09
90,9/5/2023 20:20,1.16.3,FR1,5,3.88,1,1,Pellet,Left,41,20,30,0,1.15,422,
91,9/5/2023 20:21,1.16.3,FR1,5,3.88,,1,Left,Left,42,20,30,0,,,0.02
92,9/5/2023 20:21,1.16.3,FR1,5,3.88,1,1,Pellet,Left,42,20,31,0,1.09,51,
93,9/5/2023 20:22,1.16.3,FR1,5,3.88,,1,Left,Left,43,20,31,0,,,0.06
94,9/5/2023 20:22,1.16.3,FR1,5,3.87,1,1,Pellet,Left,43,20,32,0,2.11,87,
95,9/5/2023 20:31,1.16.3,FR1,5,3.88,,1,Left,Left,44,20,32,0,,,0.17
96,9/5/2023 20:31,1.16.3,FR1,5,3.87,1,1,Pellet,Left,44,20,33,0,1.09,527,
97,9/5/2023 20:32,1.16.3,FR1,5,3.87,,1,Left,Left,45,20,33,0,,,0.11
98,9/5/2023 20:32,1.16.3,FR1,5,3.87,2,1,Pellet,Left,45,20,34,0,1.7,35,
99,9/5/2023 20:32,1.16.3,FR1,5,3.87,,1,Left,Left,46,20,34,0,,,0
100,9/5/2023 20:32,1.16.3,FR1,5,3.88,1,1,Pellet,Left,46,20,35,0,1.02,45,
101,9/5/2023 20:33,1.16.3,FR1,5,3.88,,1,Left,Left,47,20,35,0,,,0.14
102,9/5/2023 20:33,1.16.3,FR1,5,3.87,1,1,Pellet,Left,47,20,36,0,3.41,38,
103,9/5/2023 20:34,1.16.3,FR1,5,3.87,,1,Left,Left,48,20,36,0,,,0
104,9/5/2023 20:34,1.16.3,FR1,5,3.88,1,1,Pellet,Left,48,20,37,0,1.29,63,
105,9/5/2023 20:36,1.16.3,FR1,5,3.87,,1,Left,Left,49,20,37,0,,,0
106,9/5/2023 20:36,1.16.3,FR1,5,3.87,1,1,Pellet,Left,49,20,38,0,2.52,136,
107,9/5/2023 20:37,1.16.3,FR1,5,3.88,,1,Left,Left,50,20,38,0,,,0.04
108,9/5/2023 20:37,1.16.3,FR1,5,3.87,1,1,Pellet,Left,50,20,39,0,2.11,33,
109,9/5/2023 20:37,1.16.3,FR1,5,3.88,,1,Left,Left,51,20,39,0,,,0
110,9/5/2023 20:37,1.16.3,FR1,5,3.87,1,1,Pellet,Left,51,20,40,0,2.86,29,
111,9/5/2023 20:38,1.16.3,FR1,5,3.87,,1,Left,Left,52,20,40,0,,,0.1
112,9/5/2023 20:38,1.16.3,FR1,5,3.88,1,1,Pellet,Left,52,20,41,0,0.95,44,
113,9/5/2023 20:44,1.16.3,FR1,5,3.87,,1,Left,Left,53,20,41,0,,,0.17
114,9/5/2023 20:48,1.16.3,FR1,5,3.87,1,1,Pellet,Left,53,20,42,0,Timed_out,594,
115,9/5/2023 21:02,1.16.3,FR1,5,3.87,,1,Left,Left,54,20,42,0,,,0.03
116,9/5/2023 21:02,1.16.3,FR1,5,3.87,2,1,Pellet,Left,54,20,43,0,3.14,818,
117,9/5/2023 21:04,1.16.3,FR1,5,3.87,,1,Left,Left,55,20,43,0,,,0
118,9/5/2023 21:04,1.16.3,FR1,5,3.87,1,1,Pellet,Left,55,20,44,0,3.82,130,
119,9/5/2023 21:05,1.16.3,FR1,5,3.88,,1,Left,Left,56,20,44,0,,,0.32
120,9/5/2023 21:05,1.16.3,FR1,5,3.87,1,1,Pellet,Left,56,20,45,0,2.93,69,
121,9/5/2023 21:14,1.16.3,FR1,5,3.87,,1,Left,Left,57,20,45,0,,,0.29
122,9/5/2023 21:14,1.16.3,FR1,5,3.87,1,1,Pellet,Left,57,20,46,0,2.25,557,
123,9/5/2023 21:15,1.16.3,FR1,5,3.87,,1,Left,Left,58,20,46,0,,,0.09
124,9/5/2023 21:15,1.16.3,FR1,5,3.87,1,1,Pellet,Left,58,20,47,0,5.74,37,
125,9/5/2023 21:16,1.16.3,FR1,5,3.88,,1,Left,Left,59,20,47,0,,,0.08
126,9/5/2023 21:16,1.16.3,FR1,5,3.87,1,1,Pellet,Left,59,20,48,0,1.29,44,
127,9/5/2023 21:20,1.16.3,FR1,5,3.87,,1,Left,Left,60,20,48,0,,,0.06
128,9/5/2023 21:20,1.16.3,FR1,5,3.87,1,1,Pellet,Left,60,20,49,0,1.36,291,
129,9/5/2023 21:26,1.16.3,FR1,5,3.87,,1,Left,Left,61,20,49,0,,,0.09
130,9/5/2023 21:26,1.16.3,FR1,5,3.87,1,1,Pellet,Left,61,20,50,0,0.75,323,
131,9/5/2023 21:29,1.16.3,FR1,5,3.87,,1,Left,Left,62,20,50,0,,,0.09
132,9/5/2023 21:29,1.16.3,FR1,5,3.87,1,1,Pellet,Left,62,20,51,0,1.56,177,
133,9/5/2023 21:30,1.16.3,FR1,5,3.87,,1,Left,Left,63,20,51,0,,,0.11
134,9/5/2023 21:30,1.16.3,FR1,5,3.87,1,1,Pellet,Left,63,20,52,0,0.68,46,
135,9/5/2023 21:30,1.16.3,FR1,5,3.87,,1,Left,Left,64,20,52,0,,,0.05
136,9/5/2023 21:30,1.16.3,FR1,5,3.87,1,1,Pellet,Left,64,20,53,0,1.29,35,
137,9/5/2023 21:36,1.16.3,FR1,5,3.88,,1,Left,Left,65,20,53,0,,,0.07
138,9/5/2023 21:36,1.16.3,FR1,5,3.87,1,1,Pellet,Left,65,20,54,0,1.02,359,
139,9/5/2023 21:39,1.16.3,FR1,5,3.87,,1,Left,Left,66,20,54,0,,,0.04
140,9/5/2023 21:39,1.16.3,FR1,5,3.87,1,1,Pellet,Left,66,20,55,0,2.11,167,
141,9/5/2023 21:39,1.16.3,FR1,5,3.87,,1,Left,Left,67,20,55,0,,,0
142,9/5/2023 21:39,1.16.3,FR1,5,3.87,,1,LeftDuringDispense,Left,68,20,55,0,,,0.06
143,9/5/2023 21:39,1.16.3,FR1,5,3.87,1,1,Pellet,Left,68,20,56,0,1.36,23,
144,9/5/2023 21:42,1.16.3,FR1,5,3.87,,1,Left,Left,69,20,56,0,,,0.04
145,9/5/2023 21:42,1.16.3,FR1,5,3.87,2,1,Pellet,Left,69,20,57,0,1.29,151,
146,9/5/2023 21:51,1.16.3,FR1,5,3.87,,1,Left,Left,70,20,57,0,,,0.11
147,9/5/2023 21:51,1.16.3,FR1,5,3.87,1,1,Pellet,Left,70,20,58,0,1.36,578,
148,9/5/2023 21:53,1.16.3,FR1,5,3.87,,1,Left,Left,71,20,58,0,,,0.04
149,9/5/2023 21:53,1.16.3,FR1,5,3.87,1,1,Pellet,Left,71,20,59,0,0.81,66,
150,9/5/2023 22:01,1.16.3,FR1,5,3.87,,1,Left,Left,72,20,59,0,,,0.08
151,9/5/2023 22:01,1.16.3,FR1,5,3.87,1,1,Pellet,Left,72,20,60,0,0.68,496,
152,9/5/2023 22:03,1.16.3,FR1,5,3.87,,1,Left,Left,73,20,60,0,,,0.07
153,9/5/2023 22:03,1.16.3,FR1,5,3.87,1,1,Pellet,Left,73,20,61,0,1.15,131,
154,9/5/2023 22:04,1.16.3,FR1,5,3.87,,1,Left,Left,74,20,61,0,,,0.1
155,9/5/2023 22:04,1.16.3,FR1,5,3.87,1,1,Pellet,Left,74,20,62,0,1.84,47,
156,9/5/2023 22:05,1.16.3,FR1,5,3.87,,1,Left,Left,75,20,62,0,,,0.03
157,9/5/2023 22:05,1.16.3,FR1,5,3.87,1,1,Pellet,Left,75,20,63,0,0.68,45,
158,9/5/2023 22:05,1.16.3,FR1,5,3.88,,1,Left,Left,76,20,63,0,,,0.19
159,9/5/2023 22:05,1.16.3,FR1,5,3.87,1,1,Pellet,Left,76,20,64,0,0.54,35,
160,9/5/2023 22:06,1.16.3,FR1,5,3.87,,1,Left,Left,77,20,64,0,,,0.27
161,9/5/2023 22:06,1.16.3,FR1,5,3.87,,1,LeftWithPellet,Left,78,20,64,0,,,0.1
162,9/5/2023 22:06,1.16.3,FR1,5,3.87,1,1,Pellet,Left,78,20,65,0,1.83,60,
163,9/5/2023 22:07,1.16.3,FR1,5,3.87,,1,Left,Left,79,20,65,0,,,0.05
164,9/5/2023 22:07,1.16.3,FR1,5,3.87,1,1,Pellet,Left,79,20,66,0,1.22,57,
165,9/5/2023 22:14,1.16.3,FR1,5,3.87,,1,Left,Left,80,20,66,0,,,0
166,9/5/2023 22:14,1.16.3,FR1,5,3.87,1,1,Pellet,Left,80,20,67,0,1.97,417,
167,9/5/2023 22:15,1.16.3,FR1,5,3.87,,1,Left,Left,81,20,67,0,,,0.12
168,9/5/2023 22:16,1.16.3,FR1,5,3.87,1,1,Pellet,Left,81,20,68,0,1.08,88,
169,9/5/2023 22:26,1.16.3,FR1,5,3.87,,1,Left,Left,82,20,68,0,,,0.02
170,9/5/2023 22:26,1.16.3,FR1,5,3.87,1,1,Pellet,Left,82,20,69,0,2.8,616,
171,9/5/2023 22:32,1.16.3,FR1,5,3.87,,1,Left,Left,83,20,69,0,,,0.32
172,9/5/2023 22:32,1.16.3,FR1,5,3.87,1,1,Pellet,Left,83,20,70,0,1.7,401,
173,9/5/2023 22:35,1.16.3,FR1,5,3.87,,1,Right,Left,83,21,70,0,,,0.81
174,9/5/2023 22:35,1.16.3,FR1,5,3.87,,1,Right,Left,83,22,70,0,,,0
175,9/5/2023 22:35,1.16.3,FR1,5,3.87,,1,Left,Left,84,22,70,0,,,0.09
176,9/5/2023 22:35,1.16.3,FR1,5,3.87,1,1,Pellet,Left,84,22,71,0,0.95,144,
177,9/5/2023 22:35,1.16.3,FR1,5,3.87,,1,Left,Left,85,22,71,0,,,0.17
178,9/5/2023 22:35,1.16.3,FR1,5,3.87,1,1,Pellet,Left,85,22,72,0,1.29,28,
179,9/5/2023 22:36,1.16.3,FR1,5,3.87,,1,Left,Left,86,22,72,0,,,0.07
180,9/5/2023 22:36,1.16.3,FR1,5,3.87,2,1,Pellet,Left,86,22,73,0,1.56,29,
181,9/5/2023 22:40,1.16.3,FR1,5,3.87,,1,Left,Left,87,22,73,0,,,0.12
182,9/5/2023 22:40,1.16.3,FR1,5,3.87,1,1,Pellet,Left,87,22,74,0,0.68,273,
183,9/5/2023 22:42,1.16.3,FR1,5,3.87,,1,Left,Left,88,22,74,0,,,0.31
184,9/5/2023 22:42,1.16.3,FR1,5,3.87,1,1,Pellet,Left,88,22,75,0,0.61,70,
185,9/5/2023 22:42,1.16.3,FR1,5,3.87,,1,Left,Left,89,22,75,0,,,0.06
186,9/5/2023 22:42,1.16.3,FR1,5,3.87,2,1,Pellet,Left,89,22,76,0,0.68,33,
187,9/5/2023 22:45,1.16.3,FR1,5,3.87,,1,Right,Left,89,23,76,0,,,0.14
188,9/5/2023 22:45,1.16.3,FR1,5,3.87,,1,Left,Left,90,23,76,0,,,0.54
189,9/5/2023 22:46,1.16.3,FR1,5,3.87,1,1,Pellet,Left,90,23,77,0,0.47,206,
190,9/5/2023 22:48,1.16.3,FR1,5,3.87,,1,Left,Left,91,23,77,0,,,0.13
191,9/5/2023 22:48,1.16.3,FR1,5,3.87,1,1,Pellet,Left,91,23,78,0,1.09,174,
192,9/5/2023 22:49,1.16.3,FR1,5,3.87,,1,Left,Left,92,23,78,0,,,0.15
193,9/5/2023 22:49,1.16.3,FR1,5,3.87,1,1,Pellet,Left,92,23,79,0,1.02,58,
194,9/5/2023 22:55,1.16.3,FR1,5,3.87,,1,Right,Left,92,24,79,0,,,0.01
195,9/5/2023 22:55,1.16.3,FR1,5,3.87,,1,Right,Left,92,25,79,0,,,0.43
196,9/5/2023 22:55,1.16.3,FR1,5,3.87,,1,Left,Left,93,25,79,0,,,0.16
197,9/5/2023 22:55,1.16.3,FR1,5,3.87,1,1,Pellet,Left,93,25,80,0,1.02,325,
198,9/5/2023 22:56,1.16.3,FR1,5,3.87,,1,Left,Left,94,25,80,0,,,0.27
