Unnamed: 0,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
7250,2021-06-13 07:04:13,1.8.1,yhc210607,3,3.7,1,12,Left,Left,6316,403,532,11,,,0.11
7251,2021-06-13 07:04:14,1.8.1,yhc210607,3,3.7,1,12,Left,Left,6317,403,532,11,,,0.0
7252,2021-06-13 07:04:15,1.8.1,yhc210607,3,3.69,1,12,Left,Left,6318,403,532,11,,,0.06
7253,2021-06-13 07:04:16,1.8.1,yhc210607,3,3.69,1,12,Pellet,Left,6318,403,533,12,0.24,2480.0,
7254,2021-06-13 07:04:52,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6319,403,533,12,,,0.08
7255,2021-06-13 07:04:54,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6320,403,533,12,,,0.05
7256,2021-06-13 07:04:55,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6321,403,533,12,,,0.09
7257,2021-06-13 07:04:57,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6322,403,533,12,,,0.1
7258,2021-06-13 07:05:01,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6323,403,533,12,,,0.58
7259,2021-06-13 07:05:03,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6324,403,533,12,,,0.24
7260,2021-06-13 07:05:15,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6325,403,533,12,,,0.17
7261,2021-06-13 07:05:16,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6326,403,533,12,,,0.09
7262,2021-06-13 07:05:18,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6327,403,533,12,,,0.29
7263,2021-06-13 07:05:27,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6328,403,533,12,,,0.12
7264,2021-06-13 07:05:28,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6329,403,533,12,,,0.32
7265,2021-06-13 07:05:30,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6330,403,533,12,,,0.27
7266,2021-06-13 07:05:32,1.8.1,yhc210607,3,3.69,1,13,Left,Left,6331,403,533,12,,,0.65
7267,2021-06-13 07:05:36,1.8.1,yhc210607,3,3.69,2,13,Pellet,Left,6331,403,534,13,0.30,79.0,
7268,2021-06-13 07:06:07,1.8.1,yhc210607,3,3.69,1,15,Left,Left,6332,403,534,13,,,0.19
7269,2021-06-13 07:06:09,1.8.1,yhc210607,3,3.69,1,15,Left,Left,6333,403,534,13,,,0.84
