MM:DD:YYYY hh:mm:ss,Library_Version,Prob_left,Prob_right,Battery_Voltage,Motor_Turns,PelletsToSwitch,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Session_type,Device_Number
2023-03-31 18:21:41,1.17.0,20,80,3.87,,30,Left,Right,1,0,0,0,,,0.0,Bandit,C:\Use
2023-03-31 18:23:25,1.17.0,20,80,3.87,,30,Right,Right,1,1,0,0,,,0.0,Bandit,C:\Use
2023-03-31 18:23:34,1.17.0,20,80,3.86,1.0,30,Pellet,Right,1,1,1,0,5.08,,,Bandit,C:\Use
2023-03-31 18:35:14,1.17.0,20,80,3.87,,30,Left,Right,2,1,1,1,,,0.0,Bandit,C:\Use
2023-03-31 18:35:45,1.17.0,20,80,3.87,1.0,30,Pellet,Right,2,1,2,1,28.17,731.0,,Bandit,C:\Use
2023-03-31 18:37:12,1.17.0,20,80,3.87,,30,Right,Right,2,2,2,2,,,0.0,Bandit,C:\Use
2023-03-31 18:37:21,1.17.0,20,80,3.86,1.0,30,Pellet,Right,2,2,3,2,6.13,96.0,,Bandit,C:\Use
2023-03-31 19:54:46,1.17.0,20,80,3.85,,30,Left,Right,3,2,3,3,,,0.09,Bandit,C:\Use
2023-03-31 19:55:23,1.17.0,20,80,3.86,,30,Left,Right,4,2,3,3,,,0.0,Bandit,C:\Use
2023-03-31 19:55:48,1.17.0,20,80,3.86,,30,Left,Right,5,2,3,3,,,0.0,Bandit,C:\Use
2023-03-31 19:55:51,1.17.0,20,80,3.86,1.0,30,Pellet,Right,5,2,4,3,0.24,4710.0,,Bandit,C:\Use
2023-03-31 19:56:14,1.17.0,20,80,3.86,,30,Left,Right,6,2,4,4,,,0.0,Bandit,C:\Use
2023-03-31 20:05:08,1.17.0,20,80,3.86,,30,Left,Right,7,2,4,4,,,0.0,Bandit,C:\Use
2023-03-31 20:05:42,1.17.0,20,80,3.87,,30,Left,Right,8,2,4,4,,,0.0,Bandit,C:\Use
2023-03-31 20:05:56,1.17.0,20,80,3.87,,30,Left,Right,9,2,4,4,,,0.0,Bandit,C:\Use
2023-03-31 20:06:14,1.17.0,20,80,3.86,,30,Left,Right,10,2,4,4,,,0.16,Bandit,C:\Use
2023-03-31 20:06:19,1.17.0,20,80,3.87,,30,LeftinTimeOut,Right,10,2,4,4,,,,Bandit,C:\Use
2023-03-31 20:07:09,1.17.0,20,80,3.86,,30,Left,Right,11,2,4,4,,,0.35,Bandit,C:\Use
2023-03-31 20:25:15,1.17.0,20,80,3.87,,30,Left,Right,12,2,4,4,,,0.24,Bandit,C:\Use
2023-03-31 20:25:20,1.17.0,20,80,3.86,,30,LeftinTimeOut,Right,12,2,4,4,,,,Bandit,C:\Use
