MM:DD:YYYY hh:mm:ss,Library_Version,Prob_left,Prob_right,Battery_Voltage,Motor_Turns,PelletsToSwitch,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Session_type,Device_Number
2023-06-06 17:36:00,1.17.0,20,80,3.81,,30,Right,Right,0,1,0,0,,,0.21,Bandit,C:\Use
2023-06-06 17:36:00,1.17.0,20,80,3.81,,30,RightDuringDispense,Right,0,1,0,0,,,0.73,Bandit,C:\Use
2023-06-06 17:36:00,1.17.0,20,80,3.82,3.0,30,Pellet,Right,0,1,1,0,2.78,,,Bandit,C:\Use
2023-06-06 17:37:00,1.17.0,20,80,3.8,,30,Left,Right,1,1,1,1,,,0.12,Bandit,C:\Use
2023-06-06 17:38:00,1.17.0,20,80,3.82,,30,Left,Right,2,1,1,1,,,0.11,Bandit,C:\Use
2023-06-06 17:38:00,1.17.0,20,80,3.82,2.0,30,Pellet,Right,2,1,2,1,0.06,114.0,,Bandit,C:\Use
2023-06-06 17:39:00,1.17.0,20,80,3.81,,30,Left,Right,3,1,2,2,,,0.0,Bandit,C:\Use
2023-06-06 17:40:00,1.17.0,20,80,3.81,,30,Left,Right,4,1,2,2,,,0.0,Bandit,C:\Use
2023-06-06 17:41:00,1.17.0,20,80,3.81,,30,Left,Right,5,1,2,2,,,0.0,Bandit,C:\Use
2023-06-06 17:42:00,1.17.0,20,80,3.81,,30,Right,Right,5,2,2,2,,,0.0,Bandit,C:\Use
2023-06-06 17:43:00,1.17.0,20,80,3.81,1.0,30,Pellet,Right,5,2,3,2,5.52,286.0,,Bandit,C:\Use
2023-06-06 17:44:00,1.17.0,20,80,3.8,,30,Left,Right,6,2,3,3,,,0.0,Bandit,C:\Use
2023-06-06 17:50:00,1.17.0,20,80,3.81,,30,Right,Right,6,3,3,3,,,0.0,Bandit,C:\Use
2023-06-06 17:51:00,1.17.0,20,80,3.81,1.0,30,Pellet,Right,6,3,4,3,19.87,477.0,,Bandit,C:\Use
2023-06-06 17:52:00,1.17.0,20,80,3.81,,30,Left,Right,7,3,4,4,,,0.0,Bandit,C:\Use
2023-06-06 17:53:00,1.17.0,20,80,3.81,,30,Right,Right,7,4,4,4,,,0.0,Bandit,C:\Use
2023-06-06 17:53:00,1.17.0,20,80,3.81,1.0,30,Pellet,Right,7,4,5,4,1.89,143.0,,Bandit,C:\Use
2023-06-06 19:39:00,1.17.0,20,80,3.8,,30,Right,Right,7,5,5,5,,,0.0,Bandit,C:\Use
2023-06-06 19:39:00,1.17.0,20,80,3.81,1.0,30,Pellet,Right,7,5,6,5,0.48,6376.0,,Bandit,C:\Use
2023-06-06 19:40:00,1.17.0,20,80,3.81,,30,Left,Right,8,5,6,6,,,0.0,Bandit,C:\Use
2023-06-06 19:40:00,1.17.0,20,80,3.8,,30,Left,Right,9,5,6,6,,,0.0,Bandit,C:\Use
2023-06-06 19:40:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,9,5,6,6,,,,Bandit,C:\Use
2023-06-06 19:40:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,9,5,6,6,,,,Bandit,C:\Use
2023-06-06 19:40:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,9,5,6,6,,,,Bandit,C:\Use
2023-06-06 19:41:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,9,5,6,6,,,,Bandit,C:\Use
2023-06-06 19:41:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,9,5,6,6,,,,Bandit,C:\Use
2023-06-06 19:41:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,9,5,6,6,,,,Bandit,C:\Use
2023-06-06 19:41:00,1.17.0,20,80,3.81,,30,RightinTimeout,Right,9,5,6,6,,,1.24,Bandit,C:\Use
2023-06-06 19:41:00,1.17.0,20,80,3.8,,30,RightinTimeout,Right,9,5,6,6,,,0.16,Bandit,C:\Use
2023-06-06 19:42:00,1.17.0,20,80,3.81,,30,Left,Right,10,5,6,6,,,0.0,Bandit,C:\Use
2023-06-06 19:42:00,1.17.0,20,80,3.8,1.0,30,Pellet,Right,10,5,7,6,0.24,167.0,,Bandit,C:\Use
2023-06-06 19:42:00,1.17.0,20,80,3.81,,30,Left,Right,11,5,7,7,,,0.0,Bandit,C:\Use
2023-06-06 19:42:00,1.17.0,20,80,3.8,2.0,30,Pellet,Right,11,5,8,7,0.24,21.0,,Bandit,C:\Use
2023-06-06 19:43:00,1.17.0,20,80,3.81,,30,Left,Right,12,5,8,8,,,0.04,Bandit,C:\Use
2023-06-06 19:43:00,1.17.0,20,80,3.8,,30,Left,Right,13,5,8,8,,,0.88,Bandit,C:\Use
2023-06-06 19:43:00,1.17.0,20,80,3.81,,30,Right,Right,13,6,8,8,,,0.0,Bandit,C:\Use
2023-06-06 19:43:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,13,6,8,8,,,,Bandit,C:\Use
2023-06-06 19:43:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,13,6,8,8,,,,Bandit,C:\Use
2023-06-06 19:43:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,13,6,8,8,,,,Bandit,C:\Use
2023-06-06 19:43:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,13,6,8,8,,,,Bandit,C:\Use
2023-06-06 19:43:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,13,6,8,8,,,,Bandit,C:\Use
2023-06-06 19:43:00,1.17.0,20,80,3.81,,30,RightinTimeout,Right,13,6,8,8,,,0.77,Bandit,C:\Use
2023-06-06 19:45:00,1.17.0,20,80,3.8,,30,Left,Right,14,6,8,8,,,0.09,Bandit,C:\Use
2023-06-06 19:45:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,14,6,8,8,,,,Bandit,C:\Use
2023-06-06 19:45:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,14,6,8,8,,,,Bandit,C:\Use
2023-06-06 19:45:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,14,6,8,8,,,,Bandit,C:\Use
2023-06-06 19:45:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,14,6,8,8,,,,Bandit,C:\Use
2023-06-06 20:49:00,1.17.0,20,80,3.81,,30,Left,Right,15,6,8,8,,,0.0,Bandit,C:\Use
2023-06-06 20:50:00,1.17.0,20,80,3.8,6.0,30,Pellet,Right,15,6,9,8,17.37,4039.0,,Bandit,C:\Use
2023-06-06 20:50:00,1.17.0,20,80,3.8,,30,Left,Right,16,6,9,9,,,0.0,Bandit,C:\Use
2023-06-06 20:50:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,16,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:50:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,16,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,Left,Right,17,6,9,9,,,0.0,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.81,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:52:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:53:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:53:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:53:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:53:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:53:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:53:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,17,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:54:00,1.17.0,20,80,3.8,,30,Left,Right,18,6,9,9,,,0.0,Bandit,C:\Use
2023-06-06 20:55:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,18,6,9,9,,,,Bandit,C:\Use
2023-06-06 20:56:00,1.17.0,20,80,3.8,,30,Right,Right,18,7,9,9,,,0.0,Bandit,C:\Use
2023-06-06 20:56:00,1.17.0,20,80,3.8,1.0,30,Pellet,Right,18,7,10,9,0.97,360.0,,Bandit,C:\Use
2023-06-06 20:56:00,1.17.0,20,80,3.8,,30,Left,Right,19,7,10,10,,,0.0,Bandit,C:\Use
2023-06-06 20:56:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:56:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:56:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:56:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:56:00,1.17.0,20,80,3.8,,30,RightinTimeout,Right,19,7,10,10,,,0.84,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,RightinTimeout,Right,19,7,10,10,,,0.24,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,RightinTimeout,Right,19,7,10,10,,,0.35,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,19,7,10,10,,,,Bandit,C:\Use
2023-06-06 20:57:00,1.17.0,20,80,3.8,,30,RightinTimeout,Right,19,7,10,10,,,0.31,Bandit,C:\Use
2023-06-06 20:58:00,1.17.0,20,80,3.8,,30,Left,Right,20,7,10,10,,,0.13,Bandit,C:\Use
2023-06-06 21:04:00,1.17.0,20,80,3.8,,30,Left,Right,21,7,10,10,,,0.0,Bandit,C:\Use
2023-06-06 21:04:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,21,7,10,10,,,,Bandit,C:\Use
2023-06-06 21:04:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,21,7,10,10,,,,Bandit,C:\Use
2023-06-06 21:04:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,21,7,10,10,,,,Bandit,C:\Use
2023-06-06 21:04:00,1.17.0,20,80,3.8,,30,Left,Right,22,7,10,10,,,0.0,Bandit,C:\Use
2023-06-06 21:04:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,22,7,10,10,,,,Bandit,C:\Use
2023-06-06 21:05:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,22,7,10,10,,,,Bandit,C:\Use
2023-06-06 21:05:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,22,7,10,10,,,,Bandit,C:\Use
2023-06-06 21:05:00,1.17.0,20,80,3.8,,30,LeftinTimeOut,Right,22,7,10,10,,,,Bandit,C:\Use
2023-06-06 21:07:00,1.17.0,20,80,3.8,,30,Left,Right,23,7,10,10,,,0.04,Bandit,C:\Use
