MM:DD:YYYY hh:mm:ss,Library_Version,Prob_left,Prob_right,Battery_Voltage,Motor_Turns,PelletsToSwitch,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Session_type,Device_Number
2023-06-12 15:25:00,1.17.0,20,80,3.65,,30,Left,Right,1,0,0,0,,,0.24,Bandit,C:\Use
2023-06-12 15:28:00,1.17.0,20,80,3.65,,30,Right,Right,1,1,0,0,,,0.0,Bandit,C:\Use
2023-06-12 15:42:00,1.17.0,20,80,3.64,2.0,30,Pellet,Right,1,1,1,0,Timed_out,,,Bandit,C:\Use
2023-06-12 15:48:00,1.17.0,20,80,3.64,,30,Left,Right,2,1,1,1,,,0.11,Bandit,C:\Use
2023-06-12 15:49:00,1.17.0,20,80,3.65,2.0,30,Pellet,Right,2,1,2,1,3.43,366.0,,Bandit,C:\Use
2023-06-12 15:49:00,1.17.0,20,80,3.65,,30,Left,Right,3,1,2,2,,,0.32,Bandit,C:\Use
2023-06-12 15:52:00,1.17.0,20,80,3.65,,30,Right,Right,3,2,2,2,,,0.0,Bandit,C:\Use
2023-06-12 15:52:00,1.17.0,20,80,3.64,1.0,30,Pellet,Right,3,2,3,2,2.88,231.0,,Bandit,C:\Use
2023-06-12 17:22:00,1.17.0,20,80,3.65,,30,Left,Right,4,2,3,3,,,0.0,Bandit,C:\Use
2023-06-12 17:22:00,1.17.0,20,80,3.65,,30,Left,Right,5,2,3,3,,,0.0,Bandit,C:\Use
2023-06-12 17:23:00,1.17.0,20,80,3.65,2.0,30,Pellet,Right,5,2,4,3,0.3,5409.0,,Bandit,C:\Use
2023-06-12 17:26:00,1.17.0,20,80,3.64,,30,Left,Right,6,2,4,4,,,0.0,Bandit,C:\Use
2023-06-12 17:27:00,1.17.0,20,80,3.65,,30,Left,Right,7,2,4,4,,,0.0,Bandit,C:\Use
2023-06-12 17:28:00,1.17.0,20,80,3.64,,30,Left,Right,8,2,4,4,,,0.07,Bandit,C:\Use
2023-06-12 17:29:00,1.17.0,20,80,3.65,,30,Left,Right,9,2,4,4,,,0.0,Bandit,C:\Use
2023-06-12 17:29:00,1.17.0,20,80,3.65,,30,Left,Right,10,2,4,4,,,0.0,Bandit,C:\Use
2023-06-12 17:30:00,1.17.0,20,80,3.65,,30,Left,Right,11,2,4,4,,,0.0,Bandit,C:\Use
2023-06-12 18:24:00,1.17.0,20,80,3.64,,30,Left,Right,12,2,4,4,,,0.0,Bandit,C:\Use
2023-06-12 18:24:00,1.17.0,20,80,3.65,,30,Left,Right,13,2,4,4,,,0.0,Bandit,C:\Use
2023-06-12 18:24:00,1.17.0,20,80,3.65,1.0,30,Pellet,Right,13,2,5,4,1.16,3686.0,,Bandit,C:\Use
2023-06-12 18:25:00,1.17.0,20,80,3.65,,30,Left,Right,14,2,5,5,,,0.0,Bandit,C:\Use
2023-06-12 19:18:00,1.17.0,20,80,3.65,,30,Left,Right,15,2,5,5,,,0.0,Bandit,C:\Use
2023-06-12 19:18:00,1.17.0,20,80,3.65,1.0,30,Pellet,Right,15,2,6,5,1.1,3221.0,,Bandit,C:\Use
2023-06-12 19:18:00,1.17.0,20,80,3.64,,30,Left,Right,16,2,6,6,,,0.0,Bandit,C:\Use
2023-06-12 19:18:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,16,2,6,6,,,,Bandit,C:\Use
2023-06-12 19:18:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,16,2,6,6,,,,Bandit,C:\Use
2023-06-12 19:18:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,16,2,6,6,,,,Bandit,C:\Use
2023-06-12 19:18:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,16,2,6,6,,,,Bandit,C:\Use
2023-06-12 19:18:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,16,2,6,6,,,,Bandit,C:\Use
2023-06-12 19:18:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,16,2,6,6,,,,Bandit,C:\Use
2023-06-12 19:19:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,16,2,6,6,,,,Bandit,C:\Use
2023-06-12 19:19:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,16,2,6,6,,,,Bandit,C:\Use
2023-06-12 19:19:00,1.17.0,20,80,3.65,,30,Right,Right,16,3,6,6,,,0.0,Bandit,C:\Use
2023-06-12 19:20:00,1.17.0,20,80,3.65,,30,Left,Right,17,3,6,6,,,0.0,Bandit,C:\Use
2023-06-12 19:20:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,17,3,6,6,,,,Bandit,C:\Use
2023-06-12 19:20:00,1.17.0,20,80,3.65,,30,Left,Right,18,3,6,6,,,0.0,Bandit,C:\Use
2023-06-12 19:21:00,1.17.0,20,80,3.64,,30,Left,Right,19,3,6,6,,,0.0,Bandit,C:\Use
2023-06-12 19:21:00,1.17.0,20,80,3.64,,30,LeftDuringDispense,Right,19,3,6,6,,,0.31,Bandit,C:\Use
2023-06-12 19:21:00,1.17.0,20,80,3.64,3.0,30,Pellet,Right,19,3,7,6,0.48,201.0,,Bandit,C:\Use
2023-06-12 19:21:00,1.17.0,20,80,3.65,,30,Left,Right,20,3,7,7,,,0.0,Bandit,C:\Use
2023-06-12 19:21:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,20,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:21:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,20,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:22:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,20,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:24:00,1.17.0,20,80,3.65,,30,Left,Right,21,3,7,7,,,0.0,Bandit,C:\Use
2023-06-12 19:24:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,21,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:24:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,21,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:24:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,21,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:24:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,21,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:26:00,1.17.0,20,80,3.65,,30,Left,Right,22,3,7,7,,,0.0,Bandit,C:\Use
2023-06-12 19:26:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,22,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:26:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,22,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:26:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,22,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:26:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,22,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:27:00,1.17.0,20,80,3.65,,30,Left,Right,23,3,7,7,,,0.0,Bandit,C:\Use
2023-06-12 19:27:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,23,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:27:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,23,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:27:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,23,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:27:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,23,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:27:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,23,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:28:00,1.17.0,20,80,3.65,,30,Left,Right,24,3,7,7,,,0.0,Bandit,C:\Use
2023-06-12 19:28:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,24,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:30:00,1.17.0,20,80,3.65,,30,Left,Right,25,3,7,7,,,0.5,Bandit,C:\Use
2023-06-12 19:30:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,25,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:30:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,25,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:30:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,25,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:36:00,1.17.0,20,80,3.64,,30,Left,Right,26,3,7,7,,,0.0,Bandit,C:\Use
2023-06-12 19:36:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,26,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:36:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,26,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:37:00,1.17.0,20,80,3.65,,30,Left,Right,27,3,7,7,,,0.0,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.65,,30,Left,Right,28,3,7,7,,,0.0,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,28,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,28,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,28,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,28,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,28,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,28,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,28,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.65,,30,LeftinTimeOut,Right,28,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,28,3,7,7,,,,Bandit,C:\Use
2023-06-12 19:40:00,1.17.0,20,80,3.64,,30,Left,Right,29,3,7,7,,,0.02,Bandit,C:\Use
2023-06-12 19:41:00,1.17.0,20,80,3.64,,30,LeftinTimeOut,Right,29,3,7,7,,,,Bandit,C:\Use
