MM:DD:YYYY hh:mm:ss,Library_Version,Prob_left,Prob_right,Battery_Voltage,Motor_Turns,PelletsToSwitch,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Session_type,Device_Number
2023-02-18 18:48:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,44,27,44,13,0.25,26.0,,,,,,Bandit,C:\Use
2023-02-18 18:49:00,1.17.0,80,20,4.18,,30,Left,Left,45,27,44,14,,,0.0,,,,,Bandit,C:\Use
2023-02-18 18:49:00,1.17.0,80,20,4.18,2.0,30,Pellet,Left,45,27,45,14,0.19,29.0,,,,,,Bandit,C:\Use
2023-02-18 18:49:00,1.17.0,80,20,4.18,,30,Left,Left,46,27,45,15,,,0.03,,,,,Bandit,C:\Use
2023-02-18 18:49:00,1.17.0,80,20,4.18,2.0,30,Pellet,Left,46,27,46,15,0.31,36.0,,,,,,Bandit,C:\Use
2023-02-18 18:50:00,1.17.0,80,20,4.18,,30,Left,Left,47,27,46,16,,,0.07,,,,,Bandit,C:\Use
2023-02-18 18:50:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,47,27,47,16,0.75,28.0,,,,,,Bandit,C:\Use
2023-02-18 18:51:00,1.17.0,80,20,4.18,,30,Left,Left,48,27,47,17,,,0.24,,,,,Bandit,C:\Use
2023-02-18 18:51:00,1.17.0,80,20,4.18,,30,LeftinTimeOut,Left,48,27,47,17,,,,,,,,Bandit,C:\Use
2023-02-18 18:51:00,1.17.0,80,20,4.18,,30,LeftinTimeOut,Left,48,27,47,17,,,,,,,,Bandit,C:\Use
2023-02-18 19:01:00,1.17.0,80,20,4.18,,30,Left,Left,49,27,47,17,,,0.44,,,,,Bandit,C:\Use
2023-02-18 19:01:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,49,27,48,17,0.82,695.0,,,,,,Bandit,C:\Use
2023-02-18 19:17:00,1.17.0,80,20,4.18,,30,Left,Left,50,27,48,18,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:17:00,1.17.0,80,20,4.18,2.0,30,Pellet,Left,50,27,49,18,0.06,920.0,,,,,,Bandit,C:\Use
2023-02-18 19:27:00,1.17.0,80,20,4.18,,30,Left,Left,51,27,49,19,,,0.08,,,,,Bandit,C:\Use
2023-02-18 19:27:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,51,27,50,19,2.34,643.0,,,,,,Bandit,C:\Use
2023-02-18 19:28:00,1.17.0,80,20,4.18,,30,Right,Left,51,28,50,20,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:28:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,51,28,51,20,1.45,29.0,,,,,,Bandit,C:\Use
2023-02-18 19:28:00,1.17.0,80,20,4.18,,30,Right,Left,51,29,51,21,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:28:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.27,,,,,Bandit,C:\Use
2023-02-18 19:28:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.23,,,,,Bandit,C:\Use
2023-02-18 19:28:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.3,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.28,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.16,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.54,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.16,,30,RightinTimeout,Left,51,29,51,21,,,0.25,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.3,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.32,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.66,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.04,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.45,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.42,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.03,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.3,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.28,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,29,51,21,,,0.22,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,LeftinTimeOut,Left,51,29,51,21,,,,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,LeftinTimeOut,Left,51,29,51,21,,,,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,LeftinTimeOut,Left,51,29,51,21,,,,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,LeftinTimeOut,Left,51,29,51,21,,,,,,,,Bandit,C:\Use
2023-02-18 19:29:00,1.17.0,80,20,4.18,,30,LeftinTimeOut,Left,51,29,51,21,,,,,,,,Bandit,C:\Use
2023-02-18 19:30:00,1.17.0,80,20,4.18,,30,Right,Left,51,30,51,21,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:30:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,30,51,21,,,0.52,,,,,Bandit,C:\Use
2023-02-18 19:30:00,1.17.0,80,20,4.16,,30,LeftinTimeOut,Left,51,30,51,21,,,,,,,,Bandit,C:\Use
2023-02-18 19:30:00,1.17.0,80,20,4.18,,30,LeftinTimeOut,Left,51,30,51,21,,,,,,,,Bandit,C:\Use
2023-02-18 19:30:00,1.17.0,80,20,4.18,,30,Right,Left,51,31,51,21,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:30:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,31,51,21,,,0.32,,,,,Bandit,C:\Use
2023-02-18 19:30:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,31,51,21,,,0.54,,,,,Bandit,C:\Use
2023-02-18 19:30:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,51,31,51,21,,,0.27,,,,,Bandit,C:\Use
2023-02-18 19:32:00,1.17.0,80,20,4.18,,30,Left,Left,52,31,51,21,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:32:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,52,31,52,21,1.01,263.0,,,,,,Bandit,C:\Use
2023-02-18 19:33:00,1.17.0,80,20,4.18,,30,Left,Left,53,31,52,22,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:33:00,1.17.0,80,20,4.18,,30,Left,Left,54,31,52,22,,,0.24,,,,,Bandit,C:\Use
2023-02-18 19:33:00,1.17.0,80,20,4.18,2.0,30,Pellet,Left,54,31,53,22,0.06,49.0,,,,,,Bandit,C:\Use
2023-02-18 19:34:00,1.17.0,80,20,4.18,,30,Left,Left,55,31,53,23,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:34:00,1.17.0,80,20,4.18,2.0,30,Pellet,Left,55,31,54,23,17.29,62.0,,,,,,Bandit,C:\Use
2023-02-18 19:36:00,1.17.0,80,20,4.18,,30,Right,Left,55,32,54,24,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:36:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,55,32,54,24,,,0.59,,,,,Bandit,C:\Use
2023-02-18 19:36:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,55,32,54,24,,,0.01,,,,,Bandit,C:\Use
2023-02-18 19:36:00,1.17.0,80,20,4.18,,30,LeftinTimeOut,Left,55,32,54,24,,,,,,,,Bandit,C:\Use
2023-02-18 19:36:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,55,32,54,24,,,0.59,,,,,Bandit,C:\Use
2023-02-18 19:36:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,55,32,54,24,,,0.71,,,,,Bandit,C:\Use
2023-02-18 19:36:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,55,32,54,24,,,0.68,,,,,Bandit,C:\Use
2023-02-18 19:37:00,1.17.0,80,20,4.18,,30,Left,Left,56,32,54,24,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:37:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,56,32,55,24,0.37,172.0,,,,,,Bandit,C:\Use
2023-02-18 19:38:00,1.17.0,80,20,4.18,,30,Left,Left,57,32,55,25,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:38:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,57,32,56,25,0.95,86.0,,,,,,Bandit,C:\Use
2023-02-18 19:39:00,1.17.0,80,20,4.18,,30,Left,Left,58,32,56,26,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:39:00,1.17.0,80,20,4.17,1.0,30,Pellet,Left,58,32,57,26,0.25,35.0,,,,,,Bandit,C:\Use
2023-02-18 19:40:00,1.17.0,80,20,4.18,,30,Left,Left,59,32,57,27,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:40:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,59,32,58,27,0.31,48.0,,,,,,Bandit,C:\Use
2023-02-18 19:40:00,1.17.0,80,20,4.16,,30,Left,Left,60,32,58,28,,,0.0,,,,,Bandit,C:\Use
2023-02-18 19:40:00,1.17.0,80,20,4.18,1.0,30,Pellet,Left,60,32,59,28,0.5,32.0,,,,,,Bandit,C:\Use
2023-02-18 19:41:00,1.17.0,80,20,4.18,,30,Left,Left,61,32,59,29,,,0.13,,,,,Bandit,C:\Use
2023-02-18 19:42:00,1.17.0,80,20,4.18,2.0,30,Pellet,Left,61,32,60,29,23.4,84.0,,,,,,Bandit,C:\Use
2023-02-18 19:42:00,1.17.0,20,80,4.18,,30,Left,Right,62,32,60,0,,,0.01,,,,,Bandit,C:\Use
2023-02-18 19:42:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,62,32,60,0,,,,,,,,Bandit,C:\Use
2023-02-18 20:08:00,1.17.0,20,80,4.18,,30,Left,Right,63,32,60,0,,,0.0,,,,,Bandit,C:\Use
2023-02-18 20:08:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,63,32,60,0,,,,,,,,Bandit,C:\Use
2023-02-18 20:08:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,63,32,60,0,,,,,,,,Bandit,C:\Use
2023-02-18 20:08:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,63,32,60,0,,,,,,,,Bandit,C:\Use
2023-02-18 20:08:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,63,32,60,0,,,,,,,,Bandit,C:\Use
2023-02-18 20:08:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,63,32,60,0,,,,,,,,Bandit,C:\Use
2023-02-18 20:08:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,63,32,60,0,,,,,,,,Bandit,C:\Use
2023-02-18 20:09:00,1.17.0,20,80,4.18,,30,Left,Right,64,32,60,0,,,0.0,,,,,Bandit,C:\Use
2023-02-18 20:09:00,1.17.0,20,80,4.18,1.0,30,Pellet,Right,64,32,61,0,0.69,1640.0,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,Left,Right,65,32,61,1,,,0.04,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,65,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:11:00,1.17.0,20,80,4.17,,30,Left,Right,66,32,61,1,,,0.75,,,,,Bandit,C:\Use
2023-02-18 20:26:00,1.17.0,20,80,4.18,,30,Left,Right,67,32,61,1,,,0.95,,,,,Bandit,C:\Use
2023-02-18 20:26:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,67,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:26:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,67,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:29:00,1.17.0,20,80,4.18,,30,Left,Right,68,32,61,1,,,0.0,,,,,Bandit,C:\Use
2023-02-18 20:29:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,68,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:29:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,68,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:30:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,68,32,61,1,,,,,,,,Bandit,C:\Use
2023-02-18 20:30:00,1.17.0,20,80,4.18,,30,Right,Right,68,33,61,1,,,0.0,,,,,Bandit,C:\Use
2023-02-18 20:30:00,1.17.0,20,80,4.18,1.0,30,Pellet,Right,68,33,62,1,0.44,1245.0,,,,,,Bandit,C:\Use
2023-02-18 20:30:00,1.17.0,20,80,4.18,,30,Left,Right,69,33,62,2,,,0.08,,,,,Bandit,C:\Use
2023-02-18 20:30:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.46,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.39,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.52,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.05,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.16,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.16,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.74,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,69,33,62,2,,,0.5,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.04,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.8,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.37,,,,,Bandit,C:\Use
2023-02-18 20:31:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,69,33,62,2,,,0.34,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,69,33,62,2,,,0.5,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,69,33,62,2,,,0.58,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,69,33,62,2,,,0.47,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.16,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:32:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,69,33,62,2,,,,,,,,Bandit,C:\Use
2023-02-18 20:33:00,1.17.0,20,80,4.17,,30,Left,Right,70,33,62,2,,,1.29,,,,,Bandit,C:\Use
2023-02-18 20:33:00,1.17.0,20,80,4.17,2.0,30,Pellet,Right,70,33,63,2,0.06,184.0,,,,,,Bandit,C:\Use
2023-02-18 20:33:00,1.17.0,20,80,4.18,,30,Left,Right,71,33,63,3,,,0.09,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.16,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.16,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:35:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,71,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:36:00,1.17.0,20,80,4.18,,30,Left,Right,72,33,63,3,,,0.53,,,,,Bandit,C:\Use
2023-02-18 20:36:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,72,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:36:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,72,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:36:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,72,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:36:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,72,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:36:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,72,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:36:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,72,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:36:00,1.17.0,20,80,4.16,,30,LeftinTimeOut,Right,72,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:36:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,72,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:50:00,1.17.0,20,80,4.18,,30,Left,Right,73,33,63,3,,,0.58,,,,,Bandit,C:\Use
2023-02-18 20:51:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,73,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:51:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,73,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:51:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,73,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 20:51:00,1.17.0,20,80,4.18,,30,Left,Right,74,33,63,3,,,1.09,,,,,Bandit,C:\Use
2023-02-18 21:07:00,1.17.0,20,80,4.18,,30,Left,Right,75,33,63,3,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:07:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,75,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 21:08:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,75,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 21:08:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,75,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 21:08:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,75,33,63,3,,,,,,,,Bandit,C:\Use
2023-02-18 21:08:00,1.17.0,20,80,4.18,,30,Left,Right,76,33,63,3,,,0.41,,,,,Bandit,C:\Use
2023-02-18 21:08:00,1.17.0,20,80,4.17,2.0,30,Pellet,Right,76,33,64,3,0.12,2110.0,,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,Left,Right,77,33,64,4,,,0.2,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,77,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,77,33,64,4,,,,,,,,Bandit,C:\Use
