MM:DD:YYYY hh:mm:ss,Library_Version,Prob_left,Prob_right,Battery_Voltage,Motor_Turns,PelletsToSwitch,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Session_type,Device_Number
2023-02-18 21:09:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,77,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,Left,Right,78,33,64,4,,,0.62,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,78,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,78,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,78,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,78,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,78,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:09:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,78,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:10:00,1.17.0,20,80,4.18,,30,Left,Right,79,33,64,4,,,0.35,,,,,Bandit,C:\Use
2023-02-18 21:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,79,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,79,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:10:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,79,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:10:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,79,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:10:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,79,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,79,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:10:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,79,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:10:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,79,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:11:00,1.17.0,20,80,4.18,,30,Left,Right,80,33,64,4,,,0.49,,,,,Bandit,C:\Use
2023-02-18 21:11:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,80,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:11:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,80,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:11:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,80,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:21:00,1.17.0,20,80,4.17,,30,Left,Right,81,33,64,4,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:21:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,81,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:21:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,81,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:21:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,81,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:28:00,1.17.0,20,80,4.18,,30,Left,Right,82,33,64,4,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:29:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,82,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:29:00,1.17.0,20,80,4.18,,30,Left,Right,83,33,64,4,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:29:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,83,33,64,4,,,,,,,,Bandit,C:\Use
2023-02-18 21:29:00,1.17.0,20,80,4.18,,30,Right,Right,83,34,64,4,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:30:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,83,34,64,4,,,1.26,,,,,Bandit,C:\Use
2023-02-18 21:30:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,83,34,64,4,,,0.02,,,,,Bandit,C:\Use
2023-02-18 21:33:00,1.17.0,20,80,4.18,,30,Left,Right,84,34,64,4,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:33:00,1.17.0,20,80,4.18,2.0,30,Pellet,Right,84,34,65,4,0.56,1499.0,,,,,,Bandit,C:\Use
2023-02-18 21:33:00,1.17.0,20,80,4.18,,30,Left,Right,85,34,65,5,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.16,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,85,34,65,5,,,0.22,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,85,34,65,5,,,0.23,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,85,34,65,5,,,0.78,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,85,34,65,5,,,0.09,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,85,34,65,5,,,,,,,,Bandit,C:\Use
2023-02-18 21:34:00,1.17.0,20,80,4.18,,30,Right,Right,85,35,65,5,,,0.13,,,,,Bandit,C:\Use
2023-02-18 21:35:00,1.17.0,20,80,4.17,2.0,30,Pellet,Right,85,35,66,5,0.75,89.0,,,,,,Bandit,C:\Use
2023-02-18 21:35:00,1.17.0,20,80,4.17,,30,Right,Right,85,36,66,6,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:35:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,85,36,67,6,0.69,35.0,,,,,,Bandit,C:\Use
2023-02-18 21:36:00,1.17.0,20,80,4.18,,30,Right,Right,85,37,67,7,,,0.02,,,,,Bandit,C:\Use
2023-02-18 21:36:00,1.17.0,20,80,4.17,2.0,30,Pellet,Right,85,37,68,7,0.31,27.0,,,,,,Bandit,C:\Use
2023-02-18 21:36:00,1.17.0,20,80,4.17,,30,Right,Right,85,38,68,8,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:36:00,1.17.0,20,80,4.17,2.0,30,Pellet,Right,85,38,69,8,0.12,29.0,,,,,,Bandit,C:\Use
2023-02-18 21:36:00,1.17.0,20,80,4.17,,30,Right,Right,85,39,69,9,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:36:00,1.17.0,20,80,4.18,1.0,30,Pellet,Right,85,39,70,9,0.25,25.0,,,,,,Bandit,C:\Use
2023-02-18 21:37:00,1.17.0,20,80,4.17,,30,Right,Right,85,40,70,10,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:37:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,85,40,71,10,0.25,24.0,,,,,,Bandit,C:\Use
2023-02-18 21:37:00,1.17.0,20,80,4.17,,30,Right,Right,85,41,71,11,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:37:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,85,41,71,11,,,1.02,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,85,41,71,11,,,0.1,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,85,41,71,11,,,0.3,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,85,41,71,11,,,0.27,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,85,41,71,11,,,0.55,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,85,41,71,11,,,,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.17,,30,Right,Right,85,42,71,11,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,42,71,11,,,,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,42,71,11,,,,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,42,71,11,,,,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,85,42,71,11,,,,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,85,42,71,11,,,0.09,,,,,Bandit,C:\Use
2023-02-18 21:38:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,85,42,71,11,,,0.64,,,,,Bandit,C:\Use
2023-02-18 21:39:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,85,42,71,11,,,0.54,,,,,Bandit,C:\Use
2023-02-18 21:39:00,1.17.0,20,80,4.17,,30,Left,Right,86,42,71,11,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:39:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,86,42,71,11,,,,,,,,Bandit,C:\Use
2023-02-18 21:39:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,86,42,71,11,,,,,,,,Bandit,C:\Use
2023-02-18 21:39:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,86,42,71,11,,,,,,,,Bandit,C:\Use
2023-02-18 21:39:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,86,42,71,11,,,,,,,,Bandit,C:\Use
2023-02-18 21:39:00,1.17.0,20,80,4.18,,30,Left,Right,87,42,71,11,,,0.06,,,,,Bandit,C:\Use
2023-02-18 21:40:00,1.17.0,20,80,4.17,,30,Right,Right,87,43,71,11,,,0.06,,,,,Bandit,C:\Use
2023-02-18 21:40:00,1.17.0,20,80,4.18,1.0,30,Pellet,Right,87,43,72,11,0.31,181.0,,,,,,Bandit,C:\Use
2023-02-18 21:40:00,1.17.0,20,80,4.17,,30,Right,Right,87,44,72,12,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:40:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,87,44,72,12,,,0.4,,,,,Bandit,C:\Use
2023-02-18 21:40:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,87,44,72,12,,,0.28,,,,,Bandit,C:\Use
2023-02-18 21:40:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,87,44,72,12,,,0.87,,,,,Bandit,C:\Use
2023-02-18 21:40:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,87,44,72,12,,,0.31,,,,,Bandit,C:\Use
2023-02-18 21:40:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,87,44,72,12,,,0.33,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.16,,30,LeftinTimeOut,Right,87,44,72,12,,,,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,87,44,72,12,,,0.46,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,87,44,72,12,,,1.02,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,87,44,72,12,,,0.5,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,87,44,72,12,,,0.05,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,87,44,72,12,,,0.12,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,87,44,72,12,,,0.3,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,87,44,72,12,,,0.28,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,87,44,72,12,,,0.09,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,87,44,72,12,,,0.46,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.18,,30,RightinTimeout,Right,87,44,72,12,,,0.63,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,87,44,72,12,,,,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,87,44,72,12,,,,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.17,,30,Right,Right,87,45,72,12,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:41:00,1.17.0,20,80,4.18,,30,Right,Right,87,46,72,12,,,0.07,,,,,Bandit,C:\Use
2023-02-18 21:42:00,1.17.0,20,80,4.18,1.0,30,Pellet,Right,87,46,73,12,0.31,98.0,,,,,,Bandit,C:\Use
2023-02-18 21:42:00,1.17.0,20,80,4.18,,30,Right,Right,87,47,73,13,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:42:00,1.17.0,20,80,4.18,1.0,30,Pellet,Right,87,47,74,13,0.44,30.0,,,,,,Bandit,C:\Use
2023-02-18 21:43:00,1.17.0,20,80,4.18,,30,Right,Right,87,48,74,14,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:43:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,87,48,75,14,0.25,35.0,,,,,,Bandit,C:\Use
2023-02-18 21:43:00,1.17.0,20,80,4.17,,30,Right,Right,87,49,75,15,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:43:00,1.17.0,20,80,4.17,2.0,30,Pellet,Right,87,49,76,15,0.31,20.0,,,,,,Bandit,C:\Use
2023-02-18 21:43:00,1.17.0,20,80,4.17,,30,Right,Right,87,50,76,16,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:43:00,1.17.0,20,80,4.17,2.0,30,Pellet,Right,87,50,77,16,0.37,32.0,,,,,,Bandit,C:\Use
2023-02-18 21:44:00,1.17.0,20,80,4.17,,30,Right,Right,87,51,77,17,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:44:00,1.17.0,20,80,4.18,1.0,30,Pellet,Right,87,51,78,17,0.94,23.0,,,,,,Bandit,C:\Use
2023-02-18 21:44:00,1.17.0,20,80,4.17,,30,Right,Right,87,52,78,18,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:44:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,87,52,79,18,0.44,29.0,,,,,,Bandit,C:\Use
2023-02-18 21:45:00,1.17.0,20,80,4.17,,30,Right,Right,87,53,79,19,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:45:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,87,53,80,19,0.25,28.0,,,,,,Bandit,C:\Use
2023-02-18 21:45:00,1.17.0,20,80,4.17,,30,Right,Right,87,54,80,20,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:46:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,87,54,81,20,0.12,41.0,,,,,,Bandit,C:\Use
2023-02-18 21:46:00,1.17.0,20,80,4.18,,30,Right,Right,87,55,81,21,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:46:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,87,55,82,21,0.19,30.0,,,,,,Bandit,C:\Use
2023-02-18 21:46:00,1.17.0,20,80,4.17,,30,Right,Right,87,56,82,22,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:47:00,1.17.0,20,80,4.18,2.0,30,Pellet,Right,87,56,83,22,0.25,30.0,,,,,,Bandit,C:\Use
2023-02-18 21:47:00,1.17.0,20,80,4.17,,30,Right,Right,87,57,83,23,,,0.0,,,,,Bandit,C:\Use
2023-02-18 21:47:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,87,57,84,23,0.82,32.0,,,,,,Bandit,C:\Use
2023-02-18 22:33:00,1.17.0,20,80,4.18,,30,Left,Right,88,57,84,24,,,0.24,,,,,Bandit,C:\Use
2023-02-18 22:34:00,1.17.0,20,80,4.17,,30,Left,Right,89,57,84,24,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:34:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,89,57,85,24,0.69,2837.0,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,Left,Right,90,57,85,25,,,0.48,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.18,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:35:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,90,57,85,25,,,,,,,,Bandit,C:\Use
2023-02-18 22:36:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,90,57,85,25,,,0.34,,,,,Bandit,C:\Use
2023-02-18 22:36:00,1.17.0,20,80,4.17,,30,RightinTimeout,Right,90,57,85,25,,,0.3,,,,,Bandit,C:\Use
2023-02-18 22:36:00,1.17.0,20,80,4.16,,30,RightinTimeout,Right,90,57,85,25,,,0.04,,,,,Bandit,C:\Use
2023-02-18 22:37:00,1.17.0,20,80,4.16,,30,Left,Right,91,57,85,25,,,0.22,,,,,Bandit,C:\Use
2023-02-18 22:37:00,1.17.0,20,80,4.17,2.0,30,Pellet,Right,91,57,86,25,0.37,183.0,,,,,,Bandit,C:\Use
2023-02-18 22:38:00,1.17.0,20,80,4.17,,30,Left,Right,92,57,86,26,,,0.4,,,,,Bandit,C:\Use
2023-02-18 22:38:00,1.17.0,20,80,4.17,2.0,30,Pellet,Right,92,57,87,26,0.12,34.0,,,,,,Bandit,C:\Use
2023-02-18 22:38:00,1.17.0,20,80,4.17,,30,Left,Right,93,57,87,27,,,0.19,,,,,Bandit,C:\Use
2023-02-18 22:39:00,1.17.0,20,80,4.17,,30,LeftinTimeOut,Right,93,57,87,27,,,,,,,,Bandit,C:\Use
2023-02-18 22:50:00,1.17.0,20,80,4.17,,30,Right,Right,93,58,87,27,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:51:00,1.17.0,20,80,4.17,,30,Right,Right,93,59,87,27,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:51:00,1.17.0,20,80,4.16,1.0,30,Pellet,Right,93,59,88,27,1.26,798.0,,,,,,Bandit,C:\Use
2023-02-18 22:52:00,1.17.0,20,80,4.16,,30,Right,Right,93,60,88,28,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:52:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,93,60,89,28,0.44,25.0,,,,,,Bandit,C:\Use
2023-02-18 22:52:00,1.17.0,20,80,4.17,,30,Right,Right,93,61,89,29,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:52:00,1.17.0,20,80,4.17,1.0,30,Pellet,Right,93,61,90,29,0.44,25.0,,,,,,Bandit,C:\Use
2023-02-18 22:52:00,1.17.0,80,20,4.17,,30,Right,Left,93,62,90,0,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:52:00,1.17.0,80,20,4.17,1.0,30,Pellet,Left,93,62,91,0,0.31,23.0,,,,,,Bandit,C:\Use
2023-02-18 22:53:00,1.17.0,80,20,4.17,,30,Right,Left,93,63,91,1,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:53:00,1.17.0,80,20,4.17,,30,RightinTimeout,Left,93,63,91,1,,,0.48,,,,,Bandit,C:\Use
2023-02-18 22:53:00,1.17.0,80,20,4.17,,30,RightinTimeout,Left,93,63,91,1,,,0.69,,,,,Bandit,C:\Use
2023-02-18 22:53:00,1.17.0,80,20,4.16,,30,RightinTimeout,Left,93,63,91,1,,,0.06,,,,,Bandit,C:\Use
2023-02-18 22:53:00,1.17.0,80,20,4.18,,30,RightinTimeout,Left,93,63,91,1,,,0.44,,,,,Bandit,C:\Use
2023-02-18 22:54:00,1.17.0,80,20,4.16,,30,Right,Left,93,64,91,1,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:54:00,1.17.0,80,20,4.17,,30,Left,Left,94,64,91,1,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:54:00,1.17.0,80,20,4.17,2.0,30,Pellet,Left,94,64,92,1,0.37,82.0,,,,,,Bandit,C:\Use
2023-02-18 22:54:00,1.17.0,80,20,4.17,,30,Left,Left,95,64,92,2,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:54:00,1.17.0,80,20,4.17,2.0,30,Pellet,Left,95,64,93,2,0.5,29.0,,,,,,Bandit,C:\Use
2023-02-18 22:55:00,1.17.0,80,20,4.17,,30,Left,Left,96,64,93,3,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:55:00,1.17.0,80,20,4.17,,30,LeftinTimeOut,Left,96,64,93,3,,,,,,,,Bandit,C:\Use
2023-02-18 22:55:00,1.17.0,80,20,4.17,,30,LeftinTimeOut,Left,96,64,93,3,,,,,,,,Bandit,C:\Use
2023-02-18 22:55:00,1.17.0,80,20,4.17,,30,LeftinTimeOut,Left,96,64,93,3,,,,,,,,Bandit,C:\Use
2023-02-18 22:55:00,1.17.0,80,20,4.17,,30,LeftinTimeOut,Left,96,64,93,3,,,,,,,,Bandit,C:\Use
2023-02-18 22:55:00,1.17.0,80,20,4.17,,30,LeftinTimeOut,Left,96,64,93,3,,,,,,,,Bandit,C:\Use
2023-02-18 22:55:00,1.17.0,80,20,4.17,,30,LeftinTimeOut,Left,96,64,93,3,,,,,,,,Bandit,C:\Use
2023-02-18 22:55:00,1.17.0,80,20,4.17,,30,Left,Left,97,64,93,3,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:55:00,1.17.0,80,20,4.17,1.0,30,Pellet,Left,97,64,94,3,0.37,56.0,,,,,,Bandit,C:\Use
2023-02-18 22:56:00,1.17.0,80,20,4.16,,30,Left,Left,98,64,94,4,,,0.08,,,,,Bandit,C:\Use
2023-02-18 22:56:00,1.17.0,80,20,4.17,1.0,30,Pellet,Left,98,64,95,4,0.25,26.0,,,,,,Bandit,C:\Use
2023-02-18 22:57:00,1.17.0,80,20,4.17,,30,Left,Left,99,64,95,5,,,0.06,,,,,Bandit,C:\Use
2023-02-18 22:57:00,1.17.0,80,20,4.17,1.0,30,Pellet,Left,99,64,96,5,0.06,81.0,,,,,,Bandit,C:\Use
2023-02-18 22:57:00,1.17.0,80,20,4.18,,30,Left,Left,100,64,96,6,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:57:00,1.17.0,80,20,4.17,1.0,30,Pellet,Left,100,64,97,6,0.25,28.0,,,,,,Bandit,C:\Use
2023-02-18 22:59:00,1.17.0,80,20,4.17,,30,Left,Left,101,64,97,7,,,0.0,,,,,Bandit,C:\Use
2023-02-18 22:59:00,1.17.0,80,20,4.17,2.0,30,Pellet,Left,101,64,98,7,0.06,110.0,,,,,,Bandit,C:\Use
2023-02-18 23:00:00,1.17.0,80,20,4.17,,30,Left,Left,102,64,98,8,,,0.0,,,,,Bandit,C:\Use
2023-02-18 23:00:00,1.17.0,80,20,4.16,1.0,30,Pellet,Left,102,64,99,8,0.25,33.0,,,,,,Bandit,C:\Use
2023-02-18 23:08:00,1.17.0,80,20,4.17,,30,Left,Left,103,64,99,9,,,0.0,,,,,Bandit,C:\Use
2023-02-18 23:08:00,1.17.0,80,20,4.16,1.0,30,Pellet,Left,103,64,100,9,0.37,486.0,,,,,,Bandit,C:\Use
2023-02-18 23:15:00,1.17.0,80,20,4.17,,30,Left,Left,104,64,100,10,,,0.0,,,,,Bandit,C:\Use
2023-02-18 23:15:00,1.17.0,80,20,4.17,1.0,30,Pellet,Left,104,64,101,10,0.31,417.0,,,,,,Bandit,C:\Use
2023-02-18 23:16:00,1.17.0,80,20,4.17,,30,Left,Left,105,64,101,11,,,0.02,,,,,Bandit,C:\Use
2023-02-18 23:16:00,1.17.0,80,20,4.17,1.0,30,Pellet,Left,105,64,102,11,0.25,40.0,,,,,,Bandit,C:\Use
2023-02-18 23:16:00,1.17.0,80,20,4.17,,30,Left,Left,106,64,102,12,,,0.0,,,,,Bandit,C:\Use
2023-02-18 23:16:00,1.17.0,80,20,4.17,1.0,30,Pellet,Left,106,64,103,12,0.19,32.0,,,,,,Bandit,C:\Use
