MM:DD:YYYY hh:mm:ss,Library_Version,Prob_left,Prob_right,Battery_Voltage,Motor_Turns,PelletsToSwitch,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Session_type,Device_Number
2023-06-06 16:28:00,1.17.0,20,80,3.99,,30,Right,Right,0,1,0,0,,,0.0,Bandit,C:\Use
2023-06-06 16:28:00,1.17.0,20,80,4.0,4.0,30,Pellet,Right,0,1,1,0,1.28,,,Bandit,C:\Use
2023-06-06 16:35:00,1.17.0,20,80,4.0,,30,Left,Right,1,1,1,1,,,0.0,Bandit,C:\Use
2023-06-06 16:41:00,1.17.0,20,80,4.0,,30,Left,Right,2,1,1,1,,,0.0,Bandit,C:\Use
2023-06-06 16:41:00,1.17.0,20,80,4.0,2.0,30,Pellet,Right,2,1,2,1,0.67,793.0,,Bandit,C:\Use
2023-06-06 16:47:00,1.17.0,20,80,3.99,,30,Left,Right,3,1,2,2,,,0.0,Bandit,C:\Use
2023-06-06 16:47:00,1.17.0,20,80,3.99,,30,Left,Right,4,1,2,2,,,0.0,Bandit,C:\Use
2023-06-06 17:02:00,1.17.0,20,80,4.0,,30,Right,Right,4,2,2,2,,,0.0,Bandit,C:\Use
2023-06-06 17:02:00,1.17.0,20,80,4.0,2.0,30,Pellet,Right,4,2,3,2,3.92,1278.0,,Bandit,C:\Use
2023-06-06 17:31:00,1.17.0,20,80,4.0,,30,Left,Right,5,2,3,3,,,0.0,Bandit,C:\Use
2023-06-06 17:31:00,1.17.0,20,80,4.0,1.0,30,Pellet,Right,5,2,4,3,1.22,1704.0,,Bandit,C:\Use
2023-06-06 17:31:00,1.17.0,20,80,4.0,,30,Left,Right,6,2,4,4,,,0.02,Bandit,C:\Use
2023-06-06 17:31:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,6,2,4,4,,,,Bandit,C:\Use
2023-06-06 17:33:00,1.17.0,20,80,4.0,,30,Right,Right,6,3,4,4,,,0.0,Bandit,C:\Use
2023-06-06 17:33:00,1.17.0,20,80,4.0,1.0,30,Pellet,Right,6,3,5,4,1.4,141.0,,Bandit,C:\Use
2023-06-06 17:33:00,1.17.0,20,80,4.0,,30,Left,Right,7,3,5,5,,,0.0,Bandit,C:\Use
2023-06-06 17:34:00,1.17.0,20,80,4.0,,30,Left,Right,8,3,5,5,,,0.0,Bandit,C:\Use
2023-06-06 17:34:00,1.17.0,20,80,4.0,,30,Left,Right,9,3,5,5,,,0.0,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,Left,Right,10,3,5,5,,,0.0,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:29:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:30:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:30:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,10,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:38:00,1.17.0,20,80,4.0,,30,Left,Right,11,3,5,5,,,0.03,Bandit,C:\Use
2023-06-06 18:39:00,1.17.0,20,80,4.0,,30,Left,Right,12,3,5,5,,,0.21,Bandit,C:\Use
2023-06-06 18:39:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:39:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:39:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:39:00,1.17.0,20,80,3.99,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:39:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:39:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:39:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:39:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:40:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:40:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:40:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:40:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,12,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:42:00,1.17.0,20,80,4.0,,30,Left,Right,13,3,5,5,,,0.0,Bandit,C:\Use
2023-06-06 18:42:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,13,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:42:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,13,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:42:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,13,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:46:00,1.17.0,20,80,4.0,,30,Left,Right,14,3,5,5,,,0.0,Bandit,C:\Use
2023-06-06 18:47:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,14,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:47:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,14,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:47:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,14,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:47:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,14,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:47:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,14,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:47:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,14,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:47:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,14,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:47:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,14,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:47:00,1.17.0,20,80,4.0,,30,Left,Right,15,3,5,5,,,0.45,Bandit,C:\Use
2023-06-06 18:48:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,15,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:48:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,15,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:48:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,15,3,5,5,,,,Bandit,C:\Use
2023-06-06 18:48:00,1.17.0,20,80,4.0,,30,Left,Right,16,3,5,5,,,0.22,Bandit,C:\Use
2023-06-06 18:50:00,1.17.0,20,80,4.0,,30,Right,Right,16,4,5,5,,,0.0,Bandit,C:\Use
2023-06-06 18:51:00,1.17.0,20,80,4.0,1.0,30,Pellet,Right,16,4,6,5,2.38,4655.0,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,Left,Right,17,4,6,6,,,0.0,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,17,4,6,6,,,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,17,4,6,6,,,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,17,4,6,6,,,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,17,4,6,6,,,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,17,4,6,6,,,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,17,4,6,6,,,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,17,4,6,6,,,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,17,4,6,6,,,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,17,4,6,6,,,,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,3.99,,30,Right,Right,17,5,6,6,,,0.03,Bandit,C:\Use
2023-06-06 19:53:00,1.17.0,20,80,4.0,2.0,30,Pellet,Right,17,5,7,6,0.24,3774.0,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,Left,Right,18,5,7,7,,,0.0,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,RightinTimeout,Right,18,5,7,7,,,0.02,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,RightinTimeout,Right,18,5,7,7,,,0.31,Bandit,C:\Use
2023-06-06 19:54:00,1.17.0,20,80,4.0,,30,RightinTimeout,Right,18,5,7,7,,,0.02,Bandit,C:\Use
2023-06-06 19:55:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:55:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,18,5,7,7,,,,Bandit,C:\Use
2023-06-06 19:55:00,1.17.0,20,80,4.0,,30,Left,Right,19,5,7,7,,,0.4,Bandit,C:\Use
2023-06-06 19:55:00,1.17.0,20,80,4.0,,30,Right,Right,19,6,7,7,,,0.0,Bandit,C:\Use
2023-06-06 19:55:00,1.17.0,20,80,4.0,1.0,30,Pellet,Right,19,6,8,7,0.36,123.0,,Bandit,C:\Use
2023-06-06 19:56:00,1.17.0,20,80,4.0,,30,Left,Right,20,6,8,8,,,0.0,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,Right,Right,20,7,8,8,,,0.0,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,3.99,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,RightinTimeout,Right,20,7,8,8,,,0.17,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,3.99,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:26:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,20,7,8,8,,,,Bandit,C:\Use
2023-06-06 20:37:00,1.17.0,20,80,3.99,,30,Left,Right,21,7,8,8,,,0.0,Bandit,C:\Use
2023-06-06 20:37:00,1.17.0,20,80,4.0,1.0,30,Pellet,Right,21,7,9,8,0.61,2486.0,,Bandit,C:\Use
2023-06-06 20:37:00,1.17.0,20,80,4.0,,30,Left,Right,22,7,9,9,,,0.0,Bandit,C:\Use
2023-06-06 20:37:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,22,7,9,9,,,,Bandit,C:\Use
2023-06-06 20:38:00,1.17.0,20,80,4.0,,30,Left,Right,23,7,9,9,,,0.16,Bandit,C:\Use
2023-06-06 20:38:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,23,7,9,9,,,,Bandit,C:\Use
2023-06-06 20:38:00,1.17.0,20,80,4.0,,30,LeftinTimeOut,Right,23,7,9,9,,,,Bandit,C:\Use
