MM:DD:YYYY hh:mm:ss,Library_Version,Prob_left,Prob_right,Battery_Voltage,Motor_Turns,PelletsToSwitch,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Session_type,Device_Number
2023-03-31 18:19:26,1.17.0,20,80,4.05,,30,Left,Right,1,0,0,0,,,0.0,Bandit,C:\Use
2023-03-31 18:20:46,1.17.0,20,80,4.05,,30,Right,Right,1,1,0,0,,,0.0,Bandit,C:\Use
2023-03-31 18:20:56,1.17.0,20,80,4.05,2.0,30,Pellet,Right,1,1,1,0,4.90,,,Bandit,C:\Use
2023-03-31 18:21:40,1.17.0,20,80,4.05,,30,Left,Right,2,1,1,1,,,0.0,Bandit,C:\Use
2023-03-31 18:55:21,1.17.0,20,80,4.05,1.0,30,Pellet,Right,2,1,2,1,Timed_out,2065.0,,Bandit,C:\Use
2023-03-31 18:56:08,1.17.0,20,80,4.05,,30,Left,Right,3,1,2,2,,,0.0,Bandit,C:\Use
2023-03-31 19:10:25,1.17.0,20,80,4.05,,30,Left,Right,4,1,2,2,,,0.0,Bandit,C:\Use
2023-03-31 19:10:33,1.17.0,20,80,4.05,,30,LeftinTimeOut,Right,4,1,2,2,,,,Bandit,C:\Use
2023-03-31 19:10:37,1.17.0,20,80,4.05,,30,LeftinTimeOut,Right,4,1,2,2,,,,Bandit,C:\Use
2023-03-31 19:10:41,1.17.0,20,80,4.05,,30,LeftinTimeOut,Right,4,1,2,2,,,,Bandit,C:\Use
2023-03-31 19:10:52,1.17.0,20,80,4.05,,30,Left,Right,5,1,2,2,,,0.0,Bandit,C:\Use
2023-03-31 19:10:55,1.17.0,20,80,4.05,,30,LeftinTimeOut,Right,5,1,2,2,,,,Bandit,C:\Use
2023-03-31 19:28:06,1.17.0,20,80,4.05,,30,Left,Right,6,1,2,2,,,0.0,Bandit,C:\Use
2023-03-31 19:28:10,1.17.0,20,80,4.05,1.0,30,Pellet,Right,6,1,3,2,0.48,1968.0,,Bandit,C:\Use
