MM:DD:YYYY hh:mm:ss,Library_Version,Prob_left,Prob_right,Battery_Voltage,Motor_Turns,PelletsToSwitch,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Session_type,Device_Number
2023-06-12 16:29:53,1.17.0,20,80,3.87,,30,Left,Right,1,0,0,0,,,0.0,Bandit,C:\Use
2023-06-12 16:37:39,1.17.0,20,80,3.87,,30,Left,Right,2,0,0,0,,,0.24,Bandit,C:\Use
2023-06-12 16:43:47,1.17.0,20,80,3.87,,30,Left,Right,3,0,0,0,,,0.0,Bandit,C:\Use
2023-06-12 16:44:26,1.17.0,20,80,3.87,,30,Right,Right,3,1,0,0,,,0.0,Bandit,C:\Use
2023-06-12 16:44:31,1.17.0,20,80,3.87,1.0,30,Pellet,Right,3,1,1,0,2.38,,,Bandit,C:\Use
2023-06-12 16:47:11,1.17.0,20,80,3.87,,30,Left,Right,4,1,1,1,,,0.0,Bandit,C:\Use
2023-06-12 17:25:14,1.17.0,20,80,3.87,,30,Left,Right,5,1,1,1,,,0.0,Bandit,C:\Use
2023-06-12 17:25:28,1.17.0,20,80,3.87,,30,Left,Right,6,1,1,1,,,0.0,Bandit,C:\Use
2023-06-12 17:25:37,1.17.0,20,80,3.87,3.0,30,Pellet,Right,6,1,2,1,1.83,2466.0,,Bandit,C:\Use
2023-06-12 17:25:54,1.17.0,20,80,3.87,,30,Left,Right,7,1,2,2,,,0.0,Bandit,C:\Use
2023-06-12 17:26:05,1.17.0,20,80,3.87,,30,LeftinTimeOut,Right,7,1,2,2,,,,Bandit,C:\Use
2023-06-12 17:26:12,1.17.0,20,80,3.87,,30,LeftinTimeOut,Right,7,1,2,2,,,,Bandit,C:\Use
2023-06-12 17:26:45,1.17.0,20,80,3.87,,30,Left,Right,8,1,2,2,,,0.0,Bandit,C:\Use
2023-06-12 17:26:51,1.17.0,20,80,3.87,,30,LeftinTimeOut,Right,8,1,2,2,,,,Bandit,C:\Use
2023-06-12 17:26:55,1.17.0,20,80,3.87,,30,LeftinTimeOut,Right,8,1,2,2,,,,Bandit,C:\Use
2023-06-12 17:26:57,1.17.0,20,80,3.87,,30,LeftinTimeOut,Right,8,1,2,2,,,,Bandit,C:\Use
2023-06-12 17:27:00,1.17.0,20,80,3.87,,30,LeftinTimeOut,Right,8,1,2,2,,,,Bandit,C:\Use
2023-06-12 17:27:00,1.17.0,20,80,3.87,,30,LeftinTimeOut,Right,8,1,2,2,,,,Bandit,C:\Use
2023-06-12 17:27:03,1.17.0,20,80,3.87,,30,LeftinTimeOut,Right,8,1,2,2,,,,Bandit,C:\Use
