Unnamed: 0,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
233,2021-04-14 22:43:13,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,81,65,88,0,,0.16
234,2021-04-14 22:43:15,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,81,65,89,0,0.69,
235,2021-04-14 22:45:10,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,82,65,89,0,,0.07
236,2021-04-14 22:45:11,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,82,65,90,0,0.50,
237,2021-04-14 22:45:52,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,83,65,90,0,,0.0
238,2021-04-14 22:45:53,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,83,65,91,0,0.44,
239,2021-04-14 22:46:43,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,84,65,91,0,,0.41
240,2021-04-14 22:46:44,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,84,65,92,0,0.37,
241,2021-04-14 22:47:11,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,85,65,92,0,,0.29
242,2021-04-14 22:47:12,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,85,65,93,0,0.56,
243,2021-04-14 22:47:48,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,86,65,93,0,,0.12
244,2021-04-14 22:47:50,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,86,65,94,0,0.56,
245,2021-04-14 22:48:24,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,87,65,94,0,,0.26
246,2021-04-14 22:48:25,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,87,65,95,0,0.25,
247,2021-04-14 22:49:05,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,88,65,95,0,,0.15
248,2021-04-14 22:49:07,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,88,65,96,0,0.63,
249,2021-04-14 22:49:41,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,89,65,96,0,,0.06
250,2021-04-14 22:49:45,1.4.2,FR1_Rev,3,3.82,2,1,Pellet,Left,89,65,97,0,0.37,
251,2021-04-14 22:51:46,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,90,65,97,0,,0.15
252,2021-04-14 22:51:47,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,90,65,98,0,0.44,
253,2021-04-14 23:05:11,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,91,65,98,0,,0.31
254,2021-04-14 23:05:13,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,91,65,99,0,0.63,
255,2021-04-14 23:11:47,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,91,66,99,0,,0.06
256,2021-04-14 23:12:25,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,92,66,99,0,,0.06
257,2021-04-14 23:12:27,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,92,66,100,0,0.31,
258,2021-04-14 23:12:52,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,93,66,100,0,,0.09
259,2021-04-14 23:12:53,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,93,66,101,0,0.44,
260,2021-04-14 23:13:22,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,94,66,101,0,,0.0
261,2021-04-14 23:13:23,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,94,66,102,0,0.31,
262,2021-04-14 23:13:52,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,95,66,102,0,,0.43
263,2021-04-14 23:13:53,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,95,66,103,0,0.31,
264,2021-04-14 23:14:24,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,96,66,103,0,,0.0
265,2021-04-14 23:14:25,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,96,66,104,0,0.25,
266,2021-04-14 23:14:56,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,97,66,104,0,,0.06
267,2021-04-14 23:14:57,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,97,66,105,0,0.44,
268,2021-04-14 23:15:35,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,98,66,105,0,,0.09
269,2021-04-14 23:15:36,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,98,66,106,0,0.25,
270,2021-04-14 23:16:08,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,99,66,106,0,,0.18
271,2021-04-14 23:16:09,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,99,66,107,0,0.25,
272,2021-04-14 23:16:43,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,100,66,107,0,,0.19
273,2021-04-14 23:16:44,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,100,66,108,0,0.25,
274,2021-04-14 23:24:24,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,100,67,108,0,,0.27
275,2021-04-14 23:32:02,1.4.2,FR1_Rev,3,3.81,1,1,Right,Left,100,68,108,0,,0.5
276,2021-04-14 23:32:09,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,100,69,108,0,,1.21
277,2021-04-14 23:32:16,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,100,70,108,0,,1.05
278,2021-04-14 23:32:18,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,101,70,108,0,,0.0
279,2021-04-14 23:32:19,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,101,70,109,0,0.37,
280,2021-04-14 23:32:53,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,102,70,109,0,,0.11
281,2021-04-14 23:32:55,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,102,70,110,0,0.37,
282,2021-04-14 23:33:24,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,103,70,110,0,,0.11
283,2021-04-14 23:33:27,1.4.2,FR1_Rev,3,3.82,2,1,Pellet,Left,103,70,111,0,0.37,
284,2021-04-14 23:34:04,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,104,70,111,0,,0.02
285,2021-04-14 23:34:05,1.4.2,FR1_Rev,3,3.82,2,1,Pellet,Left,104,70,112,0,0.37,
286,2021-04-14 23:34:38,1.4.2,FR1_Rev,3,3.81,1,1,Left,Left,105,70,112,0,,0.0
287,2021-04-14 23:34:39,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Left,105,70,113,0,0.25,
288,2021-04-14 23:35:11,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,106,70,113,0,,0.06
289,2021-04-14 23:35:12,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,106,70,114,0,0.25,
290,2021-04-14 23:35:48,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,107,70,114,0,,0.53
291,2021-04-14 23:35:50,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,107,70,115,0,0.75,
292,2021-04-14 23:36:31,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,108,70,115,0,,0.22
293,2021-04-14 23:36:32,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,108,70,116,0,0.31,
294,2021-04-14 23:49:26,1.4.2,FR1_Rev,3,3.81,1,1,Right,Left,108,71,116,0,,0.31
295,2021-04-15 00:46:50,1.4.2,FR1_Rev,3,3.81,1,1,Left,Left,109,71,116,0,,0.18
296,2021-04-15 00:46:52,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Left,109,71,117,0,1.00,
297,2021-04-15 00:47:40,1.4.2,FR1_Rev,3,3.81,1,1,Left,Left,110,71,117,0,,0.23
298,2021-04-15 00:47:42,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Left,110,71,118,0,0.50,
299,2021-04-15 00:48:22,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,111,71,118,0,,0.0
300,2021-04-15 00:48:24,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,111,71,119,0,0.25,
301,2021-04-15 00:48:57,1.4.2,FR1_Rev,3,3.81,1,1,Left,Left,112,71,119,0,,0.11
302,2021-04-15 00:48:59,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Left,112,71,120,0,0.37,
303,2021-04-15 00:49:32,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,113,71,120,0,,0.07
304,2021-04-15 00:49:34,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,114,71,120,0,,0.11
305,2021-04-15 00:49:36,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,115,71,120,0,,0.04
306,2021-04-15 00:49:39,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,116,71,120,0,,0.23
307,2021-04-15 00:49:42,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,117,71,120,0,,0.06
308,2021-04-15 00:49:46,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,118,71,120,0,,0.26
309,2021-04-15 00:49:49,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,119,71,120,0,,0.3
310,2021-04-15 00:49:53,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,120,71,120,0,,0.85
311,2021-04-15 00:50:02,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,121,71,120,0,,0.56
312,2021-04-15 00:50:05,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,122,71,120,0,,1.11
313,2021-04-15 00:50:08,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,123,71,120,0,,1.52
314,2021-04-15 00:50:17,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,123,72,120,0,,0.25
315,2021-04-15 00:50:19,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,123,72,121,0,0.82,
316,2021-04-15 00:51:08,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,124,72,121,0,,0.11
317,2021-04-15 00:51:18,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,125,72,121,0,,0.78
318,2021-04-15 00:51:24,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,126,72,121,0,,0.17
319,2021-04-15 00:51:41,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,127,72,121,0,,0.13
320,2021-04-15 00:51:43,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,128,72,121,0,,0.85
321,2021-04-15 00:51:45,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,129,72,121,0,,0.03
322,2021-04-15 00:52:05,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,129,73,121,0,,0.46
323,2021-04-15 00:52:08,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,129,73,122,0,1.64,
324,2021-04-15 00:52:56,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,130,73,122,0,,0.11
325,2021-04-15 00:53:05,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,130,74,122,0,,0.18
326,2021-04-15 00:53:08,1.4.2,FR1_Rev,3,3.81,2,1,Pellet,Right,130,74,123,0,0.56,
327,2021-04-15 00:54:03,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,130,75,123,0,,0.0
328,2021-04-15 00:54:05,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,130,75,124,0,0.44,
329,2021-04-15 00:55:09,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,130,76,124,0,,0.1
330,2021-04-15 00:55:12,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,130,76,125,0,1.38,
331,2021-04-15 00:55:56,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,130,77,125,0,,0.05
332,2021-04-15 00:56:00,1.4.2,FR1_Rev,3,3.81,2,1,Pellet,Right,130,77,126,0,0.50,
333,2021-04-15 00:59:05,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,130,78,126,0,,0.45
334,2021-04-15 00:59:08,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,130,78,127,0,1.83,
335,2021-04-15 01:45:57,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,131,78,127,0,,0.07
336,2021-04-15 01:46:16,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,132,78,127,0,,0.09
337,2021-04-15 01:46:19,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,133,78,127,0,,0.21
338,2021-04-15 01:46:31,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,133,79,127,0,,0.72
339,2021-04-15 01:46:34,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,133,79,128,0,2.27,
340,2021-04-15 01:47:29,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,133,80,128,0,,1.03
341,2021-04-15 01:47:31,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,133,80,129,0,1.01,
342,2021-04-15 01:48:20,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,133,81,129,0,,0.34
343,2021-04-15 01:48:23,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,133,81,130,0,1.26,
344,2021-04-15 01:49:30,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,134,81,130,0,,0.19
345,2021-04-15 01:49:32,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,135,81,130,0,,0.3
346,2021-04-15 01:49:35,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,136,81,130,0,,0.0
347,2021-04-15 01:49:37,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,137,81,130,0,,0.38
348,2021-04-15 01:49:43,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,137,82,130,0,,0.47
349,2021-04-15 01:49:44,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,137,82,131,0,0.44,
350,2021-04-15 01:50:32,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,137,83,131,0,,0.08
351,2021-04-15 01:50:34,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,137,83,132,0,1.07,
352,2021-04-15 01:51:13,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,137,84,132,0,,0.02
353,2021-04-15 01:51:14,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,137,84,133,0,0.63,
354,2021-04-15 01:51:50,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,137,85,133,0,,0.05
355,2021-04-15 01:51:51,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,137,85,134,0,0.56,
356,2021-04-15 01:52:28,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,137,86,134,0,,0.68
357,2021-04-15 01:52:30,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,137,86,135,0,0.75,
358,2021-04-15 01:53:18,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,137,87,135,0,,0.04
359,2021-04-15 01:53:20,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,137,87,136,0,0.50,
360,2021-04-15 01:54:13,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,137,88,136,0,,0.33
361,2021-04-15 01:54:15,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,137,88,137,0,0.88,
362,2021-04-15 01:54:47,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,137,89,137,0,,0.64
363,2021-04-15 01:54:48,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,137,89,138,0,0.56,
364,2021-04-15 02:09:55,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,137,90,138,0,,0.11
365,2021-04-15 02:23:37,1.4.2,FR1_Rev,3,3.81,2,1,Pellet,Right,137,90,139,0,Timed_out,
366,2021-04-15 02:24:10,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,137,91,139,0,,0.11
367,2021-04-15 02:24:13,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,137,91,140,0,1.89,
368,2021-04-15 02:25:12,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,138,91,140,0,,0.0
369,2021-04-15 02:25:14,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,139,91,140,0,,0.12
370,2021-04-15 02:25:32,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,139,92,140,0,,0.03
371,2021-04-15 02:25:35,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,139,92,141,0,1.58,
372,2021-04-15 02:26:16,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,139,93,141,0,,0.01
373,2021-04-15 02:26:18,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,139,93,142,0,1.07,
374,2021-04-15 02:27:11,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,140,93,142,0,,0.46
375,2021-04-15 02:27:14,1.4.2,FR1_Rev,3,3.8,1,1,Left,Right,141,93,142,0,,0.06
376,2021-04-15 02:27:15,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,142,93,142,0,,0.01
377,2021-04-15 02:27:19,1.4.2,FR1_Rev,3,3.81,1,1,Left,Right,143,93,142,0,,0.05
378,2021-04-15 02:27:29,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,94,142,0,,0.14
379,2021-04-15 02:27:31,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,143,94,143,0,0.82,
380,2021-04-15 02:28:00,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,143,95,143,0,,0.37
381,2021-04-15 02:28:01,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,143,95,144,0,0.50,
382,2021-04-15 02:28:49,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,96,144,0,,0.41
383,2021-04-15 02:28:50,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,143,96,145,0,0.44,
384,2021-04-15 02:29:32,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,143,97,145,0,,0.09
385,2021-04-15 02:29:33,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,143,97,146,0,0.31,
386,2021-04-15 02:31:19,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,143,98,146,0,,0.29
387,2021-04-15 02:31:22,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,143,98,147,0,1.07,
388,2021-04-15 02:32:10,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,143,99,147,0,,2.22
389,2021-04-15 02:32:12,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,143,99,148,0,0.44,
390,2021-04-15 02:32:56,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,100,148,0,,0.21
391,2021-04-15 02:32:57,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,143,100,149,0,0.37,
392,2021-04-15 03:28:52,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,101,149,0,,0.53
393,2021-04-15 03:28:54,1.4.2,FR1_Rev,3,3.8,2,1,Pellet,Right,143,101,150,0,0.63,
394,2021-04-15 03:30:21,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,102,150,0,,0.09
395,2021-04-15 03:30:22,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,143,102,151,0,0.56,
396,2021-04-15 03:31:26,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,103,151,0,,0.51
397,2021-04-15 03:31:28,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,143,103,152,0,1.26,
398,2021-04-15 03:31:47,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,104,152,0,,0.09
399,2021-04-15 03:31:50,1.4.2,FR1_Rev,3,3.8,2,1,Pellet,Right,143,104,153,0,0.37,
400,2021-04-15 03:32:42,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,105,153,0,,0.43
401,2021-04-15 03:32:43,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,143,105,154,0,0.56,
402,2021-04-15 03:33:44,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,106,154,0,,0.01
403,2021-04-15 03:33:48,1.4.2,FR1_Rev,3,3.8,2,1,Pellet,Right,143,106,155,0,1.70,
404,2021-04-15 03:34:50,1.4.2,FR1_Rev,3,3.81,1,1,Right,Right,143,107,155,0,,0.45
405,2021-04-15 03:34:52,1.4.2,FR1_Rev,3,3.81,1,1,Pellet,Right,143,107,156,0,0.56,
406,2021-04-15 03:35:32,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,108,156,0,,0.13
407,2021-04-15 03:35:33,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,143,108,157,0,0.37,
408,2021-04-15 03:36:14,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,143,109,157,0,,0.0
409,2021-04-15 05:14:06,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,143,109,158,0,Timed_out,
410,2021-04-15 05:16:03,1.4.2,FR1_Rev,3,3.8,1,1,Left,Right,144,109,158,0,,0.02
411,2021-04-15 05:16:11,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,144,110,158,0,,0.33
412,2021-04-15 05:16:13,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,144,110,159,0,0.88,
413,2021-04-15 05:17:21,1.4.2,FR1_Rev,3,3.8,1,1,Left,Right,145,110,159,0,,0.28
414,2021-04-15 05:17:22,1.4.2,FR1_Rev,3,3.8,1,1,Left,Right,146,110,159,0,,0.05
415,2021-04-15 05:17:24,1.4.2,FR1_Rev,3,3.8,1,1,Left,Right,147,110,159,0,,0.64
416,2021-04-15 05:17:30,1.4.2,FR1_Rev,3,3.8,1,1,Right,Right,147,111,159,0,,0.32
417,2021-04-15 05:17:32,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Right,147,111,160,0,0.82,
418,2021-04-15 05:18:11,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,147,112,160,0,,0.06
419,2021-04-15 05:18:16,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,147,113,160,0,,0.0
420,2021-04-15 05:18:20,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,147,114,160,0,,0.66
421,2021-04-15 05:18:26,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,147,115,160,0,,0.62
422,2021-04-15 05:18:31,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,147,116,160,0,,0.0
423,2021-04-15 05:18:44,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,147,117,160,0,,0.78
424,2021-04-15 05:18:47,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,147,118,160,0,,1.39
425,2021-04-15 05:19:00,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,148,118,160,0,,0.11
426,2021-04-15 05:19:02,1.4.2,FR1_Rev,3,3.8,2,1,Pellet,Left,148,118,161,0,0.63,
427,2021-04-15 05:19:40,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,149,118,161,0,,0.12
428,2021-04-15 05:19:43,1.4.2,FR1_Rev,3,3.8,2,1,Pellet,Left,149,118,162,0,0.44,
429,2021-04-15 05:20:22,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,150,118,162,0,,0.32
430,2021-04-15 05:20:25,1.4.2,FR1_Rev,3,3.8,2,1,Pellet,Left,150,118,163,0,0.44,
431,2021-04-15 05:21:02,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,151,118,163,0,,0.09
432,2021-04-15 05:21:04,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,151,118,164,0,0.69,
433,2021-04-15 05:21:45,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,152,118,164,0,,0.06
434,2021-04-15 05:21:46,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,152,118,165,0,0.31,
435,2021-04-15 05:22:25,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,153,118,165,0,,0.09
436,2021-04-15 05:22:27,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,153,118,166,0,0.44,
437,2021-04-15 05:22:57,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,154,118,166,0,,0.27
438,2021-04-15 05:22:59,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,154,118,167,0,0.56,
439,2021-04-15 05:23:47,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,155,118,167,0,,0.21
440,2021-04-15 05:23:49,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,155,118,168,0,0.31,
441,2021-04-15 05:44:23,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,155,119,168,0,,0.06
442,2021-04-15 05:45:17,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,155,120,168,0,,0.44
443,2021-04-15 05:46:18,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,155,121,168,0,,0.04
444,2021-04-15 05:46:25,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,155,122,168,0,,1.55
445,2021-04-15 05:46:29,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,155,123,168,0,,0.68
446,2021-04-15 05:46:54,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,156,123,168,0,,0.06
447,2021-04-15 05:46:56,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,156,123,169,0,0.63,
448,2021-04-15 05:47:40,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,157,123,169,0,,0.13
449,2021-04-15 05:47:41,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,157,123,170,0,0.37,
450,2021-04-15 05:48:17,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,158,123,170,0,,0.14
451,2021-04-15 05:48:19,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,158,123,171,0,0.69,
452,2021-04-15 05:48:50,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,159,123,171,0,,0.02
453,2021-04-15 05:48:51,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,159,123,172,0,0.50,
454,2021-04-15 05:49:40,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,160,123,172,0,,0.03
455,2021-04-15 05:49:41,1.4.2,FR1_Rev,3,3.8,2,1,Pellet,Left,160,123,173,0,0.31,
456,2021-04-15 05:50:18,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,161,123,173,0,,0.07
457,2021-04-15 05:50:19,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,161,123,174,0,0.37,
458,2021-04-15 05:51:08,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,162,123,174,0,,0.27
459,2021-04-15 05:51:09,1.4.2,FR1_Rev,3,3.8,1,1,Pellet,Left,162,123,175,0,0.56,
460,2021-04-15 05:51:49,1.4.2,FR1_Rev,3,3.8,1,1,Left,Left,163,123,175,0,,0.08
461,2021-04-15 05:51:53,1.4.2,FR1_Rev,3,3.8,2,1,Pellet,Left,163,123,176,0,0.75,
462,2021-04-15 08:34:35,1.4.2,FR1_Rev,3,3.79,1,1,Right,Left,163,124,176,0,,0.22
463,2021-04-15 08:34:46,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,163,125,176,0,,0.56
464,2021-04-15 08:34:52,1.4.2,FR1_Rev,3,3.79,1,1,Right,Left,163,126,176,0,,0.06
465,2021-04-15 08:35:00,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,163,127,176,0,,1.06
466,2021-04-15 08:35:02,1.4.2,FR1_Rev,3,3.79,1,1,Right,Left,163,128,176,0,,0.45
467,2021-04-15 08:35:04,1.4.2,FR1_Rev,3,3.8,1,1,Right,Left,163,129,176,0,,0.93
468,2021-04-15 08:35:12,1.4.2,FR1_Rev,3,3.79,1,1,Left,Left,164,129,176,0,,0.3
