TimeStamp,Name,State
215405.374,Input1,0
215500.054,Input1,1
227693.979,Input1,0
228190.457,Input1,1
336559.103,Input1,0
336654.463,Input1,1
348352.692,Input1,0
348848.839,Input1,1
471787.827,Input1,0
471899.451,Input1,1
852112.698,Input1,0
852608.069,Input1,1
991966.434,Input1,0
992062.115,Input1,1
1001044.541,Input1,0
1001539.355,Input1,1
1091338.356,Input1,0
1091434.002,Input1,1
1414317.772,Input1,0
1414429.218,Input1,1
1424497.884,Input1,0
1424993.219,Input1,1
1524874.948,Input1,0
1524971.313,Input1,1
1532050.975,Input1,0
1532562.654,Input1,1
1671967.017,Input1,0
1672062.736,Input1,1
1888112.971,Input1,0
1888208.741,Input1,1
1897701.546,Input1,0
1898200.815,Input1,1
1998590.675,Input1,0
1998687.376,Input1,1
2250137.410,Input1,0
2250234.088,Input1,1
2257617.206,Input1,0
2258128.808,Input1,1
2395375.063,Input1,0
2395470.906,Input1,1
2414952.825,Input1,0
2415447.851,Input1,1
2509206.312,Input1,0
2509317.824,Input1,1
2742535.045,Input1,0
2742646.391,Input1,1
2750317.689,Input1,0
2750812.729,Input1,1
2921125.383,Input1,0
2921221.061,Input1,1
3125235.836,Input1,0
3125331.383,Input1,1
