TimeStamp,Events,UV,Fluorescence,TimeStampAdjusted,Fluorescence_Corrected,Fluorescence_Corrected_Z
120055.636,,982.891,1061.005,120.05563599999999,-26.523596681278253,-0.5552740403579516
120122.295,,978.965,1058.081,120.122295,-26.299864349644444,-0.550474312484209
120188.953,,982.516,1058.899,120.188953,-26.213786401971316,-0.54862768297946
120255.613,,981.142,1057.828,120.255613,-26.53600777648345,-0.5555402954814961
120322.269,,982.577,1060.455,120.322269,-27.691933215684536,-0.5803383544387617
120388.928,,983.7,1062.713,120.38892799999999,-30.13250911602861,-0.632696009192206
120455.589,,979.928,1052.625,120.455589,-34.11755545138188,-0.7181871755081111
120522.246,,982.572,1051.871,120.522246,-39.53525485667269,-0.8344130363715926
120588.902,,987.616,1043.836,120.588902,-45.85501329724817,-0.969990762313313
120655.563,,988.516,1035.133,120.655563,-52.24748028456617,-1.1071283041113784
120722.221,,984.821,1020.253,120.722221,-57.854898540591776,-1.2274242019221198
120788.881,,981.019,1021.72,120.78888099999999,-62.11777619553046,-1.3188756812561515
120855.538,,984.029,1023.471,120.855538,-64.98278001170934,-1.3803385846035323
120922.195,,987.621,1022.786,120.922195,-66.86304482581033,-1.420675890223845
120988.85,,990.07,1019.93,120.98885,-68.39328192049385,-1.4535040540531519
121055.508,,988.772,1021.418,121.055508,-70.13762655216014,-1.4909254651155703
121122.169,,989.005,1014.275,121.122169,-72.38403496075533,-1.5391176462626017
121188.829,,986.211,1012.987,121.188829,-75.07992805602889,-1.5969526187027656
121255.488,,984.43,1008.882,121.255488,-77.89911268615924,-1.6574325634280134
121322.141,,988.861,1005.028,121.322141,-80.38951783808494,-1.71085920470655
121388.801,,984.488,1003.262,121.388801,-82.13878132766092,-1.7483861399873224
121455.457,,987.148,1002.894,121.455457,-82.89909034363329,-1.7646970430649935
121522.118,,989.765,1006.069,121.522118,-82.62782815171165,-1.7588776574887066
121588.774,,982.656,1004.451,121.588774,-81.43748350369943,-1.7333412035273905
121655.436,,976.166,1010.811,121.655436,-79.49042124595029,-1.6915708928968876
121722.091,,977.75,1013.007,121.722091,-76.89444837586149,-1.6358795082272874
121788.75,,974.477,1011.085,121.78875,-73.65747441169528,-1.5664367323489348
121855.409,,980.121,1015.783,121.855409,-69.73537739495723,-1.482296017248481
121922.065,,975.649,1020.472,121.922065,-65.1412047076949,-1.3837372683058755
121988.724,,976.859,1029.857,121.988724,-60.03606312306025,-1.2742167078028936
122055.385,,980.482,1029.849,122.055385,-54.75827635272614,-1.1609923915484837
122122.038,,982.449,1031.379,122.122038,-49.80514367167525,-1.0547328768061217
122188.697,,986.736,1040.883,122.188697,-45.75938034060989,-0.9679391492796793
122255.356,,993.687,1052.54,122.255356,-43.10335985797204,-0.9109595636710434
122322.016,,993.368,1055.251,122.322016,-41.94072303315885,-0.8860175254133403
122388.673,,992.39,1044.144,122.388673,-41.818142460935334,-0.8833878054037912
122455.327,,986.636,1038.941,122.45532700000001,-41.867076968519655,-0.8844375969932552
122521.985,,987.175,1038.577,122.521985,-41.260482739027296,-0.8714243359679722
122588.649,,981.716,1035.91,122.588649,-39.71670526192631,-0.8383056904258271
122655.301,,985.816,1046.049,122.65530100000001,-37.71766707832806,-0.7954203406847953
122721.96,,980.854,1066.794,122.72196000000001,-36.258029682711296,-0.7641067516199582
122788.618,,970.58,1057.854,122.788618,-36.2301511106563,-0.7635086728425399
122855.281,,974.128,1057.05,122.855281,-37.8276765268348,-0.797780372480455
122921.933,,976.09,1041.581,122.92193300000001,-40.36695099038467,-0.8522554067000578
122988.595,,974.727,1038.158,122.988595,-42.630765512059156,-0.9008210010480788
123055.254,,976.85,1035.475,123.055254,-43.504069199347306,-0.9195559778818239
123121.912,,975.094,1037.108,123.121912,-42.54033807605539,-0.8988810620058811
123188.57,,977.092,1048.157,123.18857000000001,-40.18280293840569,-0.8483048800527713
123255.225,,976.153,1051.949,123.25522500000001,-37.56291447816226,-0.7921004344239261
123321.884,,983.041,1059.957,123.32188400000001,-36.006651872704424,-0.758713945525642
123388.543,,978.952,1052.895,123.388543,-36.51017533677653,-0.7695160302665545
123455.199,,982.757,1045.456,123.455199,-39.43155581729634,-0.8321883817312001
123521.858,,981.086,1039.344,123.521858,-44.485732839498475,-0.940615599894726
123588.516,,981.141,1033.408,123.588516,-50.93604788431531,-1.0789941555953926
123655.178,,980.414,1031.772,123.655178,-57.80028058849302,-1.2262524834441475
123721.83,,987.076,1025.959,123.72183,-63.97565344914259,-1.358732706725094
123788.494,,985.946,1016.024,123.788494,-68.32557783249928,-1.4520515988092413
123855.147,,991.521,1017.468,123.855147,-69.8183029156189,-1.484075017762434
123921.805,,988.602,1020.829,123.92180499999999,-67.74494987426773,-1.4395953919881386
123988.463,,978.793,1021.774,123.98846300000001,-61.9854745355775,-1.3160374148313507
124055.12,,982.448,1022.155,124.05512,-53.2816089674399,-1.12931345825508
124121.782,,971.736,1022.633,124.12178200000001,-43.40658446202738,-0.9174646386124297
124188.438,,983.402,1054.781,124.18843799999999,-34.97267078401965,-0.7365319577188643
124255.097,,1012.459,1088.19,124.25509699999999,-30.647437839990605,-0.6437427708799014
124321.754,,1019.911,1073.818,124.321754,-31.988484211673143,-0.672512227681886
124388.415,,994.487,1043.757,124.388415,-38.61706278095058,-0.8147150693092985
124455.071,,989.01,1029.865,124.45507099999999,-48.35567519846159,-1.0236374415501135
124521.728,,984.476,1016.134,124.521728,-58.24646440076538,-1.2358244611057474
124588.389,,980.61,1006.927,124.58838899999999,-65.80317847681852,-1.3979385861402132
124655.045,,981.946,1011.94,124.655045,-69.8617520577751,-1.4850071318524023
124721.703,,979.79,1020.192,124.72170299999999,-70.73226855950058,-1.5036823152171535
124788.363,,978.275,1021.616,124.788363,-69.7145474989242,-1.4818491536598937
124855.02,,976.257,1027.921,124.85502000000001,-68.29989222951794,-1.4515005657793563
124921.677,,979.194,1023.987,124.921677,-67.45451281695466,-1.433364648182031
124988.337,,982.983,1018.797,124.988337,-67.26487919269037,-1.4292964395975432
125054.993,,980.851,1020.119,125.054993,-67.02295292100867,-1.4241063972773216
125121.648,,978.261,1014.566,125.12164800000001,-65.64495764665081,-1.3945442759695865
125188.308,,979.005,1016.384,125.188308,-62.2174914133121,-1.3210148710045793
125254.965,,982.904,1023.569,125.254965,-56.4428438999083,-1.1971314053082216
125321.626,,981.489,1041.608,125.32162600000001,-48.79110756344834,-1.032978768501362
125388.28,,979.61,1051.124,125.38828,-40.300880654937615,-0.8508380003361363
125454.94,,975.646,1054.735,125.45494000000001,-32.171766812825474,-0.6764441878196937
125521.595,,973.855,1060.667,125.521595,-25.384499817623407,-0.5308370046937203
125588.255,,980.14,1070.541,125.588255,-20.485768202943564,-0.4257445555815946
125654.916,,986.881,1069.543,125.654916,-17.54181341946178,-0.3625879177808363
125721.572,,990.829,1065.556,125.721572,-16.235682048833365,-0.33456749220982074
125788.232,,989.109,1064.888,125.78823200000001,-16.07255707871791,-0.3310679735651571
125854.887,,994.499,1073.014,125.854887,-16.58887710512569,-0.34214458285279964
125921.544,,994.854,1069.448,125.921544,-17.44964238790497,-0.3606105733975537
125988.203,,994.178,1066.704,125.988203,-18.431203295879598,-0.38166799149791586
