TimeStamp,Events,CH1-410,CH1-470,Unnamed: 4,ToneStart,PelletGrab

0.0,,551.413,620.987,,0,0

66.667,,549.889,619.088,,0,0

133.338,,543.892,616.967,,0,0

200.004,,540.934,612.432,,0,0

266.672,,536.925,607.474,,0,0

333.339,,534.714,603.011,,0,0

400.001,,532.565,601.675,,0,0

466.667,,529.986,599.07,,0,0

533.335,,528.723,598.001,,0,0

600.004,,527.191,596.771,,0,0

666.669,,525.897,595.415,,0,0

733.339,,526.222,597.604,,0,0

800.002,,525.869,595.022,,0,0

866.67,,524.245,592.573,,0,0

933.338,,523.92,589.513,,0,0

1000.004,,524.007,588.814,,0,0

1066.672,,524.211,588.497,,0,0

1133.336,,524.637,589.323,,0,0

1200.0,,525.896,588.287,,0,0

1266.672,,524.918,587.62,,0,0

1333.338,,526.092,586.509,,0,0

1400.005,,525.77,585.902,,0,0

1466.668,,525.328,582.471,,0,0

1533.337,,524.626,580.144,,0,0

1600.004,,523.494,578.867,,0,0

1666.668,,523.282,579.916,,0,0

1733.335,,523.579,579.861,,0,0

1800.006,,521.469,578.931,,0,0

1866.669,,522.41,579.219,,0,0

1933.337,,523.416,579.582,,0,0

2000.001,,522.517,578.646,,0,0

2066.672,,523.082,576.633,,0,0

2133.336,,522.019,577.905,,0,0

2200.004,,521.656,576.399,,0,0

2266.67,,522.096,576.19,,0,0

2333.335,,522.349,577.507,,0,0

2400.003,,522.964,579.037,,0,0

2466.671,,522.181,580.731,,0,0

2533.338,,522.221,580.606,,0,0

2600.003,,522.61,580.745,,0,0

2666.672,,521.346,580.469,,0,0

2733.336,,521.162,581.196,,0,0

2800.0,,520.993,580.34,,0,0

2866.67,,518.376,579.685,,0,0

2933.338,,519.219,578.195,,0,0

3000.006,,517.809,578.924,,0,0

3066.668,,519.827,579.669,,0,0

3133.334,,518.675,580.325,,0,0

3200.004,,518.16,581.521,,0,0

3266.673,,518.08,583.288,,0,0

3333.334,,518.555,586.254,,0,0

3400.001,,518.822,586.172,,0,0

3466.673,,520.034,584.332,,0,0

3533.337,,520.335,582.752,,0,0

3599.999,,520.006,583.146,,0,0

3666.672,,520.709,581.49,,0,0

3733.337,,520.441,579.943,,0,0

3800.002,,520.446,577.117,,0,0

3866.667,,521.636,575.63,,0,0

3933.336,,521.099,576.346,,0,0

4000.002,,522.12,576.691,,0,0

4066.669,,522.859,579.382,,0,0

4133.335,,522.233,581.831,,0,0

4200.004,,522.231,583.364,,0,0

4266.669,,522.408,584.282,,0,0

4333.336,,523.085,582.381,,0,0

4400.006,,523.798,582.925,,0,0

4466.671,,523.23,581.646,,0,0

4533.338,,523.181,581.546,,0,0

4600.005,,523.096,581.591,,0,0

4666.67,,522.49,581.607,,0,0

4733.339,,523.225,581.698,,0,0

4800.002,,523.117,581.682,,0,0

4866.668,,523.02,581.866,,0,0

4933.333,,521.94,584.137,,0,0

5000.001,,521.765,582.061,,0,0

5066.673,,521.287,578.842,,0,0

5133.338,,520.554,576.917,,0,0

5200.001,,520.249,575.692,,0,0

5266.668,,519.048,576.477,,0,0

5333.339,,518.16,574.495,,0,0

5400.002,,518.337,574.396,,0,0

5466.67,,517.777,574.465,,0,0

5533.336,,519.33,572.246,,0,0

5600.003,,518.609,571.817,,0,0

5666.671,,519.107,571.111,,0,0

5733.335,,521.183,570.718,,0,0

5800.001,,520.687,569.276,,0,0

5866.667,,520.602,567.134,,0,0

5933.333,,520.804,567.553,,0,0

6000.002,,521.302,568.767,,0,0

6066.668,,521.065,570.843,,0,0

6133.338,,520.427,572.19,,0,0

6200.004,,519.746,573.601,,0,0

6266.671,,519.55,575.784,,0,0

6333.333,,519.522,577.129,,0,0

6400.003,,519.989,578.37,,0,0

6466.667,,520.661,578.875,,0,0

6533.337,,523.19,579.471,,0,0

6600.001,,522.435,577.677,,0,0

6666.667,,522.588,577.904,,0,0

6733.338,,521.242,580.514,,0,0

6800.001,,521.968,578.841,,0,0

6866.667,,522.832,575.136,,0,0

6933.334,,521.306,572.01,,0,0

7000.006,,522.489,568.933,,0,0

7066.673,,522.822,566.834,,0,0

7133.337,,522.904,564.487,,0,0

7200.001,,522.214,562.69,,0,0

7266.668,,520.803,562.479,,0,0

7333.334,,521.063,563.469,,0,0

7400.004,,520.413,565.961,,0,0

7466.67,,520.363,567.709,,0,0

7533.339,,519.247,571.21,,0,0

7600.001,,520.295,572.67,,0,0

7666.67,,519.742,573.494,,0,0

7733.338,,519.801,572.943,,0,0

7800.005,,519.788,575.276,,0,0

7866.669,,519.726,578.154,,0,0

7933.335,,520.452,576.122,,0,0

8000.004,,519.366,572.989,,0,0

8066.669,,519.746,571.027,,0,0

8133.334,,520.279,569.124,,0,0

8200.0,,520.765,570.186,,0,0

8266.673,,519.956,569.333,,0,0

8333.338,,521.196,570.035,,0,0

8400.003,,522.517,570.662,,0,0

8466.667,,521.475,573.17,,0,0

8533.339,,521.808,573.159,,0,0

8600.003,,522.163,572.908,,0,0

8666.67,,523.508,575.419,,0,0

8733.334,,523.501,575.898,,0,0

8800.002,,523.862,574.733,,0,0

8866.672,,524.071,572.294,,0,0

8933.336,,523.714,569.971,,0,0

9000.001,,523.79,567.694,,0,0

9066.67,,523.339,566.763,,0,0

9133.34,,523.222,571.209,,0,0

9200.001,,523.438,573.595,,0,0

9266.67,,522.03,575.337,,0,0

9333.336,,522.38,575.893,,0,0

9400.001,,521.42,576.574,,0,0

9466.669,,520.938,575.365,,0,0

9533.338,,519.81,576.642,,0,0

9600.0,,519.838,578.04,,0,0

9666.669,,520.159,577.533,,0,0

9733.335,,520.148,577.936,,0,0

9800.003,,520.223,579.62,,0,0

9866.671,,520.029,579.323,,0,0

9933.337,,520.192,578.566,,0,0

10000.001,,520.401,578.496,,0,0

10066.671,,521.653,578.305,,0,0

10133.337,,521.041,577.289,,0,0

10200.002,,521.631,574.985,,0,0

10266.668,,521.896,573.571,,0,0

10333.333,,523.38,572.603,,0,0

10400.002,,523.956,573.865,,0,0

10466.671,,523.818,573.989,,0,0

10533.333,,524.044,574.11,,0,0

10600.006,,523.924,575.967,,0,0

10666.673,,524.857,575.67,,0,0

10733.335,,523.925,573.527,,0,0

10800.004,,523.716,572.75,,0,0

10866.668,,522.919,573.702,,0,0

10933.335,,521.57,575.616,,0,0

11000.001,,522.455,579.215,,0,0

11066.667,,521.499,588.12,,0,0

11133.336,,520.569,592.663,,0,0

11200.004,,520.844,591.799,,0,0

11266.672,,519.588,588.223,,0,0

11333.34,,521.024,582.776,,0,0

11400.002,,519.683,579.379,,0,0

11466.67,,519.349,578.228,,0,0

11533.338,,519.463,575.06,,0,0

11600.001,,520.658,572.504,,0,0

11666.669,,521.156,570.137,,0,0

11733.339,,519.963,570.311,,0,0

11800.002,,518.987,568.324,,0,0

11866.672,,518.664,567.977,,0,0

11933.335,,519.371,565.082,,0,0

12000.003,,519.487,565.214,,0,0

12066.667,,519.511,565.905,,0,0

12133.335,,519.32,564.778,,0,0

12200.003,,519.31,566.543,,0,0

12266.672,,519.927,566.431,,0,0

12333.333,,521.275,566.41,,0,0

12400.006,,521.354,565.16,,0,0

12466.668,,521.176,565.365,,0,0

12533.333,,521.265,567.54,,0,0

12600.001,,522.891,570.08,,0,0

12666.671,,522.088,573.634,,0,0

12733.334,,522.472,574.056,,0,0

12800.004,,523.153,573.884,,0,0

12866.669,,523.078,577.696,,0,0

12933.335,,523.071,580.49,,0,0

13000.002,,523.628,587.437,,0,0

13066.67,,523.227,588.153,,0,0

13133.334,,522.508,588.056,,0,0

13200.005,,522.767,587.117,,0,0

13266.671,,521.959,585.818,,0,0

13333.333,,522.175,586.181,,0,0

13400.0,,522.05,592.003,,0,0

13466.671,,522.914,592.504,,0,0

13533.333,,523.481,590.192,,0,0

13600.004,,523.781,586.851,,0,0

13666.669,,524.134,584.622,,0,0

13733.336,,524.207,583.115,,0,0

13800.005,,523.634,581.353,,0,0

13866.669,,524.002,578.906,,0,0

13933.333,,522.866,574.938,,0,0

14000.001,,522.851,572.967,,0,0

14066.672,,522.503,569.77,,0,0

14133.339,,522.199,567.142,,0,0

14200.003,,523.334,565.695,,0,0

14266.668,,521.992,565.32,,0,0

14333.335,,522.185,564.183,,0,0

14400.001,,521.887,563.834,,0,0

14466.667,,521.49,564.547,,0,0

14533.334,,521.379,568.329,,0,0

14600.004,,521.344,570.134,,0,0

14666.669,,521.255,570.8,,0,0

14733.339,,521.327,574.383,,0,0

14800.005,,520.722,575.123,,0,0

14866.669,,521.313,573.345,,0,0

14933.338,,520.879,571.961,,0,0

15000.0,,522.514,571.317,,0,0

15066.669,,521.033,574.174,,0,0

15133.339,,521.202,579.869,,0,0

15200.006,,520.535,585.873,,0,0

15266.673,,520.801,584.936,,0,0

15333.34,,521.791,581.688,,0,0

15400.006,,521.028,580.365,,0,0

15466.667,,522.482,579.362,,0,0

15533.334,,521.797,577.364,,0,0

15600.002,,520.253,576.719,,0,0

15666.667,,520.761,575.783,,0,0

15733.336,,521.026,575.359,,0,0

15800.006,,522.064,574.618,,0,0

15866.673,,522.407,573.165,,0,0

15933.338,,522.222,573.381,,0,0

15999.979,,522.748,572.599,,0,0

16066.63,,521.82,573.174,,0,0

16133.271,,522.636,572.91,,0,0

16199.921,,522.452,573.296,,0,0

16266.564,,521.888,573.319,,0,0

16333.21,,521.937,573.593,,0,0

16399.856,,520.781,573.577,,0,0

16466.497,,521.311,574.084,,0,0

16533.144,,520.79,573.408,,0,0

16599.788,,521.116,574.885,,0,0

16666.435,,520.916,573.332,,0,0

16733.074,,521.351,574.414,,0,0

16799.72,,520.781,572.899,,0,0

16866.368,,521.79,572.635,,0,0

16933.01,,521.292,570.997,,0,0

16999.655,,521.441,569.584,,0,0

17066.295,,521.512,569.946,,0,0

17132.936,,522.164,571.525,,0,0

17199.584,,521.547,578.759,,0,0

17266.228,,521.983,581.594,,0,0

17332.869,,522.186,580.424,,0,0

17399.508,,521.981,578.719,,0,0

17466.151,,522.592,577.189,,0,0

17532.792,,522.886,573.466,,0,0

17599.438,,522.805,572.614,,0,0

17666.077,,522.699,571.645,,0,0

17732.718,,523.251,569.215,,0,0

17799.363,,522.907,568.135,,0,0

17866.002,,523.252,568.854,,0,0

17932.64,,522.183,570.689,,0,0

17999.281,,522.265,570.637,,0,0

18065.922,,522.353,569.251,,0,0

18132.569,,521.823,566.979,,0,0

18199.205,,520.976,565.13,,0,0

18265.843,,521.304,564.663,,0,0

18332.486,,520.531,564.039,,0,0

18399.126,,520.377,562.419,,0,0

18465.767,,520.941,561.605,,0,0

18532.405,,520.004,562.1,,0,0

18599.042,,519.145,562.466,,0,0

18665.685,,518.94,561.395,,0,0

18732.319,,518.905,563.855,,0,0

18798.964,,519.309,567.048,,0,0

18865.603,,519.136,568.949,,0,0

18932.237,,519.178,570.614,,0,0

18998.88,,519.519,570.201,,0,0

19065.511,,518.813,568.713,,0,0

19132.152,,518.912,568.395,,0,0

19198.787,,519.253,568.977,,0,0

19265.425,,518.721,568.531,,0,0

19332.063,,520.871,569.346,,0,0

19398.703,,521.42,570.039,,0,0

19465.343,,521.62,569.783,,0,0

19531.977,,519.643,569.538,,0,0

19598.612,,520.139,569.39,,0,0

19665.247,,521.057,572.75,,0,0

19731.889,,520.572,571.559,,0,0

19798.521,,521.017,571.277,,0,0

19865.159,,520.433,570.888,,0,0

19931.796,,521.02,572.125,,0,0

19998.428,,520.188,573.422,,0,0

20065.068,,521.996,574.698,,0,0

20131.701,,522.111,574.519,,0,0

20198.334,,521.278,577.69,,0,0

20264.974,,520.28,578.187,,0,0

20331.606,,521.637,576.601,,0,0

20398.245,,521.094,574.019,,0,0

20464.876,,520.752,572.154,,0,0

20531.512,,521.078,569.961,,0,0

20598.144,,521.78,567.698,,0,0

20664.781,,522.467,567.367,,0,0

20731.415,,522.025,566.889,,0,0

20798.049,,521.827,568.279,,0,0

20864.677,,522.12,568.518,,0,0

20931.314,,521.413,570.715,,0,0

20997.943,,521.319,572.21,,0,0

21064.575,,522.061,573.454,,0,0

21131.212,,522.062,579.249,,0,0

21197.841,,521.052,579.447,,0,0

21264.479,,520.882,579.2,,0,0

21331.11,,520.854,581.087,,0,0

21397.743,,520.965,579.325,,0,0

21464.373,,522.354,576.412,,0,0

21531.007,,522.185,575.826,,0,0

21597.639,,521.815,575.795,,0,0

21664.27,,522.081,575.147,,0,0

21730.9,,521.868,574.433,,0,0

21797.528,,522.421,574.533,,0,0

21864.161,,521.555,571.981,,0,0

21930.793,,521.737,571.929,,0,0

21997.426,,520.304,572.703,,0,0

22064.052,,521.456,578.036,,0,0

22130.68,,521.358,594.898,,0,0

22197.311,,520.992,602.436,,0,0

22263.94,,520.753,601.918,,0,0

22330.572,,521.137,598.792,,0,0

22397.205,,520.947,596.086,,0,0

22463.834,,521.434,594.834,,0,0

22530.458,,521.32,593.592,,0,0

22597.089,,521.655,590.209,,0,0

22663.717,,521.512,588.018,,0,0

22730.349,,522.475,583.709,,0,0

22796.976,,522.14,580.427,,0,0

22863.606,,521.613,577.24,,0,0

22930.232,,520.992,577.338,,0,0

22996.86,,519.818,574.257,,0,0

23063.489,,519.737,572.714,,0,0

23130.113,,519.581,572.283,,0,0

23196.747,,518.944,571.283,,0,0

23263.372,,519.302,567.571,,0,0

23330.0,,519.153,564.938,,0,0

23396.623,,519.336,560.854,,0,0

23463.255,,518.287,558.02,,0,0

23529.876,,518.578,556.76,,0,0

23596.505,,518.603,557.505,,0,0

23663.129,,517.695,559.349,,0,0

23729.759,,517.21,562.967,,0,0

23796.386,,516.967,566.736,,0,0

23863.011,,516.556,569.795,,0,0

23929.638,,516.568,574.989,,0,0

23996.293,,515.139,576.7,,0,0

24062.948,,514.808,578.484,,0,0

24129.609,,515.144,582.265,,0,0

24196.266,,515.349,584.422,,0,0

24262.925,,514.962,587.912,,0,0

24329.583,,515.047,589.111,,0,0

24396.238,,515.125,587.445,,0,0

24462.894,,515.887,585.921,,0,0

24529.555,,516.504,589.787,,0,0

24596.212,,517.539,598.599,,0,0

24662.869,,517.298,603.548,,0,0

24729.529,,516.6,605.614,,0,0

24796.185,,516.261,604.97,,0,0

24862.847,,517.473,604.839,,0,0

24929.505,,518.991,607.367,,0,0

24996.162,,517.885,608.947,,0,0

25062.818,,519.636,607.857,,0,0

25129.473,,519.748,605.087,,0,0

25196.137,,519.414,600.187,,0,0

