TimeStamp,Events,UV,Fluorescence,TimeStampAdjusted,Fluorescence_Corrected,Fluorescence_Corrected_Z
100053.82,,628.726,628.931,100.05382,19.860276135643083,0.9444702433044277
100120.481,,628.557,626.499,100.120481,18.2906106502597,0.8676246410615641
100187.141,,629.009,625.795,100.187141,16.814758409564934,0.7953718233027737
100253.793,,627.4,624.126,100.253793,15.484074385474331,0.730225958672117
100320.454,,629.33,624.305,100.320454,14.285350087239443,0.6715404033873774
100387.109,,629.426,620.367,100.387109,13.13505246201346,0.6152256569702855
100453.768,,628.246,619.81,100.453768,11.888242535954895,0.5541859892560215
100520.429,,629.565,619.664,100.52042900000001,10.376048016660285,0.48015397439320534
100587.082,,630.755,619.585,100.587082,8.492487787731676,0.38794112936312414
100653.745,,629.96,617.861,100.653745,6.3190906028393945,0.2815388308216619
100720.4,,630.034,615.724,100.7204,4.229932130012025,0.17926057948711793
100787.055,,628.291,613.129,100.787055,2.9066747669051423,0.11447829948086824
100853.713,,629.775,613.528,100.853713,3.221151059048841,0.12987401295352755
100920.375,,630.172,611.981,100.920375,5.989211636580677,0.2653890536459136
100987.032,,631.237,616.665,100.98703200000001,11.650394591129736,0.5425417448405608
101053.691,,631.387,622.133,101.053691,19.98276616455818,0.9504669477796027
101120.346,,630.865,638.057,101.12034600000001,29.9977805319168,1.4407687462819967
101187.005,,631.93,652.042,101.187005,40.12431946327736,1.9365304165630635
101253.663,,632.467,665.754,101.253663,48.6624391274525,2.3545283618099275
101320.321,,631.998,669.221,101.32032099999999,54.33107714802403,2.632046028245218
101386.98,,631.847,669.692,101.38698,56.6658909262669,2.7463507464063532
101453.638,,629.94,665.632,101.45363800000001,56.09757423639694,2.7185278512070865
101520.291,,630.664,658.424,101.520291,53.69919472877894,2.601111166323535
101586.95,,630.358,654.814,101.58695,50.736367346876314,2.456060990586031
101653.613,,630.094,655.508,101.65361299999999,48.22580651829019,2.3331522812867864
101720.267,,631.759,656.137,101.720267,46.676537462811666,2.257305220423751
101786.928,,632.644,656.167,101.786928,46.06868185545325,2.2275466313108927
101853.586,,633.779,656.239,101.85358599999999,46.00499460370852,2.224428715257383
101920.24,,634.473,655.864,101.92024,45.933267184680794,2.220917179351269
101986.9,,634.0,659.474,101.98689999999999,45.36807938323111,2.193247464123943
102053.553,,634.734,658.471,102.053553,44.06159079910678,2.1292861277721156
102120.217,,626.96,647.561,102.12021700000001,42.05991400784599,2.031290688646799
102186.874,,625.682,643.836,102.186874,39.60595035732205,1.9111527889716018
102253.532,,629.404,646.357,102.253532,36.954875959713924,1.7813650026108185
102320.187,,632.145,644.665,102.320187,34.242146287287575,1.6485587790295098
102386.848,,631.114,641.264,102.386848,31.477082724887158,1.5131904622313863
102453.499,,633.655,639.628,102.453499,28.617608654948643,1.3732001209462763
102520.159,,633.731,635.747,102.520159,25.648066457390712,1.2278212101644033
102586.818,,634.837,632.271,102.586818,22.61933148251172,1.0795444178504319
102653.476,,630.972,629.628,102.653476,19.64790675674562,0.9340733447478333
102720.135,,634.577,626.414,102.720135,16.888211805504977,0.7989678572987797
102786.794,,631.366,623.643,102.786794,14.494659903360688,0.6817875159250221
102853.45,,631.278,621.864,102.85345,12.58632068740014,0.5883615740923616
102920.108,,631.46,621.135,102.920108,11.224747775636379,0.5217034922422022
102986.765,,631.928,620.083,102.986765,10.409456137254072,0.4817895248787948
103053.423,,631.848,619.265,103.053423,10.085193445344109,0.46591470181824496
103120.079,,633.949,619.571,103.120079,10.154130342005685,0.46928962302919264
103186.742,,634.917,621.791,103.186742,10.494976284344474,0.4859763068831498
103253.395,,634.838,622.039,103.253395,10.989520134091174,0.5101875291615113
103320.054,,631.055,620.309,103.320054,11.539960678630596,0.5371352677325041
103386.71,,631.732,619.516,103.38671000000001,12.058719186279088,0.5625319591359089
103453.369,,632.222,621.95,103.45336900000001,12.445872205537848,0.5814856834817149
103520.028,,631.934,624.04,103.52002800000001,12.597279617845107,0.5888980868830315
103586.683,,633.169,624.707,103.58668300000001,12.458452745342528,0.5821015848739756
103653.34,,632.533,621.709,103.65334,12.079165907318568,0.563532962602445
103719.998,,633.66,620.466,103.719998,11.60729667384793,0.5404318141325383
103786.657,,633.017,618.572,103.786657,11.212573264370382,0.521107468656948
103853.32,,633.315,620.936,103.85332000000001,10.995414172385436,0.5104760816757781
103919.971,,632.888,621.008,103.919971,10.947177973595375,0.508114597792463
103986.636,,634.85,622.803,103.986636,10.980857450286406,0.509763432970179
104053.293,,633.334,620.575,104.05329300000001,10.99594227411327,0.5105019357801709
104119.951,,634.472,620.919,104.119951,10.927407075737515,0.5071466803814496
104186.611,,633.878,620.594,104.186611,10.7584888181552,0.4988770042277705
104253.272,,636.092,620.844,104.253272,10.510314564556294,0.48672721807488006
104319.925,,635.156,620.377,104.319925,10.227487196651879,0.47288093068449993
104386.589,,634.993,620.61,104.386589,9.96566369139866,0.46006292256119147
104453.242,,635.932,620.011,104.453242,9.77629980413927,0.4507922963704504
104519.905,,637.003,618.752,104.519905,9.68298240136007,0.4462237866573403
104586.563,,637.386,619.877,104.586563,9.654404188531645,0.444824692394088
104653.222,,637.553,619.475,104.653222,9.593178562091596,0.44182728932936244
104719.881,,637.613,619.654,104.719881,9.359413758379599,0.4303829419243192
104786.543,,637.832,620.979,104.78654300000001,8.830553145914804,0.4044916850636508
104853.202,,638.423,619.948,104.85320200000001,7.976748186589891,0.362692233582916
104919.86,,636.701,616.817,104.91986,6.914385312894052,0.3106824801737835
104986.515,,636.226,617.302,104.986515,5.904972594156945,0.2612649902657261
105053.173,,633.65,614.546,105.053173,5.2949763595617085,0.23140160316200764
105119.832,,631.766,614.83,105.11983199999999,5.416903636731485,0.23737075718316236
105186.495,,631.335,615.018,105.186495,6.478622287301984,0.2893489715704418
105253.152,,629.846,615.168,105.253152,8.471500205353301,0.38691364712406984
105319.813,,630.159,621.768,105.319813,11.133861561141854,0.5172540054225949
105386.469,,629.368,623.521,105.38646899999999,13.996668117197153,0.6574074941458024
105453.131,,629.829,626.546,105.453131,16.50257771827035,0.7800884948136677
105519.789,,629.301,629.238,105.519789,18.154983060774807,0.8609847653098407
105586.448,,630.447,630.572,105.586448,18.64828522602398,0.8851351988444242
105653.107,,630.531,627.191,105.653107,17.93983145865592,0.8504516583566069
105719.764,,630.008,625.167,105.719764,16.239118674935618,0.7671904161848693
105786.423,,631.668,622.969,105.786423,13.925761389946656,0.6539361365798915
105853.084,,630.463,621.343,105.853084,11.442880038688989,0.5323825224425652
105919.739,,630.791,619.37,105.919739,9.207621870250192,0.4229517158653244
105986.397,,630.707,616.847,105.986397,7.545776762478857,0.3415933058536183
106053.058,,631.375,615.485,106.05305800000001,6.636695745594631,0.2970877224152715
106119.718,,631.557,613.988,106.11971799999999,6.467353393488536,0.28879728400403415
106186.38,,630.042,615.973,106.18638,6.8217759985882385,0.30614863611758275
106253.034,,631.801,618.862,106.253034,7.3392938458454084,0.33148458891404387
106319.693,,631.522,620.048,106.319693,7.640423065114437,0.3462268740844411
106386.351,,633.058,618.29,106.38635099999999,7.464174377000643,0.3375983244292825
106453.012,,631.663,616.382,106.453012,6.742069586841457,0.30224647526207854
106519.67,,632.331,614.203,106.51967,5.57794120360328,0.24525462092688607
106586.328,,632.863,613.816,106.586328,4.1662546204325785,0.17614314037762316
106652.993,,633.283,612.141,106.65299300000001,2.7080977182497987,0.1047566275465432
106719.646,,633.245,612.373,106.719646,1.3633508978883717,0.03892229517628655
106786.31,,633.649,610.028,106.78631,0.240533271944452,-0.016047121860674432
106852.966,,633.624,609.398,106.852966,-0.5960892760037741,-0.05700537962050396
106919.624,,632.553,608.758,106.919624,-1.1187489891462674,-0.08259306107143896
106986.283,,630.964,608.638,106.986283,-1.328797606129032,-0.09287634284238185
107052.943,,632.485,608.912,107.052943,-1.2449549627305077,-0.08877168584024384
107119.6,,633.356,609.639,107.1196,-0.8890406963719947,-0.07134730695198235
107186.264,,632.839,610.007,107.186264,-0.27742180847403514,-0.04140448013869503
107252.921,,632.558,609.463,107.252921,0.5749195173738787,0.00032331671431797975
107319.58,,631.943,611.049,107.31958,1.6417614955715722,0.05255235218460233
107386.242,,631.965,613.537,107.386242,2.882310626428101,0.11328551218604492
107452.9,,632.881,615.956,107.4529,4.260459103681848,0.18075507860056225
107519.56,,633.243,616.25,107.51956,5.771032052276815,0.2547077067544561
107586.217,,634.12,616.323,107.586217,7.438072927171136,0.33632048424598354
107652.876,,633.42,618.126,107.652876,9.273318300526245,0.42616799461820565
107719.537,,635.542,621.036,107.719537,11.22765062878042,0.5218456062786984
107786.193,,635.558,625.143,107.786193,13.181510317100614,0.617500079059787
107852.855,,634.618,625.658,107.85285499999999,14.984979584716514,0.7057919369664356
107919.511,,635.434,627.42,107.919511,16.514255024370833,0.7806601768874739
107986.172,,634.561,628.34,107.98617200000001,17.70361613159644,0.8388873414776844
108052.826,,634.44,627.464,108.052826,18.538718083223667,0.8797711558983801
108119.488,,634.745,629.471,108.119488,19.026177896768573,0.9036355673222592
108186.149,,634.318,628.439,108.186149,19.167750074207557,0.9105664703314921
108252.803,,634.694,629.822,108.252803,18.96254651310435,0.9005203863841821
108319.463,,635.582,629.132,108.319463,18.442896540903764,0.8750800518408716
108386.12,,637.332,629.856,108.38611999999999,17.72988481753874,0.8401733689849221
108452.78,,637.66,631.374,108.45278,17.07772589595425,0.8082458369381968
108519.444,,637.037,628.416,108.51944400000001,16.859432799316547,0.7975589328603598
108586.101,,633.972,622.914,108.586101,17.448847837025767,0.826414733007295
108652.76,,630.735,624.473,108.65276,19.01490826893967,0.9030838438208959
108719.419,,632.637,627.564,108.71941899999999,21.342712012283968,1.0170453739852634
108786.074,,630.484,636.299,108.786074,23.828267951835027,1.1387299270710927
108852.735,,632.0,641.865,108.852735,25.69577189665152,1.2301567098262065
108919.392,,633.383,639.789,108.919392,26.325834237012046,1.2610024667383724
108986.055,,632.392,635.196,108.986055,25.49940400324459,1.2205431907862996
109052.711,,632.731,631.572,109.052711,23.4344168779947,1.1194482882473489
109119.37,,630.845,629.314,109.11936999999999,20.6489510142629,0.9830811426238801
109186.033,,631.426,628.064,109.186033,17.77590533311122,0.8424263803861574
109252.688,,630.9,625.037,109.25268799999999,15.42400054183131,0.7272849430628809
109319.349,,630.711,625.629,109.319349,14.099935194736327,0.6624631068475241
109386.005,,630.183,622.869,109.38600500000001,14.15852159439843,0.6653313021459483
109452.666,,629.946,625.427,109.452666,15.749075474410002,0.743199530725466
109519.328,,630.228,625.959,109.51932799999999,18.75641614260182,0.8904289289307855
109585.987,,629.447,631.414,109.58598699999999,22.768201675371923,1.0868326074251424
109652.646,,629.189,635.513,109.65264599999999,27.114642904054254,1.299619915894072
109719.306,,630.275,645.062,109.719306,31.007212657012154,1.490187186260818
109785.959,,629.759,644.624,109.785959,33.74933181763757,1.6244322214496298
109852.618,,629.313,647.337,109.852618,34.93652295568878,1.682553151565293
109919.283,,628.294,643.95,109.919283,34.55960294207644,1.6641004011460823
109985.937,,629.874,643.287,109.985937,32.97843597141796,1.5866917244323313
110052.595,,629.073,639.553,110.052595,30.79312517133003,1.4797061749096097
110119.259,,630.042,638.852,110.119259,28.66442001400748,1.3754918494146542
110185.919,,629.251,633.51,110.185919,27.130916511459134,1.3004166175947443
110252.576,,629.422,634.994,110.252576,26.464005934481953,1.2677668935566129
110319.236,,628.815,634.27,110.319236,26.605455407258727,1.2746917893536382
110385.891,,628.904,639.428,110.385891,27.22419369510313,1.3049831583127436
110452.549,,630.637,641.725,110.452549,27.880772394530705,1.3371270679846983
110519.209,,631.981,640.38,110.519209,28.21782292972665,1.3536279413265655
110585.874,,632.48,637.652,110.58587399999999,28.064694611538517,1.3461312880961929
110652.531,,632.253,633.479,110.652531,27.401419907958683,1.3136595643285007
110719.191,,630.225,631.757,110.71919100000001,26.240608761141125,1.2568301108569944
110785.848,,629.001,636.198,110.785848,24.56248389152598,1.1746746978437521
110852.507,,629.628,636.372,110.852507,22.401421947294043,1.0688762916641863
110919.167,Input1*2*0,629.647,632.887,110.919167,20.04884242266508,0.9537018216399652
110985.825,Input1*2*1,631.363,633.194,110.98582499999999,18.224920102806706,0.8644086503121364
111052.484,,629.473,629.822,111.05248399999999,18.072507507457683,0.8569470364918309
111119.145,,630.196,630.89,111.119145,20.906349818239075,0.9956825320870059
111185.805,,632.127,630.536,111.18580499999999,27.744423633799375,1.3304518860870036
111252.459,,630.89,633.707,111.252459,38.75799377235443,1.869639654450635
111319.116,,629.291,654.864,111.319116,52.90145303170254,2.5620563857241465
111385.78,,628.693,685.875,111.38578,68.01374000024522,3.301903699803935
111452.44,,630.315,702.696,111.45244,81.47593254781972,3.9609678784209987
111519.099,,631.484,712.959,111.519099,91.1416275372335,4.434168161840567
111585.755,,629.471,709.319,111.585755,96.05204519943209,4.674565880991206
111652.417,,629.733,700.983,111.652417,96.59954190745553,4.701369499116103
111719.077,,629.415,699.257,111.719077,94.16022328183168,4.5819485711579935
111785.73,,630.442,701.057,111.78573,90.48711707369763,4.402125506119954
111852.393,,631.86,697.903,111.85239299999999,87.1622869274273,4.239352878878954
111919.053,,630.531,688.84,111.919053,85.22040831570048,4.144284959764815
111985.708,,630.74,688.77,111.985708,84.92764919194833,4.129952446636177
112052.365,,630.704,692.412,112.05236500000001,85.74545565585035,4.169989531493979
112119.026,,630.2,706.193,112.11902599999999,86.56550870550936,4.210136601719424
112185.676,,631.009,702.785,112.185676,86.18953553539455,4.191730205609125
112252.339,,631.435,697.169,112.252339,83.8298311893776,4.076206928023337
112318.997,,632.908,688.827,112.318997,79.3650994606165,3.8576285100455285
112385.652,,633.794,681.35,112.38565200000001,73.26425177612035,3.5589512957774327
112452.312,,633.266,673.556,112.452312,66.29866410510027,3.217939287461364
112518.963,,632.518,668.237,112.518963,59.23270027052206,2.872013195978353
112585.623,,633.327,662.522,112.58562300000001,52.62583753746957,2.5485631676856397
112652.281,,633.389,659.205,112.652281,46.782685748303265,2.262501887485368
112718.938,,633.545,652.786,112.718938,41.80707485886264,2.0189125247289925
112785.597,,631.037,647.31,112.785597,37.68404260435746,1.8170625766893838
112852.25,,633.319,645.255,112.85225,34.336872102918825,1.6531962399521802
112918.905,,630.124,641.937,112.918905,31.653270973568187,1.5218160529729081
112985.562,,631.988,639.033,112.985562,29.49764278048642,1.4162836651797184
113052.219,,633.594,639.103,113.052219,27.72099231200978,1.3293047664930298
113118.878,,633.62,635.742,113.118878,26.17345086194258,1.253542283445782
113185.536,,634.174,636.941,113.185536,24.72167869554225,1.1824683460461762
113252.191,,635.653,633.491,113.25219100000001,23.266676786760407,1.1112362912000775
113318.851,,636.925,632.415,113.318851,21.752495675972046,1.0371070194241363
113385.505,,635.881,631.291,113.38550500000001,20.162551884269014,0.9592686587393563
113452.165,,636.562,629.198,113.452165,18.511668972669305,0.8784469213974371
113518.824,,637.495,628.281,113.518824,16.842196630099277,0.7967151073343512
113585.476,,636.444,626.359,113.585476,15.222855467856261,0.7174375491488696
113652.138,,638.173,625.455,113.65213800000001,13.74265210219891,0.644971714781574
113718.793,,638.654,623.185,113.718793,12.49172688062719,0.5837305758843983
113785.45,,636.474,621.454,113.78545,11.52708911090252,0.5365051185809272
113852.11,,638.064,621.744,113.85211,10.835769077367194,0.5026603887233402
113918.765,,638.532,621.254,113.918765,10.318365754016577,0.4773300426364947
113985.42,,638.413,620.621,113.98542,9.808145976733478,0.4523513790762374
114052.078,,639.053,621.489,114.052078,9.123025587377478,0.41881016318075764
114118.738,,639.903,620.647,114.118738,8.13376031225565,0.3703790251117942
