TimeStamp,Events,CH1-410,CH1-470,ToneStart,PelletGrab
0.0,,674.905,749.993,0,0
66.667,,669.715,736.564,0,0
133.331,,664.177,723.498,0,0
199.995,,658.101,714.639,0,0
266.664,,656.289,709.179,0,0
333.329,,656.656,704.929,0,0
399.994,,656.317,699.6,0,0
466.662,,653.543,693.937,0,0
533.333,,650.332,693.902,0,0
599.998,,650.9,690.128,0,0
666.666,,647.548,683.178,0,0
733.331,,646.822,683.943,0,0
799.995,,648.812,682.952,0,0
866.661,,649.332,681.646,0,0
933.327,,648.206,675.912,0,0
999.995,,646.259,673.062,0,0
1066.665,,646.383,671.03,0,0
1133.332,,645.28,666.944,0,0
1199.995,,642.734,664.025,0,0
1266.662,,640.114,662.352,0,0
1333.331,,640.196,661.92,0,0
1399.996,,639.776,660.299,0,0
1466.666,,640.712,663.723,0,0
1533.33,,639.796,670.894,0,0
1599.999,,638.887,677.737,0,0
1666.661,,636.588,679.032,0,0
1733.333,,636.822,681.488,0,0
1799.997,,637.56,692.509,0,0
1866.662,,638.225,698.45,0,0
1933.332,,639.35,705.817,0,0
1999.997,,639.4,725.206,0,0
2066.664,,638.967,749.098,0,0
2133.33,,639.75,747.248,0,0
2199.996,,641.518,740.867,0,0
2266.66,,640.353,734.138,0,0
2333.333,,642.433,730.997,0,0
2399.995,,641.991,727.323,0,0
2466.665,,641.091,726.214,0,0
2533.332,,640.848,721.657,0,0
2599.993,,639.172,716.083,0,0
2666.663,,638.98,709.068,0,0
2733.329,,639.652,702.678,0,0
2799.997,,639.333,696.092,0,0
2866.661,,637.803,685.797,0,0
2933.33,,634.202,680.937,0,0
2999.995,,633.285,679.323,0,0
3066.66,,634.486,678.45,0,0
3133.327,,633.563,680.972,0,0
3199.993,,633.006,690.001,0,0
3266.662,,632.673,711.779,0,0
3333.329,,631.932,743.547,0,0
3399.994,,635.283,775.416,0,0
3466.664,,637.417,781.041,0,0
3533.331,,639.255,771.451,0,0
3599.995,,640.79,760.261,0,0
3666.665,,640.011,746.915,0,0
3733.328,,639.156,737.628,0,0
3799.996,,640.165,730.113,0,0
3866.663,,639.097,719.431,0,0
3933.331,,639.33,713.804,0,0
3999.997,,639.839,706.436,0,0
4066.665,,639.522,700.719,0,0
4133.33,,638.598,693.461,0,0
4199.994,,639.704,691.687,0,0
4266.661,,640.576,689.602,0,0
4333.329,,638.73,684.368,0,0
4399.998,,635.608,675.65,0,0
4466.663,,633.42,670.948,0,0
4533.33,,631.53,665.561,0,0
4599.998,,632.116,667.847,0,0
4666.66,,637.579,669.761,0,0
4733.333,,637.324,667.338,0,0
4799.997,,639.485,666.877,0,0
4866.666,,642.108,668.309,0,0
4933.33,,642.522,667.529,0,0
4999.995,,642.142,665.165,0,0
5066.663,,641.481,664.747,0,0
5133.329,,642.667,661.5,0,0
5199.994,,642.375,658.414,0,0
5266.661,,641.655,656.944,0,0
5333.328,,642.304,655.99,0,0
5399.995,,641.763,654.556,0,0
5466.66,,641.294,654.34,0,0
5533.332,,641.624,653.189,0,0
5599.994,,640.1,651.382,0,0
5666.66,,639.256,648.485,0,0
5733.333,,638.732,647.708,0,0
5799.996,,638.318,644.34,0,0
5866.665,,638.29,645.916,0,0
5933.333,,639.92,643.654,0,0
5999.993,,639.239,645.857,0,0
6066.665,,638.494,645.657,0,0
6133.331,,637.081,645.294,0,0
6199.995,,637.534,650.367,0,0
