TimestampRaw_Bonsai,ROI,Ypos,Xpos,Event,Timestamp_Bonsai,Speed,ToneStart_Bonsai,PelletGrab_Bonsai,Xscaled,Yscaled
46667.2259584,False,0.0,0.0,False,0.0,0.0,0,0,0.0,0.0
46667.7355904,False,,,False,0.5096320000011474,,0,0,,
46668.2320768,False,,,False,1.0061184000005596,,0,0,,
46668.7291136,False,,,False,1.5031552000000374,,0,0,,
46669.2407168,False,,,False,2.0147584000005736,,0,0,,
46669.7385216,False,,,False,2.5125631999981124,,0,0,,
46670.2329344,False,,,False,3.006976000004215,,0,0,,
46670.72704,False,,,False,3.501081599999452,,0,0,,
46671.24384,False,,,False,4.01788160000433,,0,0,,
46671.7362816,False,,,False,4.510323200003768,,0,0,,
46672.2315392,False,,,False,5.005580800003372,,0,0,,
46672.7284864,False,,,False,5.502528000004531,,0,0,,
46673.2405248,False,,,False,6.014566400001058,,0,0,,
46673.736576,False,,,False,6.51061760000448,,0,0,,
46674.2345728,False,,,False,7.008614400001534,,0,0,,
46674.7292544,False,,,False,7.503296000002592,,0,0,,
46675.2413824,False,,,False,8.015424000004714,,0,0,,
46675.7366272,False,,,False,8.51066880000144,,0,0,,
46676.2324992,False,,,False,9.006540800000948,,0,0,,
46676.7292032,False,,,False,9.503244799998356,,0,0,,
46677.2409984,False,,,False,10.015039999998407,,0,0,,
46677.4804096,False,,,False,10.254451200002222,,0,0,,
46677.5131776,False,,,False,10.287219199999527,,0,0,,
46677.5614336,False,52.8461494,255.01358,False,10.335475200001383,,0,0,8.282252685893006,1.716321000659075
46677.595072,False,57.0171661,247.127243,False,10.369113599997945,265.2152771312108,0,0,8.02612265626828,1.8517859992935772
46677.6252928,False,60.2350159,239.126617,False,10.39933440000459,285.349482712288,0,0,7.766280783622419,1.9562943362568492
46677.6572672,False,63.6805038,234.01384,False,10.431308799998078,192.82229411370355,0,0,7.600229583366251,2.068195833479024
46677.6898048,False,65.3449936,226.277008,False,10.463846400001785,243.22183154586278,0,0,7.34895513118883,2.122254621707837
46677.7224704,False,67.1841202,215.675964,False,10.496511999997892,329.37990431991807,0,0,7.004657681844093,2.181985210261385
46677.7546624,False,70.4426651,205.513763,False,10.528704000003927,331.50636445187587,0,0,6.674612840597464,2.287815230176905
46677.7858432,False,73.8519897,197.206039,False,10.559884800000873,288.0001927016404,0,0,6.404797133478425,2.3985422268546155
46677.835008,False,77.1539307,191.354828,False,10.609049600003345,136.65452623641562,0,0,6.214763300690081,2.505781651970369
46677.8653696,False,77.1710129,192.548904,False,10.639411199997994,39.332518086626976,0,0,6.2535441340800535,2.5063364424126306
46677.8976768,False,76.2322464,197.092499,False,10.671718400000827,143.6076871561723,0,0,6.401109616249122,2.4758474725073754
46677.9292928,False,73.3744659,204.143509,False,10.70333440000104,240.64178301345868,0,0,6.630110152262766,2.3830333556206686
46677.96352,False,70.9455643,208.961533,False,10.737561599999026,157.64184092317552,0,0,6.7865884551621525,2.304148235854224
46677.995264,False,67.5390472,214.330994,False,10.769305599998916,200.31782599342654,0,0,6.960976159491654,2.193512420298772
