TimestampRaw_Bonsai,ROI,Ypos,Xpos,Event,Timestamp_Bonsai,Speed,ToneStart_Bonsai,PelletGrab_Bonsai,Xscaled,Yscaled
41212.0271872,False,,,False,0.0,0.0,0,0,,
41212.5222016,False,,,False,0.4950143999958527,,0,0,,
41213.0339072,False,,,False,1.0067199999975855,,0,0,,
41213.2748672,False,,,False,1.2476800000004005,,0,0,,
41213.30688,False,98.0,393.5,False,1.2796927999952459,,0,0,12.1881242774929,2.4668903816309964
41213.355392,False,247.397903,217.876984,False,1.3282047999964561,4752.873813946237,0,0,6.262681303213425,7.507509628845363
41213.3883136,False,248.943817,206.549881,False,1.3611263999991934,347.25252832047227,0,0,5.880509852005173,7.559668084261823
41213.4203392,False,246.938324,192.738922,False,1.3931519999969169,435.7703990949551,0,0,5.414534196658201,7.492003636415097
41213.45152,False,249.859894,185.566376,False,1.4243328000011388,248.38167510895713,0,0,5.172535663257564,7.590576117543457
41213.4833664,False,254.32074,179.250305,False,1.4561792000022251,242.80679202904318,0,0,4.959434217989136,7.741083090900768
41213.5148544,False,261.504639,175.155457,False,1.4876671999954851,262.6076396950297,0,0,4.8212758554636785,7.983464669505952
41213.54752,False,267.483551,177.804993,False,1.5203327999988687,200.20085847898343,0,0,4.910670029609398,8.185190519062226
41213.5800448,False,272.919098,179.738251,False,1.5528575999996974,177.37579885238628,0,0,4.975897300467619,8.368583473562655
41213.6288384,False,282.175842,180.3871,False,1.6016511999987415,190.17774021240777,0,0,4.99778917908345,8.680901926740246
41213.6592896,False,302.095276,183.216217,False,1.6321023999989848,660.7075520512461,0,0,5.093242336835078,9.35297483002602
41213.6918656,False,330.555573,186.878815,False,1.6646783999967738,880.8632681034686,0,0,5.2168167753170485,10.3132126778065
41213.7238016,False,363.05719,180.382141,False,1.6966143999961787,1037.8431972958472,0,0,4.997621864614204,11.409802877039684
41213.755008,False,390.548035,166.87027,False,1.7278207999988808,981.592364661625,0,0,4.5417373062581365,12.337331842618184
41213.7896704,True,412.13501,151.566101,False,1.7624832000001334,763.4086906219856,0,0,4.025381405171483,13.065666842568854
41213.8183296,True,428.334625,140.456665,False,1.791142399997625,685.3991379819665,0,0,3.6505539423837607,13.612234696111367
41213.868096,True,444.881409,135.13208,False,1.8409087999971234,349.27950963918624,0,0,3.470904796743284,14.170515878343883
41213.9001088,True,458.706451,130.386032,False,1.8729215999992448,456.59868416890816,0,0,3.310775233900603,14.636966687889363
41213.9321728,True,470.641907,124.962708,False,1.9049855999983265,408.8643521460653,0,0,3.1277946780203805,15.039663700563496
41213.9644288,True,473.17984,126.431618,False,1.9372415999969235,90.9093235294758,0,0,3.177355052495152,15.125292438792442
41213.9963392,True,472.366913,131.750015,False,1.9691519999978482,168.60230522604047,0,0,3.356795417749322,15.097864640941891
41214.0271488,True,467.237701,133.815018,False,1.9999615999986418,179.46648033434164,0,0,3.426467706706119,14.924807294010838
41214.059584,True,455.813019,133.884628,False,2.032396800001152,352.2375093177519,0,0,3.4288163173542787,14.539343570450384
41214.0913152,True,447.602295,134.490555,False,2.0641279999981634,259.4623414195511,0,0,3.4492600266519045,14.262317369969077
41214.1401216,True,441.686127,136.117218,False,2.1129344000000856,125.71550731683195,0,0,3.5041429176556123,14.062708475254176
41214.174272,True,436.655853,136.543808,False,2.147084799995355,147.82637908669275,0,0,3.5185358757995373,13.892989252734955
41214.2049664,True,430.778717,136.638962,False,2.1777791999993497,191.49767534268605,0,0,3.5217463297230394,13.69469728045676
41214.2359808,True,426.87085,137.105499,False,2.2087935999952606,126.89644204391533,0,0,3.537487081999447,13.562847574268089
41214.2678784,True,424.084137,139.253021,False,2.240691200000583,110.29620417260236,0,0,3.609943525561551,13.468825108743506
41214.3007872,True,421.431244,140.714844,False,2.2736000000004424,92.04188268785501,0,0,3.6592647877871705,13.379317670900818
