TimestampRaw_Bonsai,ROI,Ypos,Xpos,Event,Timestamp_Bonsai,Speed_px,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,Xscaled,Yscaled,Speed_cm,DistFromFED
47176.6148352,False,,,False,0.0,0.0,0,0,0,0,,,0.0,
47177.1285248,False,,,False,0.5136895999967237,,0,0,0,0,,,,
47177.6252544,False,,,False,1.0104191999998875,,0,0,0,0,,,,
47178.1208192,False,,,False,1.5059839999958058,,0,0,0,0,,,,
47178.6167936,False,,,False,2.0019583999965107,,0,0,0,0,,,,
47179.12928,False,,,False,2.5144447999991826,,0,0,0,0,,,,
47179.6249216,False,,,False,3.0100863999978174,,0,0,0,0,,,,
47179.8822272,False,,,False,3.267392000001564,,0,0,0,0,,,,
47179.9126912,False,255.213333,443.140015,False,3.2978559999974095,,0,0,0,0,13.908276362199333,8.019760535903504,,9.402538800821828
47179.9454336,False,141.855011,267.61142,False,3.3305983999962336,6381.655111169727,0,0,0,0,8.184115389964717,4.3230336141708685,208.11208068759007,4.399350784620802
47179.976768,False,238.077377,390.175232,False,3.3619327999986126,4972.887195302664,0,0,0,0,12.181042439136965,7.460940073874913,162.17076655046867,8.110774179173221
47180.0104064,False,248.074554,388.39859,False,3.3955711999951745,301.85196834504876,0,0,0,0,12.123104387516186,7.786957896873619,9.84369103275126,8.389904308334229
47180.042624,False,264.381744,391.165131,False,3.427788799999689,513.3901766622522,0,0,0,0,12.213324023925209,8.318751480504906,16.742161086509576,8.917795550310483
47180.073792,False,212.053467,330.299072,False,3.458956800001033,2575.3284567872665,0,0,0,0,10.22842168102473,6.612274647213542,83.9840063838423,6.725414175840369
47180.1054464,False,218.151413,335.736115,False,3.490611199995328,258.0951115744118,0,0,0,0,10.40572902712957,6.811134693372938,8.416736684975946,6.954684026538022
47180.1549568,False,227.04747,342.75769,False,3.540121599995473,228.90626490743938,0,0,0,0,10.634709527877147,7.101243904844576,7.464859545438526,7.286970580194803
47180.185088,False,234.500504,348.506439,False,3.570252799996524,312.38503066587174,0,0,0,0,10.822181914726553,7.3442947100284135,10.187184605721342,7.566968462872556
