TimestampRaw_Bonsai,ROI,Ypos,Xpos,Event,Timestamp_Bonsai,Speed_px,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,Xscaled,Yscaled,Speed_cm,DistFromFED
47621.1918464,False,,,False,0.0,0.0,0,0,0,0,,,0.0,
47621.703744,False,,,False,0.5118976000012481,,0,0,0,0,,,,
47622.2002944,False,,,False,1.0084480000004987,,0,0,0,0,,,,
47622.6962816,False,,,False,1.5044352000040817,,0,0,0,0,,,,
47623.193024,False,,,False,2.0011776000028476,,0,0,0,0,,,,
47623.7051776,False,,,False,2.5133312000034493,,0,0,0,0,,,,
47624.2014464,False,,,False,3.009600000004866,,0,0,0,0,,,,
47624.455808,False,,,False,3.263961600001494,,0,0,0,0,,,,
47624.5044864,False,,,False,3.3126400000037393,,0,0,0,0,,,,
47624.5527168,False,85.132225,362.30954,False,3.3608703999998397,,0,0,0,0,11.384530425947323,2.1800041152276224,,3.2308517908870247
47624.5851648,False,82.3434067,351.536621,False,3.393318400005228,342.9499742420753,0,0,0,0,11.010335677674735,2.083135182884727,11.912284802438775,2.8949787092661188
47624.6172288,False,80.0409088,337.306244,False,3.4253824000043096,449.58356673023997,0,0,0,0,10.516046958030685,2.0031584725717035,15.616176969316776,2.5121787844796986
47624.6491008,False,79.9571228,318.803894,False,3.457254400003876,580.5264717446598,0,0,0,0,9.87337228455534,2.0002481860301664,20.16444725520236,2.1826066876893755
47624.6811776,False,79.4267044,301.456635,False,3.489331200005836,541.0566600339776,0,0,0,0,9.270819418918421,1.9818242305853009,18.79347284636804,2.0002425949365072
47624.7132032,False,75.8503723,287.78717,False,3.5213568000035593,441.19574796330784,0,0,0,0,8.796013842575002,1.8576011959650014,15.324828103512774,1.8687676569524685
47624.745472,False,72.3332062,273.085052,False,3.5536256000050344,468.4701109154781,0,0,0,0,8.285339312850617,1.7354332781126176,16.27219653533542,1.8768240622225447
47624.7778816,False,70.1870728,258.771698,False,3.5860352000017883,446.5761542778134,0,0,0,0,7.788168407085293,1.6608878510679699,15.511715221708021,2.0559874181062914
47624.82496,False,67.360405,244.587433,False,3.6331136000007973,307.2146625797811,0,0,0,0,7.29548137666144,1.5627042254534793,10.67102735383879,2.3124506986221647
47624.858304,False,63.8415489,232.102936,False,3.6664576000039233,389.00340561016037,0,0,0,0,6.861835378559635,1.440477605857902,13.511939655303632,2.578124062444888
47624.8892288,False,63.2636223,220.491013,False,3.6973824000015156,375.9537923903999,0,0,0,0,6.458498028307054,1.420403464521925,13.05866448133983,2.911490730561411
47624.9213056,False,63.6387901,215.27211,False,3.7294592000034754,163.1200849906279,0,0,0,0,6.2772206888650635,1.4334348277467837,5.66593688686154,3.0770542053304637
47624.9525888,False,66.4483719,213.535477,False,3.760742400001618,105.58302964653566,0,0,0,0,6.216899159641937,1.5310249752641136,3.6674011194591514,3.176426886059907
47624.984704,False,72.870903,213.932312,False,3.792857600004936,200.36553501217716,0,0,0,0,6.230683127843197,1.7541100470294706,6.959648627858833,3.278111955913353
47625.0183296,False,77.4245148,212.562897,False,3.826483200005896,141.41215770071423,0,0,0,0,6.183116827455558,1.9122786567843655,4.911917257848353,3.4046498305930166
47625.0656384,False,81.3162918,207.138519,False,3.8737920000057784,141.1167072650459,0,0,0,0,5.994702363349277,2.0474585940741616,4.901654858084484,3.6364681463346495
47625.0969856,False,86.0492477,198.596008,False,3.9051392000037595,311.5439726000211,0,0,0,0,5.69798030006626,2.211856677971921,10.821404895266289,3.97437341761434
47625.12928,False,91.0438843,189.541199,False,3.9374336000037147,320.2098356860754,0,0,0,0,5.383463689070542,2.3853441779939732,11.122411563565858,4.332343677013747
47625.1607168,False,94.8829346,182.747177,False,3.9688704000000143,248.23314369902968,0,0,0,0,5.147474970316745,2.518692666051324,8.622318493193141,4.602799349347817
47625.1940736,False,98.123085,175.490936,False,4.002227200006018,238.23623978723978,0,0,0,0,4.895431185860532,2.631238510245765,8.27507844221187,4.875541123588913
47625.224448,False,99.9033966,168.589127,False,4.032601600003545,234.66227895323095,0,0,0,0,4.655698511607574,2.6930772051258396,8.15093777294495,5.111322750014623
47625.2564224,False,100.018692,163.844833,False,4.064576000004308,148.42169805376474,0,0,0,0,4.4909066015355545,2.697081963091623,5.155391954717071,5.254157819452115
47625.2892928,False,98.9806213,160.952835,False,4.097446400002809,93.47804127284626,0,0,0,0,4.390453747149958,2.6610248272052726,3.2469372621391894,5.32249657474448
47625.33728,False,96.8207169,161.031754,False,4.145433600002434,45.04004605158698,0,0,0,0,4.39319497961805,2.586001067790497,1.5644551578322912,5.2829966892314
47625.3695872,False,93.1405716,164.304459,False,4.177740800005267,152.43790454554366,0,0,0,0,4.506871600007143,2.4581721066574884,5.2948939204519005,5.121602573879711
47625.4015744,False,88.8334198,168.680481,False,4.209728000001633,191.9556634896164,0,0,0,0,4.658871670807388,2.3085642256762218,6.667533764896476,4.916794072827404
47625.4325888,False,85.1769028,175.41098,False,4.2407424000048195,246.96969954961628,0,0,0,0,4.89265393344706,2.18155598785605,8.57843306479197,4.650750287703962
47625.4659328,False,82.9880753,181.697083,False,4.2740864000006695,199.62450511390972,0,0,0,0,5.11100020799907,2.1055275915249707,6.933909132718772,4.422393675472167
47625.496064,False,81.8289108,186.279419,False,4.304217600001721,156.86982104289632,0,0,0,0,5.2701665459266485,2.0652642916445925,5.448835473163115,4.263446280823413
47625.5297536,False,82.2929611,190.98912,False,4.337907200002519,140.4738373042782,0,0,0,0,5.433756876470689,2.081382967111689,4.879324924745008,4.129194240030706
47625.5627904,False,82.6649933,192.533615,False,4.370944000002055,48.08789362206327,0,0,0,0,5.48740453851412,2.0943054160253305,1.6703214095331853,4.089552793600326
47625.609728,False,84.0017624,195.975525,False,4.417881600005785,78.6657929225098,0,0,0,0,5.606958453848201,2.140737768934795,2.732437381205807,4.011918385168885
47625.641408,False,85.0787582,197.020447,False,4.449561600005836,47.36723049896873,0,0,0,0,5.643253567990848,2.1781469587998292,1.6452893494262166,4.00150856339645
47625.672576,False,85.1123734,198.882889,False,4.480729599999904,59.76467325088365,0,0,0,0,5.707945042544987,2.17931457468018,2.07591153917595,3.948042281728703
47625.7045888,False,85.3655014,199.778473,False,4.5127424000020255,29.07177246677632,0,0,0,0,5.739052937205381,2.188106914828727,1.0098010186508892,3.927032927933014
47625.737664,False,85.6820145,200.003662,False,4.54581760000292,11.744341046352249,0,0,0,0,5.746874822914236,2.199100921168093,0.40793685921775713,3.9266866795393334
47625.7712128,False,86.5869904,200.033722,False,4.579366400001163,26.989788136079806,0,0,0,0,5.747918949778374,2.2305350412142255,0.9374837940868989,3.9435159093498204
47625.8036608,False,90.2507935,198.233627,False,4.611814399999275,125.8053255665442,0,0,0,0,5.68539308326144,2.3577963599640306,4.369817700450923,4.067655674654719
47625.834752,False,95.414856,195.464478,False,4.642905600005179,188.46714142695646,0,0,0,0,5.589207359319369,2.5371688278393965,6.546360790786086,4.250968371874942
