TimestampRaw_Bonsai,ROI,Ypos,Xpos,Event,Timestamp_Bonsai,Speed_px,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,Xscaled,Yscaled,Speed_cm,DistFromFED
55886.1482752,False,169.795807,434.001434,False,0.0,0.0,0,0,0,0,13.327014199469604,4.68950579651496,0.0,6.380792779738187
55886.642112,False,,,False,0.4938368000002811,,0,0,0,0,,,,
55887.13824,False,,,False,0.989964799999143,,0,0,0,0,,,,
55887.6343552,False,,,False,1.4860800000024028,,0,0,0,0,,,,
55888.1478144,False,,,False,1.999539199998253,,0,0,0,0,,,,
55888.6426112,False,,,False,2.4943359999961103,,0,0,0,0,,,,
55889.1390848,False,,,False,2.9908095999999205,,0,0,0,0,,,,
55889.6351744,False,,,False,3.486899199997424,,0,0,0,0,,,,
55890.146048,False,,,False,3.9977728000012576,,0,0,0,0,,,,
55890.6421248,False,,,False,4.493849599995883,,0,0,0,0,,,,
55891.1402368,False,,,False,4.991961599997012,,0,0,0,0,,,,
55891.635264,False,,,False,5.486988799995743,,0,0,0,0,,,,
55892.1468288,False,,,False,5.998553600002197,,0,0,0,0,,,,
55892.6432384,False,,,False,6.494963199998892,,0,0,0,0,,,,
55893.1395968,False,,,False,6.991321599998628,,0,0,0,0,,,,
55893.6350848,False,,,False,7.486809599999106,,0,0,0,0,,,,
55894.1471872,False,,,False,7.998911999995471,,0,0,0,0,,,,
55894.6434048,False,,,False,8.495129599999927,,0,0,0,0,,,,
55895.140096,False,,,False,8.991820800001733,,0,0,0,0,,,,
55895.6358144,False,,,False,9.487539199995808,,0,0,0,0,,,,
55896.1475072,False,,,False,9.999232000001939,,0,0,0,0,,,,
55896.6438912,False,,,False,10.495616000000155,,0,0,0,0,,,,
55897.1383808,False,,,False,10.990105600001698,,0,0,0,0,,,,
55897.6374144,False,,,False,11.489139199999045,,0,0,0,0,,,,
55898.1478528,False,,,False,11.999577599999611,,0,0,0,0,,,,
55898.6439296,False,,,False,12.495654400001513,,0,0,0,0,,,,
55899.1402112,False,,,False,12.991935999998532,,0,0,0,0,,,,
55899.26816,False,,,False,13.119884799998545,,0,0,0,0,,,,
55899.2999424,False,359.041748,452.265594,False,13.151667199999793,,0,0,0,0,13.932789287079204,10.966305632315587,,12.02465256762456
55899.3323776,False,327.171875,449.065125,False,13.184102400002303,987.5126485138478,0,0,0,0,13.82663798371421,9.909264130889744,32.75324795496012,11.022247948652346
55899.3634688,False,342.149445,447.507904,False,13.21519360000093,484.32690593050165,0,0,0,0,13.774988978903558,10.406031503653065,16.06387448816351,11.449279951318795
55899.4135936,False,359.513,443.343475,False,13.265318400000979,356.2301635419676,0,0,0,0,13.636865608197269,10.981935845891584,11.81523587883689,11.920714642661366
55899.4465408,False,376.025604,439.624786,False,13.298265600002196,513.7357791205226,0,0,0,0,13.513526283817288,11.529616337891362,17.03929097231524,12.381598136495988
55899.4766208,False,391.965668,437.9245,False,13.328345599999011,532.9285272752752,0,0,0,0,13.457132181892462,12.058307154556495,17.675864934376158,12.85569129687275
55899.50912,True,405.556091,434.547211,False,13.36084480000136,430.89595176757865,0,0,0,0,13.345116215110636,12.509066438502568,14.291707526249606,13.24223463338755
55899.5410176,True,419.900024,431.887238,False,13.392742399999406,457.35366194175543,0,0,0,0,13.256891770235308,12.984817705998104,15.16924154362092,13.664794853985148
55899.5736704,True,435.623077,425.989014,False,13.425395199999912,514.2884563370772,0,0,0,0,13.061262890487152,13.506310827420902,17.05762185034511,14.103697686513106
55899.6047744,True,448.757782,417.565918,False,13.456499200001417,501.6555392242718,0,0,0,0,12.7818905176354,13.94195512051192,16.6386205674624,14.445788606709886
55899.6361984,True,463.364655,411.603088,False,13.487923200002115,502.0708541508054,0,0,0,0,12.584118823473109,14.42642742973815,16.652395492562015,14.864982883484108
55899.6850688,True,476.255951,401.394531,False,13.5367935999966,336.47869369981834,0,0,0,0,12.245527313595696,14.853998474001958,11.16013055923579,15.204430874220456
55899.716096,True,484.038422,393.028412,False,13.567820799995388,368.2650404317377,0,0,0,0,11.968044720901736,15.112122967646572,12.214401709746804,15.400829524884161
55899.7496704,True,492.208649,387.327179,False,13.601395199999388,296.73691921523624,0,0,0,0,11.778949524623465,15.383108327866548,9.841998385614884,15.632101019609685
55899.7800064,True,505.69165,382.220276,False,13.631731199995556,475.26895402078,0,0,0,0,11.609566721787816,15.830304701092327,15.76344558195186,16.04395167671881
55899.8137472,True,518.93927,373.018341,False,13.665472000000591,478.0545347653569,0,0,0,0,11.304362267774993,16.2696940935483,15.85583611179767,16.432073251990616
55899.8448256,True,531.836243,361.298584,False,13.69655039999634,560.7286473323112,0,0,0,0,10.91564815097804,16.69745342926227,18.597923225757146,16.806982443637168
55899.8758912,True,541.244812,347.245972,False,13.727615999996488,544.3786064073965,0,0,0,0,10.449559249794316,17.009511400187623,18.05563453174043,17.07116575081435
55899.9242496,True,552.892273,335.257141,False,13.77597439999954,345.65091855109836,0,0,0,0,10.051920642305019,17.395827645101402,11.464349604232064,17.42760329178346
55899.9559936,True,560.443542,330.680725,False,13.80771839999943,278.1562859493435,0,0,0,0,9.900132725240233,17.64628376462941,9.225726695896512,17.66922662780892
55899.9893888,True,566.476013,326.040497,False,13.841113599999517,227.89736768453835,0,0,0,0,9.746228328693745,17.846365271171585,7.558767984681388,17.861959861969915
55900.019456,True,571.67218,322.35675,False,13.87118080000073,211.84113041350565,0,0,0,0,9.624047940345383,18.018708730693355,7.026224000203525,18.029511922218365
55900.0550784,True,575.202515,318.80777,False,13.906803199999558,140.52531565369054,0,0,0,0,9.50633742585007,18.135800838620366,4.660862333744415,18.142867734923264
55900.084288,True,577.286621,317.974518,False,13.936012799997116,76.84137734321784,0,0,0,0,9.478700605799169,18.204925260150716,2.5486303280376386,18.21121791637413
55900.1171968,True,578.249451,317.808594,False,13.968921599996975,29.6887823845169,0,0,0,0,9.47319733460375,18.23685984830605,0.9847003503036181,18.24299791273993
55900.1486464,True,579.221252,317.653229,False,14.000371199996152,31.2926712988886,0,0,0,0,9.468044278208795,18.269091981396986,1.0378972094869852,18.275086518840553
55900.1975808,True,580.312561,318.514008,False,14.049305599997751,28.403874413227943,0,0,0,0,9.496594097863106,18.305287886660853,0.9420832664149471,18.312022562010046
55900.2286976,True,580.506714,318.656952,False,14.080422400002135,7.748170357158238,0,0,0,0,9.501335181719318,18.311727440989365,0.25698682977594356,18.318588887725834
55900.2619008,True,583.63916,317.301727,False,14.11362559999543,102.79254916666675,0,0,0,0,9.456385863321664,18.41562259686198,3.409363774575611,18.421276928766186
55900.2929024,True,589.237549,314.190918,False,14.144627199995739,206.58981797430016,0,0,0,0,9.353208350941586,18.601306722874213,6.8520515086723,18.604659844716867
55900.325504,True,589.286865,308.220856,False,14.177228799999284,183.12799631110045,0,0,0,0,9.155196789989166,18.602942407418183,6.073883387417093,18.603589768035114
55900.3580672,True,586.457642,300.680298,False,14.209792000001471,247.3298420152396,0,0,0,0,8.905095926709645,18.509104376504517,8.203293045792979,18.50934768173816
55900.3880704,True,583.761963,295.056274,False,14.23979519999557,207.86757184535006,0,0,0,0,8.718561553854911,18.419695655687775,6.894431309505166,18.421845609143826
55900.421888,True,585.493103,293.757782,False,14.273612799996044,63.99056120910417,0,0,0,0,8.675493922764277,18.47711310522635,2.1224018965357607,18.479962470132083
55900.4684544,True,586.927734,293.966553,False,14.320179199996346,31.13278784061939,0,0,0,0,8.68241831845591,18.524696115871922,1.0325942874833522,18.527418177119355
55900.4993792,True,588.08905,292.607361,False,14.351104000001214,57.80965918258163,0,0,0,0,8.63733742489835,18.56321397279184,1.9173973156175916,18.56675623643057
55900.5335424,True,592.281982,293.16571,False,14.385267199999362,123.81582297791314,0,0,0,0,8.655856421358726,18.70228271450463,4.106651552105384,18.705448765960647
55900.5641344,True,595.669495,294.848724,False,14.41585920000216,123.64548517459332,0,0,0,0,8.711677655584564,18.81463778500082,4.101001886436124,18.81684683349125
55900.5977088,True,598.88324,297.504242,False,14.449433599998883,124.16974405264318,0,0,0,0,8.799754339598438,18.921229419049684,4.118390201462921,18.92228900140839
