TimeStamp,Name,State
119621.329,Input1,0
119717.099,Input1,1
165954.263,Input1,0
166449.557,Input1,1
363304.235,Input1,0
363400.259,Input1,1
495798.031,Input1,0
496308.398,Input1,1
727652.182,Input1,0
727763.810,Input1,1
777820.128,Input1,0
778315.486,Input1,1
902162.730,Input1,0
902258.408,Input1,1
1130888.441,Input1,0
1130999.070,Input1,1
1414784.292,Input1,0
1414880.314,Input1,1
1532495.210,Input1,0
1533007.289,Input1,1
1661439.057,Input1,0
1661549.619,Input1,1
1746656.426,Input1,0
1747151.404,Input1,1
1846576.671,Input1,0
1846687.301,Input1,1
1972181.372,Input1,0
1972677.584,Input1,1
2104002.996,Input1,0
2104115.623,Input1,1
2271350.881,Input1,0
2271833.786,Input1,1
2417573.263,Input1,0
2417684.933,Input1,1
2473606.440,Input1,0
2474118.459,Input1,1
2605831.098,Input1,0
2605943.320,Input1,1
2614733.240,Input1,0
2615228.602,Input1,1
2761004.919,Input1,0
2761116.548,Input1,1
2767237.995,Input1,0
2767734.233,Input1,1
3424632.073,Input1,0
3424744.884,Input1,1
3433038.883,Input1,0
3433534.338,Input1,1
3558133.869,Input1,0
3558229.552,Input1,1
3920220.795,Input1,0
3920321.568,Input1,1
3926890.279,Input1,0
3927405.584,Input1,1
