TimeStamp,Name,State
97607.826,Input1,0
97719.816,Input1,1
120207.401,Input1,0
120702.455,Input1,1
498491.443,Input1,0
498589.442,Input1,1
506419.493,Input1,0
506913.905,Input1,1
638100.039,Input1,0
638196.042,Input1,1
853312.084,Input1,0
853408.025,Input1,1
859992.989,Input1,0
860504.109,Input1,1
960971.502,Input1,0
961067.974,Input1,1
970522.160,Input1,0
971016.853,Input1,1
1096984.951,Input1,0
1097080.951,Input1,1
1104448.762,Input1,0
1104944.151,Input1,1
1207268.162,Input1,0
1207369.501,Input1,1
1216106.203,Input1,0
1216606.274,Input1,1
1322125.329,Input1,0
1322237.328,Input1,1
1328614.061,Input1,0
1329109.654,Input1,1
1458218.205,Input1,0
1458314.205,Input1,1
1464787.239,Input1,0
1465287.244,Input1,1
1627624.284,Input1,0
1627736.284,Input1,1
1634529.710,Input1,0
1635040.376,Input1,1
1716785.855,Input1,0
1716882.300,Input1,1
1723323.469,Input1,0
1723818.854,Input1,1
1851648.460,Input1,0
1851744.409,Input1,1
1858456.823,Input1,0
1858952.174,Input1,1
1972803.539,Input1,0
1972899.186,Input1,1
1979642.739,Input1,0
1980138.764,Input1,1
2118262.929,Input1,0
2118374.929,Input1,1
2124831.600,Input1,0
2125343.092,Input1,1
2252425.187,Input1,0
2252534.128,Input1,1
2259631.086,Input1,0
2260126.088,Input1,1
2371685.083,Input1,0
2371780.529,Input1,1
2378589.313,Input1,0
2379101.222,Input1,1
2489211.968,Input1,0
2489308.220,Input1,1
2496692.563,Input1,0
2497187.562,Input1,1
2614884.486,Input1,0
2614997.426,Input1,1
2621166.158,Input1,0
2621678.159,Input1,1
2704979.841,Input1,0
2705091.013,Input1,1
2718776.289,Input1,0
2719271.977,Input1,1
2819515.273,Input1,0
2819611.277,Input1,1
2825844.694,Input1,0
2826340.044,Input1,1
2945196.491,Input1,0
2945308.490,Input1,1
2951685.858,Input1,0
2952180.928,Input1,1
3039249.674,Input1,0
3039344.724,Input1,1
3057660.875,Input1,0
3058172.084,Input1,1
3149113.591,Input1,0
3149209.561,Input1,1
3155618.133,Input1,0
3156114.447,Input1,1
3233572.081,Input1,0
3233668.083,Input1,1
3248917.071,Input1,0
3249411.101,Input1,1
3376539.764,Input1,0
3376634.764,Input1,1
3384034.968,Input1,0
3384531.213,Input1,1
3497083.437,Input1,0
3497188.612,Input1,1
3504024.985,Input1,0
3504536.727,Input1,1
3618174.470,Input1,0
3618270.187,Input1,1
3624455.728,Input1,0
3624951.305,Input1,1
3751452.640,Input1,0
3751564.638,Input1,1
3757717.430,Input1,0
3758212.974,Input1,1
