TimeStamp,Events,UV,Fluorescence,TimeStampAdjusted,Fluorescence_Corrected,Fluorescence_Corrected_Z
0.0,,768.962,876.062,0.0,-3.51702038482137,-0.048049290235028304
66.666,,764.409,873.416,0.066666,-5.1596045649325175,-0.09394140596594376
133.333,,760.073,879.768,0.133333,-7.070219229236754,-0.14732201826765304
199.997,,756.311,870.039,0.199997,-9.37783551638686,-0.21179444835356323
266.664,,752.57,864.385,0.266664,-12.040919344750987,-0.28619827662137604
333.331,,749.632,859.234,0.33333100000000004,-14.963734206791468,-0.36785872333268255
399.995,,746.692,859.077,0.399995,-18.16908900018807,-0.4574130456732567
466.666,,743.681,858.734,0.46666599999999997,-21.881340913409154,-0.561129553165936
533.329,,740.636,851.895,0.5333289999999999,-26.457979224106424,-0.6889961292331963
599.997,,738.739,846.883,0.599997,-32.2274748420242,-0.8501899138881636
666.661,,732.397,842.388,0.666661,-39.32638580053084,-1.0485261983939635
733.334,,726.641,830.987,0.7333339999999999,-47.599887940605754,-1.2796793546885787
799.994,,725.844,819.593,0.799994,-56.60349854297219,-1.5312309918971743
866.667,,726.964,811.204,0.8666670000000001,-65.70919532665943,-1.7856348122111645
933.329,,729.181,803.507,0.933329,-74.26623899436025,-2.0247098277065962
999.997,,730.388,794.695,0.9999969999999999,-81.7515516811928,-2.2338417798254606
1066.663,,726.732,787.85,1.066663,-87.87847469279325,-2.4050217189283387
1133.328,,721.798,780.838,1.133328,-92.65283570406272,-2.5384124642693315
1199.995,,724.876,782.479,1.199995,-96.34903500923554,-2.6416804783725976
1266.663,,722.022,780.29,1.266663,-99.3818150079143,-2.726413238112408
1333.328,,720.14,777.782,1.333328,-102.11041058667607,-2.802647397432587
1399.999,,722.518,773.095,1.399999,-104.67781285871659,-2.8743779812424997
1466.665,,724.072,767.618,1.4666649999999999,-106.97667340055541,-2.938605784792978
1533.334,,723.972,766.951,1.533334,-108.74715352929869,-2.9880711820319035
1599.998,,727.856,764.649,1.599998,-109.73134601923246,-3.0155685098379474
1666.661,,727.403,765.635,1.666661,-109.79367725915324,-3.0173099806926724
1733.328,,727.156,768.786,1.733328,-108.95660983505728,-2.993923176188935
1799.997,,726.339,768.829,1.799997,-107.35544912354071,-2.949188389645611
1866.662,,726.946,771.157,1.866662,-105.15537269617067,-2.8877205128425527
1933.331,,727.015,775.509,1.933331,-102.47921876318986,-2.8129515192693955
1999.995,,726.415,776.044,1.999995,-99.37558461084006,-2.7262391672142208
2066.662,,724.722,778.285,2.066662,-95.83865893577843,-2.627421094827458
2133.328,,724.479,783.727,2.133328,-91.86898526426663,-2.5165124876748792
2199.995,,724.583,786.804,2.199995,-87.53825703991536,-2.3955163869711567
2266.667,,724.403,791.432,2.266667,-83.02052752482048,-2.2692956621778144
2333.329,,724.414,797.146,2.333329,-78.57434535897505,-2.1450738968726695
2399.996,,725.038,800.673,2.3999960000000002,-74.4788664722276,-2.0306504211568512
2466.667,,725.539,808.409,2.4666669999999997,-70.94491951873506,-1.9319155711928018
2533.333,,724.509,807.82,2.5333330000000003,-68.04930685574253,-1.8510151259973744
2599.994,,724.091,804.665,2.599994,-65.75170093134757,-1.7868223751702994
2666.664,,724.279,807.276,2.6666640000000004,-64.0012593281384,-1.737916833763436
2733.331,,724.795,812.896,2.733331,-62.8464327888505,-1.7056521657897394
2800.0,,724.255,812.62,2.8,-62.4419194936999,-1.694350479592756
2866.666,,724.218,815.267,2.8666660000000004,-62.94318409633768,-1.7083552979969536
2933.329,,724.595,810.976,2.933329,-64.38097192316978,-1.7485256138592526
2999.998,,724.258,802.627,2.999998,-66.6144351476503,-1.8109262834990076
3066.661,,723.049,806.104,3.066661,-69.37958370073758,-1.888181695396904
3133.33,,723.09,804.13,3.13333,-72.36789015432562,-1.9716719099430005
3199.996,,724.015,796.629,3.199996,-75.28274202052451,-2.053109878725229
3266.666,,724.181,794.226,3.2666660000000003,-77.89026257021891,-2.1259613260277463
