TimeStamp,Name,State
72855.496,Input1,0
72951.172,Input1,1
78625.233,Input1,0
79136.312,Input1,1
84299.923,Input1,0
85290.648,Input1,1
194668.617,Input1,0
194764.625,Input1,1
200406.881,Input1,0
200902.567,Input1,1
216984.321,Input1,0
217995.154,Input1,1
307276.295,Input1,0
307371.972,Input1,1
313093.967,Input1,0
313589.309,Input1,1
314612.600,Input1,0
315603.049,Input1,1
445533.793,Input1,0
445630.417,Input1,1
458320.144,Input1,0
458815.579,Input1,1
459775.600,Input1,0
460782.094,Input1,1
742148.426,Input1,0
742244.385,Input1,1
762898.294,Input1,0
763389.499,Input1,1
764332.030,Input1,0
765323.882,Input1,1
892822.632,Input1,0
892918.692,Input1,1
914144.092,Input1,0
914639.948,Input1,1
939669.451,Input1,0
940659.638,Input1,1
1110095.988,Input1,0
1110191.668,Input1,1
1121046.318,Input1,0
1121557.552,Input1,1
1124141.763,Input1,0
1125148.711,Input1,1
1340103.531,Input1,0
1340215.208,Input1,1
1360961.579,Input1,0
1361456.557,Input1,1
1372521.924,Input1,0
1373512.965,Input1,1
1450519.330,Input1,0
1450614.939,Input1,1
1455745.361,Input1,0
1456241.431,Input1,1
1613598.232,Input1,0
1614589.202,Input1,1
1699790.213,Input1,0
1699885.529,Input1,1
1710594.923,Input1,0
1711089.969,Input1,1
1713439.792,Input1,0
1714430.924,Input1,1
1867424.258,Input1,0
1867520.044,Input1,1
1878196.722,Input1,0
1878691.680,Input1,1
1880593.559,Input1,0
1881584.744,Input1,1
2097288.507,Input1,0
2097385.126,Input1,1
2118035.772,Input1,0
2118531.728,Input1,1
2120273.813,Input1,0
2121264.843,Input1,1
2213233.392,Input1,0
2213329.071,Input1,1
2233963.590,Input1,0
2234459.327,Input1,1
2236456.946,Input1,0
2237447.739,Input1,1
2357959.427,Input1,0
2358056.105,Input1,1
2363659.304,Input1,0
2364155.644,Input1,1
2369876.473,Input1,0
2370867.953,Input1,1
2510383.877,Input1,0
2510478.916,Input1,1
2531114.275,Input1,0
2531620.280,Input1,1
2533011.103,Input1,0
2534001.791,Input1,1
2644959.336,Input1,0
2645055.231,Input1,1
2650744.788,Input1,0
2651256.152,Input1,1
2668901.882,Input1,0
2669908.866,Input1,1
2763920.097,Input1,0
2764031.780,Input1,1
2774628.933,Input1,0
2775124.321,Input1,1
2776067.584,Input1,0
2777074.227,Input1,1
2926438.001,Input1,0
2926533.738,Input1,1
2947231.249,Input1,0
2947726.879,Input1,1
2949820.683,Input1,0
2950833.776,Input1,1
3308199.095,Input1,0
3308310.721,Input1,1
3316046.740,Input1,0
3316541.885,Input1,1
3317644.202,Input1,0
3318651.783,Input1,1
3569585.141,Input1,0
3569680.996,Input1,1
3590299.204,Input1,0
3590810.335,Input1,1
3599137.314,Input1,0
3600131.264,Input1,1
3727356.277,Input1,0
3727451.957,Input1,1
3733147.911,Input1,0
3733643.255,Input1,1
3744592.049,Input1,0
3745599.157,Input1,1
3822316.483,Input1,0
3822428.050,Input1,1
3830052.541,Input1,0
3830547.884,Input1,1
3831505.913,Input1,0
3832508.998,Input1,1
3958057.934,Input1,0
3958154.115,Input1,1
3963843.483,Input1,0
3964355.782,Input1,1
3967759.630,Input1,0
3968750.673,Input1,1
