TimeStamp,Name,State
63592.958,Input1,0
63688.958,Input1,1
355316.361,Input1,0
355412.361,Input1,1
592153.305,Input1,0
592264.985,Input1,1
603596.485,Input1,0
604092.176,Input1,1
728422.052,Input1,0
728517.054,Input1,1
1083261.286,Input1,0
1083773.271,Input1,1
1248054.070,Input1,0
1248149.075,Input1,1
1265218.836,Input1,0
1265729.840,Input1,1
1415605.989,Input1,0
1415717.988,Input1,1
1436286.795,Input1,0
1436782.000,Input1,1
1563292.454,Input1,0
1563404.743,Input1,1
1593198.901,Input1,0
1593693.608,Input1,1
1671927.264,Input1,0
1672023.263,Input1,1
1680701.085,Input1,0
1681200.087,Input1,1
1871694.417,Input1,0
1871790.511,Input1,1
1907412.865,Input1,0
1907905.867,Input1,1
1994678.370,Input1,0
1994774.368,Input1,1
2395525.173,Input1,0
2396036.280,Input1,1
2575334.642,Input1,0
2575429.757,Input1,1
2584299.786,Input1,0
2584795.789,Input1,1
2771713.854,Input1,0
2771809.853,Input1,1
3094956.908,Input1,0
3095452.910,Input1,1
3386009.172,Input1,0
3386104.173,Input1,1
3458611.954,Input1,0
3459107.533,Input1,1
3572526.999,Input1,0
3572622.941,Input1,1
