,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
0,3/15/2024 16:20:34,1.16.3,FR1,10,4.16,,1,Right,Left,0,1,0,0,,,0.05,2024-03-15 16:20:34
1,3/15/2024 16:24:23,1.16.3,FR1,10,4.17,,1,Left,Left,1,1,0,0,,,1.02,2024-03-15 16:24:23
2,3/15/2024 16:30:24,1.16.3,FR1,10,4.16,,1,RightWithPellet,Left,1,2,0,0,,,0.66,2024-03-15 16:30:24
3,3/15/2024 16:30:25,1.16.3,FR1,10,4.17,,1,RightWithPellet,Left,1,3,0,0,,,0.21,2024-03-15 16:30:25
4,3/15/2024 16:32:02,1.16.3,FR1,10,4.16,,1,LeftWithPellet,Left,2,3,0,0,,,0.36,2024-03-15 16:32:02
5,3/15/2024 16:40:18,1.16.3,FR1,10,4.16,,1,LeftWithPellet,Left,3,3,0,0,,,0.04,2024-03-15 16:40:18
6,3/15/2024 16:44:25,1.16.3,FR1,10,4.16,,1,RightWithPellet,Left,3,4,0,0,,,0.54,2024-03-15 16:44:25
7,3/15/2024 16:45:35,1.16.3,FR1,10,4.16,,1,RightWithPellet,Left,3,5,0,0,,,0.22,2024-03-15 16:45:35
8,3/15/2024 16:53:14,1.16.3,FR1,10,4.16,,1,LeftWithPellet,Left,4,5,0,0,,,0.61,2024-03-15 16:53:14
9,3/15/2024 16:57:51,1.16.3,FR1,10,4.16,3.0,1,Pellet,Left,4,5,1,0,Timed_out,,,2024-03-15 16:57:51
10,3/15/2024 16:59:08,1.16.3,FR1,10,4.16,,1,Left,Left,5,5,1,0,,,0.36,2024-03-15 16:59:08
11,3/15/2024 17:03:06,1.16.3,FR1,10,4.16,,1,LeftWithPellet,Left,6,5,1,0,,,0.49,2024-03-15 17:03:06
12,3/15/2024 17:03:08,1.16.3,FR1,10,4.16,,1,LeftWithPellet,Left,7,5,1,0,,,0.17,2024-03-15 17:03:08
13,3/15/2024 17:07:31,1.16.3,FR1,10,4.16,2.0,1,Pellet,Left,7,5,2,0,Timed_out,580.0,,2024-03-15 17:07:31
14,3/15/2024 17:13:20,1.16.3,FR1,10,4.17,,1,Left,Left,8,5,2,0,,,0.42,2024-03-15 17:13:20
15,3/15/2024 17:13:26,1.16.3,FR1,10,4.16,1.0,1,Pellet,Left,8,5,3,0,5.11,355.0,,2024-03-15 17:13:26
16,3/15/2024 17:22:59,1.16.3,FR1,10,4.16,,1,Right,Left,8,6,3,0,,,0.14,2024-03-15 17:22:59
17,3/15/2024 17:23:00,1.16.3,FR1,10,4.16,,1,Right,Left,8,7,3,0,,,0.03,2024-03-15 17:23:00
18,3/15/2024 17:23:15,1.16.3,FR1,10,4.16,,1,Left,Left,9,7,3,0,,,0.07,2024-03-15 17:23:15
19,3/15/2024 17:24:32,1.16.3,FR1,10,4.16,,1,LeftWithPellet,Left,10,7,3,0,,,0.35,2024-03-15 17:24:32
