,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
0,4/12/2024 15:47:59,1.16.3,FR1,9,4.11,,1,Right,Left,0,1,0,0,,,0.15,2024-04-12 15:47:59
1,4/12/2024 15:49:49,1.16.3,FR1,9,4.11,,1,Left,Left,1,1,0,0,,,0.08,2024-04-12 15:49:49
2,4/12/2024 15:49:50,1.16.3,FR1,9,4.11,,1,LeftDuringDispense,Left,2,1,0,0,,,0.32,2024-04-12 15:49:50
3,4/12/2024 15:49:50,1.16.3,FR1,9,4.11,,1,LeftDuringDispense,Left,3,1,0,0,,,0.12,2024-04-12 15:49:50
4,4/12/2024 15:50:42,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,4,1,0,0,,,0.04,2024-04-12 15:50:42
5,4/12/2024 15:51:08,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,4,2,0,0,,,0.0,2024-04-12 15:51:08
6,4/12/2024 15:52:56,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,4,3,0,0,,,0.04,2024-04-12 15:52:56
7,4/12/2024 15:53:36,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,4,4,0,0,,,0.41,2024-04-12 15:53:36
8,4/12/2024 15:54:02,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,5,4,0,0,,,0.02,2024-04-12 15:54:02
9,4/12/2024 15:54:03,1.16.3,FR1,9,4.12,,1,LeftWithPellet,Left,6,4,0,0,,,0.29,2024-04-12 15:54:03
10,4/12/2024 15:55:01,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,6,5,0,0,,,0.03,2024-04-12 15:55:01
11,4/12/2024 15:57:48,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,6,6,0,0,,,0.04,2024-04-12 15:57:48
12,4/12/2024 16:03:03,1.16.3,FR1,9,4.11,,1,RightWithPellet,Left,6,7,0,0,,,0.76,2024-04-12 16:03:03
13,4/12/2024 16:03:07,1.16.3,FR1,9,4.11,,1,LeftWithPellet,Left,7,7,0,0,,,0.28,2024-04-12 16:03:07
14,4/12/2024 16:04:44,1.16.3,FR1,9,4.11,4.0,1,Pellet,Left,7,7,1,0,Timed_out,,,2024-04-12 16:04:44
15,4/12/2024 16:07:21,1.16.3,FR1,9,4.11,,1,Right,Left,7,8,1,0,,,0.15,2024-04-12 16:07:21
