,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
0,3/15/2024 15:39:57,1.16.3,FR1,2,4.23,,1,Right,Left,0,1,0,0,,,0.15,2024-03-15 15:39:57
1,3/15/2024 16:02:20,1.16.3,FR1,2,4.22,,1,Right,Left,0,2,0,0,,,0.67,2024-03-15 16:02:20
2,3/15/2024 16:04:16,1.16.3,FR1,2,4.22,,1,Left,Left,1,2,0,0,,,0.14,2024-03-15 16:04:16
3,3/15/2024 16:04:17,1.16.3,FR1,2,4.23,,1,LeftDuringDispense,Left,2,2,0,0,,,0.18,2024-03-15 16:04:17
4,3/15/2024 16:04:59,1.16.3,FR1,2,4.22,5.0,1,Pellet,Left,2,2,1,0,34.98,,,2024-03-15 16:04:59
5,3/15/2024 16:06:44,1.16.3,FR1,2,4.22,,1,Right,Left,2,3,1,0,,,0.06,2024-03-15 16:06:44
6,3/15/2024 16:08:18,1.16.3,FR1,2,4.23,,1,Left,Left,3,3,1,0,,,0.15,2024-03-15 16:08:18
7,3/15/2024 16:17:29,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,3,4,1,0,,,0.62,2024-03-15 16:17:29
8,3/15/2024 16:17:30,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,3,5,1,0,,,0.35,2024-03-15 16:17:30
9,3/15/2024 16:17:33,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,3,6,1,0,,,0.3,2024-03-15 16:17:33
10,3/15/2024 16:22:12,1.16.3,FR1,2,4.22,,1,LeftWithPellet,Left,4,6,1,0,,,0.31,2024-03-15 16:22:12
11,3/15/2024 16:22:50,1.16.3,FR1,2,4.23,1.0,1,Pellet,Left,4,6,2,0,Timed_out,1071.0,,2024-03-15 16:22:50
12,3/15/2024 16:23:52,1.16.3,FR1,2,4.22,,1,Left,Left,5,6,2,0,,,0.07,2024-03-15 16:23:52
13,3/15/2024 16:24:23,1.16.3,FR1,2,4.22,1.0,1,Pellet,Left,5,6,3,0,29.99,93.0,,2024-03-15 16:24:23
14,3/15/2024 16:26:15,1.16.3,FR1,2,4.22,,1,Left,Left,6,6,3,0,,,0.08,2024-03-15 16:26:15
15,3/15/2024 16:26:53,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,6,7,3,0,,,0.25,2024-03-15 16:26:53
16,3/15/2024 16:26:55,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,6,8,3,0,,,0.13,2024-03-15 16:26:55
17,3/15/2024 16:26:56,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,6,9,3,0,,,0.11,2024-03-15 16:26:56
18,3/15/2024 16:26:57,1.16.3,FR1,2,4.23,,1,RightWithPellet,Left,6,10,3,0,,,0.24,2024-03-15 16:26:57
19,3/15/2024 16:26:57,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,6,11,3,0,,,0.12,2024-03-15 16:26:57
20,3/15/2024 16:28:00,1.16.3,FR1,2,4.22,1.0,1,Pellet,Left,6,11,4,0,Timed_out,217.0,,2024-03-15 16:28:00
21,3/15/2024 16:28:13,1.16.3,FR1,2,4.22,,1,Left,Left,7,11,4,0,,,0.22,2024-03-15 16:28:13
22,3/15/2024 16:28:13,1.16.3,FR1,2,4.22,,1,LeftDuringDispense,Left,8,11,4,0,,,0.09,2024-03-15 16:28:13
23,3/15/2024 16:28:26,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,8,12,4,0,,,0.02,2024-03-15 16:28:26
24,3/15/2024 16:28:28,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,8,13,4,0,,,0.48,2024-03-15 16:28:28
25,3/15/2024 16:30:18,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,8,14,4,0,,,0.03,2024-03-15 16:30:18
26,3/15/2024 16:35:08,1.16.3,FR1,2,4.22,2.0,1,Pellet,Left,8,14,5,0,Timed_out,428.0,,2024-03-15 16:35:08
27,3/15/2024 16:37:24,1.16.3,FR1,2,4.22,,1,Right,Left,8,15,5,0,,,0.24,2024-03-15 16:37:24
28,3/15/2024 16:39:07,1.16.3,FR1,2,4.22,,1,Left,Left,9,15,5,0,,,0.0,2024-03-15 16:39:07
29,3/15/2024 16:39:19,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,9,16,5,0,,,0.04,2024-03-15 16:39:19
30,3/15/2024 16:39:23,1.16.3,FR1,2,4.22,,1,LeftWithPellet,Left,10,16,5,0,,,0.12,2024-03-15 16:39:23
31,3/15/2024 16:43:20,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,10,17,5,0,,,0.03,2024-03-15 16:43:20
32,3/15/2024 16:46:25,1.16.3,FR1,2,4.22,,1,RightWithPellet,Left,10,18,5,0,,,0.03,2024-03-15 16:46:25
33,3/15/2024 16:50:26,1.16.3,FR1,2,4.22,,1,LeftWithPellet,Left,11,18,5,0,,,0.03,2024-03-15 16:50:26
34,3/15/2024 16:51:07,1.16.3,FR1,2,4.22,1.0,1,Pellet,Left,11,18,6,0,Timed_out,959.0,,2024-03-15 16:51:07
35,3/15/2024 16:53:32,1.16.3,FR1,2,4.22,,1,Right,Left,11,19,6,0,,,0.08,2024-03-15 16:53:32
36,3/15/2024 16:58:09,1.16.3,FR1,2,4.22,,1,Left,Left,12,19,6,0,,,0.1,2024-03-15 16:58:09
37,3/15/2024 16:58:27,1.16.3,FR1,2,4.22,2.0,1,Pellet,Left,12,19,7,0,15.38,440.0,,2024-03-15 16:58:27
38,3/15/2024 17:00:16,1.16.3,FR1,2,4.22,,1,Left,Left,13,19,7,0,,,0.0,2024-03-15 17:00:16
39,3/15/2024 17:06:14,1.16.3,FR1,2,4.22,1.0,1,Pellet,Left,13,19,8,0,Timed_out,467.0,,2024-03-15 17:06:14
40,3/15/2024 17:14:32,1.16.3,FR1,2,4.22,,1,Left,Left,14,19,8,0,,,0.62,2024-03-15 17:14:32
