,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
0,4/12/2024 15:48:07,1.16.3,FR1,6,3.94,,1,Right,Left,0,1,0,0,,,0.24,2024-04-12 15:48:07
1,4/12/2024 15:48:36,1.16.3,FR1,6,3.94,,1,Right,Left,0,2,0,0,,,0.27,2024-04-12 15:48:36
2,4/12/2024 15:49:22,1.16.3,FR1,6,3.94,,1,Left,Left,1,2,0,0,,,0.3,2024-04-12 15:49:22
3,4/12/2024 15:51:15,1.16.3,FR1,6,3.94,,1,RightWithPellet,Left,1,3,0,0,,,0.31,2024-04-12 15:51:15
4,4/12/2024 15:53:54,1.16.3,FR1,6,3.95,,1,LeftWithPellet,Left,2,3,0,0,,,0.06,2024-04-12 15:53:54
5,4/12/2024 15:57:59,1.16.3,FR1,6,3.94,,1,RightWithPellet,Left,2,4,0,0,,,0.27,2024-04-12 15:57:59
6,4/12/2024 16:01:14,1.16.3,FR1,6,3.95,3.0,1,Pellet,Left,2,4,1,0,Timed_out,,,2024-04-12 16:01:14
7,4/12/2024 16:02:11,1.16.3,FR1,6,3.95,,1,Right,Left,2,5,1,0,,,0.72,2024-04-12 16:02:11
8,4/12/2024 16:02:33,1.16.3,FR1,6,3.95,,1,Right,Left,2,6,1,0,,,0.07,2024-04-12 16:02:33
9,4/12/2024 16:03:23,1.16.3,FR1,6,3.94,,1,Left,Left,3,6,1,0,,,0.05,2024-04-12 16:03:23
10,4/12/2024 16:03:30,1.16.3,FR1,6,3.94,1.0,1,Pellet,Left,3,6,2,0,6.62,136.0,,2024-04-12 16:03:30
11,4/12/2024 16:05:23,1.16.3,FR1,6,3.95,,1,Right,Left,3,7,2,0,,,0.27,2024-04-12 16:05:23
12,4/12/2024 16:07:04,1.16.3,FR1,6,3.95,,1,Left,Left,4,7,2,0,,,0.0,2024-04-12 16:07:04
13,4/12/2024 16:07:15,1.16.3,FR1,6,3.94,1.0,1,Pellet,Left,4,7,3,0,9.48,224.0,,2024-04-12 16:07:15
14,4/12/2024 16:13:34,1.16.3,FR1,6,3.95,,1,Left,Left,5,7,3,0,,,0.29,2024-04-12 16:13:34
15,4/12/2024 16:15:40,1.16.3,FR1,6,3.95,2.0,1,Pellet,Left,5,7,4,0,Timed_out,505.0,,2024-04-12 16:15:40
16,4/12/2024 16:16:46,1.16.3,FR1,6,3.95,,1,Left,Left,6,7,4,0,,,0.28,2024-04-12 16:16:46
17,4/12/2024 16:18:47,1.16.3,FR1,6,3.94,1.0,1,Pellet,Left,6,7,5,0,Timed_out,188.0,,2024-04-12 16:18:47
18,4/12/2024 16:21:36,1.16.3,FR1,6,3.95,,1,Right,Left,6,8,5,0,,,0.62,2024-04-12 16:21:36
19,4/12/2024 16:33:02,1.16.3,FR1,6,3.95,,1,Left,Left,7,8,5,0,,,0.31,2024-04-12 16:33:02
20,4/12/2024 16:33:14,1.16.3,FR1,6,3.95,1.0,1,Pellet,Left,7,8,6,0,11.06,867.0,,2024-04-12 16:33:14
21,4/12/2024 16:34:57,1.16.3,FR1,6,3.94,,1,Left,Left,8,8,6,0,,,0.08,2024-04-12 16:34:57
22,4/12/2024 16:34:59,1.16.3,FR1,6,3.95,1.0,1,Pellet,Left,8,8,7,0,1.15,105.0,,2024-04-12 16:34:59
23,4/12/2024 16:35:21,1.16.3,FR1,6,3.95,,1,Right,Left,8,9,7,0,,,0.39,2024-04-12 16:35:21
24,4/12/2024 16:35:22,1.16.3,FR1,6,3.95,,1,Right,Left,8,10,7,0,,,0.0,2024-04-12 16:35:22
25,4/12/2024 16:39:51,1.16.3,FR1,6,3.95,,1,Right,Left,8,11,7,0,,,0.21,2024-04-12 16:39:51
26,4/12/2024 16:39:52,1.16.3,FR1,6,3.94,,1,Left,Left,9,11,7,0,,,0.09,2024-04-12 16:39:52
27,4/12/2024 16:39:53,1.16.3,FR1,6,3.95,,1,LeftDuringDispense,Left,10,11,7,0,,,0.09,2024-04-12 16:39:53
28,4/12/2024 16:39:55,1.16.3,FR1,6,3.94,2.0,1,Pellet,Left,10,11,8,0,0.34,296.0,,2024-04-12 16:39:55
29,4/12/2024 16:39:59,1.16.3,FR1,6,3.96,,1,Left,Left,11,11,8,0,,,0.08,2024-04-12 16:39:59
30,4/12/2024 16:40:10,1.16.3,FR1,6,3.94,1.0,1,Pellet,Left,11,11,9,0,9.89,15.0,,2024-04-12 16:40:10
31,4/12/2024 16:41:33,1.16.3,FR1,6,3.94,,1,Right,Left,11,12,9,0,,,0.46,2024-04-12 16:41:33
32,4/12/2024 16:41:36,1.16.3,FR1,6,3.94,,1,Left,Left,12,12,9,0,,,0.03,2024-04-12 16:41:36
33,4/12/2024 16:41:38,1.16.3,FR1,6,3.94,1.0,1,Pellet,Left,12,12,10,0,1.15,88.0,,2024-04-12 16:41:38
34,4/12/2024 16:43:21,1.16.3,FR1,6,3.94,,1,Right,Left,12,13,10,0,,,0.09,2024-04-12 16:43:21
35,4/12/2024 16:51:34,1.16.3,FR1,6,3.94,,1,Right,Left,12,14,10,0,,,0.1,2024-04-12 16:51:34
36,4/12/2024 16:51:36,1.16.3,FR1,6,3.94,,1,Right,Left,12,15,10,0,,,0.13,2024-04-12 16:51:36
37,4/12/2024 16:56:44,1.16.3,FR1,6,3.94,,1,Right,Left,12,16,10,0,,,0.12,2024-04-12 16:56:44
38,4/12/2024 16:57:19,1.16.3,FR1,6,3.94,,1,Left,Left,13,16,10,0,,,0.21,2024-04-12 16:57:19
39,4/12/2024 16:57:25,1.16.3,FR1,6,3.94,,1,RightWithPellet,Left,13,17,10,0,,,0.02,2024-04-12 16:57:25
40,4/12/2024 16:57:26,1.16.3,FR1,6,3.94,1.0,1,Pellet,Left,13,17,11,0,6.58,948.0,,2024-04-12 16:57:26
41,4/12/2024 16:59:07,1.16.3,FR1,6,3.94,,1,Right,Left,13,18,11,0,,,0.22,2024-04-12 16:59:07
42,4/12/2024 16:59:20,1.16.3,FR1,6,3.95,,1,Right,Left,13,19,11,0,,,0.12,2024-04-12 16:59:20
43,4/12/2024 17:00:12,1.16.3,FR1,6,3.94,,1,Right,Left,13,20,11,0,,,0.06,2024-04-12 17:00:12
44,4/12/2024 17:04:48,1.16.3,FR1,6,3.94,,1,Left,Left,14,20,11,0,,,0.52,2024-04-12 17:04:48
45,4/12/2024 17:04:50,1.16.3,FR1,6,3.94,1.0,1,Pellet,Left,14,20,12,0,1.97,444.0,,2024-04-12 17:04:50
46,4/12/2024 17:05:29,1.16.3,FR1,6,3.94,,1,Left,Left,15,20,12,0,,,0.23,2024-04-12 17:05:29
47,4/12/2024 17:05:33,1.16.3,FR1,6,3.94,1.0,1,Pellet,Left,15,20,13,0,3.34,43.0,,2024-04-12 17:05:33
48,4/12/2024 17:06:12,1.16.3,FR1,6,3.95,,1,Left,Left,16,20,13,0,,,0.08,2024-04-12 17:06:12
49,4/12/2024 17:06:16,1.16.3,FR1,6,3.95,2.0,1,Pellet,Left,16,20,14,0,1.15,42.0,,2024-04-12 17:06:16
50,4/12/2024 17:07:54,1.16.3,FR1,6,3.95,,1,Right,Left,16,21,14,0,,,0.24,2024-04-12 17:07:54
51,4/12/2024 17:07:58,1.16.3,FR1,6,3.94,,1,Right,Left,16,22,14,0,,,0.04,2024-04-12 17:07:58
52,4/12/2024 17:08:25,1.16.3,FR1,6,3.94,,1,Right,Left,16,23,14,0,,,0.25,2024-04-12 17:08:25
53,4/12/2024 17:09:57,1.16.3,FR1,6,3.94,,1,Right,Left,16,24,14,0,,,0.08,2024-04-12 17:09:57
