Unnamed: 0,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
41,2021-04-24 19:15:41,1.4.2,FR1_Rev,3,3.98,2,1,Pellet,Left,21,0,21,0,0.06,
42,2021-04-24 19:17:45,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,21,1,21,0,,0.42
43,2021-04-24 19:17:47,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,21,2,21,0,,0.16
44,2021-04-24 19:17:48,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,21,3,21,0,,0.07
45,2021-04-24 19:21:43,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,22,3,21,0,,0.62
46,2021-04-24 19:21:44,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,22,3,22,0,0.31,
47,2021-04-24 19:22:04,1.4.2,FR1_Rev,3,3.97,1,1,Left,Left,23,3,22,0,,0.02
48,2021-04-24 19:22:05,1.4.2,FR1_Rev,3,3.97,2,1,Pellet,Left,23,3,23,0,0.06,
49,2021-04-24 19:22:33,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,24,3,23,0,,0.22
50,2021-04-24 19:22:34,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,24,3,24,0,0.06,
51,2021-04-24 20:19:21,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,25,3,24,0,,0.08
52,2021-04-24 20:19:23,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,25,3,25,0,0.69,
53,2021-04-24 20:19:45,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,26,3,25,0,,0.02
54,2021-04-24 20:19:46,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,26,3,26,0,0.31,
55,2021-04-24 20:20:04,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,27,3,26,0,,0.1
56,2021-04-24 20:20:05,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,27,3,27,0,0.19,
57,2021-04-24 20:20:32,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,28,3,27,0,,0.0
58,2021-04-24 20:20:33,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,28,3,28,0,0.25,
59,2021-04-24 20:20:54,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,29,3,28,0,,0.17
60,2021-04-24 20:20:55,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,29,3,29,0,0.18,
61,2021-04-24 20:21:21,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,30,3,29,0,,0.13
62,2021-04-24 20:21:22,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,30,3,30,0,0.12,
63,2021-04-24 20:32:09,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,31,3,30,0,,0.0
64,2021-04-24 20:32:11,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,31,3,31,0,0.75,
65,2021-04-24 20:32:43,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,32,3,31,0,,0.21
66,2021-04-24 20:32:44,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,32,3,32,0,0.12,
67,2021-04-24 20:34:51,1.4.2,FR1_Rev,3,3.97,1,1,Left,Left,33,3,32,0,,0.0
68,2021-04-24 20:34:53,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Left,33,3,33,0,0.37,
69,2021-04-24 20:35:20,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,34,3,33,0,,0.42
70,2021-04-24 20:35:21,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,34,3,34,0,0.06,
71,2021-04-24 20:35:43,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,35,3,34,0,,0.08
72,2021-04-24 20:35:45,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,35,3,35,0,0.82,
73,2021-04-24 20:43:43,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,35,4,35,0,,0.03
74,2021-04-24 20:43:57,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,35,5,35,0,,0.41
75,2021-04-24 20:44:04,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,36,5,35,0,,0.11
76,2021-04-24 20:44:05,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,36,5,36,0,0.44,
77,2021-04-24 20:49:06,1.4.2,FR1_Rev,3,3.97,1,1,Left,Left,37,5,36,0,,0.4
78,2021-04-24 20:49:07,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Left,37,5,37,0,0.12,
79,2021-04-24 20:49:40,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,38,5,37,0,,0.0
80,2021-04-24 20:49:41,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,38,5,38,0,0.12,
81,2021-04-24 20:58:48,1.4.2,FR1_Rev,3,3.97,1,1,Right,Left,38,6,38,0,,0.0
82,2021-04-24 20:59:20,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,39,6,38,0,,0.3
83,2021-04-24 20:59:22,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,39,6,39,0,0.06,
84,2021-04-24 21:01:48,1.4.2,FR1_Rev,3,3.97,1,1,Left,Left,40,6,39,0,,0.19
85,2021-04-24 21:01:50,1.4.2,FR1_Rev,3,3.97,2,1,Pellet,Left,40,6,40,0,0.06,
86,2021-04-24 21:02:17,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,41,6,40,0,,0.24
87,2021-04-24 21:02:27,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,42,6,40,0,,0.0
88,2021-04-24 21:02:34,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,43,6,40,0,,0.0
89,2021-04-24 21:03:25,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,44,6,40,0,,0.09
90,2021-04-24 21:03:28,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,45,6,40,0,,0.0
91,2021-04-24 21:03:31,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,46,6,40,0,,0.75
92,2021-04-24 21:03:33,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,47,6,40,0,,0.0
93,2021-04-24 21:03:49,1.4.2,FR1_Rev,3,3.98,1,1,Right,Right,47,7,40,0,,0.27
94,2021-04-24 21:04:07,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Right,47,7,41,0,16.67,
95,2021-04-24 21:04:38,1.4.2,FR1_Rev,3,3.98,1,1,Right,Right,47,8,41,0,,0.54
96,2021-04-24 21:04:40,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Right,47,8,42,0,0.88,
97,2021-04-24 21:05:16,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,47,9,42,0,,0.26
98,2021-04-24 21:05:18,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,47,9,43,0,1.32,
99,2021-04-24 21:05:39,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,48,9,43,0,,0.5
100,2021-04-24 21:05:41,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,49,9,43,0,,0.03
101,2021-04-24 21:07:40,1.4.2,FR1_Rev,3,3.98,1,1,Right,Right,49,10,43,0,,0.34
102,2021-04-24 21:07:42,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Right,49,10,44,0,0.69,
103,2021-04-24 21:10:24,1.4.2,FR1_Rev,3,3.98,1,1,Right,Right,49,11,44,0,,0.23
104,2021-04-24 21:10:41,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Right,49,11,45,0,16.29,
105,2021-04-24 21:20:28,1.4.2,FR1_Rev,3,3.98,1,1,Right,Right,49,12,45,0,,0.03
106,2021-04-24 21:20:31,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Right,49,12,46,0,1.39,
107,2021-04-24 21:22:16,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,50,12,46,0,,0.17
108,2021-04-24 21:22:19,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,51,12,46,0,,0.16
109,2021-04-24 21:23:45,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,52,12,46,0,,0.32
110,2021-04-24 21:23:47,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,53,12,46,0,,0.27
111,2021-04-24 21:24:05,1.4.2,FR1_Rev,3,3.98,1,1,Right,Right,53,13,46,0,,0.28
112,2021-04-24 21:24:06,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Right,53,13,47,0,0.82,
113,2021-04-24 21:26:40,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,54,13,47,0,,0.12
114,2021-04-24 21:30:20,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,54,14,47,0,,0.09
115,2021-04-24 21:30:22,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,54,14,48,0,1.51,
116,2021-04-24 21:31:28,1.4.2,FR1_Rev,3,3.98,1,1,Right,Right,54,15,48,0,,0.05
117,2021-04-24 21:31:30,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Right,54,15,49,0,0.50,
118,2021-04-24 21:31:59,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,55,15,49,0,,0.05
119,2021-04-24 21:32:01,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,56,15,49,0,,0.49
120,2021-04-24 21:32:17,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,57,15,49,0,,0.45
121,2021-04-24 21:55:16,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,58,15,49,0,,0.11
122,2021-04-24 21:55:21,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,58,16,49,0,,0.59
123,2021-04-24 21:55:25,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,58,16,50,0,3.41,
124,2021-04-24 21:55:58,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,59,16,50,0,,0.5
125,2021-04-24 21:56:20,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,60,16,50,0,,0.18
126,2021-04-24 21:56:21,1.4.2,FR1_Rev,3,3.96,1,1,Left,Right,61,16,50,0,,0.08
127,2021-04-24 21:56:46,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,62,16,50,0,,0.36
128,2021-04-24 21:56:48,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,63,16,50,0,,0.23
129,2021-04-24 21:56:51,1.4.2,FR1_Rev,3,3.96,1,1,Left,Right,64,16,50,0,,0.47
130,2021-04-24 21:56:55,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,65,16,50,0,,0.58
131,2021-04-24 21:56:57,1.4.2,FR1_Rev,3,3.96,1,1,Left,Right,66,16,50,0,,0.24
132,2021-04-24 21:57:06,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,67,16,50,0,,0.65
133,2021-04-24 21:57:08,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,67,17,50,0,,0.08
134,2021-04-24 21:57:09,1.4.2,FR1_Rev,3,3.96,1,1,Pellet,Right,67,17,51,0,0.56,
135,2021-04-24 21:57:30,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,68,17,51,0,,0.06
136,2021-04-24 21:58:04,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,69,17,51,0,,0.67
137,2021-04-24 21:58:07,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,70,17,51,0,,0.08
138,2021-04-24 21:58:10,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,71,17,51,0,,0.0
139,2021-04-24 21:58:11,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,72,17,51,0,,0.02
140,2021-04-24 21:58:14,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,73,17,51,0,,0.25
141,2021-04-24 21:58:17,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,74,17,51,0,,0.32
142,2021-04-24 22:02:20,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,75,17,51,0,,0.38
143,2021-04-24 22:11:49,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,76,17,51,0,,0.21
144,2021-04-24 22:11:51,1.4.2,FR1_Rev,3,3.96,1,1,Left,Right,77,17,51,0,,0.36
145,2021-04-24 22:11:53,1.4.2,FR1_Rev,3,3.96,1,1,Left,Right,78,17,51,0,,0.33
146,2021-04-24 22:11:55,1.4.2,FR1_Rev,3,3.96,1,1,Left,Right,79,17,51,0,,0.22
147,2021-04-24 22:11:57,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,80,17,51,0,,0.27
148,2021-04-24 22:12:00,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,80,18,51,0,,0.17
149,2021-04-24 22:12:01,1.4.2,FR1_Rev,3,3.97,2,1,Pellet,Right,80,18,52,0,0.06,
150,2021-04-24 22:12:38,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,81,18,52,0,,0.1
151,2021-04-24 22:12:43,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,82,18,52,0,,0.02
152,2021-04-24 22:12:46,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,83,18,52,0,,0.53
153,2021-04-24 22:12:49,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,84,18,52,0,,0.0
154,2021-04-24 22:13:27,1.4.2,FR1_Rev,3,3.98,1,1,Right,Right,84,19,52,0,,0.0
155,2021-04-24 22:13:29,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Right,84,19,53,0,0.82,
156,2021-04-24 22:15:02,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,85,19,53,0,,0.47
157,2021-04-24 22:15:21,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,86,19,53,0,,0.55
158,2021-04-24 22:15:27,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,87,19,53,0,,0.24
159,2021-04-24 22:15:30,1.4.2,FR1_Rev,3,3.98,1,1,Right,Right,87,20,53,0,,0.33
160,2021-04-24 22:15:31,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Right,87,20,54,0,0.19,
161,2021-04-24 22:19:53,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,87,21,54,0,,0.12
162,2021-04-24 22:19:54,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,87,21,55,0,0.25,
163,2021-04-24 22:22:27,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,87,22,55,0,,0.63
164,2021-04-24 22:23:12,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,87,22,56,0,43.84,
165,2021-04-24 22:24:44,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,88,22,56,0,,0.19
166,2021-04-24 22:27:32,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,89,22,56,0,,0.05
167,2021-04-24 22:27:34,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,89,23,56,0,,0.26
168,2021-04-24 22:27:35,1.4.2,FR1_Rev,3,3.97,2,1,Pellet,Right,89,23,57,0,0.37,
169,2021-04-24 23:48:25,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,90,23,57,0,,0.2
170,2021-04-24 23:48:28,1.4.2,FR1_Rev,3,3.98,1,1,Left,Right,91,23,57,0,,0.45
171,2021-04-24 23:48:55,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,92,23,57,0,,0.35
172,2021-04-24 23:48:57,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,93,23,57,0,,0.36
173,2021-04-24 23:48:59,1.4.2,FR1_Rev,3,3.96,1,1,Left,Right,94,23,57,0,,0.09
174,2021-04-24 23:49:03,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,95,23,57,0,,0.14
175,2021-04-24 23:49:10,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,95,24,57,0,,0.15
176,2021-04-24 23:49:11,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,95,24,58,0,0.44,
177,2021-04-24 23:49:31,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,95,25,58,0,,0.03
178,2021-04-24 23:49:32,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,95,25,59,0,0.19,
179,2021-04-24 23:49:55,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,95,26,59,0,,0.15
180,2021-04-24 23:49:57,1.4.2,FR1_Rev,3,3.97,2,1,Pellet,Right,95,26,60,0,0.44,
181,2021-04-24 23:50:21,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,95,27,60,0,,0.07
182,2021-04-24 23:50:22,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,95,27,61,0,0.31,
183,2021-04-24 23:50:57,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,95,28,61,0,,0.13
184,2021-04-24 23:50:58,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,95,28,62,0,0.06,
185,2021-04-24 23:51:18,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,95,29,62,0,,0.17
186,2021-04-24 23:51:20,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,95,29,63,0,0.44,
187,2021-04-24 23:51:43,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,95,30,63,0,,0.02
188,2021-04-24 23:51:44,1.4.2,FR1_Rev,3,3.96,2,1,Pellet,Right,95,30,64,0,0.12,
189,2021-04-25 00:57:26,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,95,31,64,0,,0.17
190,2021-04-25 00:57:28,1.4.2,FR1_Rev,3,3.96,1,1,Pellet,Right,95,31,65,0,0.94,
191,2021-04-25 00:58:00,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,95,32,65,0,,0.12
192,2021-04-25 00:58:01,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,95,32,66,0,0.19,
193,2021-04-25 01:01:10,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,96,32,66,0,,0.31
194,2021-04-25 01:05:08,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,96,33,66,0,,0.2
195,2021-04-25 01:05:10,1.4.2,FR1_Rev,3,3.96,2,1,Pellet,Right,96,33,67,0,0.31,
196,2021-04-25 01:05:38,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,96,34,67,0,,0.16
197,2021-04-25 01:05:39,1.4.2,FR1_Rev,3,3.96,1,1,Pellet,Right,96,34,68,0,0.25,
198,2021-04-25 01:06:16,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,96,35,68,0,,0.0
199,2021-04-25 01:06:17,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,96,35,69,0,0.75,
200,2021-04-25 01:18:15,1.4.2,FR1_Rev,3,3.96,1,1,Left,Right,97,35,69,0,,0.04
201,2021-04-25 01:18:18,1.4.2,FR1_Rev,3,3.96,1,1,Left,Right,98,35,69,0,,0.24
202,2021-04-25 01:18:24,1.4.2,FR1_Rev,3,3.97,1,1,Left,Right,99,35,69,0,,0.13
203,2021-04-25 01:18:28,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,99,36,69,0,,0.0
204,2021-04-25 01:18:29,1.4.2,FR1_Rev,3,3.97,2,1,Pellet,Right,99,36,70,0,0.12,
205,2021-04-25 01:18:50,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,99,37,70,0,,0.1
206,2021-04-25 01:18:52,1.4.2,FR1_Rev,3,3.96,1,1,Pellet,Right,99,37,71,0,0.31,
207,2021-04-25 01:19:09,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,99,38,71,0,,0.06
208,2021-04-25 01:19:11,1.4.2,FR1_Rev,3,3.96,2,1,Pellet,Right,99,38,72,0,0.82,
209,2021-04-25 01:19:44,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,99,39,72,0,,0.12
210,2021-04-25 01:19:46,1.4.2,FR1_Rev,3,3.96,1,1,Pellet,Right,99,39,73,0,0.37,
211,2021-04-25 01:38:21,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,99,40,73,0,,0.38
212,2021-04-25 01:38:22,1.4.2,FR1_Rev,3,3.96,1,1,Pellet,Right,99,40,74,0,0.25,
213,2021-04-25 01:38:41,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,99,41,74,0,,0.15
214,2021-04-25 01:38:42,1.4.2,FR1_Rev,3,3.96,1,1,Pellet,Right,99,41,75,0,0.18,
215,2021-04-25 01:39:12,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,99,42,75,0,,0.0
216,2021-04-25 01:39:27,1.4.2,FR1_Rev,3,3.96,6,1,Pellet,Right,99,42,76,0,5.19,
217,2021-04-25 01:39:59,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,99,43,76,0,,0.14
218,2021-04-25 01:40:00,1.4.2,FR1_Rev,3,3.96,2,1,Pellet,Right,99,43,77,0,0.06,
219,2021-04-25 01:49:49,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,99,44,77,0,,0.05
220,2021-04-25 01:49:51,1.4.2,FR1_Rev,3,3.96,1,1,Pellet,Right,99,44,78,0,0.75,
221,2021-04-25 01:50:12,1.4.2,FR1_Rev,3,3.97,1,1,Right,Right,99,45,78,0,,0.16
222,2021-04-25 01:50:13,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Right,99,45,79,0,0.31,
223,2021-04-25 01:50:31,1.4.2,FR1_Rev,3,3.96,1,1,Right,Right,99,46,79,0,,0.09
224,2021-04-25 01:50:33,1.4.2,FR1_Rev,3,3.96,2,1,Pellet,Right,99,46,80,0,0.06,
225,2021-04-25 03:29:51,1.4.2,FR1_Rev,3,3.96,1,1,Right,Left,99,47,80,0,,0.05
226,2021-04-25 03:29:53,1.4.2,FR1_Rev,3,3.96,1,1,Right,Left,99,48,80,0,,0.16
227,2021-04-25 03:30:02,1.4.2,FR1_Rev,3,3.96,1,1,Right,Left,99,49,80,0,,0.12
228,2021-04-25 03:30:05,1.4.2,FR1_Rev,3,3.96,1,1,Right,Left,99,50,80,0,,0.15
229,2021-04-25 03:30:32,1.4.2,FR1_Rev,3,3.96,1,1,Left,Left,100,50,80,0,,0.5
230,2021-04-25 03:30:36,1.4.2,FR1_Rev,3,3.96,3,1,Pellet,Left,100,50,81,0,0.82,
231,2021-04-25 03:31:02,1.4.2,FR1_Rev,3,3.96,1,1,Left,Left,101,50,81,0,,0.16
232,2021-04-25 03:31:03,1.4.2,FR1_Rev,3,3.96,2,1,Pellet,Left,101,50,82,0,0.19,
233,2021-04-25 03:31:32,1.4.2,FR1_Rev,3,3.96,1,1,Left,Left,102,50,82,0,,0.1
