MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
2021-04-02 17:55:39,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,0,1,0,0,,0.04
2021-04-02 17:57:09,1.4.2,FR1_Rev,3,3.99,1,1,Left,Left,1,1,0,0,,0.22
2021-04-02 17:57:18,1.4.2,FR1_Rev,3,3.99,3,1,Pellet,Left,1,1,1,0,3.48,
2021-04-02 17:57:24,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,2,1,1,0,,0.23
2021-04-02 17:57:26,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,2,1,2,0,1.09,
2021-04-02 18:50:14,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,3,1,2,0,,0.46
2021-04-02 18:50:19,1.4.2,FR1_Rev,3,3.98,2,1,Pellet,Left,3,1,3,0,2.01,
2021-04-02 18:51:32,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,3,2,3,0,,0.0
2021-04-02 18:52:33,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,4,2,3,0,,0.15
2021-04-02 18:52:37,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,4,2,4,0,2.38,
2021-04-02 18:54:50,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,4,3,4,0,,0.09
2021-04-02 18:54:55,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,5,3,4,0,,0.09
2021-04-02 18:55:00,1.4.2,FR1_Rev,3,3.98,2,1,Pellet,Left,5,3,5,0,3.48,
2021-04-02 18:59:15,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,6,3,5,0,,0.08
2021-04-02 18:59:17,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,6,3,6,0,1.28,
2021-04-02 19:00:23,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,6,4,6,0,,0.12
2021-04-02 19:04:42,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,7,4,6,0,,0.06
2021-04-02 19:04:44,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,7,4,7,0,0.97,
2021-04-02 19:08:14,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,8,4,7,0,,0.17
2021-04-02 19:08:15,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,8,4,8,0,0.36,
2021-04-02 19:19:53,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,9,4,8,0,,0.03
2021-04-02 19:19:54,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,9,4,9,0,0.73,
2021-04-02 19:42:39,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,10,4,9,0,,0.0
2021-04-02 19:42:40,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,10,4,10,0,0.30,
2021-04-02 19:43:29,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,11,4,10,0,,0.2
2021-04-02 19:43:30,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,11,4,11,0,0.24,
2021-04-02 19:43:55,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,12,4,11,0,,0.03
2021-04-02 19:43:58,1.4.2,FR1_Rev,3,3.98,2,1,Pellet,Left,12,4,12,0,0.36,
2021-04-02 19:44:17,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,13,4,12,0,,0.0
2021-04-02 19:44:18,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,13,4,13,0,0.24,
2021-04-02 19:44:48,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,14,4,13,0,,0.19
2021-04-02 19:44:50,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,14,4,14,0,0.42,
2021-04-02 19:45:08,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,15,4,14,0,,0.13
2021-04-02 19:45:09,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,15,4,15,0,0.24,
2021-04-02 19:45:31,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,16,4,15,0,,0.11
2021-04-02 19:45:34,1.4.2,FR1_Rev,3,3.98,2,1,Pellet,Left,16,4,16,0,0.24,
2021-04-02 19:45:59,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,17,4,16,0,,0.03
2021-04-02 19:46:01,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,17,4,17,0,0.61,
2021-04-02 19:46:24,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,18,4,17,0,,0.08
2021-04-02 19:46:25,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,18,4,18,0,0.18,
2021-04-02 19:47:09,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,18,5,18,0,,0.21
2021-04-02 19:53:40,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,19,5,18,0,,0.18
2021-04-02 19:53:42,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,19,5,19,0,1.46,
2021-04-02 19:57:06,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,20,5,19,0,,0.1
2021-04-02 19:57:07,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,20,5,20,0,0.55,
2021-04-02 20:01:31,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,20,6,20,0,,0.02
2021-04-02 20:01:33,1.4.2,FR1_Rev,3,3.98,1,1,Right,Left,20,7,20,0,,0.2
2021-04-02 20:06:34,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,21,7,20,0,,0.12
2021-04-02 20:06:35,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,21,7,21,0,0.67,
2021-04-02 21:19:31,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,22,7,21,0,,0.31
2021-04-02 21:19:33,1.4.2,FR1_Rev,3,3.98,1,1,Pellet,Left,22,7,22,0,1.34,
2021-04-02 21:20:08,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,23,7,22,0,,0.07
2021-04-02 21:20:28,1.4.2,FR1_Rev,3,3.98,3,1,Pellet,Left,23,7,23,0,16.14,
2021-04-02 21:21:05,1.4.2,FR1_Rev,3,3.97,1,1,Left,Left,24,7,23,0,,0.05
2021-04-02 21:21:08,1.4.2,FR1_Rev,3,3.97,2,1,Pellet,Left,24,7,24,0,1.28,
2021-04-02 21:21:30,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,25,7,24,0,,0.06
2021-04-02 21:21:31,1.4.2,FR1_Rev,3,3.98,2,1,Pellet,Left,25,7,25,0,0.24,
2021-04-02 21:21:54,1.4.2,FR1_Rev,3,3.98,1,1,Left,Left,26,7,25,0,,0.09
2021-04-02 21:21:55,1.4.2,FR1_Rev,3,3.98,2,1,Pellet,Left,26,7,26,0,0.36,
2021-04-02 21:22:17,1.4.2,FR1_Rev,3,3.97,1,1,Left,Left,27,7,26,0,,0.0
2021-04-02 21:22:19,1.4.2,FR1_Rev,3,3.97,1,1,Pellet,Left,27,7,27,0,0.61,
