TimeStamp,Events,CH1-410,CH1-470,ToneStart,PelletGrab
0.0,,762.758,937.002,0,0
66.668,,755.638,932.871,0,0
133.334,,748.313,913.423,0,0
200.004,,743.41,895.597,0,0
266.668,,738.332,881.439,0,0
333.334,,734.014,863.216,0,0
400.0,,730.719,848.151,0,0
466.672,,727.176,845.001,0,0
533.333,,724.16,842.292,0,0
599.999,,721.274,860.247,0,0
666.669,,726.073,857.204,0,0
733.334,,724.583,851.336,0,0
799.999,,724.184,853.313,0,0
866.666,,722.256,870.044,0,0
933.334,,726.598,885.447,0,0
1000.001,,726.23,898.882,0,0
1066.671,,725.954,906.008,0,0
1133.335,,725.396,913.884,0,0
1200.0,,720.914,902.866,0,0
1266.67,,715.594,893.008,0,0
1333.337,,714.185,898.78,0,0
1400.001,,713.727,895.681,0,0
1466.671,,712.866,885.018,0,0
1533.336,,711.208,869.555,0,0
1600.005,,707.592,853.158,0,0
1666.666,,707.861,839.654,0,0
1733.335,,706.674,825.465,0,0
1800.004,,705.391,818.482,0,0
1866.667,,705.242,816.093,0,0
1933.336,,706.672,813.687,0,0
2000.002,,707.365,820.475,0,0
2066.668,,711.826,829.448,0,0
2133.336,,711.896,829.535,0,0
2200.005,,705.342,832.609,0,0
2266.671,,706.021,833.681,0,0
2333.335,,708.287,826.687,0,0
2400.005,,709.759,820.592,0,0
2466.668,,709.11,819.978,0,0
2533.338,,707.743,818.416,0,0
2600.005,,706.961,809.599,0,0
2666.671,,707.169,800.98,0,0
2733.335,,709.191,790.23,0,0
2799.999,,710.051,793.2,0,0
2866.668,,711.992,809.541,0,0
2933.339,,713.191,821.399,0,0
3000.002,,712.602,831.957,0,0
3066.667,,714.791,840.034,0,0
3133.334,,716.366,841.391,0,0
3200.004,,714.831,839.318,0,0
3266.669,,708.116,840.978,0,0
3333.338,,706.142,836.755,0,0
3400.0,,703.239,835.35,0,0
3466.672,,700.584,827.616,0,0
3533.333,,702.934,820.976,0,0
3600.003,,703.168,819.581,0,0
3666.666,,700.115,823.256,0,0
3733.334,,702.617,820.621,0,0
3800.005,,705.602,820.996,0,0
3866.671,,703.803,827.944,0,0
3933.332,,705.007,828.735,0,0
4000.0,,705.313,836.032,0,0
4066.667,,706.857,844.766,0,0
4133.337,,705.063,843.343,0,0
4200.0,,703.927,837.006,0,0
4266.668,,705.592,832.886,0,0
4333.334,,705.153,842.519,0,0
4400.005,,706.289,848.605,0,0
4466.67,,711.739,858.022,0,0
4533.334,,713.132,864.051,0,0
4599.999,,715.231,861.09,0,0
4666.669,,715.817,850.401,0,0
4733.333,,710.725,834.806,0,0
4800.0,,708.365,829.287,0,0
4866.669,,712.936,825.699,0,0
4933.332,,716.047,820.37,0,0
5000.001,,715.91,817.593,0,0
5066.666,,712.716,815.951,0,0
5133.332,,710.253,812.419,0,0
5200.004,,707.389,804.075,0,0
5266.669,,706.148,793.836,0,0
5333.334,,703.273,785.603,0,0
5400.001,,703.988,789.463,0,0
5466.671,,704.664,803.48,0,0
5533.334,,703.981,818.566,0,0
5600.005,,704.073,824.508,0,0
5666.671,,705.398,822.406,0,0
5733.339,,704.68,817.318,0,0
5800.004,,705.735,811.86,0,0
5866.67,,707.641,806.944,0,0
5933.335,,703.048,798.109,0,0
6000.002,,694.908,800.217,0,0
6066.669,,704.411,802.744,0,0
6133.339,,703.489,812.941,0,0
6200.002,,702.638,823.242,0,0
6266.669,,700.742,825.125,0,0
6333.339,,698.617,833.48,0,0
6400.005,,699.415,849.311,0,0
6466.669,,699.641,855.054,0,0
6533.338,,699.598,857.615,0,0
6600.003,,703.258,855.5,0,0
6666.667,,702.534,851.482,0,0
6733.333,,700.945,863.797,0,0
6800.005,,698.912,888.452,0,0
6866.667,,699.277,888.848,0,0
6933.334,,698.287,874.346,0,0
7000.004,,698.455,856.769,0,0
7066.672,,698.586,841.47,0,0
7133.337,,698.796,828.497,0,0
7200.001,,698.838,832.111,0,0
7266.668,,699.184,842.53,0,0
7333.338,,699.328,864.692,0,0
7399.999,,694.763,862.541,0,0
7466.669,,697.183,853.278,0,0
7533.333,,699.091,844.282,0,0
7600.005,,696.582,828.553,0,0
7666.67,,696.97,824.592,0,0
7733.338,,700.945,832.384,0,0
7800.003,,702.693,841.393,0,0
7866.667,,705.886,848.107,0,0
7933.335,,708.927,842.868,0,0
7999.999,,705.958,829.804,0,0
8066.668,,703.257,814.03,0,0
8133.335,,696.409,800.241,0,0
8200.002,,702.304,805.44,0,0
8266.667,,704.676,809.89,0,0
8333.338,,707.552,828.231,0,0
8400.0,,706.603,863.57,0,0
8466.667,,706.38,869.303,0,0
8533.333,,706.507,874.665,0,0
8600.005,,708.361,872.608,0,0
8666.669,,709.588,858.52,0,0
8733.336,,707.28,839.351,0,0
8800.003,,704.063,821.702,0,0
8866.666,,703.886,808.228,0,0
8933.333,,703.855,802.703,0,0
8999.999,,705.174,808.618,0,0
9066.666,,704.84,823.401,0,0
9133.334,,706.583,838.864,0,0
9199.999,,708.047,837.144,0,0
9266.667,,705.091,831.087,0,0
9333.337,,705.558,825.702,0,0
9400.004,,705.225,819.066,0,0
9466.669,,706.008,820.2,0,0
9533.339,,706.452,816.53,0,0
9600.002,,707.678,811.155,0,0
9666.668,,706.13,804.271,0,0
