TimeStamp,Name,State
98653.612,Input1,0
98746.574,Input1,1
108511.151,Input1,0
108511.151,Input1,1
621483.215,Input1,0
621579.216,Input1,1
621675.218,Input1,0
621786.217,Input1,1
765494.705,Input1,0
765592.702,Input1,1
771280.236,Input1,0
771280.236,Input1,1
1122845.984,Input1,0
1122941.980,Input1,1
1123036.983,Input1,0
1123149.817,Input1,1
1225284.117,Input1,0
1225395.543,Input1,1
1231085.490,Input1,0
1231085.490,Input1,1
1272290.731,Input1,0
1272386.672,Input1,1
1272482.780,Input1,0
1272594.295,Input1,1
1437261.327,Input1,0
1437356.324,Input1,1
1443030.944,Input1,0
1443030.944,Input1,1
1486455.074,Input1,0
1486555.075,Input1,1
1486653.078,Input1,0
1486754.078,Input1,1
1658162.690,Input1,0
1658274.682,Input1,1
1663868.965,Input1,0
1663868.965,Input1,1
1749172.616,Input1,0
1749269.149,Input1,1
1749364.150,Input1,0
1749460.670,Input1,1
1914497.094,Input1,0
1914593.094,Input1,1
1920267.041,Input1,0
1920267.041,Input1,1
1967867.096,Input1,0
1967978.090,Input1,1
1968074.091,Input1,0
1968169.089,Input1,1
2119285.637,Input1,0
2119382.634,Input1,1
2125088.547,Input1,0
2125088.547,Input1,1
2215377.572,Input1,0
2215473.635,Input1,1
2215585.567,Input1,0
2215681.568,Input1,1
2321582.558,Input1,0
2321678.557,Input1,1
2331971.764,Input1,0
2331971.764,Input1,1
2380928.538,Input1,0
2381024.485,Input1,1
2381119.925,Input1,0
2381215.925,Input1,1
2532828.922,Input1,0
2532924.645,Input1,1
2538822.568,Input1,0
2538822.568,Input1,1
2572116.909,Input1,0
2572211.910,Input1,1
2572323.908,Input1,0
2572420.906,Input1,1
3049248.474,Input1,0
3049360.473,Input1,1
3055130.047,Input1,0
3055130.047,Input1,1
3096094.885,Input1,0
3096190.888,Input1,1
3096302.982,Input1,0
3096398.982,Input1,1
