TimeStamp,Name,State
884386.993,Input1,0
884482.994,Input1,1
893352.832,Input1,0
893864.362,Input1,1
999731.894,Input1,0
999827.895,Input1,1
1008618.037,Input1,0
1009113.796,Input1,1
1233324.386,Input1,0
1233419.908,Input1,1
1453018.652,Input1,0
1453130.532,Input1,1
1470552.223,Input1,0
1471047.487,Input1,1
1579358.467,Input1,0
1579454.464,Input1,1
1586135.153,Input1,0
1586646.582,Input1,1
1689018.172,Input1,0
1689113.301,Input1,1
1695490.548,Input1,0
1695986.813,Input1,1
1828511.489,Input1,0
1828607.433,Input1,1
1835176.027,Input1,0
1835671.481,Input1,1
1932686.646,Input1,0
1932782.646,Input1,1
1939127.424,Input1,0
1939622.620,Input1,1
2027814.437,Input1,0
2027925.554,Input1,1
2034525.441,Input1,0
2035037.667,Input1,1
2149497.288,Input1,0
2149593.287,Input1,1
2372389.791,Input1,0
2372486.795,Input1,1
2378701.797,Input1,0
2379197.350,Input1,1
2494110.681,Input1,0
2494206.980,Input1,1
2500871.205,Input1,0
2501366.656,Input1,1
2592258.580,Input1,0
2592370.469,Input1,1
2830948.702,Input1,0
2831045.707,Input1,1
2837581.390,Input1,0
2838077.053,Input1,1
3008220.505,Input1,0
3008316.508,Input1,1
3015253.385,Input1,0
3015764.516,Input1,1
3086263.413,Input1,0
3086358.455,Input1,1
3101685.145,Input1,0
3102180.855,Input1,1
3226742.357,Input1,0
3226838.356,Input1,1
3234045.888,Input1,0
3234557.632,Input1,1
3323931.212,Input1,0
3324026.199,Input1,1
3330450.905,Input1,0
3330946.814,Input1,1
3435891.256,Input1,0
3435986.309,Input1,1
3442875.867,Input1,0
3443386.708,Input1,1
3591654.736,Input1,0
3591766.784,Input1,1
3817555.732,Input1,0
3817666.734,Input1,1
3824923.377,Input1,0
3825418.329,Input1,1
3983993.064,Input1,0
3984088.469,Input1,1
3990977.245,Input1,0
3991473.439,Input1,1
4073186.858,Input1,0
4073299.055,Input1,1
