Time,536
5/6/2024 11:00,0.0244
5/6/2024 12:00,0.0416
5/6/2024 13:00,0.154
5/6/2024 14:00,
5/6/2024 15:00,
5/6/2024 16:00,39.9
5/6/2024 17:00,22.2
5/6/2024 18:00,14.5
5/6/2024 19:00,42.5
5/6/2024 20:00,45.8
5/6/2024 21:00,45.8
5/6/2024 22:00,36.9
5/6/2024 23:00,23.5
5/7/2024 0:00,8.08
5/7/2024 1:00,6.22
5/7/2024 2:00,6.01
5/7/2024 3:00,2.66
5/7/2024 4:00,4.2
5/7/2024 5:00,6.04
5/7/2024 6:00,1.07
5/7/2024 7:00,11.1
5/7/2024 8:00,0.0244
5/7/2024 9:00,0.0244
5/7/2024 10:00,9.69
5/7/2024 11:00,3.13
5/7/2024 12:00,1.22
5/7/2024 13:00,6.13
5/7/2024 14:00,1.22
5/7/2024 15:00,4.83
5/7/2024 16:00,20.8
5/7/2024 17:00,0.306
5/7/2024 18:00,1.48
5/7/2024 19:00,30.7
5/7/2024 20:00,32.5
5/7/2024 21:00,17.5
5/7/2024 22:00,6.27
5/7/2024 23:00,9.73
5/8/2024 0:00,3.72
5/8/2024 1:00,1.48
5/8/2024 2:00,11.7
5/8/2024 3:00,2.38
5/8/2024 4:00,8.23
5/8/2024 5:00,1.21
5/8/2024 6:00,3.88
5/8/2024 7:00,2.44
5/8/2024 8:00,0.774
5/8/2024 9:00,1.69
5/8/2024 10:00,0.0653
5/8/2024 11:00,1.05
5/8/2024 12:00,0.277
5/8/2024 13:00,10.7
5/8/2024 14:00,0.0244
5/8/2024 15:00,10.5
5/8/2024 16:00,10.8
5/8/2024 17:00,0.0244
5/8/2024 18:00,13.7
5/8/2024 19:00,29.9
5/8/2024 20:00,40.2
5/8/2024 21:00,33.7
5/8/2024 22:00,2.74
5/8/2024 23:00,27.7
5/9/2024 0:00,8.27
5/9/2024 1:00,19.4
5/9/2024 2:00,0.734
5/9/2024 3:00,0.251
5/9/2024 4:00,25.6
5/9/2024 5:00,0.918
5/9/2024 6:00,0.0244
5/9/2024 7:00,12.9
5/9/2024 8:00,1.6
5/9/2024 9:00,0.0244
5/9/2024 10:00,8.2
5/9/2024 11:00,5.4
5/9/2024 12:00,0.0244
5/9/2024 13:00,1.69
5/9/2024 14:00,8.73
5/9/2024 15:00,3.24
5/9/2024 16:00,0.0244
5/9/2024 17:00,15.7
5/9/2024 18:00,35.2
5/9/2024 19:00,23.3
5/9/2024 20:00,21.4
5/9/2024 21:00,31.4
5/9/2024 22:00,9.94
5/9/2024 23:00,24.1
5/10/2024 0:00,5.23
5/10/2024 1:00,4.61
5/10/2024 2:00,0.111
5/10/2024 3:00,9.74
