Time,A22
5/6/2024 11:00,0.0244
5/6/2024 12:00,0.0244
5/6/2024 13:00,0.0244
5/6/2024 14:00,
5/6/2024 15:00,
5/6/2024 16:00,59.5
5/6/2024 17:00,16.8
5/6/2024 18:00,6.23
5/6/2024 19:00,19.1
5/6/2024 20:00,37
5/6/2024 21:00,39.5
5/6/2024 22:00,24.4
5/6/2024 23:00,20.9
5/7/2024 0:00,9.77
5/7/2024 1:00,6.5
5/7/2024 2:00,2.77
5/7/2024 3:00,17.5
5/7/2024 4:00,0.444
5/7/2024 5:00,8.83
5/7/2024 6:00,5.49
5/7/2024 7:00,2.69
5/7/2024 8:00,12.8
5/7/2024 9:00,1.79
5/7/2024 10:00,6.19
5/7/2024 11:00,3.74
5/7/2024 12:00,10.3
5/7/2024 13:00,7.78
5/7/2024 14:00,10.6
5/7/2024 15:00,3.09
5/7/2024 16:00,22
5/7/2024 17:00,2.7
5/7/2024 18:00,2.15
5/7/2024 19:00,33.7
5/7/2024 20:00,32.1
5/7/2024 21:00,34.4
5/7/2024 22:00,29.5
5/7/2024 23:00,16.7
5/8/2024 0:00,12.8
5/8/2024 1:00,17.1
5/8/2024 2:00,1.34
5/8/2024 3:00,10.7
5/8/2024 4:00,15.3
5/8/2024 5:00,6.32
5/8/2024 6:00,3.84
5/8/2024 7:00,2.37
5/8/2024 8:00,1.78
5/8/2024 9:00,19.7
5/8/2024 10:00,5.12
5/8/2024 11:00,3.23
5/8/2024 12:00,7.89
5/8/2024 13:00,26.6
5/8/2024 14:00,0.376
5/8/2024 15:00,1.71
5/8/2024 16:00,8.98
5/8/2024 17:00,0.213
5/8/2024 18:00,11.6
5/8/2024 19:00,6.16
5/8/2024 20:00,24.2
5/8/2024 21:00,44.2
5/8/2024 22:00,12.6
5/8/2024 23:00,14.2
5/9/2024 0:00,21.9
5/9/2024 1:00,9.14
5/9/2024 2:00,3.79
5/9/2024 3:00,25.2
5/9/2024 4:00,8.48
5/9/2024 5:00,7.65
5/9/2024 6:00,9.92
5/9/2024 7:00,12.9
5/9/2024 8:00,2.08
5/9/2024 9:00,8.1
5/9/2024 10:00,7.86
5/9/2024 11:00,16.2
5/9/2024 12:00,5.68
5/9/2024 13:00,3.95
5/9/2024 14:00,8.66
5/9/2024 15:00,7.26
5/9/2024 16:00,4.98
5/9/2024 17:00,7.81
5/9/2024 18:00,14.8
5/9/2024 19:00,35.8
5/9/2024 20:00,28
5/9/2024 21:00,29.1
5/9/2024 22:00,13.5
5/9/2024 23:00,8.6
5/10/2024 0:00,28.1
5/10/2024 1:00,16.1
5/10/2024 2:00,5.29
5/10/2024 3:00,26.6
5/10/2024 4:00,31.9
5/10/2024 5:00,9.53
5/10/2024 6:00,12.6
5/10/2024 7:00,8.34
5/10/2024 8:00,15.2
5/10/2024 9:00,29.8
5/10/2024 10:00,12.2
5/10/2024 11:00,17.7
5/10/2024 12:00,17
5/10/2024 13:00,2.84
5/10/2024 14:00,22.6
5/10/2024 15:00,8.4
5/10/2024 16:00,12.8
5/10/2024 17:00,16.1
5/10/2024 18:00,21.1
5/10/2024 19:00,20.8
5/10/2024 20:00,17
5/10/2024 21:00,26.1
5/10/2024 22:00,27.9
5/10/2024 23:00,34.7
5/11/2024 0:00,22.7
5/11/2024 1:00,26.6
5/11/2024 2:00,14.3
5/11/2024 3:00,21.3
5/11/2024 4:00,4.22
5/11/2024 5:00,7.45
5/11/2024 6:00,11.5
5/11/2024 7:00,1.45
5/11/2024 8:00,3.84
5/11/2024 9:00,12.1
5/11/2024 10:00,1.09
5/11/2024 11:00,6.95
5/11/2024 12:00,9.66
5/11/2024 13:00,6.44
5/11/2024 14:00,1.47
5/11/2024 15:00,5.12
5/11/2024 16:00,27
5/11/2024 17:00,8.04
5/11/2024 18:00,1.42
5/11/2024 19:00,10
5/11/2024 20:00,5.74
5/11/2024 21:00,18.6
5/11/2024 22:00,7.21
5/11/2024 23:00,22.7
5/12/2024 0:00,23.7
5/12/2024 1:00,19.4
5/12/2024 2:00,7.97
5/12/2024 3:00,11.6
5/12/2024 4:00,8.83
5/12/2024 5:00,3.17
5/12/2024 6:00,9.75
5/12/2024 7:00,1.43
5/12/2024 8:00,4.09
5/12/2024 9:00,14.7
5/12/2024 10:00,2.79
5/12/2024 11:00,0.967
5/12/2024 12:00,11.8
5/12/2024 13:00,3.73
5/12/2024 14:00,3.92
5/12/2024 15:00,11.9
5/12/2024 16:00,18.6
5/12/2024 17:00,3.09
5/12/2024 18:00,10.3
5/12/2024 19:00,14.3
5/12/2024 20:00,5.65
5/12/2024 21:00,15.5
5/12/2024 22:00,4.85
5/12/2024 23:00,13.4
5/13/2024 0:00,23.9
5/13/2024 1:00,27.8
5/13/2024 2:00,22.2
5/13/2024 3:00,5.23
5/13/2024 4:00,11.2
5/13/2024 5:00,11
5/13/2024 6:00,14.2
5/13/2024 7:00,1.09
5/13/2024 8:00,2.15
5/13/2024 9:00,1.94
5/13/2024 10:00,8.5
5/13/2024 11:00,5.07
5/13/2024 12:00,8.61
5/13/2024 13:00,5.68
5/13/2024 14:00,26.8
5/13/2024 15:00,5.63
5/13/2024 16:00,14.3
5/13/2024 17:00,8.67
5/13/2024 18:00,1.77
5/13/2024 19:00,3.09
5/13/2024 20:00,4.53
5/13/2024 21:00,11.7
5/13/2024 22:00,16.3
5/13/2024 23:00,35.4
5/14/2024 0:00,5.89
5/14/2024 1:00,23.6
5/14/2024 2:00,17.6
5/14/2024 3:00,1.19
5/14/2024 4:00,25.3
5/14/2024 5:00,7.65
5/14/2024 6:00,0.356
5/14/2024 7:00,15.3
5/14/2024 8:00,1.4
5/14/2024 9:00,8.18
5/14/2024 10:00,4.5
5/14/2024 11:00,3.16
5/14/2024 12:00,19.1
5/14/2024 13:00,5.81
5/14/2024 14:00,0.948
5/14/2024 15:00,14.1
5/14/2024 16:00,2.42
5/14/2024 17:00,19.8
5/14/2024 18:00,9.88
5/14/2024 19:00,4.48
5/14/2024 20:00,10.2
5/14/2024 21:00,12
5/14/2024 22:00,38.9
5/14/2024 23:00,26.9
5/15/2024 0:00,21.4
5/15/2024 1:00,20.7
5/15/2024 2:00,34.7
5/15/2024 3:00,2.54
5/15/2024 4:00,8.45
5/15/2024 5:00,4.99
5/15/2024 6:00,6.34
5/15/2024 7:00,2.66
5/15/2024 8:00,1.35
5/15/2024 9:00,20.4
5/15/2024 10:00,9.82
5/15/2024 11:00,11.1
5/15/2024 12:00,6.41
