MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
3/19/2021 7:10,1.4.2,SharonCE,3,3.72,1,1,Left,Left,907,234,201,0,,0.08
3/19/2021 7:10,1.4.2,SharonCE,3,3.72,1,1,Pellet,Left,907,234,202,1,0.69,
3/19/2021 7:10,1.4.2,SharonCE,3,3.73,1,1,Left,Left,908,234,202,1,,0
3/19/2021 7:10,1.4.2,SharonCE,3,3.73,1,1,Pellet,Left,908,234,203,2,0.82,
3/19/2021 7:11,1.4.2,SharonCE,3,3.73,1,2,Left,Left,909,234,203,2,,0.12
3/19/2021 7:11,1.4.2,SharonCE,3,3.73,1,2,Left,Left,910,234,203,2,,0.06
3/19/2021 7:11,1.4.2,SharonCE,3,3.73,1,2,Pellet,Left,910,234,204,3,0.56,
3/19/2021 7:11,1.4.2,SharonCE,3,3.73,1,2,Left,Left,911,234,204,3,,0
3/19/2021 7:11,1.4.2,SharonCE,3,3.73,1,2,Left,Left,912,234,204,3,,0
3/19/2021 7:11,1.4.2,SharonCE,3,3.73,1,2,Pellet,Left,912,234,205,4,0.37,
3/19/2021 7:12,1.4.2,SharonCE,3,3.73,1,3,Left,Left,913,234,205,4,,0.4
3/19/2021 7:12,1.4.2,SharonCE,3,3.73,1,3,Left,Left,914,234,205,4,,0.51
3/19/2021 7:12,1.4.2,SharonCE,3,3.73,1,3,Left,Left,915,234,205,4,,0.1
3/19/2021 7:12,1.4.2,SharonCE,3,3.73,2,3,Pellet,Left,915,234,206,5,0.25,
3/19/2021 7:13,1.4.2,SharonCE,3,3.73,1,4,Left,Left,916,234,206,5,,0.01
3/19/2021 7:13,1.4.2,SharonCE,3,3.73,1,4,Left,Left,917,234,206,5,,0.14
3/19/2021 8:14,1.4.2,SharonCE,3,3.73,1,1,Left,Left,918,234,206,0,,0.22
3/19/2021 8:14,1.4.2,SharonCE,3,3.73,1,1,Pellet,Left,918,234,207,1,1.01,
3/19/2021 8:14,1.4.2,SharonCE,3,3.72,1,1,Left,Left,919,234,207,1,,0.02
3/19/2021 8:14,1.4.2,SharonCE,3,3.72,1,1,Pellet,Left,919,234,208,2,0.5,
3/19/2021 8:20,1.4.2,SharonCE,3,3.72,1,2,Left,Left,920,234,208,2,,0.15
3/19/2021 8:21,1.4.2,SharonCE,3,3.72,1,2,Left,Left,921,234,208,2,,0.16
3/19/2021 8:21,1.4.2,SharonCE,3,3.72,1,2,Pellet,Left,921,234,209,3,0.5,
3/19/2021 9:22,1.4.2,SharonCE,3,3.7,1,1,Left,Left,922,234,209,0,,0.07
3/19/2021 9:22,1.4.2,SharonCE,3,3.7,1,1,Pellet,Left,922,234,210,1,0.37,
3/19/2021 9:22,1.4.2,SharonCE,3,3.72,1,1,Left,Left,923,234,210,1,,0
3/19/2021 9:22,1.4.2,SharonCE,3,3.72,1,1,Pellet,Left,923,234,211,2,0.31,
3/19/2021 9:23,1.4.2,SharonCE,3,3.71,1,2,Left,Left,924,234,211,2,,0
3/19/2021 9:23,1.4.2,SharonCE,3,3.71,1,2,Left,Left,925,234,211,2,,0.02
3/19/2021 9:23,1.4.2,SharonCE,3,3.71,1,2,Pellet,Left,925,234,212,3,0.37,
3/19/2021 9:23,1.4.2,SharonCE,3,3.71,1,2,Left,Left,926,234,212,3,,0
3/19/2021 9:23,1.4.2,SharonCE,3,3.71,1,2,Left,Left,927,234,212,3,,0.62
3/19/2021 9:23,1.4.2,SharonCE,3,3.71,1,2,Pellet,Left,927,234,213,4,0.44,
3/19/2021 9:24,1.4.2,SharonCE,3,3.71,1,3,Left,Left,928,234,213,4,,0.15
3/19/2021 9:24,1.4.2,SharonCE,3,3.71,1,3,Left,Left,929,234,213,4,,0.24
3/19/2021 9:24,1.4.2,SharonCE,3,3.71,1,3,Left,Left,930,234,213,4,,0.31
3/19/2021 9:24,1.4.2,SharonCE,3,3.71,1,3,Pellet,Left,930,234,214,5,0.37,
3/19/2021 9:25,1.4.2,SharonCE,3,3.72,1,4,Left,Left,931,234,214,5,,0.02
3/19/2021 9:25,1.4.2,SharonCE,3,3.71,1,4,Left,Left,932,234,214,5,,0.01
3/19/2021 9:25,1.4.2,SharonCE,3,3.71,1,4,Left,Left,933,234,214,5,,0.18
3/19/2021 9:25,1.4.2,SharonCE,3,3.71,1,4,Left,Left,934,234,214,5,,0.6
3/19/2021 9:25,1.4.2,SharonCE,3,3.71,2,4,Pellet,Left,934,234,215,6,0.56,
3/19/2021 10:56,1.4.2,SharonCE,3,3.7,1,1,Left,Left,935,234,215,0,,0.06
3/19/2021 10:56,1.4.2,SharonCE,3,3.7,2,1,Pellet,Left,935,234,216,1,1.2,
3/19/2021 10:57,1.4.2,SharonCE,3,3.69,1,1,Left,Left,936,234,216,1,,0
3/19/2021 10:57,1.4.2,SharonCE,3,3.69,1,1,Pellet,Left,936,234,217,2,0.56,
