MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time,UnixTime,TimeDiff,ElapseTime,hours
2/15/2021 7:20,1.2.5,ProRat,4,4.05,1,1,Left,Left,8867,376,558,0,nan,0.01,###############################################################################################################################################################################################################################################################,2040,396420,110
2/15/2021 7:20,1.2.5,ProRat,4,4.05,1,1,Pellet,Left,8867,376,559,1,0.66,nan,###############################################################################################################################################################################################################################################################,0,396420,110
2/15/2021 7:22,1.2.5,ProRat,4,4.05,1,1,Left,Left,8868,376,559,1,nan,0.06,###############################################################################################################################################################################################################################################################,119.9999998,396540,110
2/15/2021 7:22,1.2.5,ProRat,4,4.05,1,1,Pellet,Left,8868,376,560,2,0.59,nan,###############################################################################################################################################################################################################################################################,0,396540,110
2/15/2021 7:22,1.2.5,ProRat,4,4.05,1,2,Left,Left,8869,376,560,2,nan,0.11,###############################################################################################################################################################################################################################################################,0,396540,110
2/15/2021 7:22,1.2.5,ProRat,4,4.05,1,2,Left,Left,8870,376,560,2,nan,0.44,###############################################################################################################################################################################################################################################################,0,396540,110
2/15/2021 7:22,1.2.5,ProRat,4,4.05,1,2,Pellet,Left,8870,376,561,3,0.66,nan,###############################################################################################################################################################################################################################################################,0,396540,110
2/15/2021 7:23,1.2.5,ProRat,4,4.05,1,2,Left,Left,8871,376,561,3,nan,0.31,###############################################################################################################################################################################################################################################################,60.00000024,396600,110
2/15/2021 7:23,1.2.5,ProRat,4,4.05,1,2,Left,Left,8872,376,561,3,nan,0.33,###############################################################################################################################################################################################################################################################,0,396600,110
2/15/2021 7:23,1.2.5,ProRat,4,4.05,2,2,Pellet,Left,8872,376,562,4,0.26,nan,###############################################################################################################################################################################################################################################################,0,396600,110
2/15/2021 7:24,1.2.5,ProRat,4,4.05,1,3,Left,Left,8873,376,562,4,nan,0.53,###############################################################################################################################################################################################################################################################,60,396660,110
2/15/2021 7:24,1.2.5,ProRat,4,4.05,1,3,Left,Left,8874,376,562,4,nan,0.03,###############################################################################################################################################################################################################################################################,0,396660,110
2/15/2021 7:24,1.2.5,ProRat,4,4.05,1,3,Left,Left,8875,376,562,4,nan,0.12,###############################################################################################################################################################################################################################################################,0,396660,110
2/15/2021 7:24,1.2.5,ProRat,4,4.05,1,3,Pellet,Left,8875,376,563,5,0.26,nan,###############################################################################################################################################################################################################################################################,0,396660,110
2/15/2021 7:25,1.2.5,ProRat,4,4.05,1,4,Left,Left,8876,376,563,5,nan,0.02,###############################################################################################################################################################################################################################################################,60.00000024,396720,110
2/15/2021 7:25,1.2.5,ProRat,4,4.05,1,4,Left,Left,8877,376,563,5,nan,0.56,###############################################################################################################################################################################################################################################################,0,396720,110
2/15/2021 7:25,1.2.5,ProRat,4,4.05,1,4,Left,Left,8878,376,563,5,nan,0.34,###############################################################################################################################################################################################################################################################,0,396720,110
2/15/2021 7:25,1.2.5,ProRat,4,4.05,1,4,Left,Left,8879,376,563,5,nan,0,###############################################################################################################################################################################################################################################################,0,396720,110
2/15/2021 7:25,1.2.5,ProRat,4,4.05,1,4,Pellet,Left,8879,376,564,6,0.33,nan,###############################################################################################################################################################################################################################################################,0,396720,110
2/15/2021 7:25,1.2.5,ProRat,4,4.05,1,5,Left,Left,8880,376,564,6,nan,0.08,###############################################################################################################################################################################################################################################################,0,396720,110
