MM:DD:YYYY hh:mm:ss,LibaryVersion,Sessiontype,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
2/5/2021 7:19,1.1.4,ProRat2,4,3.89,0,1,Left,Left,6846,717,443,0,nan,0.2
2/5/2021 7:19,1.1.4,ProRat2,4,3.89,0,1,Pellet,Left,6846,717,444,1,0.7,nan
2/5/2021 7:20,1.1.4,ProRat2,4,3.89,0,1,Left,Left,6847,717,444,1,nan,0.27
2/5/2021 7:20,1.1.4,ProRat2,4,3.89,0,1,Pellet,Left,6847,717,445,2,0.57,nan
2/5/2021 7:20,1.1.4,ProRat2,4,3.89,0,2,Right,Left,6847,718,445,2,nan,0.08
2/5/2021 7:20,1.1.4,ProRat2,4,3.89,0,2,Left,Left,6848,718,445,2,nan,0.12
2/5/2021 7:20,1.1.4,ProRat2,4,3.89,0,2,Left,Left,6849,718,445,2,nan,0.27
2/5/2021 7:21,1.1.4,ProRat2,4,3.89,0,2,Pellet,Left,6849,718,446,3,0.63,nan
2/5/2021 7:21,1.1.4,ProRat2,4,3.89,0,2,Left,Left,6850,718,446,3,nan,0
2/5/2021 7:21,1.1.4,ProRat2,4,3.89,0,2,Left,Left,6851,718,446,3,nan,0.53
2/5/2021 7:21,1.1.4,ProRat2,4,3.89,0,2,Pellet,Left,6851,718,447,4,0.95,nan
2/5/2021 7:22,1.1.4,ProRat2,4,3.89,0,3,Left,Left,6852,718,447,4,nan,0.09
2/5/2021 7:22,1.1.4,ProRat2,4,3.89,0,3,Left,Left,6853,718,447,4,nan,0.18
2/5/2021 7:22,1.1.4,ProRat2,4,3.89,0,3,Left,Left,6854,718,447,4,nan,0.2
2/5/2021 7:22,1.1.4,ProRat2,4,3.89,0,3,Pellet,Left,6854,718,448,5,0.76,nan
2/5/2021 7:50,1.1.4,ProRat2,4,3.89,0,4,Left,Left,6855,718,448,5,nan,0.18
2/5/2021 7:50,1.1.4,ProRat2,4,3.89,0,4,Left,Left,6856,718,448,5,nan,0.43
2/5/2021 7:50,1.1.4,ProRat2,4,3.89,0,4,Left,Left,6857,718,448,5,nan,0.29
2/5/2021 7:50,1.1.4,ProRat2,4,3.89,0,4,Left,Left,6858,718,448,5,nan,0.04
2/5/2021 7:50,1.1.4,ProRat2,4,3.89,0,4,Pellet,Left,6858,718,449,6,0.76,nan
2/5/2021 7:51,1.1.4,ProRat2,4,3.89,0,5,Left,Left,6859,718,449,6,nan,0.3
2/5/2021 7:51,1.1.4,ProRat2,4,3.89,0,5,Left,Left,6860,718,449,6,nan,0.24
2/5/2021 7:51,1.1.4,ProRat2,4,3.89,0,5,Left,Left,6861,718,449,6,nan,0.03
2/5/2021 7:51,1.1.4,ProRat2,4,3.89,0,5,Left,Left,6862,718,449,6,nan,0.22
2/5/2021 7:51,1.1.4,ProRat2,4,3.89,0,5,Left,Left,6863,718,449,6,nan,0.02
2/5/2021 7:51,1.1.4,ProRat2,4,3.89,0,5,Pellet,Left,6863,718,450,7,0.44,nan
2/5/2021 7:52,1.1.4,ProRat2,4,3.89,0,6,Left,Left,6864,718,450,7,nan,0.18
2/5/2021 7:52,1.1.4,ProRat2,4,3.89,0,6,Left,Left,6865,718,450,7,nan,0
2/5/2021 7:52,1.1.4,ProRat2,4,3.89,0,6,Left,Left,6866,718,450,7,nan,0.59
2/5/2021 7:52,1.1.4,ProRat2,4,3.89,0,6,Left,Left,6867,718,450,7,nan,0.04
2/5/2021 7:52,1.1.4,ProRat2,4,3.89,0,6,Left,Left,6868,718,450,7,nan,0.53
2/5/2021 7:52,1.1.4,ProRat2,4,3.89,0,6,Left,Left,6869,718,450,7,nan,0.02
2/5/2021 7:52,1.1.4,ProRat2,4,3.89,0,6,Pellet,Left,6869,718,451,8,0.82,nan
2/5/2021 7:52,1.1.4,ProRat2,4,3.89,0,7,Right,Left,6869,719,451,8,nan,0.31
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Right,Left,6869,720,451,8,nan,0.1
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Right,Left,6869,721,451,8,nan,0.1
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Right,Left,6869,722,451,8,nan,0.01
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Right,Left,6869,723,451,8,nan,0
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Left,Left,6870,723,451,8,nan,0.1
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Left,Left,6871,723,451,8,nan,0.19
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Left,Left,6872,723,451,8,nan,0.26
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Left,Left,6873,723,451,8,nan,0.17
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Left,Left,6874,723,451,8,nan,0.3
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Left,Left,6875,723,451,8,nan,0.33
2/5/2021 7:55,1.1.4,ProRat2,4,3.89,0,7,Left,Left,6876,723,451,8,nan,0.26
2/5/2021 7:56,1.1.4,ProRat2,4,3.89,0,7,Pellet,Left,6876,723,452,9,0.7,nan
2/5/2021 7:58,1.1.4,ProRat2,4,3.89,0,9,Left,Left,6877,723,452,9,nan,0.19
2/5/2021 7:58,1.1.4,ProRat2,4,3.89,0,9,Left,Left,6878,723,452,9,nan,0.03
