TimeStamp,Name,State
93944.023,Input1,0
94038.772,Input1,1
325064.631,Input1,0
325161.307,Input1,1
571432.725,Input1,0
571528.405,Input1,1
814271.045,Input1,0
814382.605,Input1,1
1051337.786,Input1,0
1051434.465,Input1,1
1278688.464,Input1,0
1278800.083,Input1,1
1544571.411,Input1,0
1544684.036,Input1,1
1766313.043,Input1,0
1766424.672,Input1,1
2055977.737,Input1,0
2056073.521,Input1,1
2344346.141,Input1,0
2344442.817,Input1,1
2404565.758,Input1,0
2405062.094,Input1,1
2554546.656,Input1,0
2554643.330,Input1,1
2604617.991,Input1,0
2605129.544,Input1,1
2723010.472,Input1,0
2723107.146,Input1,1
