TimeStamp,Name,State
84256.148,Input1,0
84351.591,Input1,1
90281.342,Input1,0
90793.261,Input1,1
102524.456,Input1,0
103531.584,Input1,1
486919.787,Input1,0
487015.626,Input1,1
492928.329,Input1,0
493440.065,Input1,1
494798.929,Input1,0
495805.618,Input1,1
663713.447,Input1,0
663809.481,Input1,1
674565.560,Input1,0
675076.801,Input1,1
676180.299,Input1,0
677187.259,Input1,1
813893.800,Input1,0
814005.436,Input1,1
834750.838,Input1,0
835246.272,Input1,1
836924.556,Input1,0
837931.248,Input1,1
955173.122,Input1,0
955268.860,Input1,1
965880.654,Input1,0
966376.806,Input1,1
972801.569,Input1,0
973807.843,Input1,1
1092749.646,Input1,0
1092845.328,Input1,1
1103505.918,Input1,0
1104001.551,Input1,1
1105056.174,Input1,0
1106063.327,Input1,1
1269839.925,Input1,0
1269936.601,Input1,1
1290585.684,Input1,0
1291081.698,Input1,1
1291944.197,Input1,0
1292951.050,Input1,1
1495955.379,Input1,0
1496068.005,Input1,1
1501724.580,Input1,0
1502220.579,Input1,1
1503083.542,Input1,0
1504074.460,Input1,1
1593001.041,Input1,0
1593096.609,Input1,1
1604028.403,Input1,0
1604524.807,Input1,1
1605579.496,Input1,0
1606586.534,Input1,1
1819109.376,Input1,0
1819205.056,Input1,1
1829978.028,Input1,0
1830473.028,Input1,1
1831335.768,Input1,0
1832343.093,Input1,1
2004183.274,Input1,0
2004278.955,Input1,1
2026989.629,Input1,0
2027485.071,Input1,1
2028348.441,Input1,0
2029354.870,Input1,1
2289065.232,Input1,0
2289176.857,Input1,1
2309777.997,Input1,0
2310273.835,Input1,1
2311455.578,Input1,0
2312446.968,Input1,1
2416060.134,Input1,0
2416171.765,Input1,1
2421813.969,Input1,0
2422326.000,Input1,1
2435007.113,Input1,0
2436014.955,Input1,1
2559495.506,Input1,0
2559591.570,Input1,1
2580288.559,Input1,0
2580784.035,Input1,1
2581967.017,Input1,0
2582957.666,Input1,1
2740361.193,Input1,0
2740472.915,Input1,1
2746066.644,Input1,0
2746562.392,Input1,1
2747439.751,Input1,0
2748430.298,Input1,1
2936861.479,Input1,0
2936972.242,Input1,1
2947648.793,Input1,0
2948143.661,Input1,1
2949518.907,Input1,0
2950510.169,Input1,1
3056728.636,Input1,0
3056825.336,Input1,1
3077505.539,Input1,0
3078017.295,Input1,1
3079264.076,Input1,0
3080255.507,Input1,1
3216814.720,Input1,0
3216926.268,Input1,1
3222568.899,Input1,0
3223063.487,Input1,1
3223927.033,Input1,0
3224933.834,Input1,1
3330289.863,Input1,0
3330385.543,Input1,1
3351002.468,Input1,0
3351498.668,Input1,1
3352489.318,Input1,0
3353496.059,Input1,1
