TimeStamp,Name,State
55068.623,Input1,0
55180.247,Input1,1
63368.396,Input1,0
63859.135,Input1,1
128864.696,Input1,0
129871.754,Input1,1
428472.459,Input1,0
428567.745,Input1,1
434497.181,Input1,0
434992.820,Input1,1
505236.062,Input1,0
506243.494,Input1,1
1258184.433,Input1,0
1258296.016,Input1,1
1264209.980,Input1,0
1264721.054,Input1,1
1306435.272,Input1,0
1307442.470,Input1,1
1417491.672,Input1,0
1417588.244,Input1,1
1428360.411,Input1,0
1428871.030,Input1,1
1429739.634,Input1,0
1430724.872,Input1,1
1577492.987,Input1,0
1577604.956,Input1,1
1598269.926,Input1,0
1598781.707,Input1,1
1599644.678,Input1,0
1600636.121,Input1,1
1713763.760,Input1,0
1713859.973,Input1,1
1724584.198,Input1,0
1725095.474,Input1,1
1738488.465,Input1,0
1739479.991,Input1,1
1947821.581,Input1,0
1947933.210,Input1,1
1958529.968,Input1,0
1959025.001,Input1,1
1959888.261,Input1,0
1960894.666,Input1,1
2200132.810,Input1,0
2200228.491,Input1,1
2222938.907,Input1,0
2223434.780,Input1,1
2224298.038,Input1,0
2225304.170,Input1,1
2317252.395,Input1,0
2317348.921,Input1,1
2325164.145,Input1,0
2325675.853,Input1,1
2360715.209,Input1,0
2361705.979,Input1,1
2568822.211,Input1,0
2568918.004,Input1,1
2579562.698,Input1,0
2580058.149,Input1,1
2580920.776,Input1,0
2581928.149,Input1,1
2806069.801,Input1,0
2806180.940,Input1,1
2816794.148,Input1,0
2817306.471,Input1,1
2822147.805,Input1,0
2823139.488,Input1,1
2929695.737,Input1,0
2929794.754,Input1,1
2950647.818,Input1,0
2951144.023,Input1,1
3014610.481,Input1,0
3015601.330,Input1,1
3120913.772,Input1,0
3121009.452,Input1,1
3141787.326,Input1,0
3142298.424,Input1,1
3156507.455,Input1,0
3157514.537,Input1,1
3279286.120,Input1,0
3279380.801,Input1,1
3285079.399,Input1,0
3285574.401,Input1,1
3300870.069,Input1,0
3301860.557,Input1,1
3467214.093,Input1,0
3467309.828,Input1,1
3487930.988,Input1,0
3488441.627,Input1,1
3523363.184,Input1,0
3524354.224,Input1,1
3607970.402,Input1,0
3608066.027,Input1,1
3613755.793,Input1,0
3614251.386,Input1,1
3630248.567,Input1,0
3631256.416,Input1,1
3751296.544,Input1,0
3751399.572,Input1,1
3762044.500,Input1,0
3762540.309,Input1,1
4289936.370,Input1,0
4290926.840,Input1,1
