pyabf_sweep,clampex_sweep,UV_perc,B_perc,GR_perc,notes
0,1,25,,,
1,2,15,,,
2,3,20,,,
3,4,50,,,
4,5,10,,,
5,6,30,,,
6,7,5,,,
7,8,40,,,
8,9,35,,,
9,10,25,,,
