MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
10/10/2023 14:09:32,1.17.0,Bandit,21,3.83,nan,15,10,40,Right,Right,0,1,0,0,nan,nan,0.47
10/10/2023 14:09:39,1.17.0,Bandit,21,3.84,nan,15,10,40,LeftDuringDispense,Right,0,1,0,0,nan,nan,0.13
10/10/2023 14:09:47,1.17.0,Bandit,21,3.84,8,15,10,40,Pellet,Right,0,1,1,0,0.06,nan,nan
10/10/2023 14:09:53,1.17.0,Bandit,21,3.84,nan,15,10,40,Left,Right,1,1,1,1,nan,nan,0.20
10/10/2023 14:10:51,1.17.0,Bandit,21,3.84,nan,15,10,40,Left,Right,2,1,1,1,nan,nan,0.03
10/10/2023 14:11:33,1.17.0,Bandit,21,3.84,nan,15,10,40,Right,Right,2,2,1,1,nan,nan,0.08
10/10/2023 14:12:02,1.17.0,Bandit,21,3.84,nan,15,10,40,Left,Right,3,2,1,1,nan,nan,0.23
10/10/2023 14:12:50,1.17.0,Bandit,21,3.83,nan,15,10,40,Right,Right,3,3,1,1,nan,nan,0.50
10/10/2023 14:20:09,1.17.0,Bandit,21,3.83,nan,15,10,40,Left,Right,4,3,1,1,nan,nan,0.14
10/10/2023 14:20:12,1.17.0,Bandit,21,3.83,2,15,10,40,Pellet,Right,4,3,2,1,0.06,624,nan
10/10/2023 14:20:34,1.17.0,Bandit,21,3.83,nan,15,10,40,Left,Right,5,3,2,2,nan,nan,0.16
10/10/2023 14:20:38,1.17.0,Bandit,21,3.83,nan,15,10,40,LeftinTimeOut,Right,5,3,2,2,nan,nan,nan
10/10/2023 14:23:03,1.17.0,Bandit,21,3.83,nan,15,10,40,Left,Right,6,3,2,2,nan,nan,0.15
10/10/2023 14:30:29,1.17.0,Bandit,21,3.84,nan,15,10,40,Right,Right,6,4,2,2,nan,nan,0.22
10/10/2023 14:30:54,1.17.0,Bandit,21,3.83,3,15,10,40,Pellet,Right,6,4,3,2,20.32,643,nan
10/10/2023 14:31:14,1.17.0,Bandit,21,3.83,nan,15,10,40,Right,Right,6,5,3,3,nan,nan,0.02
10/10/2023 14:31:16,1.17.0,Bandit,21,3.83,2,15,10,40,Pellet,Right,6,5,4,3,0.06,22,nan
