TimeStamp,Events,UV,Fluorescence,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,Expected_Dispense_RWD,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,ToneStart_5000,ToneStart_10000,ToneStart_20000,ToneStart,PelletGrab,Xpos,Ypos,Speed_cm,DistFromFED,Dispense_Bonsai,Retrieval_Bonsai,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,596.168,1130.539,0,0,0,0,0,0,0.0,226.1783333584765,35.553708333068585,7.5776562338226,218.60067712465388,19.366623066217592,5.749526521162801,0,0,0,0,0,,,,,0,0,,,
66.663,,602.17,1160.66,0,0,0,0,0,0,0.066663,256.61740105292984,41.58063740709542,8.862257286488038,247.7551437664418,21.576369123145554,6.516332833806245,0,0,0,0,0,,,,,0,0,,,
133.333,,600.375,1159.369,0,0,0,0,0,0,0.133333,255.64406132653153,39.810545415096726,8.484973597181748,247.15908772934978,21.531191398104127,6.5006556637332285,0,0,0,0,0,,,,,0,0,,,
200.002,,595.565,1150.377,0,0,0,0,0,0,0.200002,246.9692766165681,35.025429389024794,7.465056984804688,239.50421963176342,20.95099506651698,6.299321122038379,0,0,0,0,0,,,,,0,0,,,
266.662,,589.562,1134.338,0,0,0,0,0,0,0.26666199999999995,231.24700957070672,29.047286372162148,6.190854365507016,225.0561552051997,19.85591232022249,5.91931530187055,0,0,0,0,0,,,,,0,0,,,
333.33,,585.747,1106.777,0,0,0,0,0,0,0.33332999999999996,204.00234158615535,25.257122728114837,5.3830054349629615,198.61933615119239,17.85214880157943,5.223987207349041,0,0,0,0,0,,,,,0,0,,,
400.001,,586.236,1074.579,0,0,0,0,0,0,0.400001,172.12024944141342,25.77093661223887,5.492521549772464,166.62772789164094,15.427363224984413,4.382559803910329,0,0,0,0,0,,,,,0,0,,,
466.666,,589.765,1055.102,0,0,0,0,0,0,0.46666599999999997,152.95869113194465,29.324724700332354,6.249988555413628,146.708702576531,13.917612139885737,3.8586594856161103,0,0,0,0,0,,,,,0,0,,,
533.333,,590.301,1030.552,0,0,0,0,0,0,0.533333,128.7237051609036,29.885489992999396,6.369512060072531,122.35419310083105,12.071676079947501,3.218099264201063,0,0,0,0,0,,,,,0,0,,,
600.001,,591.463,1003.264,0,0,0,0,0,0,0.600001,101.75028738257106,31.07223214098815,6.622458493293159,95.12782888927791,10.008069439490894,2.502004944786404,0,0,0,0,0,,,,,0,0,,,
666.662,,578.451,991.613,0,0,0,0,0,0,0.6666620000000001,90.41340071478533,18.084948202261444,3.854302702170444,86.55909801261488,9.358607403356666,2.2766344378140615,0,0,0,0,0,,,,,0,0,,,
733.334,,575.603,967.455,0,0,0,0,0,0,0.7333339999999999,66.56913054343158,15.261644872376678,3.25253381041533,63.316596733016254,7.5969553660623035,1.6653217040981905,0,0,0,0,0,,,,,0,0,,,
799.996,,574.539,940.693,0,0,0,0,0,0,0.7999959999999999,40.12037864808224,14.222314395716694,3.0310072239920003,37.08937142409024,5.609077884966791,0.9755062402412592,0,0,0,0,0,,,,,0,0,,,
866.663,,578.794,944.691,0,0,0,0,0,0,0.866663,44.43121616895223,18.501962349667224,3.9431865775494397,40.48802959140279,5.866677229051528,1.0648960606496713,0,0,0,0,0,,,,,0,0,,,
933.329,,573.955,945.643,0,0,0,0,0,0,0.933329,45.69561551643915,13.687586537508878,2.917033430521698,42.77858208591745,6.040288340005121,1.125141035590064,0,0,0,0,0,,,,,0,0,,,
