TimeStamp,Events,UV,Fluorescence,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,TimeStampAdjusted,ToneStart,PelletGrab,ToneStart_5000,ToneStart_10000,ToneStart_20000,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Dispense_Bonsai,Retrieval_Bonsai,DistFromFED
0.0,,957.403,1062.42,0,0,0,0,0,0.0,0,0,0,0,0,81.2553392832283,71.13654743494453,38.89092332013174,42.364415963096555,7.451823597733433,1.1053987203854598,,,,0,0,
66.671,,943.538,1042.873,0,0,0,0,0,0.06667100000000001,0,0,0,0,0,61.775396100287026,57.29423952756588,31.321042211599426,30.4543538886876,6.265680920254135,0.7946339646944727,,,,0,0,
133.337,,935.879,1027.905,0,0,0,0,0,0.13333699999999998,0,0,0,0,0,46.87438985210031,49.657920016906814,27.145002262969097,19.72938758913121,5.1975638808169276,0.514791465885237,,,,0,0,
200.002,,926.43,1017.443,0,0,0,0,0,0.200002,0,0,0,0,0,36.479324619056,40.23159027028089,21.990067410397053,14.489257208658948,4.675690674699114,0.37806272112282197,,,,0,0,
266.665,,921.41,1016.655,0,0,0,0,0,0.26666500000000004,0,0,0,0,0,35.75819945385524,35.23424995342509,19.257194228367297,16.501005225487944,4.876043969601117,0.4305545030342706,,,,0,0,
333.337,,917.719,1005.556,0,0,0,0,0,0.333337,0,0,0,0,0,24.72602543512687,31.565902808964097,17.251101607526845,7.474923827600026,3.97712167267697,0.19504036692505128,,,,0,0,
400.001,,911.973,991.805,0,0,0,0,0,0.400001,0,0,0,0,0,11.04178557504963,25.842543065785662,14.121193424070944,-3.0794078490213135,2.925998416081058,-0.08034982705339987,,,,0,0,
466.667,,902.788,982.785,0,0,0,0,0,0.466667,0,0,0,0,0,2.0884899485469077,16.68017412652182,9.110609639428697,-7.022119690881789,2.5333372568514747,-0.18322551944197513,,,,0,0,
533.332,,898.321,977.729,0,0,0,0,0,0.533332,0,0,0,0,0,-2.9008643947628343,12.235794977662863,6.680131861935489,-9.580996256698324,2.2784945295714594,-0.249993320134469,,,,0,0,
599.999,,894.146,973.324,0,0,0,0,0,0.5999990000000001,0,0,0,0,0,-7.239274404449247,8.08340664206878,4.4093337965241455,-11.648608200973392,2.0725776542228216,-0.3039427384256659,,,,0,0,
666.665,,892.759,968.11,0,0,0,0,0,0.666665,0,0,0,0,0,-12.386743025792612,6.7190081071134955,3.663191262824137,-16.049934288616747,1.6342423477029477,-0.41878487928081604,,,,0,0,
733.337,,890.576,962.738,0,0,0,0,0,0.733337,0,0,0,0,0,-17.69226322689792,4.558601749978948,2.4817394862090243,-20.174002713106944,1.223519588025359,-0.5263926405487782,,,,0,0,
800.002,,890.32,961.491,0,0,0,0,0,0.800002,0,0,0,0,0,-18.872847916536102,4.325183170589412,2.354090910095541,-21.226938826631642,1.1186559480956897,-0.5538665052552272,,,,0,0,
866.67,,889.346,972.451,0,0,0,0,0,0.8666699999999999,0,0,0,0,0,-7.84648707457427,3.3737557622368968,1.8337880521603822,-9.680275126734653,2.268607183562152,-0.2525837662294906,,,,0,0,
933.332,,889.644,970.009,0,0,0,0,0,0.9333319999999999,0,0,0,0,0,-10.222189603313609,3.6943164834517574,2.0090916622157806,-12.23128126552939,2.014548285058361,-0.31914620683944817,,,,0,0,
1000.004,,883.362,959.939,0,0,0,0,0,1.0000040000000001,0,0,0,0,0,-20.225939543095365,-2.565129246596598,-1.4139834708347285,-18.811956072260635,1.3591680539470028,-0.4908532714894161,,,,0,0,
1066.666,,877.782,959.972,0,0,0,0,0,1.066666,0,0,0,0,0,-20.126756715085776,-8.122588188548548,-4.45316622400127,-15.673590491084505,1.6717230456933296,-0.40896508257738623,,,,0,0,
1133.338,,877.547,950.853,0,0,0,0,0,1.133338,0,0,0,0,0,-29.179621210822575,-8.335053574515882,-4.569356220800419,-24.610264990022156,0.7817049289357885,-0.6421463582081477,,,,0,0,
1200.0,,876.907,948.533,0,0,0,0,0,1.2,0,0,0,0,0,-31.433552817203577,-8.952532159247653,-4.907033976905865,-26.52651884029771,0.5908620551963031,-0.6921464468644739,,,,0,0,
1266.665,,874.846,957.246,0,0,0,0,0,1.266665,0,0,0,0,0,-22.654538588863034,-10.99101954412265,-6.021812469625357,-16.632726119237677,1.576201150430676,-0.4339914466127167,,,,0,0,
1333.337,,875.645,961.224,0,0,0,0,0,1.333337,0,0,0,0,0,-18.6105745256242,-10.169514375468566,-5.572559606709245,-13.038014918914957,1.9342043532080393,-0.34019600365291314,,,,0,0,
1399.999,,877.759,962.268,0,0,0,0,0,1.399999,0,0,0,0,0,-17.500677391099657,-8.033022385896174,-4.404185773486416,-13.09649161761324,1.9283805625736339,-0.34172181408706986,,,,0,0,
1466.667,,880.819,969.296,0,0,0,0,0,1.466667,0,0,0,0,0,-10.406831311755354,-4.950538170983691,-2.718481396590072,-7.688349915165283,2.4669862926741133,-0.20060921329595416,,,,0,0,
1533.337,,879.757,981.335,0,0,0,0,0,1.533337,0,0,0,0,0,1.6979598034029095,-5.990063076439242,-3.2869617393414563,4.984921542744366,3.7291382483559152,0.13006967685737844,,,,0,0,
1599.999,,877.234,978.597,0,0,0,0,0,1.599999,0,0,0,0,0,-0.9743138542307861,-8.490600466957972,-4.65441945523119,3.6801056010004043,3.5991894819188888,0.09602360683486849,,,,0,0,
1666.668,,878.25,982.504,0,0,0,0,0,1.6666679999999998,0,0,0,0,0,2.998362557925816,-7.452145282802576,-4.086524106190076,7.084886664115892,3.9382772298419013,0.1848632743907483,,,,0,0,
1733.338,,879.592,991.349,0,0,0,0,0,1.733338,0,0,0,0,0,11.908983170769147,-6.08769954155639,-3.340355756996576,15.249338927765724,4.751388463658716,0.3978952466182967,,,,0,0,
1800.003,,877.978,1008.355,0,0,0,0,0,1.800003,0,0,0,0,0,28.980542135594305,-7.679265257284101,-4.210728192365734,33.19127032796004,6.538254931458591,0.866047292625373,,,,0,0,
1866.665,,877.241,1020.909,0,0,0,0,0,1.866665,0,0,0,0,0,41.60004148112023,-8.393841750113666,-4.601505447854205,46.20154692897444,7.833969783812902,1.2055195308157898,,,,0,0,
1933.336,,879.944,1026.991,0,0,0,0,0,1.933336,0,0,0,0,0,47.747493042056135,-5.668424979784504,-3.11106894979058,50.85856199184671,8.297769576057972,1.3270332676226206,,,,0,0,
2000.003,,880.838,1027.154,0,0,0,0,0,2.000003,0,0,0,0,0,47.975884101411566,-4.75201931331776,-2.6099182754409105,50.58580237685248,8.270604997232422,1.3199162539087976,,,,0,0,
2066.667,,876.821,1022.34,0,0,0,0,0,2.066667,0,0,0,0,0,43.22721570051158,-8.746624408033426,-4.79443012453916,48.02164582505074,8.015236427461039,1.2530106845342859,,,,0,0,
2133.338,,880.375,1014.958,0,0,0,0,0,2.133338,0,0,0,0,0,35.91049768591404,-5.1702369003811555,-2.8386270596082968,38.74912474552234,7.091770797177926,1.0110662908009584,,,,0,0,
2200.0,,879.343,1012.179,0,0,0,0,0,2.2,0,0,0,0,0,33.19671444495941,-6.179862157520347,-3.3907563152103246,36.58747076016974,6.876488120232082,0.9546630690167524,,,,0,0,
2266.669,,877.548,1003.922,0,0,0,0,0,2.266669,0,0,0,0,0,25.004881684720885,-7.952494803645891,-4.3601480142001,29.365029698920985,6.157193331942648,0.7662106396449343,,,,0,0,
2333.332,,879.538,989.643,0,0,0,0,0,2.333332,0,0,0,0,0,10.790986748126329,-5.940139195409188,-3.2596600894718875,14.050646837598217,4.632008746204549,0.36661822621132206,,,,0,0,
2400.001,,870.688,976.539,0,0,0,0,0,2.400001,0,0,0,0,0,-2.2479585939456683,-14.767791303532022,-8.08719877544157,5.839240181495901,3.8142212471898658,0.15236109073878365,,,,0,0,
2466.668,,873.377,976.976,0,0,0,0,0,2.4666680000000003,0,0,0,0,0,-1.7459621015688072,-12.05645380549879,-6.6044617461434125,4.858499644574605,3.7165476835166857,0.12677099797113375,,,,0,0,
2533.337,,874.998,969.543,0,0,0,0,0,2.533337,0,0,0,0,0,-9.11401982374116,-10.413125356023897,-5.7057820557311905,-3.408237768009969,2.8932497034288733,-0.08892986205237513,,,,0,0,
2600.003,,874.934,965.271,0,0,0,0,0,2.600003,0,0,0,0,0,-13.321136578517894,-10.454807624424461,-5.7285766517073435,-7.592559926810551,2.4765261752165335,-0.19810980127419286,,,,0,0,
2666.672,,871.896,961.363,0,0,0,0,0,2.666672,0,0,0,0,0,-17.164306475210537,-13.470498597047936,-7.37775410647738,-9.786552368733158,2.25802285817479,-0.2553568182034297,,,,0,0,
2733.336,,871.027,959.47,0,0,0,0,0,2.733336,0,0,0,0,0,-18.992537239551552,-14.317200945412992,-7.840786438536836,-11.151750801014717,2.1220605001585033,-0.2909784257674483,,,,0,0,
