TimeStamp,Events,UV,Fluorescence,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,ToneStart_5000,ToneStart_10000,ToneStart_20000,ToneStart,PelletGrab,Xpos,Ypos,Speed_cm,DistFromFED,Dispense_Bonsai,Retrieval_Bonsai,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,634.696,668.503,0,0,0,0,0,0.0,29.991138315049056,46.65832542916564,35.978126378355725,-5.9869880633066686,2.9379033987476406,-0.16380136967023917,0,0,0,0,0,,,,,0,0,,,
66.672,,634.855,659.316,0,0,0,0,0,0.066672,20.806628579501762,46.81982014089374,36.10266171361596,-15.296033134114197,1.9526073954325371,-0.41849276320511813,0,0,0,0,0,,,,,0,0,,,
133.338,,625.888,660.783,0,0,0,0,0,0.13333799999999998,22.276118610137587,37.85531461753351,29.189756090591423,-6.913637480453836,2.839824169326725,-0.18915409162789776,0,0,0,0,0,,,,,0,0,,,
200.001,,619.122,655.374,0,0,0,0,0,0.200001,16.869608519011194,31.09180897133956,23.97413364592962,-7.104525126918425,2.8196200738783537,-0.19437669398043336,0,0,0,0,0,,,,,0,0,,,
266.667,,622.289,650.712,0,0,0,0,0,0.266667,12.210098530226446,34.261303426816426,26.41826355207064,-14.208165021844195,2.067750473481959,-0.38872916840149235,0,0,0,0,0,,,,,0,0,,,
333.337,,617.635,649.785,0,0,0,0,0,0.333337,11.285588681132595,29.60979802137956,22.831292939025555,-11.545704257892961,2.3495529494341856,-0.3158854086984518,0,0,0,0,0,,,,,0,0,,,
400.001,,620.24,650.168,0,0,0,0,0,0.400001,11.671078598226245,32.21729238085891,24.842041035803227,-13.170962437576982,2.177530966876641,-0.36035176024032656,0,0,0,0,0,,,,,0,0,,,
466.671,,620.135,652.55,0,0,0,0,0,0.466671,14.055568729710217,32.1147869542574,24.762994808646855,-10.707426078936638,2.4382787137966386,-0.2929504850898215,0,0,0,0,0,,,,,0,0,,,
533.334,,619.088,649.461,0,0,0,0,0,0.533334,10.969058590033455,31.07028125515751,23.957532722447787,-12.988474132414332,2.1968460519751503,-0.3553589601848788,0,0,0,0,0,,,,,0,0,,,
600.004,,613.062,640.166,0,0,0,0,0,0.600004,1.6765487020956016,25.04677580739167,19.312555420390062,-17.63600671829446,1.7049378866033431,-0.4825134149966319,0,0,0,0,0,,,,,0,0,,,
666.669,,604.859,645.271,0,0,0,0,0,0.666669,6.784038617698229,16.846270161962025,12.988802097888259,-6.20476348019003,2.9148534246371547,-0.1697596096381171,0,0,0,0,0,,,,,0,0,,,
733.337,,614.971,645.421,0,0,0,0,0,0.733337,6.93652863563932,26.96076461819962,20.788512346085696,-13.851983710446376,2.105449724039499,-0.3789842038147948,0,0,0,0,0,,,,,0,0,,,
800.003,,612.007,642.298,0,0,0,0,0,0.800003,3.816018569171092,23.99925898902336,18.504771334024,-14.688752764852907,2.0168836897434597,-0.4018778384371025,0,0,0,0,0,,,,,0,0,,,
866.671,,610.711,640.204,0,0,0,0,0,0.8666710000000001,1.7245085676910321,22.705753424097452,17.507295023714573,-15.78278645602354,1.9010880291570849,-0.43181012077744196,0,0,0,0,0,,,,,0,0,,,
933.335,,612.887,636.46,0,0,0,0,0,0.933335,-2.0170015928956673,24.88424769892731,19.187223189630092,-21.20422478252576,1.3272674627411805,-0.5801382974956231,0,0,0,0,0,,,,,0,0,,,
1000.004,,609.951,635.276,0,0,0,0,0,1.0000040000000001,-3.1985115764477996,21.950742150253745,16.92507421222639,-20.12358578867419,1.441645390183747,-0.5505724882038318,0,0,0,0,0,,,,,0,0,,,
1066.673,,609.204,636.408,0,0,0,0,0,1.066673,-2.064021569710576,21.206236590997946,16.350954797213387,-18.414976366923963,1.622489507026227,-0.5038256832069321,0,0,0,0,0,,,,,0,0,,,
1133.339,,605.61,625.31,0,0,0,0,0,1.1333389999999999,-13.159531684730041,17.61473090891502,13.581394361325646,-26.740926046055687,0.741247136809673,-0.7316200176579724,0,0,0,0,0,,,,,0,0,,,
1200.002,,606.534,629.203,0,0,0,0,0,1.200002,-9.264041921504713,18.541225104006344,14.295852834719017,-23.55989475622373,1.077936603070881,-0.6445883956255447,0,0,0,0,0,,,,,0,0,,,
1266.668,,605.928,627.741,0,0,0,0,0,1.266668,-10.723552055943514,17.937719400761807,13.830464313443088,-24.554016369386602,0.9727159230969283,-0.6717871272971306,0,0,0,0,0,,,,,0,0,,,
1333.336,,608.624,621.269,0,0,0,0,0,1.333336,-17.19306212539584,20.63621376176559,15.911386322278066,-33.1044484476739,0.06771369254881521,-0.9057232018117439,0,0,0,0,0,,,,,0,0,,,
1400.006,,598.62,624.795,0,0,0,0,0,1.400006,-13.66457212986279,10.6347081870166,8.198806532324692,-21.863378662187483,1.257500727457343,-0.5981724587751112,0,0,0,0,0,,,,,0,0,,,
1466.667,,599.168,618.041,0,0,0,0,0,1.466667,-20.4160824801711,11.18520226495707,8.62331556931728,-29.039398049488376,0.49797027420045226,-0.7945052043879143,0,0,0,0,0,,,,,0,0,,,
1533.339,,598.181,622.668,0,0,0,0,0,1.533339,-15.786592429363282,10.20069674387355,7.8641221330633755,-23.650714562426657,1.0683239745581872,-0.6470731857223214,0,0,0,0,0,,,,,0,0,,,
1600.002,,600.228,619.416,0,0,0,0,0,1.600002,-19.036102724394595,12.250190875481735,9.444572886295699,-28.480675610690295,0.5571070580190811,-0.7792188033173106,0,0,0,0,0,,,,,0,0,,,
1666.669,,599.189,623.094,0,0,0,0,0,1.6666690000000002,-15.355612879745195,11.21368514616529,8.645279911817951,-24.000892791563146,1.0312601074276984,-0.656653908609144,0,0,0,0,0,,,,,0,0,,,
1733.339,,594.982,619.406,0,0,0,0,0,1.733339,-19.04112293276421,7.009179518508745,5.403009546796139,-24.44413247956035,0.9843463488442529,-0.668780752227077,0,0,0,0,0,,,,,0,0,,,
1800.006,,605.716,619.009,0,0,0,0,0,1.800006,-19.435633107535068,17.745673768030088,13.682369883590946,-33.11800299112601,0.06627904083228146,-0.906094048180441,0,0,0,0,0,,,,,0,0,,,
1866.672,,594.42,621.479,0,0,0,0,0,1.866672,-16.96314332936265,6.452167969556967,4.973474614969246,-21.936617944331896,1.2497488719841268,-0.6001762534381482,0,0,0,0,0,,,,,0,0,,,
1933.339,,603.606,626.738,0,0,0,0,0,1.933339,-11.701653523553205,15.640662197916527,12.059107308577751,-23.760760832130956,1.0566763620593065,-0.650084003434677,0,0,0,0,0,,,,,0,0,,,
2000.005,,604.222,629.396,0,0,0,0,0,2.0000050000000003,-9.041163764800217,16.25915637828234,12.536054072246667,-21.577217837046884,1.2877888091211185,-0.5903432240065843,0,0,0,0,0,,,,,0,0,,,
2066.67,,602.305,630.129,0,0,0,0,0,2.0666700000000002,-8.305674053102962,14.344650510654787,11.059698422384221,-19.365372475487185,1.521896859744916,-0.5298281042349673,0,0,0,0,0,,,,,0,0,,,
2133.334,,601.784,640.315,0,0,0,0,0,2.1333339999999996,1.8828156115387173,13.826144595034407,10.659856796951203,-8.777041185412486,2.642596182020499,-0.240136000376225,0,0,0,0,0,,,,,0,0,,,
