TimeStamp,Events,UV,Fluorescence,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,Expected_Dispense_RWD,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,ToneStart_5000,ToneStart_10000,ToneStart_20000,ToneStart,PelletGrab,Xpos,Ypos,Speed_cm,DistFromFED,Dispense_Bonsai,Retrieval_Bonsai,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,733.036,786.195,0,0,0,0,0,0,0.0,33.67228633368768,55.02947612133164,-1.3629697457552339,35.03525607944292,9.096802550623584,1.1959582528214279,0,0,0,0,0,253.63471476924167,185.29888310557283,2.2743758956009215,1.67176201792651,0,0,5.527461258758225,-0.8923237833762614,1.4136995827271055
66.667,,718.808,779.402,0,0,0,0,0,0,0.066667,26.896417897357082,40.80888183470279,-1.0107532857337904,27.907171183090874,8.036617911336094,0.9526350146731554,0,0,0,0,0,264.1739409729412,175.94539245369694,4.78983934007303,1.347326287456867,0,0,5.215482623714819,-0.6074773653025513,1.2026052450897489
133.332,,727.803,776.1,0,0,0,0,0,0,0.133332,23.611542091743672,49.81128674698641,-1.2337253448456647,24.84526743658934,7.581210411815566,0.8481143270929096,0,0,0,0,0,268.55506884867253,170.93788483763547,1.5255812680351273,1.1907591025229132,0,0,5.071395484573001,-0.4865898358147473,1.0868015329042147
199.998,,712.213,779.283,0,0,0,0,0,0,0.19999799999999998,26.811659690998226,34.22869119148186,-0.8477747626209615,27.659434453619188,7.999771173538736,0.9441783107898777,0,0,0,0,0,267.305573046446,171.41960963546884,1.0973927660330824,1.212759989035992,0,0,5.100301788740687,-0.5189719341401271,1.0961089921086475
266.667,,714.442,775.859,0,0,0,0,0,0,0.266667,23.404771211424645,36.46509539032934,-0.9031661445996879,24.307937356024333,7.501291456594694,0.829772107961308,0,0,0,0,0,265.6255008127398,173.37196092636432,0.6841247097175596,1.2736923543420193,0,0,5.155914513871043,-0.5654008115497386,1.1413212237613972
333.33,,708.484,772.865,0,0,0,0,0,0,0.33332999999999996,20.427874346896147,30.514498344092885,-0.7557814302625266,21.183655777158673,7.036606287031494,0.7231221000404365,0,0,0,0,0,260.7652228672977,175.91968123020408,1.7965827503809266,1.3808230022231178,0,0,5.276949464430791,-0.6928521808099467,1.1944153461067744
399.999,,711.036,777.507,0,0,0,0,0,0,0.39999900000000005,25.086972179529994,33.07390138543428,-0.8191728653052237,25.906145044835217,7.738998395654245,0.8843282861956537,0,0,0,0,0,261.45577507902203,173.99048650981382,1.1715662616007634,1.3295034839986313,0,0,5.239721331265446,-0.6712746206382884,1.1475930888827368
466.664,,711.307,767.97,0,0,0,0,0,0,0.46666399999999997,15.567062147815477,33.3523034039672,-0.8260683417849014,16.393130489600377,6.324094946631101,0.5595934465031569,0,0,0,0,0,261.4516474084191,174.10941369536457,0.29967652253389415,1.3322540855503808,0,0,5.24131080333211,-0.6716413273541472,1.1505645900407508
533.332,,711.448,763.898,0,0,0,0,0,0,0.533332,11.51214604977838,33.50070517699237,-0.8297439650466507,12.341890014825031,5.721539984973073,0.42130090858120167,0,0,0,0,0,263.57469010832847,172.84103801519458,1.3729758067991416,1.281089374706835,0,0,5.18642021790625,-0.6156244493920964,1.1234751992355807
600.001,,704.05,767.34,0,0,0,0,0,0,0.600001,14.97122337567555,26.11010648246622,-0.6466932108265756,15.617916586502124,6.2087947104277585,0.5331308608434432,0,0,0,0,0,266.01519975884946,167.9816284073557,1.5827900343781716,1.1444810968581343,0,0,5.080271276535997,-0.543701909307988,1.007087491174648
666.666,,703.165,766.062,0,0,0,0,0,0,0.6666660000000001,13.710292848590484,25.2325067654059,-0.624956772852992,14.335249621443475,6.01801923097568,0.4893459334832748,0,0,0,0,0,273.0393392771711,162.65707043607898,3.243728491184807,0.9577578798988057,0,0,4.884378546989802,-0.35587151323194177,0.8891881817580928
733.331,,706.139,763.167,0,0,0,0,0,0,0.7333310000000001,10.832355496706896,28.213906469948597,-0.6988002444180571,11.531155741124953,5.600956681600717,0.39362580487200644,0,0,0,0,0,270.63490208425594,165.13990910672715,1.6783884555121262,1.0357905532805143,0,0,4.959720015756544,-0.4216292248160979,0.9460924199284816
