TimeStamp,Events,UV,Fluorescence,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,TimeStampAdjusted,ToneStart,PelletGrab,ToneStart_5000,ToneStart_10000,ToneStart_20000,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z
1666.667,,384.54,408.992,0,0,0,0,0,1.666667,0,0,0,0,0,3.7396352731054776,5.009795374993473,3.2874273870214283,0.45220788608404927,4.9921050004089365,0.4235244272691808
1733.338,,384.173,408.991,0,0,0,0,0,1.733338,0,0,0,0,0,3.752746465357916,4.6610614174401235,3.0585881882041606,0.6941582771537553,5.796817725439892,0.6501279517957428
1800.002,,384.374,408.725,0,0,0,0,0,1.8000019999999999,0,0,0,0,0,3.500846224415227,4.880308186598995,3.202457902956316,0.29838832145891114,4.4805102041975555,0.2794616078990914
1866.667,,384.015,408.052,0,0,0,0,0,1.8666669999999999,0,0,0,0,0,2.8419362513984083,4.539537892756982,2.978844459715414,-0.13690820831700545,3.032739629726453,-0.128224147124078
1933.332,,383.502,407.711,0,0,0,0,0,1.933332,0,0,0,0,0,2.5150163424609673,4.044750280295943,2.6541648626533147,-0.13914852019234747,3.0252884846129646,-0.13032235645015824
2000.0,,383.728,407.813,0,0,0,0,0,2.0,0,0,0,0,0,2.631087138279554,4.288946185831321,2.814406198969478,-0.1833190606899242,2.8783798730883206,-0.17169116810093366
2066.667,,382.995,407.752,0,0,0,0,0,2.066667,0,0,0,0,0,2.584147801897984,3.57412453503963,2.3453402811791735,0.23880752071881073,4.282347976349453,0.2236600058345928
2133.335,,382.724,407.887,0,0,0,0,0,2.133335,0,0,0,0,0,2.7331987628497814,3.3212858914376966,2.1794275807417356,0.5537711821080458,5.329898530501018,0.5186455830557886
2200.001,,382.622,407.697,0,0,0,0,0,2.2000010000000003,0,0,0,0,0,2.557239396786713,3.2374294563182957,2.124400993818493,0.43283840296821996,4.92768324241273,0.4053835467237961
2266.669,,383.082,407.804,0,0,0,0,0,2.266669,0,0,0,0,0,2.678270553858681,3.7155563364365776,2.438147819470047,0.24012273438863385,4.286722299414451,0.22489179575553395
2333.334,,382.663,408.037,0,0,0,0,0,2.333334,0,0,0,0,0,2.9252911896696787,3.314665190801577,2.1750830774424066,0.7502081122272721,5.9832361698165775,0.7026225566634499
2400.004,,382.68,408.382,0,0,0,0,0,2.400004,0,0,0,0,0,3.284302993984852,3.3497582098486305,2.1981111141129634,1.0861918798718886,7.100698357135683,1.017294938862861
2466.667,,381.978,407.64,0,0,0,0,0,2.4666669999999997,0,0,0,0,0,2.5563034529349125,2.6658321558421108,1.7493188847953918,0.8069845681395207,6.1720713122304725,0.7557976929505238
2533.336,,382.57,408.163,0,0,0,0,0,2.533336,0,0,0,0,0,3.093295304661183,3.2758905718357596,2.1496391751598907,0.9436561295012922,6.626632861362173,0.883800203590001
2599.998,,383.186,408.464,0,0,0,0,0,2.5999980000000003,0,0,0,0,0,3.408275828742319,3.9099299549801003,2.5656957745094076,0.8425800542329114,6.290459798756049,0.7891353642406468
2666.67,,382.624,408.012,0,0,0,0,0,2.66667,0,0,0,0,0,2.9702485974640354,3.3659549225002934,2.208739395834318,0.7615092016297171,6.0208229263770985,0.7132068201492899
2733.336,,382.226,407.058,0,0,0,0,0,2.733336,0,0,0,0,0,2.0302102644049,2.9859611652059925,1.9593875185899345,0.0708227458149655,3.723640526533265,0.0663304727360261
2800.003,,381.541,406.786,0,0,0,0,0,2.8000030000000002,0,0,0,0,0,1.772162304317476,2.318950593673776,1.521695227701602,0.25046707661587386,4.3211269713206715,0.23457999835457918
2866.668,,381.357,406.658,0,0,0,0,0,2.866668,0,0,0,0,0,1.6581040972333767,2.152922416725289,1.4127475494756556,0.2453565477577211,4.304129653872201,0.22979362935417327
2933.333,,381.59,406.507,0,0,0,0,0,2.933333,0,0,0,0,0,1.521036069501804,2.4038771922349724,1.5774240558013055,-0.05638798629950159,3.300545137265953,-0.052811307226783046
2999.999,,381.718,407.185,0,0,0,0,0,2.999999,0,0,0,0,0,2.212958437523639,2.5498152070675815,1.6731885710368708,0.5397698664867683,5.283330980856634,0.5055323681782965
3066.667,,381.809,406.935,0,0,0,0,0,3.066667,0,0,0,0,0,1.9768714171054853,2.6587367470483514,1.744662878035865,0.23220853906962025,4.260400152740359,0.2174795963160074
3133.338,,382.542,407.285,0,0,0,0,0,3.133338,0,0,0,0,0,2.3407752234612076,3.409642096966138,2.2374069166960475,0.10336830676516007,3.8318851419856403,0.09681167504531853
3200.0,,383.115,407.474,0,0,0,0,0,3.2,0,0,0,0,0,2.543667363009831,4.000528054224674,2.6251462409651265,-0.08147887795529529,3.217094312042971,-0.07631068847423433
3266.669,,382.257,407.696,0,0,0,0,0,3.266669,0,0,0,0,0,2.7795511781525306,3.1603989303637263,2.0738535680169212,0.7056976101356094,5.835196866088572,0.6609353471167959
3333.336,,382.755,407.642,0,0,0,0,0,3.3333359999999996,0,0,0,0,0,2.7394248011469244,3.676252328818009,2.4123565323902247,0.3270682687566997,4.5758980167227215,0.3063223916828323
3400.003,,382.366,407.753,0,0,0,0,0,3.4000030000000003,0,0,0,0,0,2.8642886562412855,3.305088803757144,2.1687990529264494,0.6954896033148361,5.801245637700136,0.6513748321957352
3466.672,,382.183,408.32,0,0,0,0,0,3.466672,0,0,0,0,0,3.4451431665058294,3.1399089073011055,2.060408016300954,1.3847351502048753,8.093635659477538,1.2969016672588927
3533.338,,382.549,408.364,0,0,0,0,0,3.533338,0,0,0,0,0,3.502987300697896,3.5237113211394444,2.3122591337060108,1.1907281669918852,7.44837988019929,1.1152005094948474
3599.999,,382.63,408.669,0,0,0,0,0,3.599999,0,0,0,0,0,3.821820652827455,3.622495531982622,2.377081326026329,1.444739326801126,8.293206010442981,1.3530997905308129
3666.667,,381.961,408.931,0,0,0,0,0,3.666667,0,0,0,0,0,4.097645720248579,2.9712647582333602,1.9497437373513518,2.1479019828972272,10.631883516296147,2.011660975252889
3733.335,,382.379,409.482,0,0,0,0,0,3.733335,0,0,0,0,0,4.6624610573966265,3.4070171492202803,2.2356844261668383,2.4267766312297883,11.559404142361558,2.2728466585405744
3800.0,,382.359,408.769,0,0,0,0,0,3.8,0,0,0,0,0,3.9632660508165145,3.4047519249326115,2.234197986146003,1.7290680646705114,9.238866616503202,1.6193936115101284
3866.671,,382.351,409.675,0,0,0,0,0,3.8666709999999997,0,0,0,0,0,4.883062571133564,3.4144714961682894,2.2405759681183484,2.642486603015216,12.276842781102143,2.4748741885065026
3933.335,,383.054,409.14,0,0,0,0,0,3.933335,0,0,0,0,0,4.361847935973515,4.135172425870564,2.713499868322985,1.6483480676505295,8.970396669092676,1.5437936683001516
4000.001,,381.044,409.014,0,0,0,0,0,4.000001,0,0,0,0,0,4.249624015075483,2.1428571232872855,1.406142704618065,2.8434813104574177,12.94533931887387,2.6631198405024374
4066.666,,381.791,409.039,0,0,0,0,0,4.066666000000001,0,0,0,0,0,4.288390195833074,2.9075248098411066,1.9079175876265837,2.38047260820649,11.40539969383707,2.2294796907483403
4133.334,,382.37,409.173,0,0,0,0,0,4.133334,0,0,0,0,0,4.436147311338345,3.5041765624684444,2.2994404264177297,2.1367068849206157,10.594649280964195,2.0011759801772273
4200.0,,380.835,408.912,0,0,0,0,0,4.2,0,0,0,0,0,4.188894337140823,1.9868110745210856,1.303745298214662,2.885149038926161,13.083923725262666,2.702144593007643
4266.671,,380.914,408.352,0,0,0,0,0,4.2666710000000005,0,0,0,0,0,3.6426327235649865,2.083430214080238,1.3671467709082057,2.2754859526567808,11.05622027194908,2.1311523184690935
4333.337,,380.375,408.599,0,0,0,0,0,4.333337,0,0,0,0,0,3.9033604175060077,1.5620313559936676,1.0250048763078907,2.878355541198117,13.06132895265223,2.695782005527491
4399.998,,381.632,408.536,0,0,0,0,0,4.399997999999999,0,0,0,0,0,3.854077428649532,2.8366145215385927,1.8613862613488257,1.9926911673007064,10.11566150144117,1.866295151691641
4466.665,,380.831,407.943,0,0,0,0,0,4.466665,0,0,0,0,0,3.2747860277842733,2.0531826293175186,1.3472983078797691,1.9274877199045042,9.898798682564825,1.805227546361733
4533.334,,381.234,407.949,0,0,0,0,0,4.533334,0,0,0,0,0,3.294485398163374,2.4737346397453166,1.6232645080240888,1.6712208901392853,9.046470327137614,1.565215672079138
4599.999,,380.77,407.638,0,0,0,0,0,4.5999989999999995,0,0,0,0,0,2.997174314815652,2.0272689914166904,1.3302937804822352,1.6668805343334168,9.03203455981894,1.5611506242031632
4666.665,,380.719,407.16,0,0,0,0,0,4.666665,0,0,0,0,0,2.5328538125751265,1.9937870180152686,1.3083229118528725,1.224530900722254,7.560805778142246,1.146859142357845
4733.335,,380.488,406.922,0,0,0,0,0,4.733335,0,0,0,0,0,2.308524513426562,1.7802895234307812,1.1682258706786306,1.1402986427479314,7.280654258029599,1.0679697202270368
4799.999,,380.313,406.587,0,0,0,0,0,4.799999,0,0,0,0,0,1.987184374777712,1.622773900580853,1.0648641298631663,0.9223202449145458,6.5556709680962095,0.8638176500389477
4866.667,,379.866,406.345,0,0,0,0,0,4.8666670000000005,0,0,0,0,0,1.758835453594486,1.19324279037113,0.7830058450632201,0.9758296085312658,6.7336399543016405,0.9139329250633588
4933.332,,380.092,406.418,0,0,0,0,0,4.933332,0,0,0,0,0,1.8454763237916154,1.4366943756126034,0.9427587584540238,0.9027175653375916,6.490473612429466,0.8454583646388968
5000.005,,380.487,406.535,0,0,0,0,0,5.000005,0,0,0,0,0,1.9761092425513311,1.8491315513952031,1.2134000046656375,0.7627092378856937,6.024814176159392,0.7143307383374841
5066.671,,380.476,406.72,0,0,0,0,0,5.066671,0,0,0,0,0,2.1747311499972852,1.8555504117005057,1.21761206035385,0.9571190896434352,6.67140987244725,0.8964092107723506
5133.335,,381.634,407.076,0,0,0,0,0,5.133335,0,0,0,0,0,2.544343077170879,3.0309522836189444,1.9889106873795344,0.5554323897913447,5.33542360924034,0.5202014206568019
5200.003,,381.239,406.574,0,0,0,0,0,5.200003,0,0,0,0,0,2.055946256206653,2.653338749947636,1.7411207127118684,0.3148255434947844,4.535179434852429,0.29485622011809565
5266.672,,380.689,406.217,0,0,0,0,0,5.266672,0,0,0,0,0,1.712540081335078,2.1207090437511624,1.391609136358908,0.3209309449761699,4.555485639945846,0.3005743571635243
5333.337,,380.806,407.377,0,0,0,0,0,5.333337,0,0,0,0,0,2.8861235411314397,2.2550618806826606,1.479771458657354,1.4063520824740856,8.165532300752876,1.31714744169223
5399.999,,382.292,407.355,0,0,0,0,0,5.399999,0,0,0,0,0,2.877696848280948,3.758397540876672,2.4662602148594126,0.41143663342153536,4.856502219657386,0.38533928728307976
5466.671,,380.888,406.13,0,0,0,0,0,5.466671,0,0,0,0,0,1.6662626556810096,2.371719419676765,1.5563221276736372,0.10994052800737242,3.8537439620600553,0.10296702156436835
5533.334,,380.41,405.739,0,0,0,0,0,5.533334,0,0,0,0,0,1.2888171045846093,1.9110225975889534,1.254012904895675,0.034804199688934334,3.6038449673007062,0.03259657602936714
5600.001,,379.423,405.654,0,0,0,0,0,5.600001,0,0,0,0,0,1.2173628467344315,0.9413104679571802,0.6176878725266279,0.5996749742078036,5.482571834588419,0.5616377064946089
5666.666,,379.395,405.832,0,0,0,0,0,5.666666,0,0,0,0,0,1.408898669993107,0.9305814913242898,0.6106475188024736,0.7982511511906334,6.143024482751507,0.7476182349507733
5733.333,,379.427,405.352,0,0,0,0,0,5.733333,0,0,0,0,0,0.9424253939266691,0.9798367211391223,0.6429687971989496,0.2994565967277195,4.4840632247107495,0.2804621226740677
5800.005,,379.107,405.101,0,0,0,0,0,5.8000050000000005,0,0,0,0,0,0.7049436331292327,0.6770769484600692,0.44429785531519705,0.26064577781403564,4.354980730937406,0.2441130665030067
5866.67,,379.661,405.764,0,0,0,0,0,5.86667,0,0,0,0,0,1.3814509623246636,1.248299088153658,0.8191337838587164,0.5623171784659472,5.358322010152639,0.5266495085164161
5933.337,,380.381,405.265,0,0,0,0,0,5.933337000000001,0,0,0,0,0,0.8959492134948732,1.9855054842058166,1.3028885699401176,-0.40693935644524437,2.134631963552402,-0.381127271716194
6000.001,,379.46,404.875,0,0,0,0,0,6.000001,0,0,0,0,0,0.5194373818623603,1.0816948635975336,0.7098081032324954,-0.1903707213701351,2.854926465731226,-0.17829554330709235
6066.668,,379.237,404.75,0,0,0,0,0,6.066668,0,0,0,0,0,0.40791668877807297,0.8758687905057059,0.5747450483109436,-0.16682835953287067,2.9332269721448396,-0.15624646893106955
6133.337,,379.838,405.207,0,0,0,0,0,6.133337,0,0,0,0,0,0.8783869383503884,1.4940270225516201,0.9803804374085051,-0.10199349905811672,3.1488638926679804,-0.09552407112542019
6200.005,,378.689,404.516,0,0,0,0,0,6.200005,0,0,0,0,0,0.20084753158300828,0.36216880431373966,0.23765515291517544,-0.03680762133216717,3.3656682758577188,-0.03447292102497648
6266.665,,379.387,405.032,0,0,0,0,0,6.266665,0,0,0,0,0,0.7302970644053062,1.07729235623475,0.7069191782056506,0.02337788619965553,3.565841722815904,0.021895031396318734
6333.339,,379.796,405.282,0,0,0,0,0,6.333339,0,0,0,0,0,0.9937399816772086,1.5034033444698025,0.9865331792024596,0.007206802474748919,3.512057652480493,0.006749676386653806
6400.003,,379.663,404.565,0,0,0,0,0,6.400003,0,0,0,0,0,0.29017145096997865,1.3874956252678885,0.9104745418819311,-0.6203030909119525,1.4249967717001184,-0.5809573857430655
6466.667,,379.422,405.032,0,0,0,0,0,6.466667,0,0,0,0,0,0.7705934965392771,1.1635717831679244,0.7635357321894424,0.007057764349834739,3.5115619604706434,0.00661009172119793
6533.334,,379.653,405.395,0,0,0,0,0,6.533334,0,0,0,0,0,1.1470067290922543,1.4116326024845307,0.9263132246614308,0.22069350443082347,4.222101826947026,0.20669495809880759
6600.0,,379.799,404.777,0,0,0,0,0,6.6,0,0,0,0,0,0.5424103507366453,1.5746770757762647,1.0333029967542615,-0.4908926460176162,1.8554082758848227,-0.4597554203568699
6666.666,,379.631,405.061,0,0,0,0,0,6.666666,0,0,0,0,0,0.8398045700560601,1.4237054759845478,0.9342354434168082,-0.09443087336074807,3.174016739523952,-0.08844114131438648
6733.337,,380.091,404.954,0,0,0,0,0,6.733337000000001,0,0,0,0,0,0.7461903978803548,1.9007190953379336,1.247251747431465,-0.5010613495511103,1.8215877679108867,-0.46927912499056734
6800.003,,379.595,404.883,0,0,0,0,0,6.800002999999999,0,0,0,0,0,0.6885658337703262,1.4217153988342943,0.9329295549285073,-0.24436372115818106,2.6753489341556866,-0.22886377755395584
6866.669,,379.582,404.312,0,0,0,0,0,6.866669,0,0,0,0,0,0.13093188924875676,1.4256956798701026,0.9355414150688052,-0.8046095258200484,0.8120044437277902,-0.7535732991063449
6933.333,,377.966,403.722,0,0,0,0,0,6.933332999999999,0,0,0,0,0,-0.4457118289556661,-0.1733405534096164,-0.11374605057047917,-0.3319657783851869,2.3839896605550415,-0.3109092532221395
7000.005,,378.386,403.69,0,0,0,0,0,7.000005,0,0,0,0,0,-0.46436331129763175,0.2636092583239247,0.1729803856560894,-0.6373436969537212,1.3683207214427746,-0.596917109437089
7066.672,,378.397,404.037,0,0,0,0,0,7.066672,0,0,0,0,0,-0.10402515388017264,0.29154182584693444,0.19130973453200698,-0.2953348884121796,2.505821839292853,-0.27660185352036876
7133.334,,378.903,403.522,0,0,0,0,0,7.133334,0,0,0,0,0,-0.6056973473221205,0.8144571695372633,0.5344467468805811,-1.1401440942027017,-0.3039637333498846,-1.0678249746661612
7200.001,,378.473,404.399,0,0,0,0,0,7.200001,0,0,0,0,0,0.2846221149571875,0.4013578436411649,0.26337099781030426,0.021251117146883214,3.5587682144309776,0.019903162893517352
7266.666,,379.939,405.195,0,0,0,0,0,7.266666,0,0,0,0,0,1.0939318410547685,1.8842420892698897,1.2364395371896748,-0.14250769613490633,3.0141160636276387,-0.1334684605119176
7333.332,,380.351,404.68,0,0,0,0,0,7.333332,0,0,0,0,0,0.5922324373918855,2.3131106833238277,1.517863078934035,-0.9256306415421496,0.4094953533789289,-0.8669180688482719
7400.0,,380.36,405.036,0,0,0,0,0,7.4,0,0,0,0,0,0.9615241101030847,2.3389638944760236,1.5348279543032972,-0.5733038442002125,1.5813134931924602,-0.5369392921665797
7466.671,,380.946,405.446,0,0,0,0,0,7.466671,0,0,0,0,0,1.3848070647593431,2.941801990431486,1.9304102711583193,-0.5456032063989762,1.673444180113757,-0.5109957004672985
7533.335,,380.631,404.517,0,0,0,0,0,7.533335,0,0,0,0,0,0.46907931712701156,2.6436224637479313,1.7347448863799013,-1.2656655692528898,-0.7214407532917174,-1.1853846468137912
7600.002,,379.999,404.256,0,0,0,0,0,7.600002000000001,0,0,0,0,0,0.22134286619757404,2.0284278556864024,1.3310542271358374,-1.1097113609382634,-0.20274625811831581,-1.0393225837908693
7666.666,,379.751,404.332,0,0,0,0,0,7.666666,0,0,0,0,0,0.3105965254876537,1.7972166704121264,1.1793334633565835,-0.8687369378689298,0.5987204549279082,-0.8136331218030443
7733.336,,380.423,404.304,0,0,0,0,0,7.733336,0,0,0,0,0,0.2958420909107531,2.485991190065988,1.631307255496471,-1.3354651645857178,-0.9535900890212714,-1.250756867305015
7800.004,,379.897,404.429,0,0,0,0,0,7.8000039999999995,0,0,0,0,0,0.43407797946258597,1.9767494169939823,1.2971428392415527,-0.8630648597789667,0.6175854519885972,-0.8083208225300696
7866.671,,379.751,404.21,0,0,0,0,0,7.866671,0,0,0,0,0,0.22830439751777476,1.8474916202229679,1.2123238819438853,-0.9840194844261105,0.21529750703190745,-0.921603318713073
7933.332,,379.471,404.306,0,0,0,0,0,7.933332,0,0,0,0,0,0.33752036176724687,1.5842165631500507,1.0395628077088934,-0.7020424459416466,1.1531364996939137,-0.6575120292812127
7999.999,,379.471,404.121,0,0,0,0,0,7.999999,0,0,0,0,0,0.16572825848857065,1.6009272730767066,1.0505283744065348,-0.8848001159179641,0.5452952725037483,-0.8286774155730023
8066.665,,379.634,403.737,0,0,0,0,0,8.066665,0,0,0,0,0,-0.2050732929852188,1.780622010155298,1.1684440484442535,-1.3735173414294723,-1.0801493840317744,-1.2863954019260173
8133.334,,379.734,403.651,0,0,0,0,0,8.133334,0,0,0,0,0,-0.277883493964282,1.8973017918955861,1.2450093131490432,-1.5228928071133252,-1.5769633693771845,-1.4262960106917442
8200.002,,378.991,403.714,0,0,0,0,0,8.200002,0,0,0,0,0,-0.20170312903860577,1.1709656333444514,0.7683875761636917,-0.9700907052022975,0.26162380489815046,-0.9085580392633735
8266.671,,379.768,404.46,0,0,0,0,0,8.266671,0,0,0,0,0,0.5574682043752546,1.9646140508958183,1.2891796128475952,-0.7317114084723406,1.0544592808584305,-0.6852990952527855
8333.333,,379.259,403.056,0,0,0,0,0,8.333333,0,0,0,0,0,-0.8333710658077393,1.472245065393679,0.9660871186285789,-1.7994581844363182,-2.496803496317429,-1.6853188995836792
8400.001,,378.304,403.476,0,0,0,0,0,8.400001,0,0,0,0,0,-0.4002183656897387,0.5338619369172761,0.35032017465000176,-0.7505385403397404,0.9918413511144459,-0.702932025784607
8466.669,,379.645,404.359,0,0,0,0,0,8.466669,0,0,0,0,0,0.4959251269293645,1.8914631843023244,1.241178019250324,-0.7452528923209594,1.0094211045587063,-0.6979816453980857
8533.337,,379.903,404.284,0,0,0,0,0,8.533337,0,0,0,0,0,0.4340594192075855,2.166048823967458,1.4213610969997377,-0.9873016777921522,0.204381125553917,-0.924677323188265
8600.001,,379.604,403.883,0,0,0,0,0,8.600001,0,0,0,0,0,0.04618373108257856,1.883617878598443,1.236029930190261,-1.1898461991076825,-0.46927000171767863,-1.1143744846630794
8666.671,,378.505,402.384,0,0,0,0,0,8.666671000000001,0,0,0,0,0,-1.4396999619870599,0.801172849335444,0.5257295768833024,-1.9654295388703622,-3.0488144284478076,-1.840762723083705
8733.337,,376.709,402.465,0,0,0,0,0,8.733336999999999,0,0,0,0,0,-1.3455936206215142,-0.9782887312777575,-0.6419529891924085,-0.7036406314291057,1.1478210290594908,-0.659008842172088
8800.003,,377.192,402.808,0,0,0,0,0,8.800003,0,0,0,0,0,-0.9894964504713926,-0.47876585317754916,-0.31416611114552406,-0.6753303393258685,1.2419793902181422,-0.6324942664253522
8866.671,,377.238,402.921,0,0,0,0,0,8.866671,0,0,0,0,0,-0.8634080519005352,-0.4162580050403335,-0.27314846552286176,-0.5902595863776734,1.5249196951406279,-0.5528195348948064
8933.333,,376.693,403.164,0,0,0,0,0,8.933333000000001,0,0,0,0,0,-0.6073299875374687,-0.9447671500587376,-0.6199561299158783,0.012626142378409644,3.5300820572457132,0.01182526860763583
9000.004,,377.783,403.706,0,0,0,0,0,9.000004,0,0,0,0,0,-0.052259308110876646,0.16171043772055782,0.10611438662663825,-0.1583736947375149,2.9613466884082196,-0.14832808188962723
9066.672,,377.98,403.113,0,0,0,0,0,9.066672,0,0,0,0,0,-0.6321983603122021,0.37517180671363803,0.2461877221902984,-0.8783860825025005,0.5666279691998671,-0.8226702230574239
9133.335,,377.157,403.632,0,0,0,0,0,9.133334999999999,0,0,0,0,0,-0.10014752720928755,-0.43138351786330986,-0.2830738259907499,0.18292629878146238,4.096490329315075,0.17132331900441536
9200.0,,377.377,403.299,0,0,0,0,0,9.2,0,0,0,0,0,-0.4201054306716969,-0.19495379193688223,-0.12792865619663008,-0.29217677447506685,2.5163255399112168,-0.27364405813990983
9266.669,,377.018,403.407,0,0,0,0,0,9.266669,0,0,0,0,0,-0.2990716735624801,-0.5375385084592494,-0.35273272347483875,0.05366104991235865,3.6665617385433724,0.05025733988763416
9333.334,,376.809,402.986,0,0,0,0,0,9.333334,0,0,0,0,0,-0.7070478127874367,-0.7301396209846871,-0.47911756018777324,-0.22793025259966343,2.730005680966339,-0.213472680729964
9400.004,,376.954,402.808,0,0,0,0,0,9.400004000000001,0,0,0,0,0,-0.8720320832007928,-0.5687548997596537,-0.37321691728627165,-0.4988151659145212,1.8290584421558345,-0.4671754163479211
9466.666,,376.548,402.986,0,0,0,0,0,9.466666,0,0,0,0,0,-0.6810270150493238,-0.9583875224302574,-0.6288938173236629,-0.05213319772566094,3.314696313019579,-0.0488263990698466
9533.337,,376.392,402.848,0,0,0,0,0,9.533337,0,0,0,0,0,-0.8060292849384609,-1.0980332992082253,-0.7205293663831388,-0.08549991855532213,3.2037205682585457,-0.08007667524615888
9600.001,,376.318,402.835,0,0,0,0,0,9.600001,0,0,0,0,0,-0.8060420054619613,-1.155696139400959,-0.7583677181278629,-0.0476742873340984,3.329526385895259,-0.04465031650263518
9666.667,,376.536,403.184,0,0,0,0,0,9.666667,0,0,0,0,0,-0.44406341518163117,-0.9213738195519454,-0.6046054280559285,0.16054201287429737,4.02204151511565,0.15035886402607027
