TimeStamp,Events,UV,Fluorescence,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,Expected_Dispense_RWD,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,ToneStart_5000,ToneStart_10000,ToneStart_20000,ToneStart,PelletGrab,Xpos,Ypos,Speed_cm,DistFromFED,Dispense_Bonsai,Retrieval_Bonsai,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,837.623,984.617,0,0,0,0,0,0,0.0,-24.787268947909865,54.57409841199717,17.31919785327662,-42.106466801186485,0.570269959509364,-0.7548725342987761,0,0,0,0,0,,,,,0,0,,,
66.667,,824.853,968.564,0,0,0,0,0,0,0.066667,-39.36470066397749,41.84562361824476,13.27979138631602,-52.64449205029351,-0.19096464903271493,-0.9437951970303295,0,0,0,0,0,,,,,0,0,,,
133.331,,817.65,955.904,0,0,0,0,0,0,0.13333099999999998,-50.563859949133075,34.68411966798931,11.007074046762915,-61.57093399589599,-0.8357834248000352,-1.1038258613357461,0,0,0,0,0,,,,,0,0,,,
199.997,,814.783,960.023,0,0,0,0,0,0,0.199997,-44.998490563241944,31.85858969337039,10.110386561655208,-55.10887712489715,-0.3689842649680451,-0.9879759784655866,0,0,0,0,0,,,,,0,0,,,
266.667,,818.347,966.588,0,0,0,0,0,0,0.266667,-37.00140617496561,35.46403495400648,11.254581694070785,-48.255987869036396,0.12604742709488959,-0.8651193658633939,0,0,0,0,0,,,,,0,0,,,
333.335,,799.093,971.298,0,0,0,0,0,0,0.333335,-30.873592858352367,16.251451737957154,5.1574306883571355,-36.031023546709505,1.0091413379901946,-0.6459537483044544,0,0,0,0,0,,,,,0,0,,,
400.0,,793.98,961.479,0,0,0,0,0,0,0.4,-39.2889282701351,11.179839446204483,3.5479445699356247,-42.836872840070725,0.5175076684782307,-0.7679670420912024,0,0,0,0,0,,,,,0,0,,,
466.669,,795.848,1041.655,0,0,0,0,0,0,0.466669,42.276875261931764,13.089202443099907,4.153884665855076,38.12299059607669,6.365799781429682,0.6834579273105362,0,0,0,0,0,,,,,0,0,,,
533.334,,800.344,1187.986,0,0,0,0,0,0,0.533334,189.98379015408295,17.62653578438801,5.593816310340181,184.38997384374278,16.9316778376246,3.3056900145986363,0,0,0,0,0,,,,,0,0,,,
599.999,,790.462,1249.595,0,0,0,0,0,0,0.5999990000000001,252.95503799914252,7.785841971693458,2.470852807604681,250.48418519153785,21.706120858293932,4.490607881447134,0,0,0,0,0,,,,,0,0,,,
666.669,,786.808,1229.315,0,0,0,0,0,0,0.666669,234.0238558646099,4.173124119108138,1.324349703854966,232.69950616075494,20.421410216592655,4.1717693098080835,0,0,0,0,0,,,,,0,0,,,
733.335,,790.812,1187.7,0,0,0,0,0,0,0.7333350000000001,193.74419643043757,8.21837667230136,2.6081185440838084,191.13607788635375,17.418995693547966,3.426632212844191,0,0,0,0,0,,,,,0,0,,,
799.998,,790.153,1195.294,0,0,0,0,0,0,0.7999980000000001,202.66021553999667,7.600600273413875,2.412065990951001,200.24814954904568,18.077223790481444,3.5899907929218355,0,0,0,0,0,,,,,0,0,,,
866.667,,788.655,1157.477,0,0,0,0,0,0,0.8666670000000001,166.15222316327151,6.143800505172976,1.9497477242104042,164.20247543906112,15.47339489729535,2.94377439356474,0,0,0,0,0,,,,,0,0,,,
933.331,,791.625,1120.473,0,0,0,0,0,0,0.933331,130.44413407739626,9.154970588218248,2.9053484622141093,127.53878561518215,12.824922445290765,2.2864783875907624,0,0,0,0,0,,,,,0,0,,,
999.996,,785.706,1088.35,0,0,0,0,0,0,0.999996,99.60419583144073,3.27711424947654,1.0399992124962603,98.56419661894448,10.73188704341719,1.7670303529425775,0,0,0,0,0,,,,,0,0,,,
1066.664,,788.124,1056.009,0,0,0,0,0,0,1.066664,68.53357421645137,5.736232739878233,1.8204052936731379,66.71316892277824,8.431066536082705,1.1960143588780263,0,0,0,0,0,,,,,0,0,,,
1133.331,,797.911,1027.994,0,0,0,0,0,0,1.1333309999999999,41.7763196140661,15.564323610157999,4.939369227888612,36.836950386177485,6.272900182822727,0.6604021711237125,0,0,0,0,0,,,,,0,0,,,
1199.999,,787.403,1001.899,0,0,0,0,0,0,1.199999,16.926595666947946,5.097388112033514,1.6176666967152664,15.30892897023268,4.717781973493999,0.2744540420293317,0,0,0,0,0,,,,,0,0,,,
1266.666,,788.622,979.62,0,0,0,0,0,0,1.2666659999999998,-4.119510331262973,6.357425032577794,2.0175418874139934,-6.137052218676966,3.1685900984295685,-0.11002329365013516,0,0,0,0,0,,,,,0,0,,,
1333.329,,788.805,965.451,0,0,0,0,0,0,1.333329,-17.067929077229905,6.581432547140935,2.0886311119782954,-19.1565601892082,2.2281007924091965,-0.343433259474223,0,0,0,0,0,,,,,0,0,,,
1400.002,,782.991,959.952,0,0,0,0,0,0,1.400002,-21.358283699547087,0.8084192830958727,0.25655401786494497,-21.614837717412033,2.0505223668850587,-0.3875045465875998,0,0,0,0,0,,,,,0,0,,,
1466.663,,787.051,963.192,0,0,0,0,0,0,1.466663,-16.92185152723073,4.90937173625764,1.5579993307103202,-18.47985085794105,2.2769841980479875,-0.33130141069457497,0,0,0,0,0,,,,,0,0,,,
1533.334,,782.942,963.589,0,0,0,0,0,0,1.533334,-15.340117409700724,0.8413034422270584,0.26698987033018073,-15.607107280030904,2.484502379232599,-0.2797996963549036,0,0,0,0,0,,,,,0,0,,,
1599.999,,781.729,963.21,0,0,0,0,0,0,1.599999,-14.546248186257458,-0.330795405470667,-0.10497800029255573,-14.441270185964902,2.568718873589582,-0.25889890679370664,0,0,0,0,0,,,,,0,0,,,
1666.669,,778.185,948.28,0,0,0,0,0,0,1.6666690000000002,-28.31493268686529,-3.8339180384668907,-1.2167008459257638,-27.098231840939526,1.6544188009480632,-0.4858092473389243,0,0,0,0,0,,,,,0,0,,,
1733.329,,781.148,934.554,0,0,0,0,0,0,1.733329,-40.89131470746861,-0.8300736318013833,-0.26342492570445386,-40.627889781764154,0.6770778264457854,-0.728365033988258,0,0,0,0,0,,,,,0,0,,,
1800.001,,781.212,921.193,0,0,0,0,0,0,1.800001,-53.11390031060637,-0.725248687801809,-0.23015852391226913,-52.8837417866941,-0.20824731586330877,-0.9480843969696117,0,0,0,0,0,,,,,0,0,,,
1866.667,,775.756,910.623,0,0,0,0,0,0,1.8666669999999999,-62.556884495419354,-6.140454213076964,-1.948684629605143,-60.608199865814214,-0.766238465349022,-1.0865662428533358,0,0,0,0,0,,,,,0,0,,,
1933.335,,772.563,906.711,0,0,0,0,0,0,1.933335,-65.35301824583416,-9.29268529097817,-2.9490513512863763,-62.403966894547786,-0.8959591652749033,-1.118760233728678,0,0,0,0,0,,,,,0,0,,,
1999.996,,772.989,903.858,0,0,0,0,0,0,1.999996,-67.1013393340977,-8.82594740335378,-2.800931166252826,-64.30040816784488,-1.0329522637136914,-1.152759083285018,0,0,0,0,0,,,,,0,0,,,
2066.665,,770.483,901.745,0,0,0,0,0,0,2.066665,-68.12048892510438,-11.291231365178419,-3.583293871891099,-64.53719505321328,-1.0500570217428666,-1.1570041299447327,0,0,0,0,0,,,,,0,0,,,
2133.334,,767.958,892.47,0,0,0,0,0,0,2.1333339999999996,-76.31249083492025,-13.775542048206717,-4.371694744860531,-71.94079609005972,-1.5848704430300387,-1.2897337437593934,0,0,0,0,0,,,,,0,0,,,
2199.996,,769.451,887.851,0,0,0,0,0,0,2.199996,-79.85934875953171,-12.24188370166371,-3.8849852573911696,-75.97436350214055,-1.8762429760597563,-1.3620463713897084,0,0,0,0,0,,,,,0,0,,,
2266.663,,774.568,886.769,0,0,0,0,0,0,2.266663,-79.87976198641991,-7.084248986550506,-2.2481997540192546,-77.63156223240065,-1.9959539272944653,-1.3917561499673046,0,0,0,0,0,,,,,0,0,,,
2333.332,,773.86,882.812,0,0,0,0,0,0,2.333332,-82.78567379349613,-7.751639716850832,-2.459997512639001,-80.32567628085712,-2.1905684593879675,-1.4400554458700177,0,0,0,0,0,,,,,0,0,,,
2399.999,,770.553,875.743,0,0,0,0,0,0,2.3999989999999998,-88.81404213569851,-11.018058310277524,-3.496601866568696,-85.31744026912982,-2.55115817289897,-1.529546344031594,0,0,0,0,0,,,,,0,0,,,
2466.665,,780.47,872.327,0,0,0,0,0,0,2.466665,-91.19974664540075,-1.0605041375699784,-0.33655249913874596,-90.863194146262,-2.9517664160882875,-1.6289690123735996,0,0,0,0,0,,,,,0,0,,,
2533.331,,782.581,874.288,0,0,0,0,0,0,2.533331,-88.21866862221668,1.091023428920039,0.3462389984089083,-88.56490762062559,-2.7857452496644717,-1.5877659975886356,0,0,0,0,0,,,,,0,0,,,
2600.002,,783.157,880.979,0,0,0,0,0,0,2.600002,-80.51763071020378,1.7075274445168134,0.5418877582062034,-81.05951846840998,-2.243578967255255,-1.4532115559399743,0,0,0,0,0,,,,,0,0,,,
2666.666,,790.278,895.246,0,0,0,0,0,0,2.666666,-65.25071328158322,8.869000638871967,2.8145953373139636,-68.06530861889718,-1.3049171198711154,-1.220255127498074,0,0,0,0,0,,,,,0,0,,,
2733.335,,788.544,897.102,0,0,0,0,0,0,2.733335,-62.40463592611604,7.175450317340051,2.2771438176490153,-64.68177974376506,-1.0605013761367499,-1.1595962023760997,0,0,0,0,0,,,,,0,0,,,
2799.999,,784.308,901.666,0,0,0,0,0,0,2.7999989999999997,-56.86044819171423,2.979870431358563,0.9456683032062363,-57.80611649492046,-0.5638245607016283,-1.0363313042276274,0,0,0,0,0,,,,,0,0,,,
