TimeStamp,Events,UV,Fluorescence,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,TimeStampAdjusted,ToneStart,PelletGrab,ToneStart_5000,ToneStart_10000,ToneStart_20000,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Dispense_Bonsai,Retrieval_Bonsai,DistFromFED,Xpos_cm,Ypos_cm
1800.0,,561.264,569.237,0,0,0,0,0,1.8,0,0,0,0,0,-0.5784448652478886,4.029417174605328,1.7018637219596628,-2.280308587207552,2.908238732486092,-0.1305421632570669,,,,0,0,,,
1866.67,,551.51,568.783,0,0,0,0,0,1.86667,0,0,0,0,0,-1.029229494281708,-5.688787458039997,-2.4019373405095363,1.3727078462278284,3.776260910956311,0.0785842112650079,,,,0,0,,,
1933.335,,556.094,576.378,0,0,0,0,0,1.933335,0,0,0,0,0,6.568985518341719,-1.0690303882565786,-0.4511074611261254,7.020092979467845,5.118180838046624,0.40188338058566,,,,0,0,,,
2000.005,,566.676,572.6,0,0,0,0,0,2.0000050000000003,0,0,0,0,0,2.7942006548928475,9.54869378610556,4.032542492218346,-1.2383418373254989,3.1558287076769744,-0.070892081538036,,,,0,0,,,
2066.665,,555.473,572.524,0,0,0,0,0,2.066665,0,0,0,0,0,2.7214151920211407,-1.6186229300835748,-0.6831892645384954,3.4046044565596363,4.259075963739365,0.194905388370356,,,,0,0,,,
2133.337,,557.123,576.9,0,0,0,0,0,2.133337,0,0,0,0,0,7.100630190630909,0.0670312766108054,0.0286283793450831,7.072001811285826,5.130515306860967,0.4048550359290119,,,,0,0,,,
2200.0,,560.292,576.054,0,0,0,0,0,2.2,0,0,0,0,0,6.257844638077131,3.2716452119409496,1.3818719639094963,4.875972674167635,4.608699423926991,0.2791376677871771,,,,0,0,,,
2266.668,,553.09,575.283,0,0,0,0,0,2.266668,0,0,0,0,0,5.490059209447168,-3.894773603276576,-1.6443616110860908,7.134420820533259,5.145347182208966,0.4084283735646435,,,,0,0,,,
2333.338,,552.889,578.563,0,0,0,0,0,2.3333380000000004,0,0,0,0,0,8.773273760075881,-4.060226737493849,-1.7142291199167712,10.487502879992652,5.942099577627074,0.6003842290466058,,,,0,0,,,
2400.005,,567.539,579.731,0,0,0,0,0,2.400005,0,0,0,0,0,9.944488048893165,10.625283182409476,4.487164397745403,5.45732365114776,4.746838835749871,0.3124186081705707,,,,0,0,,,
2466.67,,560.302,578.509,0,0,0,0,0,2.46667,0,0,0,0,0,8.725702124132113,3.423756731217509,1.4461055788638495,7.279596545268263,5.17984353642519,0.4167393334345652,,,,0,0,,,
2533.335,,565.958,574.775,0,0,0,0,0,2.533335,0,0,0,0,0,4.9949160822287695,9.115195012870233,3.849484736858241,1.1454313453705285,3.7222559408216114,0.0655731801063956,,,,0,0,,,
2599.999,,562.382,567.251,0,0,0,0,0,2.599999,0,0,0,0,0,-2.525870125018628,5.574597534649797,2.3543621044238487,-4.880232229442477,2.290450276038704,-0.2793815170465319,,,,0,0,,,
2666.667,,558.76,573.289,0,0,0,0,0,2.666667,0,0,0,0,0,3.515343743432481,1.987966987511868,0.839800638966971,2.6755431044655102,4.085837919341068,0.1531683855000394,,,,0,0,,,
2733.337,,560.086,568.934,0,0,0,0,0,2.733337,0,0,0,0,0,-0.8364424088420037,3.349302343643785,1.4146649983883002,-2.251107407230304,2.9151774562284083,-0.1288704661783145,,,,0,0,,,
2800.005,,569.097,567.342,0,0,0,0,0,2.800005,0,0,0,0,0,-2.425228774657171,12.39560152099,5.2347339904221,-7.659962765079271,1.6299364789971391,-0.4385143815322649,,,,0,0,,,
2866.669,,567.893,564.424,0,0,0,0,0,2.866669,0,0,0,0,0,-5.340015450398141,11.226863503250684,4.741199587695577,-10.081215038093717,1.0546035422461593,-0.5771252306443405,,,,0,0,,,
2933.337,,564.43,572.044,0,0,0,0,0,2.933337,0,0,0,0,0,2.2831979495556425,7.799092559907535,3.293721316663985,-1.0105233671083425,3.209962459445421,-0.057850023941576,,,,0,0,,,
3000.002,,557.19,565.793,0,0,0,0,0,3.000002,0,0,0,0,0,-3.964588912192653,0.594285029027219,0.2512769642584853,-4.215865876451138,2.4483156291062587,-0.2413481467381283,,,,0,0,,,
3066.668,,568.838,564.694,0,0,0,0,0,3.066668,0,0,0,0,0,-5.060375842838653,12.277443061576378,5.18483806523727,-10.245213908075922,1.0156344713474734,-0.586513770151359,,,,0,0,,,
3133.338,,570.068,569.291,0,0,0,0,0,3.133338,0,0,0,0,0,-0.4601626977994328,13.54256827350332,5.719074828622764,-6.179237526422197,1.9817833350941485,-0.3537464352428808,,,,0,0,,,
3200.001,,564.875,570.702,0,0,0,0,0,3.2000010000000003,0,0,0,0,0,0.9540499927962856,8.384654909503524,3.540992441655708,-2.5869424488594217,2.835377031085673,-0.1480962117978927,,,,0,0,,,
3266.669,,570.04,566.343,0,0,0,0,0,3.266669,0,0,0,0,0,-3.401737192724113,13.58470932475882,5.736870141384028,-9.13860733410814,1.2785840272961302,-0.5231632145069807,,,,0,0,,,
3333.332,,560.05,571.842,0,0,0,0,0,3.333332,0,0,0,0,0,2.1004752637333013,3.629726298837568,1.5330823572284595,0.5673929065048418,3.5849036474261338,0.0324818745354815,,,,0,0,,,
3400.002,,561.974,591.529,0,0,0,0,0,3.400002,0,0,0,0,0,21.79068794044315,5.588712171165525,2.3603224296607794,19.43036551078237,8.06708402376543,1.1123415317043523,,,,0,0,,,
3466.67,,568.893,606.905,0,0,0,0,0,3.46667,0,0,0,0,0,37.16990040370865,12.5426622525232,5.296834759970228,31.873065643738425,11.023692588841916,1.8246560847553408,,,,0,0,,,
3533.335,,572.845,616.423,0,0,0,0,0,3.533335,0,0,0,0,0,46.69111260536329,16.529576060084878,6.9804277422051655,39.71068486315812,12.886051390897132,2.273340869537536,,,,0,0,,,
3599.998,,563.24,622.408,0,0,0,0,0,3.5999980000000003,0,0,0,0,0,52.67932459361055,6.959454158936751,2.9391590191775703,49.74016557443297,15.269235768674124,2.8475044348285685,,,,0,0,,,
3666.671,,561.983,617.751,0,0,0,0,0,3.666671,0,0,0,0,0,48.02553694662504,5.737302858672933,2.4230692686414628,45.602467677983576,14.286044587530164,2.6106312162927496,,,,0,0,,,
3733.334,,556.012,608.008,0,0,0,0,0,3.733334,0,0,0,0,0,38.28574870079876,-0.1988882569396537,-0.0836640558903167,38.36941275668908,12.567341098459794,2.1965562785058244,,,,0,0,,,
3800.004,,556.526,611.463,0,0,0,0,0,3.800004,0,0,0,0,0,41.743960675187736,0.3498897285356861,0.1480737768661833,41.59588689832155,13.334009183378276,2.381264136251288,,,,0,0,,,
3866.668,,560.973,612.284,0,0,0,0,0,3.866668,0,0,0,0,0,42.56817224349197,4.831630070256097,2.0406219862628494,40.52755025722912,13.08015324940195,2.3201044419022963,,,,0,0,,,
3933.335,,569.23,609.661,0,0,0,0,0,3.933335,0,0,0,0,0,39.94838383930471,13.123337497949136,5.542042159814809,34.4063416794899,11.625644379447866,1.969680023922827,,,,0,0,,,
4000.003,,570.895,596.642,0,0,0,0,0,4.000003,0,0,0,0,0,26.93259536627386,14.823011004519005,6.25977987020232,20.67281549607154,8.362312408997953,1.1834687947985891,,,,0,0,,,
4066.667,,558.106,595.648,0,0,0,0,0,4.066667,0,0,0,0,0,25.9418065835539,2.0686480290113423,0.8738706093310894,25.06793597422281,9.406671809400695,1.435078834865977,,,,0,0,,,
4133.335,,554.807,586.032,0,0,0,0,0,4.133335,0,0,0,0,0,16.32901787651224,-1.1957472348208285,-0.5046174199323297,16.83363529644457,7.450054383022971,0.9636849939548896,,,,0,0,,,
4199.998,,553.598,585.074,0,0,0,0,0,4.199998,0,0,0,0,0,15.374228811641956,-2.3701794206509703,-1.0005563545599945,16.37478516620195,7.341023367996855,0.937416931400246,,,,0,0,,,
4266.665,,554.639,575.702,0,0,0,0,0,4.266665,0,0,0,0,0,6.00543982245199,-1.2946438237325992,-0.5463794471783263,6.551819269630316,5.006910611607689,0.3750758408423388,,,,0,0,,,
4333.334,,549.798,570.38,0,0,0,0,0,4.333334,0,0,0,0,0,0.6866508126024655,-6.101141447733312,-2.576066081875236,3.2627168944777014,4.225360935904035,0.1867826678765787,,,,0,0,,,
4399.999,,552.562,574.287,0,0,0,0,0,4.399999,0,0,0,0,0,4.5968614931260845,-3.3026753592340583,-1.3943305101947303,5.991192003320815,4.873695524876166,0.342981282879655,,,,0,0,,,
4466.669,,554.598,585.421,0,0,0,0,0,4.466669,0,0,0,0,0,15.734072297478749,-1.232240869020643,-0.5200279428080757,16.25410024028682,7.312346466534671,0.9305080106559828,,,,0,0,,,
4533.334,,556.243,588.916,0,0,0,0,0,4.533334,0,0,0,0,0,19.232282744070403,0.4471568948943059,0.1891477319571267,19.043135012113275,7.975071116856946,1.09017352020847,,,,0,0,,,
4600.002,,553.863,589.373,0,0,0,0,0,4.600002000000001,0,0,0,0,0,19.69249321817506,-1.8984779012536137,-0.8013663529450271,20.493859571120087,8.319789273759707,1.1732239999923564,,,,0,0,,,
