TimeStamp,Events,UV,Fluorescence,TimeStampAdjusted,ToneStart,PelletGrab,Dispense_RWD,Retrieval_RWD,ToneStart_5000,ToneStart_10000,ToneStart_20000,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Dispense_Bonsai,Retrieval_Bonsai,DistFromFED
1933.332,,418.72,458.693,1.933332,0,0,0,0,0,0,0,26.309100828214127,0.29018508444744384,0.4161547947596315,25.892946033454496,10.590378630419783,3.0911214537120406,,,,0,0,
1999.998,,420.718,460.137,1.999998,0,0,0,0,0,0,0,27.75480355053952,2.3205909032276963,3.3279641255098538,24.426839425029666,10.137853759266354,2.916096426244111,,,,0,0,
2066.668,,418.91,457.243,2.066668,0,0,0,0,0,0,0,24.862506339772438,0.5449642686859306,0.7815341682250929,24.080972171547344,10.031099220804494,2.8748065055840852,,,,0,0,
2133.336,,418.325,453.887,2.133336,0,0,0,0,0,0,0,21.50820904266874,-0.007697696248101238,-0.011039538647164698,21.519248581315903,9.240403898282441,2.568985810711684,,,,0,0,
2199.996,,417.769,454.476,2.199996,0,0,0,0,0,0,0,22.098911505996966,-0.531397856324304,-0.7620790591807253,22.86099056517769,9.654542689335665,2.7291640857639954,,,,0,0,
2266.664,,415.947,453.779,2.266664,0,0,0,0,0,0,0,21.4036141383898,-2.3211284209590985,-3.3287354928010404,24.73234963119084,10.232151790449556,2.952568488997134,,,,0,0,
2333.331,,415.482,453.132,2.3333310000000003,0,0,0,0,0,0,0,20.758316709991675,-2.7538937140318467,-3.9493651259209326,24.70768183591261,10.224537889239526,2.949623627060536,,,,0,0,
2399.997,,416.249,452.215,2.399997,0,0,0,0,0,0,0,19.84301922080482,-1.9546936962370296,-2.8032306697319296,22.64624989053675,9.58826135920259,2.703528165250757,,,,0,0,
2466.665,,418.686,453.103,2.466665,0,0,0,0,0,0,0,20.732721747443122,0.5144731183954718,0.7378067443279325,19.99491500311519,8.769906833398984,2.387009599117146,,,,0,0,
2533.332,,418.513,453.138,2.5333319999999997,0,0,0,0,0,0,0,20.769424213294144,0.373605319301646,0.5357879321231577,20.233636281170988,8.843589957786403,2.4155083440302363,,,,0,0,
2600.0,,415.502,449.425,2.6,0,0,0,0,0,0,0,17.05812666943251,-2.6052960919153634,-3.736260957973854,20.794387627406365,9.016670093464194,2.4824513065771225,,,,0,0,
2666.668,,414.507,448.456,2.666668,0,0,0,0,0,0,0,16.090829090321677,-3.5682315598913306,-5.11720877373965,21.208037864061325,9.144346361321675,2.5318332161985753,,,,0,0,
2733.333,,415.741,448.434,2.733333,0,0,0,0,0,0,0,16.070531399357435,-2.3022024876465252,-3.301593771326949,19.372125170684384,8.577678050678193,2.312660430440346,,,,0,0,
2799.999,,414.784,443.611,2.7999989999999997,0,0,0,0,0,0,0,11.249233698683156,-3.227206914343128,-4.628144599603478,15.877378298286633,7.4989980494709485,1.895454639388052,,,,0,0,
2866.664,,411.942,450.26,2.866664,0,0,0,0,0,0,0,17.89993593723011,-6.037245762386135,-8.65802732640618,26.55796326363629,10.795641218197183,3.1705117642872502,,,,0,0,
2933.331,,414.918,444.7,2.933331,0,0,0,0,0,0,0,12.341638191600907,-3.029317556819194,-4.344351048400736,16.685989240001643,7.748581920186854,1.991987286789862,,,,0,0,
3000.001,,413.116,444.138,3.000001,0,0,0,0,0,0,0,11.781340487325906,-4.799421785141192,-6.882861311105143,18.664201798431048,8.35917215828635,2.2281479489046743,,,,0,0,
3066.667,,412.17,444.492,3.066667,0,0,0,0,0,0,0,12.137042645674626,-5.713561758127355,-8.193831403060415,20.33087404873504,8.87360312871498,2.427116669673829,,,,0,0,
3133.334,,411.616,448.21,3.1333339999999996,0,0,0,0,0,0,0,15.856744794313215,-6.235735046658476,-8.94268123384294,24.799426028156155,10.252855426678833,2.9605761251088882,,,,0,0,
3200.0,,413.122,442.162,3.2,0,0,0,0,0,0,0,9.810446882178269,-4.697942568263784,-6.737329748967297,16.547776631145567,7.7059215552072775,1.9754873504807018,,,,0,0,
3266.662,,412.782,442.546,3.2666619999999997,0,0,0,0,0,0,0,10.196148832679853,-5.006185712599915,-7.179381902047181,17.375530734727036,7.961414107329643,2.074305324483079,,,,0,0,
3333.331,,409.789,442.552,3.3333310000000003,0,0,0,0,0,0,0,10.203850926657651,-7.967459204509055,-11.426150555332617,21.63000148199027,9.27458861706042,2.5822075841975223,,,,0,0,
3399.997,,411.195,446.358,3.399997,0,0,0,0,0,0,0,14.011552908804049,-6.529767768687805,-9.364354189875552,23.3759070986796,9.813475564093027,2.79063525020864,,,,0,0,
3466.664,,414.604,442.761,3.466664,0,0,0,0,0,0,0,10.416254881241457,-3.0891094650128252,-4.430098751924442,14.846353633165899,7.180764504203024,1.7723700565235436,,,,0,0,
3533.331,,411.529,444.402,3.533331,0,0,0,0,0,0,0,12.058956818440208,-6.13248473204942,-8.794609736657144,20.853566555097352,9.034936116190286,2.489516136232154,,,,0,0,
3600.001,,409.862,446.856,3.6000010000000002,0,0,0,0,0,0,0,14.5146587969856,-7.767892111932099,-11.139950960699183,25.65460975768478,10.51681433989404,3.0626686706923825,,,,0,0,
3666.665,,412.371,445.224,3.666665,0,0,0,0,0,0,0,12.884360587124945,-5.227335830208176,-7.496533759075983,20.38089434620093,8.889042271090938,2.4330881344279014,,,,0,0,
3733.335,,413.304,446.667,3.733335,0,0,0,0,0,0,0,14.329062495193568,-4.262810169576426,-6.113305444618757,20.442367939812325,8.908016559773959,2.4404269032108528,,,,0,0,
3800.001,,413.617,449.332,3.8000010000000004,0,0,0,0,0,0,0,16.995764265917217,-3.9183198232554446,-5.619271101586089,22.615035367503307,9.578626761054913,2.6998017495044992,,,,0,0,
3866.664,,415.843,447.398,3.866664,0,0,0,0,0,0,0,15.063465924828904,-1.6608642767660626,-2.381849270333428,17.445315195162333,7.982953607789928,2.08263625146638,,,,0,0,
3933.334,,413.968,448.029,3.933334,0,0,0,0,0,0,0,15.69616772718905,-3.504438777701637,-5.025723408254412,20.72189113544346,8.994293504001961,2.4737966150122515,,,,0,0,
3999.999,,410.925,438.968,3.999999,0,0,0,0,0,0,0,6.636869366687677,-6.516048947093395,-9.344679998462185,15.981549365149862,7.531151235562133,1.9078906680740484,,,,0,0,
4066.664,,411.292,445.903,4.066664,0,0,0,0,0,0,0,13.5735709709557,-6.1176923901624605,-8.773396007494384,22.346966978450084,9.495885429340333,2.6677995220486577,,,,0,0,
4133.336,,419.654,447.752,4.133336,0,0,0,0,0,0,0,15.424272718661143,2.275634217071797,3.2634916456649146,12.16078107299623,6.351842262272981,1.451764168513924,,,,0,0,
4199.998,,417.884,444.934,4.199998,0,0,0,0,0,0,0,12.607974175896231,0.5369229258602672,0.7700020612664977,11.837972114629734,6.252204840647197,1.4132269663211774,,,,0,0,
4266.666,,415.031,444.453,4.266666,0,0,0,0,0,0,0,12.128675751043147,-2.2848187143774226,-3.276663664872158,15.405339415915305,7.353299685384048,1.839102244631618,,,,0,0,
4333.335,,414.436,444.193,4.333335,0,0,0,0,0,0,0,11.870377316481495,-2.848593016617656,-4.085173598460944,15.955550914942439,7.523126617664159,1.9047869514442144,,,,0,0,
4399.998,,413.745,441.552,4.399997999999999,0,0,0,0,0,0,0,9.23107869355789,-3.5084032191847427,-5.03140882227113,14.26248751582902,7.0005498199498835,1.7026676333591915,,,,0,0,
4466.664,,410.623,441.724,4.466664,0,0,0,0,0,0,0,9.404780111973878,-6.59924507249832,-9.4639917399848,18.868771851958677,8.422314249442943,2.252569692202222,,,,0,0,
4533.332,,409.051,441.255,4.533332000000001,0,0,0,0,0,0,0,8.937481546204765,-8.140119011199488,-11.673762353681756,20.61124389988652,8.960141399560058,2.4605874559160994,,,,0,0,
4599.998,,410.534,441.932,4.599997999999999,0,0,0,0,0,0,0,9.61618289416731,-6.626026866400991,-9.502399567946442,19.11858246211375,8.499420179887277,2.282392290813347,,,,0,0,
4666.669,,409.61,442.957,4.666669,0,0,0,0,0,0,0,10.642884334503094,-7.518965339243266,-10.782964543164034,21.42584887766713,9.211575374751783,2.557835676333539,,,,0,0,
4733.33,,412.4,443.471,4.73333,0,0,0,0,0,0,0,11.158585484417642,-4.69794137807969,-6.737328042121741,17.895913526539385,8.12203418397492,2.13642905539556,,,,0,0,
4799.997,,413.829,445.169,4.799997,0,0,0,0,0,0,0,12.858286752225581,-3.2379474972726143,-4.643547692572628,17.50183444479821,8.000398700808534,2.0893835665409735,,,,0,0,
4866.665,,412.863,443.775,4.866665,0,0,0,0,0,0,0,11.465988010327578,-4.172985990275265,-5.98448839681635,17.450476407143928,7.984546654825897,2.0832524012495237,,,,0,0,
4933.333,,413.952,442.473,4.933332999999999,0,0,0,0,0,0,0,10.165689233205342,-3.053057286024341,-4.3783962448681875,14.54408547807353,7.087467156553853,1.7362850325261672,,,,0,0,
4999.997,,415.18,445.757,4.9999970000000005,0,0,0,0,0,0,0,13.451390318791312,-1.794163201081119,-2.5730135430169656,16.024403861808278,7.544378599429983,1.9130066735620954,,,,0,0,
5066.669,,416.221,444.555,5.066669,0,0,0,0,0,0,0,12.251091573290694,-0.7222981410991451,-1.0358495661940414,13.286941139484735,6.6994400672739225,1.5862060947952639,,,,0,0,
5133.335,,415.547,443.524,5.133335,0,0,0,0,0,0,0,11.221792639467822,-1.365468552600305,-1.958221630019488,13.180014269487309,6.666436281744022,1.5734410760368622,,,,0,0,
5200.001,,415.694,443.584,5.200001,0,0,0,0,0,0,0,11.283493670425685,-1.1876716204263857,-1.703242669018582,12.986736339444267,6.606779589736133,1.550367395841755,,,,0,0,
5266.667,,412.025,442.876,5.266667,0,0,0,0,0,0,0,10.577194666164928,-4.825907308564467,-6.920844256938123,17.498038923103053,7.9992271843879745,2.088930454001181,,,,0,0,
5333.331,,411.201,443.876,5.333331,0,0,0,0,0,0,0,11.578895575657555,-5.619176502513767,-8.058473305955477,19.637368881613032,8.65954752416839,2.344325445470092,,,,0,0,
5399.999,,412.396,444.855,5.399999,0,0,0,0,0,0,0,12.559596551990694,-4.393476401923124,-6.300694168115254,18.860290720105947,8.419696484079333,2.2515572076209827,,,,0,0,
5466.665,,412.809,447.518,5.466665,0,0,0,0,0,0,0,15.22429744207858,-3.9498097353163075,-5.664430851876013,20.888728293954593,9.045789052296344,2.493713773889569,,,,0,0,
5533.329,,410.61,448.279,5.533329,0,0,0,0,0,0,0,15.986998245925292,-6.118176463914608,-8.774090218698488,24.761088464623782,10.241022248315042,2.955999354857838,,,,0,0,
5600.001,,411.604,447.957,5.600001,0,0,0,0,0,0,0,15.666699218657413,-5.093571961108239,-7.304702708081245,22.971401926738658,9.688621989488288,2.74234508602614,,,,0,0,
5666.662,,413.54,450.531,5.6666620000000005,0,0,0,0,0,0,0,18.242399875539775,-3.127004910520384,-4.484444691441171,22.726844566980944,9.613137514431672,2.7131496248208555,,,,0,0,
5733.331,,414.403,453.473,5.733331,0,0,0,0,0,0,0,21.1861007013037,-2.2334665618759573,-3.203019433051692,24.389120134355394,10.126211415487065,2.9115934659215816,,,,0,0,
5800.002,,414.242,453.568,5.800002,0,0,0,0,0,0,0,21.28280154287313,-2.363959635112053,-3.3901598286970316,24.67296137157016,10.213821155843286,2.945478669122064,,,,0,0,
5866.668,,414.624,457.186,5.866668,0,0,0,0,0,0,0,24.90250222167441,-1.9514872954052862,-2.7986323634358983,27.70113458511031,11.148489675453728,3.3069845083508675,,,,0,0,
5933.335,,416.098,456.087,5.9333350000000005,0,0,0,0,0,0,0,23.80520289077407,-0.447046761691297,-0.6411109738159309,24.44631386459,10.14386469203358,2.918421301051566,,,,0,0,
5999.998,,419.387,457.514,5.999998,0,0,0,0,0,0,0,25.2339034226257,2.87235972075473,4.119256967773974,21.114646454851727,9.115520397932274,2.5206840720174846,,,,0,0,
6066.663,,420.485,456.754,6.066662999999999,0,0,0,0,0,0,0,24.475603970287864,4.000734925654001,5.737462264381473,18.73814170590639,8.381994268841684,2.2369749566150836,,,,0,0,
6133.335,,417.142,451.035,6.133335,0,0,0,0,0,0,0,18.758304661298382,0.6880811601894834,0.9867784086687882,17.771526252629595,8.08364111298288,2.1215795990820707,,,,0,0,
6200.0,,415.954,448.602,6.2,0,0,0,0,0,0,0,16.32700513854138,-0.46960791237603416,-0.6734659683045422,17.00047110684592,7.84564912215977,2.029530393864267,,,,0,0,
6266.668,,418.101,451.735,6.266667999999999,0,0,0,0,0,0,0,19.461705657098946,1.7076722930251549,2.4489762346800483,17.012729422418897,7.849432743789562,2.030993801782587,,,,0,0,
6333.335,,422.673,451.47,6.333335,0,0,0,0,0,0,0,19.198406114941008,6.3099199935574575,9.049069513019921,10.149336601921087,5.730994743494318,1.2116362530014333,,,,0,0,
6400.001,,425.111,453.235,6.4000010000000005,0,0,0,0,0,0,0,20.965106512069838,8.778135226007237,12.588742261034701,8.376364251035136,5.183753444646852,0.9999773377284903,,,,0,0,
6466.667,,416.307,449.254,6.466667,0,0,0,0,0,0,0,16.985806873993283,0.0043184796325022035,0.006192884903559793,16.979613989089724,7.839211415330662,2.027040453782691,,,,0,0,
6533.334,,416.747,447.54,6.533334,0,0,0,0,0,0,0,15.27350722621685,0.47447024173334285,0.6804385332815258,14.593068692935324,7.102586195555955,1.7421326894955766,,,,0,0,
6600.002,,413.094,445.724,6.600002000000001,0,0,0,0,0,0,0,13.459207568739714,-3.1484094538988074,-4.515140992916106,17.97434856165582,8.146243749606791,2.145792695186019,,,,0,0,
6666.665,,413.048,452.527,6.666665,0,0,0,0,0,0,0,20.263907748538088,-3.164323279979385,-4.537963044961445,24.801870793499532,10.253610021955641,2.960867983230882,,,,0,0,
6733.331,,415.352,449.594,6.733331,0,0,0,0,0,0,0,17.33260796964703,-0.8302675893870628,-1.1906887830898918,18.523296752736922,8.31568075235366,2.2113265872442964,,,,0,0,
6799.995,,410.349,445.181,6.799995,0,0,0,0,0,0,0,12.921308104548586,-5.803244601929578,-8.32244576132127,21.243753865869856,9.155370374871335,2.536097022228547,,,,0,0,
6866.662,,406.135,443.794,6.866662,0,0,0,0,0,0,0,11.536008280757983,-9.987252031437265,-14.322739771750959,25.858748052508943,10.579823165467806,3.087038870276465,,,,0,0,
6933.335,,405.846,449.837,6.9333350000000005,0,0,0,0,0,0,0,17.58070857477628,-10.246288499644834,-14.6942245252691,32.27493310004538,12.560227111025664,3.8530083828147896,,,,0,0,
6999.997,,411.421,451.562,6.9999970000000005,0,0,0,0,0,0,0,19.307408553074424,-4.641361607963802,-6.656186872690835,25.96359542576526,10.612185098632109,3.0995556369827026,,,,0,0,
7066.668,,412.233,451.956,7.066668,0,0,0,0,0,0,0,19.703108725683933,-3.79946234131188,-5.448817332319088,25.15192605800302,10.361657221631122,3.002657872133192,,,,0,0,
7133.334,,411.73,454.58,7.133334,0,0,0,0,0,0,0,22.32880873558929,-4.27259694605857,-6.127340681720173,28.456149417309465,11.381530702413512,3.3971188075791674,,,,0,0,
7199.997,,417.71,461.457,7.199997000000001,0,0,0,0,0,0,0,29.207508633798398,1.7372355143363052,2.4913729136417713,26.716135720156625,10.844462340819218,3.1893945238274215,,,,0,0,
7266.665,,421.607,455.094,7.266665,0,0,0,0,0,0,0,22.846208624309384,5.664038653383784,8.122809700582543,14.72339892372684,7.142813605048156,1.7576916209492004,,,,0,0,
7333.331,,410.02,452.823,7.333331,0,0,0,0,0,0,0,20.576908528625154,-5.893190625511863,-8.451437546268043,29.028346074893197,11.55814351983045,3.465428120923201,,,,0,0,
7399.996,,409.395,455.189,7.399996,0,0,0,0,0,0,0,22.94460837224773,-6.4884518388951165,-9.30510292652405,32.24971129877178,12.552442211683415,3.8499973831812464,,,,0,0,
7466.663,,409.119,454.694,7.466663,0,0,0,0,0,0,0,22.451308231671817,-6.734743614470403,-9.658310489058513,32.10961872073033,12.509201580024392,3.8332730145856355,,,,0,0,
7533.332,,408.802,456.766,7.533332000000001,0,0,0,0,0,0,0,24.52500810689503,-7.0220659203794185,-10.07036002296949,34.59536812986452,13.276446898082606,4.130023848469083,,,,0,0,
7600.001,,405.894,451.341,7.600001,0,0,0,0,0,0,0,19.101707946921977,-9.900419613683482,-14.198213215587444,33.29992116250942,12.876597413318128,3.975372311028586,,,,0,0,
7666.667,,406.089,457.221,7.666667,0,0,0,0,0,0,0,24.983407675265653,-9.675805991689401,-13.876094339505384,38.85950201477104,14.59260400818626,4.639079701600078,,,,0,0,
7733.333,,410.069,463.318,7.733333,0,0,0,0,0,0,0,31.08210736841778,-5.666223685082741,-8.125943771181067,39.20805113959885,14.700186326482203,4.680689786294025,,,,0,0,
7800.001,,424.286,475.934,7.800001,0,0,0,0,0,0,0,43.6998070773688,8.580328226740676,12.305066819985145,31.39474025738366,12.288548946268188,3.7479302284850315,,,,0,0,
7866.666,,416.857,453.395,7.866666,0,0,0,0,0,0,0,21.162506674644476,1.1808475626309587,1.6934557611653815,19.469050913479094,8.607594912806485,2.3242315063072096,,,,0,0,
7933.331,,407.679,463.058,7.933331,0,0,0,0,0,0,0,30.827206236731854,-7.9676643124433895,-11.426444701060277,42.25365093779213,15.640233692985147,5.044276025706593,,,,0,0,
7999.999,,410.821,453.758,7.999999,0,0,0,0,0,0,0,21.528905840111463,-4.796206039169647,-6.878249602924119,28.40715544303558,11.366408342437655,3.391269866142185,,,,0,0,
8066.668,,411.157,455.152,8.066668,0,0,0,0,0,0,0,22.924605433793715,-4.43077846969976,-6.354189143357956,29.27879457715167,11.635446340487437,3.4953268716246844,,,,0,0,
8133.334,,416.028,467.598,8.133334,0,0,0,0,0,0,0,35.37230491580891,0.46961666612037334,0.6734780101059981,34.698826905702916,13.308380230172462,4.142374843259542,,,,0,0,
8200.0,,433.198,461.221,8.2,0,0,0,0,0,0,0,28.997004362637654,17.66898072749086,25.339122825364893,3.657881537272761,3.727358139001875,0.4366809431569537,,,,0,0,
8266.668,,423.223,474.549,8.266668,0,0,0,0,0,0,0,42.32670382526288,7.723314628213586,11.076021783919336,31.250682041343545,12.244084290507455,3.7307324387236913,,,,0,0,
8333.334,,415.952,460.955,8.333334,0,0,0,0,0,0,0,28.734403201719715,0.48161664252018,0.6906872019466374,28.043715999773077,11.254230014961772,3.3478821628371085,,,,0,0,
8400.0,,415.15,459.1,8.4,0,0,0,0,0,0,0,26.881102542992267,-0.29111231493243395,-0.4174850499449097,27.298587592937178,11.024240507815051,3.258928113299261,,,,0,0,
8466.669,,412.442,454.413,8.466669,0,0,0,0,0,0,0,22.195801925549972,-2.969870894867711,-4.2590984632518865,26.45490038880186,10.763830083940542,3.158208032488237,,,,0,0,
8533.331,,408.997,451.493,8.533331,0,0,0,0,0,0,0,19.277501094498234,-6.385663446446642,-9.157693872897479,28.435194967395713,11.375062953279294,3.394617247903592,,,,0,0,
8599.999,,410.313,454.312,8.599999,0,0,0,0,0,0,0,22.09820038119983,-5.040484239043224,-7.228569492234745,29.326769873434575,11.650254277812195,3.5010542024350397,,,,0,0,
8666.666,,409.971,449.475,8.666666,0,0,0,0,0,0,0,17.262899607229883,-5.353336305843243,-7.677231310885384,24.940130918115266,10.296285053033095,2.977373592010988,,,,0,0,
8733.329,,410.895,453.593,8.733329,0,0,0,0,0,0,0,21.382598696128298,-4.400220921026403,-6.310366497397756,27.692965193526053,11.14596813107706,3.3060092395824068,,,,0,0,
8799.998,,411.331,450.232,8.799998,0,0,0,0,0,0,0,18.023297902771617,-3.935133684462926,-5.643383895933425,23.666681798705042,9.903225370080916,2.825348175971665,,,,0,0,
8866.666,,410.872,449.081,8.866665999999999,0,0,0,0,0,0,0,16.873997048746105,-4.365077619735644,-6.259967413793242,23.133964462539346,9.738798143217393,2.7617519368856014,,,,0,0,
8933.335,,412.613,448.858,8.933335,0,0,0,0,0,0,0,16.652696185025945,-2.5950518212846987,-3.72156962753479,20.374265812560736,8.88699632414941,2.4322968145635886,,,,0,0,
8999.998,,410.659,446.342,8.999998,0,0,0,0,0,0,0,14.138395133212668,-4.520059299405659,-6.482226972342771,20.62062210555544,8.963036053528326,2.461707033916342,,,,0,0,
9066.667,,411.137,447.692,9.066666999999999,0,0,0,0,0,0,0,15.490094199134546,-4.013094801338866,-5.7551881005192085,21.245282299653756,9.155842137495656,2.536279487926111,,,,0,0,
9133.331,,409.992,447.129,9.133331,0,0,0,0,0,0,0,14.928793102455415,-5.129163072970357,-7.355743997784674,22.28453710024009,9.476615976197731,2.6603465912142052,,,,0,0,
9199.995,,409.385,444.239,9.199995000000001,0,0,0,0,0,0,0,12.04049197060283,-5.707261907151633,-8.184796773291446,20.225288743894275,8.841013427397082,2.4145118080807015,,,,0,0,
9266.668,,409.995,442.673,9.266668,0,0,0,0,0,0,0,10.47619103292675,-5.068387374548365,-7.268585438588695,17.744776471515443,8.075384591129351,2.118386187943098,,,,0,0,
9333.33,,410.543,441.422,9.33333,0,0,0,0,0,0,0,9.22688977975929,-4.491548101657372,-6.441339002624382,15.668228782383672,7.434442472685524,1.870486196059671,,,,0,0,
9399.999,,407.108,439.958,9.399999,0,0,0,0,0,0,0,7.764588669798002,-7.89773626495213,-11.326160738473666,19.09074940827167,8.490829297729514,2.2790695576742745,,,,0,0,
9466.668,,406.509,438.961,9.466668,0,0,0,0,0,0,0,6.769287524660854,-8.467954860770988,-12.14391244727742,18.913199971938276,8.436027324026895,2.2578735581524154,,,,0,0,
9533.335,,404.603,437.431,9.533335,0,0,0,0,0,0,0,5.240986293386243,-10.345204717597653,-14.836080485163151,20.077066778549394,8.795263598984628,2.3968169464609788,,,,0,0,
9599.998,,407.281,437.625,9.599998,0,0,0,0,0,0,0,5.436684925017062,-7.638486660311003,-10.954370325539944,16.391055250557006,7.657548318124591,1.956777821593307,,,,0,0,
9666.664,,406.487,436.46,9.666664,0,0,0,0,0,0,0,4.273383597920827,-8.403797639184972,-12.051904438473844,16.32528803639467,7.637248771049426,1.9489264768144856,,,,0,0,
9733.333,,405.802,439.793,9.733333,0,0,0,0,0,0,0,7.608082312093529,-9.060137624866343,-12.993163016820304,20.601245328913834,8.957055265158145,2.4593938181894304,,,,0,0,
