TimeStamp,Events,UV,Fluorescence,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,Expected_Dispense_RWD,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,ToneStart_5000,ToneStart_10000,ToneStart_20000,ToneStart,PelletGrab,Xpos,Ypos,Speed_cm,DistFromFED,Dispense_Bonsai,Retrieval_Bonsai,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,875.657,1152.283,0,0,0,0,0,0,0.0,108.73133552890977,63.285987713732425,4.486374105602673,104.24496142330709,11.892975344268804,2.261669490185675,0,0,0,0,0,,,,,0,0,,,
66.671,,864.834,1133.341,0,0,0,0,0,0,0.06667100000000001,89.94613007435328,52.51294429661175,3.722668208184422,86.22346186616886,10.412046990495828,1.8706800825512322,0,0,0,0,0,,,,,0,0,,,
133.334,,860.297,1115.139,0,0,0,0,0,0,0.133334,71.90077624781202,48.02586149737317,3.4045768886473113,68.4961993591647,8.955297756162524,1.4860743595580854,0,0,0,0,0,,,,,0,0,,,
200.002,,855.851,1097.459,0,0,0,0,0,0,0.200002,54.37730471622217,43.62974907685191,3.0929345002085733,51.2843702160136,7.540904591066992,1.1126513344846636,0,0,0,0,0,,,,,0,0,,,
266.67,,846.531,1074.985,0,0,0,0,0,0,0.26667,32.05970383603335,34.359603313975754,2.435769694042079,29.62393414199127,5.760944281138127,0.6427125792310155,0,0,0,0,0,,,,,0,0,,,
333.337,,826.892,1067.296,0,0,0,0,0,0,0.333337,24.526971374536743,14.77042348585428,1.0470839177880098,23.479887456748735,5.256053280573387,0.5094130629324498,0,0,0,0,0,,,,,0,0,,,
400.006,,840.533,1049.637,0,0,0,0,0,0,0.400006,7.024114471058283,28.461211857774856,2.0176300685001247,5.006484402558158,3.7379894653571433,0.10861928357742807,0,0,0,0,0,,,,,0,0,,,
466.671,,813.567,1023.609,0,0,0,0,0,0,0.466671,-18.847880810851734,1.5449639745602326,0.10952513947751583,-18.95740595032925,1.768741313849091,-0.4112945706490324,0,0,0,0,0,,,,,0,0,,,
533.336,,823.614,1040.724,0,0,0,0,0,0,0.533336,-1.5770049890377322,11.641682848509163,0.825286085576986,-2.4022910746147184,3.1291685602989228,-0.052119434415049966,0,0,0,0,0,,,,,0,0,,,
600.001,,823.43,1051.452,0,0,0,0,0,0,0.600001,9.306742046431964,11.507368503705834,0.8157644812111153,8.490977565220849,4.024329939231376,0.18421787143390375,0,0,0,0,0,,,,,0,0,,,
666.669,,823.45,1048.922,0,0,0,0,0,0,0.666669,6.932367405502873,11.577023197887797,0.820702333837337,6.111665071665536,3.828808399915484,0.13259697387857577,0,0,0,0,0,,,,,0,0,,,
733.333,,820.897,1052.494,0,0,0,0,0,0,0.733333,10.659854860478845,9.073641742213113,0.6432364955257687,10.016618364953077,4.149700456309208,0.21731774698304845,0,0,0,0,0,,,,,0,0,,,
800.003,,820.993,1050.722,0,0,0,0,0,0,0.800003,9.043227839291148,9.219231602303694,0.6535574262461233,8.389670413045025,4.016004958636866,0.18201993983044468,0,0,0,0,0,,,,,0,0,,,
866.667,,816.156,1064.281,0,0,0,0,0,0,0.8666670000000001,22.757458485761617,4.431783876446389,0.3141731018491446,22.44328538391247,5.170869836411272,0.48692323465118736,0,0,0,0,0,,,,,0,0,,,
933.339,,812.604,1089.392,0,0,0,0,0,0,0.933339,48.023579503339306,0.929308993546897,0.06588108073107188,47.95769842260823,7.267533190039522,1.040476794859154,0,0,0,0,0,,,,,0,0,,,
1000.002,,811.379,1133.926,0,0,0,0,0,0,1.000002,92.71255145158648,-0.24620564956478574,-0.017451681487187627,92.73000313307367,10.946726217194064,2.011844179780228,0,0,0,0,0,,,,,0,0,,,
1066.67,,813.287,1152.9,0,0,0,0,0,0,1.06667,111.84140699722138,1.7112503665493932,0.12131325666088338,111.7200937405605,12.507249165474786,2.4238478675979103,0,0,0,0,0,,,,,0,0,,,
1133.335,,811.911,1140.944,0,0,0,0,0,0,1.133335,100.04012766137407,0.38467112974444717,0.027271457392676487,100.0128562039814,11.545199367270955,2.1698509205098033,0,0,0,0,0,,,,,0,0,,,
1200.005,,813.056,1122.967,0,0,0,0,0,0,1.2000050000000002,82.21773211433924,1.5790625931051636,0.11194240589595371,82.10578970844328,10.07367462416841,1.7813442205338974,0,0,0,0,0,,,,,0,0,,,
1266.672,,809.068,1102.368,0,0,0,0,0,0,1.266672,61.77320190776686,-2.359581147620702,-0.16726982189861023,61.94047172966547,8.416576608382522,1.3438431287804347,0,0,0,0,0,,,,,0,0,,,
1333.338,,810.845,1086.934,0,0,0,0,0,0,1.333338,46.49354179613283,-0.5332585848893814,-0.03780099329170701,46.531342789424535,7.150321495582673,1.0095309824795373,0,0,0,0,0,,,,,0,0,,,
1400.0,,812.411,1077.69,0,0,0,0,0,0,1.4,37.40374495722972,1.0820280893425434,0.07670740617984562,37.32703755104988,6.393951773902601,0.8098369536098229,0,0,0,0,0,,,,,0,0,,,
1466.666,,808.782,1082.215,0,0,0,0,0,0,1.466666,42.08283000544861,-2.497715186252094,-0.17706220607942053,42.25989221152803,6.799312288358221,0.9168587869224236,0,0,0,0,0,,,,,0,0,,,
1533.335,,811.255,1082.41,0,0,0,0,0,0,1.5333350000000001,42.43179471806661,0.024510868128345464,0.0017395343174577064,42.430055183749154,6.813295540391469,0.9205505951151386,0,0,0,0,0,,,,,0,0,,,
1600.003,,810.797,1068.25,0,0,0,0,0,0,1.6000029999999998,28.425629960343258,-0.3842966786294255,-0.027241016700449698,28.45287097704371,5.664711409976025,0.6173055207499136,0,0,0,0,0,,,,,0,0,,,
1666.667,,816.018,1058.688,0,0,0,0,0,0,1.666667,19.01732893257872,4.885859987361982,0.3463627617582353,18.670966170820485,4.860877071134551,0.40508005340766823,0,0,0,0,0,,,,,0,0,,,
1733.335,,817.413,1048.368,0,0,0,0,0,0,1.733335,8.850910187742556,6.3299867889288635,0.44873756080746763,8.402172626935089,4.017032336129844,0.18229118436187208,0,0,0,0,0,,,,,0,0,,,
1800.003,,816.669,1033.462,0,0,0,0,0,0,1.800003,-5.901635392013759,5.635080799342973,0.399475362387789,-6.301110754401548,2.8087805375520927,-0.13670713435867393,0,0,0,0,0,,,,,0,0,,,
1866.669,,809.683,1015.411,0,0,0,0,0,0,1.8666690000000001,-23.799312296354287,-1.3018594289553675,-0.09228745311985498,-23.707024843234432,1.378438316819467,-0.5143409720618819,0,0,0,0,0,,,,,0,0,,,
