TimeStamp,Events,UV,Fluorescence,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,ToneStart_5000,ToneStart_10000,ToneStart_20000,ToneStart,PelletGrab,Xpos,Ypos,Speed_cm,DistFromFED,Dispense_Bonsai,Retrieval_Bonsai,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,452.145,674.233,0,0,0,0,0,0.0,138.46488445830505,43.2232274580432,35.885352452434994,102.57953200587005,33.586115741381654,8.530846460808386,0,0,0,0,0,,,,,0,0,,,
66.665,,450.007,675.592,0,0,0,0,0,0.066665,139.8710525355333,41.08799825423881,34.11261452944641,105.75843800608689,34.52298299288652,8.795214590306584,0,0,0,0,0,,,,,0,0,,,
133.333,,446.561,664.685,0,0,0,0,0,0.133333,129.0111677523937,37.644769079891375,31.253931759451113,97.75723599294258,32.16491888583887,8.129808689720694,0,0,0,0,0,,,,,0,0,,,
200.001,,441.804,650.353,0,0,0,0,0,0.200001,114.72622805213678,32.890539810313214,27.306813339682797,87.41941471245397,29.11822099387878,7.270081955170187,0,0,0,0,0,,,,,0,0,,,
266.67,,439.176,632.673,0,0,0,0,0,0.26667,97.0932342064425,30.265310487065506,25.127261107270925,71.96597309917158,24.56387954133526,5.984923648087686,0,0,0,0,0,,,,,0,0,,,
333.338,,436.575,611.835,0,0,0,0,0,0.333338,76.30218487211789,27.667081027034158,22.97012505451502,53.33205981760287,19.072209413406796,4.435267005474184,0,0,0,0,0,,,,,0,0,,,
400.003,,435.274,594.586,0,0,0,0,0,0.400003,59.1000787124558,26.368851347116447,21.892291826007764,37.207786886448034,14.320164759524303,3.0943201910553078,0,0,0,0,0,,,,,0,0,,,
466.669,,434.692,584.241,0,0,0,0,0,0.466669,48.801918610390885,25.789621613543318,21.411396139025708,27.390522471365177,11.426882124168658,2.2778846531603096,0,0,0,0,0,,,,,0,0,,,
533.338,,434.374,573.154,0,0,0,0,0,0.533338,37.761706032911434,25.474391909418273,21.149682010182172,16.612024022729262,8.250310619306848,1.3815097765610227,0,0,0,0,0,,,,,0,0,,,
600.003,,432.387,563.193,0,0,0,0,0,0.6000030000000001,27.847436135347493,23.490161943875876,19.50230865017937,8.345127485168124,5.813942687354242,0.6940078579006133,0,0,0,0,0,,,,,0,0,,,
