TimeStamp,Name,State
101603.702,Input1,0
101714.767,Input1,1
107596.812,Input1,0
108108.354,Input1,1
108954.735,Input1,0
109962.240,Input1,1
290929.742,Input1,0
291025.421,Input1,1
298691.500,Input1,0
299187.415,Input1,1
322345.870,Input1,0
323352.774,Input1,1
421100.182,Input1,0
421211.727,Input1,1
426821.770,Input1,0
427317.272,Input1,1
434253.869,Input1,0
435243.784,Input1,1
636312.361,Input1,0
636407.970,Input1,1
647068.953,Input1,0
647579.771,Input1,1
648426.309,Input1,0
649434.487,Input1,1
787169.352,Input1,0
787264.841,Input1,1
809922.867,Input1,0
810418.394,Input1,1
811281.160,Input1,0
812289.077,Input1,1
891528.424,Input1,0
891624.998,Input1,1
904442.403,Input1,0
904937.200,Input1,1
913459.225,Input1,0
914447.853,Input1,1
1073392.446,Input1,0
1073493.620,Input1,1
1086294.936,Input1,0
1086806.799,Input1,1
1088804.459,Input1,0
1089795.778,Input1,1
1230774.849,Input1,0
1230886.860,Input1,1
1251520.811,Input1,0
1252030.981,Input1,1
1253021.984,Input1,0
1254012.774,Input1,1
1394445.378,Input1,0
1394557.038,Input1,1
1400247.012,Input1,0
1400758.262,Input1,1
1401605.892,Input1,0
1402611.920,Input1,1
1507169.162,Input1,0
1507279.800,Input1,1
1518067.836,Input1,0
1518563.853,Input1,1
1519428.851,Input1,0
1520433.343,Input1,1
1599249.625,Input1,0
1599360.351,Input1,1
1609893.668,Input1,0
1610388.917,Input1,1
1611252.455,Input1,0
1612242.732,Input1,1
1750347.731,Input1,0
1750443.416,Input1,1
1771076.903,Input1,0
1771572.127,Input1,1
1772442.190,Input1,0
1773433.335,Input1,1
1870988.322,Input1,0
1871100.173,Input1,1
1891222.110,Input1,0
1891733.570,Input1,1
1892580.100,Input1,0
1893587.389,Input1,1
2005782.740,Input1,0
2005879.310,Input1,1
2011328.796,Input1,0
2011839.965,Input1,1
2012703.230,Input1,0
2013693.663,Input1,1
2128533.095,Input1,0
2128644.718,Input1,1
2149054.747,Input1,0
2149549.757,Input1,1
2151292.224,Input1,0
2152298.921,Input1,1
2298037.839,Input1,0
2298149.062,Input1,1
2303854.936,Input1,0
2304350.694,Input1,1
2311286.806,Input1,0
2312292.734,Input1,1
2427160.085,Input1,0
2427255.354,Input1,1
2448880.202,Input1,0
2449391.261,Input1,1
2450877.423,Input1,0
2451883.637,Input1,1
2705006.959,Input1,0
2705104.508,Input1,1
2725752.582,Input1,0
2726264.286,Input1,1
2727111.212,Input1,0
2728118.046,Input1,1
2852661.668,Input1,0
2852756.542,Input1,1
2858383.396,Input1,0
2858894.202,Input1,1
2861834.630,Input1,0
2862826.042,Input1,1
3061180.320,Input1,0
3061276.002,Input1,1
3081878.668,Input1,0
3082372.332,Input1,1
3083235.943,Input1,0
3084242.893,Input1,1
3246687.392,Input1,0
3246799.380,Input1,1
3252537.091,Input1,0
3253049.234,Input1,1
3254911.223,Input1,0
3255918.730,Input1,1
