TimeStamp,Name,State
108908.078,Input1,0
109020.073,Input1,1
116659.388,Input1,0
117154.334,Input1,1
222739.525,Input1,0
222851.525,Input1,1
243789.673,Input1,0
244294.386,Input1,1
357181.751,Input1,0
357277.863,Input1,1
364038.541,Input1,0
364534.539,Input1,1
489124.632,Input1,0
489220.635,Input1,1
505507.143,Input1,0
506018.277,Input1,1
624678.816,Input1,0
624790.816,Input1,1
646172.211,Input1,0
646667.219,Input1,1
754279.906,Input1,0
754376.278,Input1,1
768888.478,Input1,0
769383.570,Input1,1
865016.089,Input1,0
865128.091,Input1,1
876779.127,Input1,0
877275.128,Input1,1
966364.164,Input1,0
966460.195,Input1,1
988180.584,Input1,0
988682.305,Input1,1
1129739.109,Input1,0
1129834.108,Input1,1
1136243.660,Input1,0
1136755.027,Input1,1
1207927.035,Input1,0
1208023.038,Input1,1
1219354.060,Input1,0
1219850.143,Input1,1
1334686.535,Input1,0
1334782.535,Input1,1
1346498.012,Input1,0
1346993.383,Input1,1
1496417.828,Input1,0
1496529.830,Input1,1
1523508.453,Input1,0
1524004.844,Input1,1
1618510.152,Input1,0
1618605.147,Input1,1
1644542.811,Input1,0
1645037.869,Input1,1
1772956.731,Input1,0
1773051.734,Input1,1
1779429.475,Input1,0
1779941.418,Input1,1
1888216.265,Input1,0
1888328.263,Input1,1
1909729.054,Input1,0
1910225.055,Input1,1
1984505.864,Input1,0
1984601.290,Input1,1
2108347.706,Input1,0
2108858.364,Input1,1
2217529.818,Input1,0
2217641.887,Input1,1
2231257.376,Input1,0
2231755.376,Input1,1
2344814.606,Input1,0
2344910.604,Input1,1
2377308.054,Input1,0
2377802.780,Input1,1
2485017.612,Input1,0
2485112.611,Input1,1
2491701.515,Input1,0
2492193.371,Input1,1
2576678.602,Input1,0
2576774.544,Input1,1
2598158.845,Input1,0
2598654.460,Input1,1
