TimeStamp,Name,State
164100.390,Input1,0
164212.784,Input1,1
173784.549,Input1,0
174296.895,Input1,1
256680.167,Input1,0
256793.005,Input1,1
263632.427,Input1,0
264128.945,Input1,1
409025.678,Input1,0
409121.392,Input1,1
677304.496,Input1,0
677400.363,Input1,1
918192.632,Input1,0
918288.905,Input1,1
936891.345,Input1,0
937386.166,Input1,1
1051525.802,Input1,0
1051622.479,Input1,1
1058859.972,Input1,0
1059356.933,Input1,1
1156504.676,Input1,0
1156600.358,Input1,1
1163807.856,Input1,0
1164303.331,Input1,1
1300189.200,Input1,0
1300284.876,Input1,1
1568836.913,Input1,0
1568933.865,Input1,1
1575980.209,Input1,0
1576475.122,Input1,1
1681935.268,Input1,0
1682040.100,Input1,1
2164253.189,Input1,0
2164349.031,Input1,1
2170980.274,Input1,0
2171476.097,Input1,1
2480714.949,Input1,0
2480810.701,Input1,1
2716776.134,Input1,0
2716872.843,Input1,1
2970432.634,Input1,0
2970543.916,Input1,1
2978071.319,Input1,0
2978566.953,Input1,1
3062501.021,Input1,0
3062595.703,Input1,1
3350055.279,Input1,0
3350151.062,Input1,1
3357029.351,Input1,0
3357525.054,Input1,1
3484096.754,Input1,0
3484207.863,Input1,1
3491496.082,Input1,0
3492007.472,Input1,1
3607044.017,Input1,0
3607156.636,Input1,1
3613708.180,Input1,0
3614203.570,Input1,1
3719872.202,Input1,0
3719983.757,Input1,1
3726888.404,Input1,0
3727399.161,Input1,1
