pyabf_sweep,clampex_sweep,UV_perc,B_perc,GR_perc,notes
0,1,20,,,
1,2,30,,,
2,3,10,,,
3,4,40,,,
4,5,25,,,
5,6,50,,,
6,7,20,,,
7,8,30,,,
8,9,10,,,
9,10,50,,,
