pyabf_sweep,clampex_sweep,UV_perc,B_perc,GR_perc,notes
0,1,30,,,
1,2,50,,,
2,3,20,,,
3,4,40,,,
4,5,45,,,
5,6,10,,,
6,7,60,,,
7,8,30,,,
8,9,35,,,
9,10,55,,,
