pyabf_sweep,clampex_sweep,UV_perc,B_perc,GR_perc,notes
0,1,15,,,
1,2,10,,,
2,3,5,,,
3,4,20,,,
4,5,3,,,
5,6,15,,,
6,7,10,,,
7,8,5,,,
8,9,8,,,
9,10,8,,,
10,11,15,,,
11,12,20,,,
12,13,30,,,
13,14,4,,,
14,15,5,,,
